"Index" "EOOpen" "EOHigh" "EOLow" "EOClose" "EOVolume" "EOAdjusted"
"2013-07-29" 72.660004 72.760002 71.934998 72.355003 1627400 64.668938
"2013-07-30" 72.525002 72.889999 70.775002 72.050003 3268400 64.396324
"2013-07-31" 72.309998 74.084999 72.309998 72.745003 3469400 65.017517
"2013-08-01" 73.785004 76.455002 73.785004 76.035004 3991600 67.958015
"2013-08-02" 75.379997 76.605003 75.125 76.514999 2813200 68.387001
"2013-08-05" 76.470001 77.519997 76.074997 77.089996 3574000 68.900932
"2013-08-06" 77.050003 77.455002 75.654999 76.610001 4948800 68.471954
"2013-08-07" 80.154999 80.735001 77.644997 78.110001 9410200 69.812607
"2013-08-08" 78.93 80.125 78.154999 79.290001 4722600 70.867256
"2013-08-09" 79.330002 79.985001 79 79.419998 3664400 70.983429
"2013-08-12" 79.080002 80.224998 78.730003 79.379997 4004400 70.947662
"2013-08-13" 79.5 79.574997 78.379997 79.120003 2282600 70.715279
"2013-08-14" 79.059998 79.449997 78.059998 78.199997 2548200 69.893028
"2013-08-15" 77.769997 78.889999 77.144997 78.294998 2551400 69.977928
"2013-08-16" 77.764999 78.445 77.154999 77.745003 2502000 69.486389
"2013-08-19" 77.760002 78.059998 76.269997 76.345001 2752800 68.235085
"2013-08-20" 76.349998 77.945 76.080002 77.309998 2395400 69.097572
"2013-08-21" 77.184998 77.184998 75.695 75.919998 2361200 67.855225
"2013-08-22" 76.364998 77.68 76.224998 77.199997 1463000 68.999275
"2013-08-23" 77.199997 78.394997 76.769997 78.309998 2084200 69.991348
"2013-08-26" 78.629997 79.805 78.415001 78.555 2204200 70.21032
"2013-08-27" 78.080002 79.279999 78 78.144997 2267600 69.843864
"2013-08-28" 78.470001 80.660004 78.415001 79.730003 3517800 71.260513
"2013-08-29" 79.364998 79.650002 78.339996 78.544998 1990800 70.20137
"2013-08-30" 78.75 79.160004 78.144997 78.525002 2166200 70.183495
"2013-09-03" 79.730003 80.245003 78.525002 79.214996 2207600 70.800209
"2013-09-04" 78.745003 80.504997 78.745003 80.264999 2611800 71.73867
"2013-09-05" 80.610001 81.309998 80.474998 80.714996 1967800 72.140862
"2013-09-06" 81.285004 82.165001 80.290001 80.860001 3772400 72.270485
"2013-09-09" 81.550003 82 81.084999 81.824997 3747000 73.13298
"2013-09-10" 81.75 82.360001 80.464996 81.75 3420600 73.065948
"2013-09-11" 81.724998 83.684998 81.419998 83.574997 3613400 74.697052
"2013-09-12" 83.769997 84.385002 83.5 83.995003 3130200 75.072449
"2013-09-13" 83.875 84.07 83.050003 83.220001 2089400 74.379784
"2013-09-16" 83.769997 83.995003 82.540001 82.900002 2466600 74.093781
"2013-09-17" 83.254997 84.18 82.894997 83.885002 2069800 74.974144
"2013-09-18" 83.629997 86.18 83.599998 85.894997 2870200 76.770615
"2013-09-19" 86.050003 86.404999 84.675003 85.364998 2122000 76.296921
"2013-09-20" 85.25 85.764999 84.264999 84.434998 3677400 75.465691
"2013-09-23" 84.285004 84.855003 84.055 84.43 2652000 75.461227
"2013-09-24" 84.705002 86.959999 84.309998 86.044998 4233600 76.904701
"2013-09-25" 86.044998 86.644997 85.364998 85.690002 3507400 76.58741
"2013-09-26" 85.860001 86.084999 84.910004 86.044998 1933600 76.904701
"2013-09-27" 85.614998 85.830002 84.900002 85.364998 1660600 76.296921
"2013-09-30" 83.779999 85.169998 83.559998 84.639999 2593800 75.648918
"2013-10-01" 84.305 86.415001 84.275002 86.074997 2809200 76.931526
"2013-10-02" 85.934998 86.18 84.589996 86.18 2717600 77.025345
"2013-10-03" 85.974998 86.114998 84.995003 85.900002 2515400 76.775078
"2013-10-04" 85.959999 87.43 85.269997 87.294998 3206400 78.021904
"2013-10-07" 86.105003 87.105003 85.625 86.415001 3423800 77.235397
"2013-10-08" 86.169998 87.324997 85.205002 85.730003 3545000 76.623154
"2013-10-09" 86.165001 86.779999 84.800003 85.760002 3839600 76.649963
"2013-10-10" 86.695 87.470001 86.470001 87.43 3032600 78.142578
"2013-10-11" 87.160004 90.474998 87.125 89.495003 3899800 79.988213
"2013-10-14" 88.68 90.540001 88.165001 90.529999 2461200 80.913284
"2013-10-15" 90.125 90.989998 89.5 89.985001 3037000 80.509758
"2013-10-16" 91.239998 92.934998 90.735001 91.144997 4577200 81.547592
"2013-10-17" 90.839996 91.199997 89.650002 90.695 4643400 81.144981
"2013-10-18" 91.330002 92.084999 90.419998 91.894997 4302000 82.218605
"2013-10-21" 91.5 92.75 91.324997 92.160004 2405000 82.455711
"2013-10-22" 93.394997 94.150002 91.790001 92.574997 3930000 82.827011
"2013-10-23" 91.559998 91.559998 88.254997 89.220001 5441400 79.825302
"2013-10-24" 89.029999 91.285004 88.055 90.714996 4082000 81.162865
"2013-10-25" 91.175003 92.044998 90.644997 91.720001 2583800 82.06205
"2013-10-28" 91.915001 91.949997 90.940002 91.209999 1835000 81.605766
"2013-10-29" 91.434998 92.885002 91.154999 92.540001 2861800 82.795723
"2013-10-30" 93.160004 93.425003 89.445 90.165001 3915000 80.670807
"2013-10-31" 89.989998 90.455002 88.355003 89.199997 3954400 79.807404
"2013-11-01" 89.305 90.014999 87.699997 89.489998 3633200 80.066864
"2013-11-04" 90.235001 91.800003 89.864998 91.730003 2737200 82.070999
"2013-11-05" 91.669998 91.669998 89.760002 89.864998 3686200 80.40239
"2013-11-06" 90.665001 91.449997 87.970001 88.32 4666800 79.020065
"2013-11-07" 89.654999 90.120003 82.525002 85.790001 9039000 76.756485
"2013-11-08" 85.559998 86.629997 85.279999 85.480003 5577800 76.479126
"2013-11-11" 85.605003 85.82 84.815002 85.724998 3293200 76.698303
"2013-11-12" 85.349998 85.540001 82.900002 83.550003 4579200 74.752327
"2013-11-13" 83.220001 84.93 82.894997 84.730003 4713200 75.808083
"2013-11-14" 84.745003 85.040001 83.974998 84.834999 3690600 75.902023
"2013-11-15" 85.139999 86.07 83.940002 85.690002 4322400 76.667
"2013-11-18" 85.75 86.099998 83.735001 84.260002 3032000 75.387566
"2013-11-19" 84.059998 84.735001 82.824997 83.945 3115400 75.105759
"2013-11-20" 84.425003 84.879997 83.105003 83.459999 3010600 74.671806
"2013-11-21" 84.059998 84.980003 83.900002 84.654999 3079200 75.740982
"2013-11-22" 85.099998 85.205002 83.675003 85.074997 2536600 76.11676
"2013-11-25" 84.660004 84.684998 82.834999 84.595001 3777800 75.687302
"2013-11-26" 84.675003 85.739998 83.849998 84.599998 3180400 75.691772
"2013-11-27" 84.464996 84.845001 82.760002 83.214996 3360200 74.452621
"2013-11-29" 83.25 83.555 82.095001 82.5 2248400 73.81292
"2013-12-02" 83 83.275002 81.565002 82.5 3034400 73.81292
"2013-12-03" 82.224998 83.364998 80.910004 82.739998 4163800 74.027626
"2013-12-04" 82.800003 84.555 82.75 83.565002 3751400 74.765762
"2013-12-05" 82.669998 83.870003 82.080002 82.690002 4473800 73.982903
"2013-12-06" 83.474998 83.550003 79.945 80.019997 7343200 71.594017
"2013-12-09" 80.459999 80.625 78.154999 79.07 8547400 70.744102
"2013-12-10" 79.214996 80.970001 79.07 79.654999 4554400 71.267487
"2013-12-11" 79.425003 79.57 78.004997 78.129997 4240000 69.903053
"2013-12-12" 78.214996 79.660004 78.120003 79.18 3813000 70.842499
"2013-12-13" 78.834999 79.675003 78.245003 79.510002 4488600 71.137749
"2013-12-16" 79.669998 80.985001 79.669998 79.870003 4120200 71.459846
"2013-12-17" 80.260002 80.260002 78.754997 79.824997 3471800 71.419586
"2013-12-18" 79.82 81.190002 79.165001 81 5965400 72.470833
"2013-12-19" 80.834999 82.955002 80.589996 82.665001 5073600 73.960533
"2013-12-20" 83.059998 84.660004 82.724998 84.260002 6265800 75.387566
"2013-12-23" 84.629997 84.919998 83.415001 83.809998 3028000 74.984962
"2013-12-24" 83.910004 84.135002 83.114998 84.129997 978200 75.271255
"2013-12-26" 84.230003 84.769997 83.834999 84.010002 1772200 75.163925
"2013-12-27" 84.07 84.739998 83.839996 84.580002 1685200 75.673904
"2013-12-30" 84.474998 85.25 83.099998 83.675003 2811400 74.864159
"2013-12-31" 83.669998 84.425003 83.235001 83.919998 2109800 75.083382
"2014-01-02" 83.285004 83.980003 82.029999 82.510002 2943400 73.821846
"2014-01-03" 82.875 83.324997 81.904999 82.279999 2693800 73.616043
"2014-01-06" 82.385002 82.665001 81.169998 82.010002 3649200 73.374527
"2014-01-07" 82.535004 83.455002 81.855003 83.425003 3286800 74.640503
"2014-01-08" 83.010002 83.915001 82.525002 83.389999 2857800 74.609192
"2014-01-09" 83.705002 84.445 82.739998 83.5 3539400 74.707596
"2014-01-10" 83.730003 84.050003 82.995003 83.404999 2949800 74.622604
"2014-01-13" 83.705002 84.135002 81.485001 81.730003 2672600 73.124001
"2014-01-14" 82.029999 84.364998 81.815002 84.300003 3221800 75.423378
"2014-01-15" 84.730003 86.639999 84.699997 85.18 4088800 76.295784
"2014-01-16" 85.050003 85.584999 84.349998 85.050003 3342400 76.179337
"2014-01-17" 85.480003 85.940002 84.459999 84.480003 3325800 75.6688
"2014-01-21" 84.580002 85.275002 84.07 84.614998 3195000 75.789703
"2014-01-22" 85.099998 86.150002 84.625 85.860001 3588600 76.904839
"2014-01-23" 84.889999 85.870003 84.114998 84.584999 4482800 75.762848
"2014-01-24" 84.025002 84.519997 82.559998 82.764999 5645400 74.132652
"2014-01-27" 82.584999 82.745003 80.629997 81.050003 3806000 72.596535
"2014-01-28" 81.690002 83.75 81.144997 83.610001 3292600 74.889534
"2014-01-29" 82.959999 83.080002 81.769997 82.324997 3280400 73.738556
"2014-01-30" 82.550003 83.75 82.324997 83.065002 2263000 74.40136
"2014-01-31" 82.334999 83.800003 81.589996 82.620003 2639600 74.002769
"2014-02-03" 82.305 83.43 80.75 80.870003 4528800 72.435303
"2014-02-04" 81.334999 84.495003 81.25 84.290001 6576800 75.498611
"2014-02-05" 84.050003 84.849998 83.385002 83.745003 4293000 75.010452
"2014-02-06" 83.845001 86.894997 83.845001 86.625 5142200 77.59008
"2014-02-07" 87.385002 88.440002 86.57 88.25 4170600 79.045593
"2014-02-10" 88.379997 88.379997 86.535004 87.099998 3538200 78.015518
"2014-02-11" 87.150002 88.105003 86.779999 87.364998 3298800 78.252892
"2014-02-12" 87.875 88.449997 87.245003 87.555 2585000 78.423058
"2014-02-13" 86.790001 88.375 86.300003 87.735001 3432600 78.584305
"2014-02-14" 87.855003 88.625 87.445 88.480003 2337600 79.251595
"2014-02-18" 89.059998 90.129997 89.004997 89.959999 3654600 80.57724
"2014-02-19" 89.525002 90.805 89.199997 89.43 3835000 80.102493
"2014-02-20" 89.519997 91.029999 89.074997 90.014999 4512000 80.626465
"2014-02-21" 90.235001 90.485001 88.970001 89 5410800 79.717377
"2014-02-24" 89.214996 90.809998 88.514999 90.199997 7053200 80.792191
"2014-02-25" 91.425003 92.565002 89.625 92 7461200 82.404465
"2014-02-26" 91.805 94.205002 91.440002 93.220001 7214400 83.497208
"2014-02-27" 93.205002 93.824997 92.245003 93.735001 3779600 83.958496
"2014-02-28" 93.860001 95.540001 93.555 94.709999 5076400 84.83181
"2014-03-03" 94.525002 96 94.309998 94.644997 5608400 84.773575
"2014-03-04" 95.235001 96.459999 95.165001 95.779999 4265400 85.790207
"2014-03-05" 96.019997 96.610001 95.025002 95.245003 3900800 85.311028
"2014-03-06" 95.360001 96.105003 94.665001 95.529999 3450600 85.566284
"2014-03-07" 95.760002 95.974998 94.099998 94.959999 3917200 85.055733
"2014-03-10" 94.959999 94.959999 93.559998 94.525002 2759200 84.666107
"2014-03-11" 94.919998 95.084999 92.660004 92.800003 4103200 83.121017
"2014-03-12" 91.800003 93.214996 90.830002 92.565002 4087600 82.910538
"2014-03-13" 93.125 93.324997 90.885002 91.455002 3763800 81.916298
"2014-03-14" 91.485001 93.105003 91.449997 92.985001 3178400 83.28672
"2014-03-17" 93.300003 94 93 93.614998 2722400 83.851006
"2014-03-18" 93.699997 95.260002 93.589996 94.580002 3166000 84.715347
"2014-03-19" 94.675003 94.720001 93.014999 93.764999 3165000 83.985367
"2014-03-20" 93.809998 95.279999 93.035004 95.165001 4022400 85.239372
"2014-03-21" 95.955002 96.580002 94.690002 95.82 5331800 85.826035
"2014-03-24" 96.125 96.485001 94.230003 94.800003 3461600 84.91243
"2014-03-25" 95.589996 96.485001 95.449997 95.785004 3816400 85.794708
"2014-03-26" 96.275002 97.660004 95.949997 96.059998 4117200 86.041
"2014-03-27" 96.144997 97.699997 96.010002 96.730003 3528200 86.641129
"2014-03-28" 97.235001 99.410004 97.055 98.580002 4051000 88.298172
"2014-03-31" 99.235001 99.75 97.525002 98.084999 8285600 87.854805
"2014-04-01" 99.379997 100.360001 98.260002 98.980003 3422900 88.656448
"2014-04-02" 98.269997 99.449997 98.019997 99.110001 2858000 88.772873
"2014-04-03" 99.330002 101.5 99.260002 100.650002 5219000 90.152267
"2014-04-04" 102.669998 103.300003 98.949997 99.769997 4028600 89.364044
"2014-04-07" 99.720001 99.980003 97.449997 97.93 3146300 87.715973
"2014-04-08" 97.779999 99.580002 97.540001 98.709999 3293600 88.414604
"2014-04-09" 98.940002 99.169998 97.989998 98.949997 3826700 88.62957
"2014-04-10" 98.629997 99.989998 97.559998 98.110001 4706000 87.877197
"2014-04-11" 97.669998 99.440002 97.57 98.629997 4581500 88.342957
"2014-04-14" 99.519997 100.099998 98.720001 99.959999 3427800 89.647865
"2014-04-15" 99.629997 101.68 99.519997 101.110001 4695400 90.679222
"2014-04-16" 101.480003 102.199997 100.43 101.010002 3650900 90.589539
"2014-04-17" 100.839996 102.839996 100.839996 102.449997 3253200 91.880981
"2014-04-21" 102.980003 103.580002 101.839996 103.529999 2404700 92.849556
"2014-04-22" 103.269997 103.269997 102.110001 102.339996 3332800 91.782341
"2014-04-23" 102.529999 105.18 102.529999 105.080002 3445700 94.239655
"2014-04-24" 105.5 105.5 103.419998 103.480003 3716000 92.804703
"2014-04-25" 103.25 103.300003 98.519997 99.040001 7168000 88.822769
"2014-04-28" 99.940002 100 96.529999 98.059998 5112100 87.943848
"2014-04-29" 98.879997 101.230003 98.830002 99.620003 4089100 89.342941
"2014-04-30" 99.07 99.199997 97.010002 98 6297700 87.890053
"2014-05-01" 98.330002 98.769997 96.809998 97.120003 4240100 87.100845
"2014-05-02" 97.300003 98.25 96.82 97.059998 3710900 87.047035
"2014-05-05" 96.040001 99.709999 96.010002 99.25 4757400 89.011086
"2014-05-06" 102.800003 106.5 101.839996 103.629997 8515800 92.939255
"2014-05-07" 104.610001 105.449997 102.639999 104.790001 5705400 93.979561
"2014-05-08" 104.029999 104.559998 101.620003 101.730003 3264300 91.235268
"2014-05-09" 102 102.300003 100.639999 102.279999 3709500 91.728523
"2014-05-12" 102.57 103.730003 101.980003 103.639999 3351800 92.948219
"2014-05-13" 104.580002 105.5 104.07 105.169998 3426300 94.320374
"2014-05-14" 105.389999 105.489998 103.860001 103.900002 2415000 93.181374
"2014-05-15" 103.970001 103.980003 101.550003 102.739998 2608100 92.141075
"2014-05-16" 102.57 102.879997 101.339996 102.5 2846300 91.925797
"2014-05-19" 102.5 103.360001 101.959999 102.300003 1832600 91.746452
"2014-05-20" 102.220001 102.949997 101.470001 101.889999 1937500 91.378746
"2014-05-21" 102.699997 104.360001 102.129997 104.160004 1777500 93.414574
"2014-05-22" 104.290001 105.169998 103.529999 103.68 2457100 92.984093
"2014-05-23" 103.889999 105.150002 103.440002 103.970001 2535000 93.244164
"2014-05-27" 104.440002 104.970001 103.75 104.730003 2072500 93.925766
"2014-05-28" 104.860001 105.629997 104.400002 105.190002 2724800 94.338318
"2014-05-29" 105.419998 106.709999 105 106.669998 2565500 95.665619
"2014-05-30" 106.269997 106.360001 105.25 105.800003 2293300 94.885384
"2014-06-02" 105.949997 106 104.949997 105.379997 1712400 94.508728
"2014-06-03" 105.449997 106.660004 105.269997 106.660004 1974800 95.656662
"2014-06-04" 106.480003 106.730003 105.559998 106.370003 1695600 95.396584
"2014-06-05" 106.349998 107.910004 105.82 107.900002 2212100 96.768738
"2014-06-06" 108.139999 109.559998 108.040001 109.32 2151400 98.042274
"2014-06-09" 110.089996 110.75 109 109.510002 2366300 98.212654
"2014-06-10" 109.389999 109.75 108.410004 108.690002 2174200 97.477242
"2014-06-11" 108.25 110.910004 108.139999 110.699997 2683700 99.279869
"2014-06-12" 111.459999 113.019997 111.220001 111.629997 3799500 100.11396
"2014-06-13" 111.769997 114.059998 110.529999 114.019997 3126400 102.257401
"2014-06-16" 115.209999 115.209999 113.019997 114.029999 4075200 102.266342
"2014-06-17" 113.949997 113.949997 111.260002 112.389999 5247000 100.795517
"2014-06-18" 112.580002 113.839996 111.739998 113.540001 2912400 101.826912
"2014-06-19" 113.139999 115.849998 112.519997 115.800003 3865900 103.853783
"2014-06-20" 117.050003 118.389999 116.150002 117.980003 5556100 105.808861
"2014-06-23" 118.519997 118.889999 116.949997 117.410004 3328800 105.297646
"2014-06-24" 117.18 117.449997 112.239998 113.019997 4574300 101.360527
"2014-06-25" 113.32 116.25 113.32 116.019997 3456700 104.051056
"2014-06-26" 115.68 115.82 114.07 115.419998 2355100 103.512947
"2014-06-27" 115.230003 115.93 114.709999 115.839996 2801600 103.889618
"2014-06-30" 116.080002 117.190002 115.849998 116.860001 2342000 104.80442
"2014-07-01" 117.440002 117.940002 116.019997 116.550003 2793600 104.526382
"2014-07-02" 116.860001 117.589996 115.540001 116.230003 2649800 104.239403
"2014-07-03" 116.269997 117.019997 115.110001 116.75 1677900 104.705757
"2014-07-07" 116.400002 116.5 115.419998 115.730003 1574500 103.790962
"2014-07-08" 115.370003 116.550003 115.129997 115.980003 2511100 104.015198
"2014-07-09" 116.099998 116.629997 115.190002 116.559998 1938800 104.535347
"2014-07-10" 114.879997 115.879997 113.760002 114.959999 2212700 103.100433
"2014-07-11" 115.739998 115.739998 113.389999 113.650002 2482100 101.925537
"2014-07-14" 114.650002 116.050003 114.309998 115.690002 2956100 103.755104
"2014-07-15" 114.910004 115.620003 112.639999 113.440002 3367700 101.84726
"2014-07-16" 114.620003 117.279999 114.169998 117.099998 3181000 105.133217
"2014-07-17" 117.480003 118.809998 115.349998 115.550003 2286700 103.741638
"2014-07-18" 115.360001 116.389999 114.339996 116.040001 2605200 104.181549
"2014-07-21" 115.860001 116.43 115.120003 116.150002 1595000 104.280319
"2014-07-22" 116.75 117.620003 115.800003 116.550003 2600600 104.639458
"2014-07-23" 116.699997 116.699997 115.300003 115.949997 3621600 104.100739
"2014-07-24" 116.480003 116.93 115.699997 116.199997 2864400 104.325203
"2014-07-25" 115.580002 115.860001 114.400002 114.82 1981100 103.086243
"2014-07-28" 114.82 115.019997 113 113.389999 2993500 101.802383
"2014-07-29" 113.269997 115.330002 113.190002 114.239998 2502800 102.565506
"2014-07-30" 114.830002 115.440002 113.360001 113.629997 1778300 102.017838
"2014-07-31" 112.839996 113.089996 109.370003 109.440002 4162500 98.25602
"2014-08-01" 108.650002 109.809998 107.160004 108.040001 3966400 96.999115
"2014-08-04" 108.739998 112.120003 108.080002 111.809998 3002600 100.383835
"2014-08-05" 111.809998 111.809998 107.510002 108.629997 4848700 97.528801
"2014-08-06" 107.029999 108.510002 105.629997 106.639999 5007700 95.74218
"2014-08-07" 107.629997 107.629997 105.400002 106.059998 2977200 95.221443
"2014-08-08" 106.07 107.900002 106.07 107.779999 2354100 96.765671
"2014-08-11" 108.720001 109 107.919998 108.300003 2760600 97.232521
"2014-08-12" 107.889999 108.489998 106.339996 106.690002 3265800 95.787071
"2014-08-13" 107.660004 107.879997 106.220001 106.349998 2337400 95.481804
"2014-08-14" 107.220001 107.230003 103.57 103.93 3490700 93.309097
"2014-08-15" 103.970001 106.419998 103.669998 106.089996 4557700 95.24839
"2014-08-18" 106.650002 106.910004 104.660004 105.43 3275500 94.655815
"2014-08-19" 106.099998 107.349998 105.660004 107.029999 3145300 96.092316
"2014-08-20" 107.089996 107.449997 106.099998 107.279999 2185900 96.316742
"2014-08-21" 107.5 107.519997 106.019997 107.190002 2138800 96.235962
"2014-08-22" 106.589996 106.839996 105.610001 106.269997 2075400 95.409996
"2014-08-25" 106.93 108.25 106.599998 107.940002 1932600 96.909332
"2014-08-26" 108.860001 110.470001 108.5 109.400002 3283200 98.220116
"2014-08-27" 109.43 109.449997 108.07 108.610001 1996700 97.510864
"2014-08-28" 108.32 109.080002 108.099998 108.389999 1756800 97.313324
"2014-08-29" 108.800003 109.980003 108.370003 109.879997 1802700 98.651085
"2014-09-02" 109.57 109.849998 107.080002 107.709999 2755100 96.70282
"2014-09-03" 108.849998 109.080002 107.459999 107.739998 1479100 96.729752
"2014-09-04" 107.760002 107.989998 103.970001 104.610001 3937200 93.919632
"2014-09-05" 104.349998 105.290001 103.050003 105.18 3235500 94.431366
"2014-09-08" 104.07 104.07 100.75 101.410004 5549200 91.046661
"2014-09-09" 101.629997 102.489998 100.82 101.309998 3636000 90.956863
"2014-09-10" 100.93 102.139999 99.330002 102.010002 3713700 91.58532
"2014-09-11" 100.93 103.129997 100.5 103.059998 4596100 92.528023
"2014-09-12" 102.5 102.57 101.029999 101.32 3683100 90.96582
"2014-09-15" 100.800003 102.410004 100.120003 101.910004 3055400 91.495552
"2014-09-16" 102.330002 105.900002 101.75 105.220001 4116100 94.467285
"2014-09-17" 105.650002 106.089996 104.519997 105.190002 3689600 94.440369
"2014-09-18" 105.82 105.989998 104.209999 104.980003 3003200 94.251823
"2014-09-19" 105.239998 105.900002 103.959999 104.370003 6346200 93.70417
"2014-09-22" 103.82 103.860001 100.57 101.739998 4437000 91.342949
"2014-09-23" 101.550003 101.629997 100.449997 100.839996 5577300 90.534882
"2014-09-24" 100.940002 102.870003 99.550003 102.139999 4584400 91.702042
"2014-09-25" 102.639999 102.699997 100.139999 100.360001 3588900 90.103943
"2014-09-26" 100.370003 102.410004 100.209999 101.879997 3327500 91.468613
"2014-09-29" 100.800003 102.059998 100.099998 101.870003 4300400 91.459648
"2014-09-30" 101.849998 101.849998 97.449997 99.019997 6422700 88.900894
"2014-10-01" 99.209999 99.730003 96.150002 96.849998 5856700 86.952644
"2014-10-02" 95.760002 97.639999 94.269997 97.059998 5381500 87.141182
"2014-10-03" 97.720001 97.720001 95.57 96.57 4433900 86.701279
"2014-10-06" 96.839996 97 94.360001 95.089996 5114400 85.372482
"2014-10-07" 95.019997 96.019997 93.57 93.610001 5515800 84.043724
"2014-10-08" 93.309998 94.690002 90.800003 94.559998 7723600 84.89666
"2014-10-09" 93.639999 93.730003 90.879997 91.959999 9684400 82.562363
"2014-10-10" 91.07 91.949997 88.610001 89.830002 9915400 80.650017
"2014-10-13" 89.25 90.300003 83.580002 83.760002 9446700 75.200348
"2014-10-14" 85.400002 86.879997 83.5 83.839996 12228000 75.272171
"2014-10-15" 82.029999 88.529999 81.07 88.169998 11107300 79.318611
"2014-10-16" 85.190002 92.519997 85.190002 91.269997 10111100 82.107391
"2014-10-17" 94.199997 95.550003 90.260002 91.220001 8665500 82.062416
"2014-10-20" 91.629997 93.129997 90.769997 92.760002 4420600 83.447815
"2014-10-21" 94.349998 96.150002 94.269997 96.029999 6298800 86.389557
"2014-10-22" 96.760002 97 91.980003 92.07 7672400 82.827072
"2014-10-23" 94.239998 94.839996 92.400002 93.400002 9219300 84.023582
"2014-10-24" 92.949997 93.019997 90.199997 92.099998 5417400 82.854065
"2014-10-27" 90.279999 90.279999 86.949997 88.43 7433800 79.552513
"2014-10-28" 88.809998 91.910004 87.550003 91.5 6123200 82.314301
"2014-10-29" 94.239998 95.32 91.760002 93.129997 5926100 83.780663
"2014-10-30" 92.57 93.290001 91.029999 92.220001 3746200 82.962029
"2014-10-31" 91.949997 95.099998 90.739998 95.050003 5495200 85.507919
"2014-11-03" 95.050003 96.809998 92.889999 93.32 7006200 83.951599
"2014-11-04" 89.669998 90.989998 89 90.279999 8208000 81.216774
"2014-11-05" 95.5 97.470001 93.559998 96.099998 11401900 86.452522
"2014-11-06" 95.190002 99.18 95.110001 98.970001 8202200 89.034409
"2014-11-07" 99.720001 101.580002 99.269997 99.550003 7009200 89.556183
"2014-11-10" 101.010002 102.25 97.989998 98.5 5947800 88.61158
"2014-11-11" 98.5 99.07 97.110001 98.75 4274300 88.836479
"2014-11-12" 98.68 99.349998 97.349998 97.559998 3433700 87.765938
"2014-11-13" 96.5 97.440002 94.470001 95.849998 5859300 86.227608
"2014-11-14" 96.32 98.360001 96.199997 98.160004 3992700 88.305717
"2014-11-17" 97.010002 97.379997 95.730003 96.349998 4349400 86.677429
"2014-11-18" 96.32 98.260002 96.089996 97.669998 3917200 87.864891
"2014-11-19" 98.75 98.800003 96.779999 98.330002 3830800 88.458633
"2014-11-20" 98.449997 100.290001 98.339996 99.440002 4624100 89.457222
"2014-11-21" 102.489998 103.040001 101.290001 101.739998 6378700 91.526344
"2014-11-24" 101.18 101.739998 99.25 99.559998 4110900 89.56517
"2014-11-25" 100.279999 100.32 96.720001 96.739998 5592000 87.028259
"2014-11-26" 96.620003 96.629997 93.860001 94.07 5346100 84.626312
"2014-11-28" 87.160004 88.43 85.190002 86.720001 9472100 78.014175
"2014-12-01" 85.519997 87.580002 83.660004 87.239998 10063500 78.481979
"2014-12-02" 87.379997 91.330002 86.870003 90.300003 10159600 81.234795
"2014-12-03" 91.709999 93.599998 90.800003 91.800003 6237200 82.58419
"2014-12-04" 90.790001 93 89.75 93 5108100 83.663734
"2014-12-05" 91.910004 92.050003 89.779999 90.75 7572500 81.63961
"2014-12-08" 89.080002 89.5 87.510002 88.190002 8672200 79.336609
"2014-12-09" 87 91.120003 86.769997 89.150002 8197500 80.200226
"2014-12-10" 86.379997 87.260002 85.540001 86.790001 8821700 78.077141
"2014-12-11" 87.190002 89.760002 86.129997 86.860001 5808100 78.140099
"2014-12-12" 85.309998 88.419998 85.099998 86.370003 6606200 77.699303
"2014-12-15" 87.089996 88.160004 84.949997 85.339996 6867000 76.772705
"2014-12-16" 83.860001 89.389999 83.779999 85.470001 8303700 76.889648
"2014-12-17" 87.610001 92.209999 86.110001 91.139999 10269500 81.99044
"2014-12-18" 93.830002 94.389999 88.900002 92.449997 8888600 83.168938
"2014-12-19" 93.629997 95.089996 92.449997 95.019997 7853400 85.480927
"2014-12-22" 94.209999 95.620003 93.68 95.059998 6746600 85.516922
"2014-12-23" 95.739998 97.269997 94.540001 96.410004 4243900 86.731392
"2014-12-24" 95.610001 95.639999 92.510002 94.050003 3012800 84.608315
"2014-12-26" 94.900002 95.199997 93.330002 93.82 2210600 84.401405
"2014-12-29" 94.550003 95.209999 93.449997 94.330002 3397000 84.860207
"2014-12-30" 93.5 94.330002 91.889999 92.699997 3379400 83.393822
"2014-12-31" 91.970001 93.550003 90.75 92.07 3329200 82.827072
"2015-01-02" 91.010002 92.989998 90.360001 92.239998 3462300 82.980019
"2015-01-05" 89.959999 90.779999 86.019997 86.68 6173600 77.978195
"2015-01-06" 85.839996 86.599998 82.760002 84.209999 8142000 75.756134
"2015-01-07" 85.18 85.730003 82.720001 83.68 5950300 75.279343
"2015-01-08" 84.720001 87.650002 84.07 86.879997 5836500 78.158104
"2015-01-09" 87.019997 88.029999 86.010002 87.459999 4036600 78.679901
"2015-01-12" 85.110001 85.349998 83.199997 84.510002 4810300 76.026031
"2015-01-13" 84.970001 86.660004 84.050003 85.059998 5444200 76.520828
"2015-01-14" 84.07 88.089996 83.669998 87.739998 6698200 79.087982
"2015-01-15" 89.040001 89.5 86.449997 86.529999 4941700 77.997314
"2015-01-16" 86.860001 90.540001 86.540001 90.309998 5483500 81.404549
"2015-01-20" 89.089996 89.779999 87.519997 89.330002 5969500 80.521194
"2015-01-21" 90.589996 91.400002 89.68 90.540001 4911900 81.61187
