"Index" "EOpen" "EHigh" "ELow" "EClose" "EVolume" "EAdjusted"
"2016-03-08" 91.529999 91.959999 90.730003 91.739998 1977400 86.58918
"2016-03-09" 92.239998 93.099998 91.790001 92.199997 975000 87.023338
"2016-03-10" 92.199997 92.699997 90.949997 91.769997 955200 86.61747
"2016-03-11" 92.860001 93.269997 92.290001 93.110001 1061300 87.882256
"2016-03-14" 93.089996 94.559998 92.739998 93.830002 1320100 88.561821
"2016-03-15" 93.07 94.059998 92.989998 93.800003 1399800 88.533516
"2016-03-16" 91.800003 93.32 91.550003 93.110001 1638200 87.882256
"2016-03-17" 93.110001 94.129997 92.849998 93.949997 1027900 88.675056
"2016-03-18" 93.739998 94.5 93.209999 94.18 2028100 88.892174
"2016-03-21" 94.239998 94.639999 93.360001 94.129997 693700 88.844978
"2016-03-22" 93.650002 93.75 92.599998 93.18 1273600 87.948318
"2016-03-23" 93.489998 94.089996 93.25 93.379997 771900 88.137085
"2016-03-24" 93.190002 93.440002 92.660004 93.269997 621700 88.033264
"2016-03-28" 93.309998 93.900002 93.230003 93.599998 576800 88.344727
"2016-03-29" 93.699997 94.389999 93.199997 94.169998 783600 88.882729
"2016-03-30" 94.769997 94.93 94.349998 94.419998 855500 89.118683
"2016-03-31" 94.150002 94.669998 93.949997 94.309998 1225000 89.014862
"2016-04-01" 93.879997 95.730003 93.639999 95.650002 1132100 90.279648
"2016-04-04" 95.800003 95.800003 94.839996 95.5 796600 90.138046
"2016-04-05" 95.379997 95.900002 94.900002 95.099998 743300 89.760506
"2016-04-06" 95.120003 95.720001 94.949997 95.68 658200 90.307953
"2016-04-07" 95.089996 95.099998 93.5 94.540001 1491500 89.231956
"2016-04-08" 95.019997 95.389999 94.580002 95.209999 943900 89.864357
"2016-04-11" 95.730003 96.199997 95.120003 95.25 794100 89.9021
"2016-04-12" 95.089996 95.690002 94.510002 94.730003 1252600 89.411293
"2016-04-13" 95.25 95.25 94.260002 94.519997 1173000 89.213081
"2016-04-14" 94.610001 95.300003 94.150002 94.709999 1066700 89.39241
"2016-04-15" 94.82 94.989998 94.080002 94.949997 1210600 89.618935
"2016-04-18" 94.900002 95.970001 94.629997 95.779999 962800 90.402328
"2016-04-19" 96.419998 97.080002 96.059998 96.949997 1286300 91.506668
"2016-04-20" 96.849998 97.330002 96.540001 96.57 1198300 91.147957
"2016-04-21" 96.040001 96.25 93.690002 93.889999 1631200 88.618469
"2016-04-22" 93.529999 93.959999 91.959999 93.949997 1978400 88.675056
"2016-04-25" 93.529999 94.790001 93.519997 94.720001 1451900 89.40184
"2016-04-26" 94.720001 95.879997 94.379997 95.690002 1430500 90.317375
"2016-04-27" 95.709999 96.800003 95.470001 96.169998 1670500 90.770439
"2016-04-28" 95.669998 97.459999 95.470001 97.120003 1487600 91.667084
"2016-04-29" 96.690002 96.849998 95.309998 95.870003 1591200 90.487289
"2016-05-02" 95.860001 97.480003 95.68 97.129997 2274600 91.676529
"2016-05-03" 94.230003 95.480003 93.019997 93.290001 3521600 88.052124
"2016-05-04" 92.5 93.419998 91.919998 93.150002 2444700 87.920006
"2016-05-05" 93.129997 94.260002 92.970001 93.279999 1222800 88.042694
"2016-05-06" 93.169998 94.120003 92.059998 93.989998 1785600 88.71283
"2016-05-09" 94.220001 95.029999 93.360001 93.739998 1532100 88.47686
"2016-05-10" 94.230003 95.580002 94.169998 95.540001 1900900 90.175827
"2016-05-11" 95.029999 95.220001 94.379997 94.93 2064500 89.600052
"2016-05-12" 95.43 95.860001 93.720001 94.610001 1451500 89.298035
"2016-05-13" 94.220001 94.32 92.379997 92.660004 1689100 87.45752
"2016-05-16" 92.720001 93.199997 92.559998 92.790001 1010500 87.580215
"2016-05-17" 92.660004 92.980003 91.599998 92.019997 1641200 86.853447
"2016-05-18" 91.879997 92.120003 90.129997 90.5 1889000 85.418793
"2016-05-19" 90.040001 91.089996 89.839996 91.010002 1651300 85.900162
"2016-05-20" 91.309998 91.309998 90.139999 90.480003 1759200 85.399918
"2016-05-23" 90.339996 91.089996 90.139999 90.730003 1299600 85.635895
"2016-05-24" 91.309998 92.610001 90.43 92.139999 1568500 86.966705
"2016-05-25" 92.209999 92.75 92.010002 92.040001 1230400 86.872345
"2016-05-26" 92.120003 92.260002 91.43 91.440002 1094900 86.588242
"2016-05-27" 91.790001 93.010002 91.529999 92 1450000 87.118538
"2016-05-31" 92.32 92.730003 91.410004 91.779999 1713700 86.91021
"2016-06-01" 91.589996 92.989998 91.360001 92.989998 1761700 88.055992
"2016-06-02" 92.739998 93.349998 92.599998 93.199997 1019600 88.254852
"2016-06-03" 93.220001 93.879997 92.879997 93.07 1290900 88.131752
"2016-06-06" 93.089996 93.589996 92.629997 93.059998 1308800 88.122276
"2016-06-07" 93.349998 93.769997 92.970001 93.120003 1170600 88.179115
"2016-06-08" 93.300003 93.529999 92.82 92.879997 1088300 87.95182
"2016-06-09" 92.410004 92.709999 91.849998 92.279999 1669500 87.383667
"2016-06-10" 91.510002 92.059998 91.120003 91.550003 1679400 86.692406
"2016-06-13" 91.769997 92.279999 91.239998 91.290001 1269200 86.446213
"2016-06-14" 90.879997 91.760002 90.230003 91.449997 1216700 86.597733
"2016-06-15" 91.519997 92.169998 90.800003 91.010002 1079200 86.181068
"2016-06-16" 90.970001 91.870003 90.620003 91.709999 1395700 86.84391
"2016-06-17" 91.779999 92.269997 91.339996 91.940002 1646000 87.061729
"2016-06-20" 92.849998 93.809998 92.620003 93.080002 1690200 88.141235
"2016-06-21" 93.300003 93.690002 92.760002 93.099998 1564200 88.160149
"2016-06-22" 93.360001 94.330002 93.050003 93.589996 1166700 88.624168
"2016-06-23" 94.050003 95 93.980003 94.949997 1564100 89.911995
"2016-06-24" 92.529999 92.870003 89.669998 89.730003 3222200 84.968987
"2016-06-27" 89.419998 89.419998 87.110001 87.239998 2277000 82.611092
"2016-06-28" 88.389999 88.669998 87.080002 88.190002 2476800 83.510674
"2016-06-29" 88.760002 89.970001 88.529999 89.709999 2504600 84.950035
"2016-06-30" 89.739998 91.089996 89.650002 91.019997 2718700 86.190506
"2016-07-01" 91.25 92.419998 91.160004 91.82 1541000 86.94809
"2016-07-05" 91.449997 92.160004 91.029999 91.32 1685400 86.474609
"2016-07-06" 90.739998 91.279999 90.309998 91.029999 1536000 86.199982
"2016-07-07" 91 91.75 91 91.550003 1111900 86.692406
"2016-07-08" 92 93.169998 91.830002 93.010002 1283000 88.074951
"2016-07-11" 92.690002 93.5 92.660004 93.279999 839800 88.330612
"2016-07-12" 93.290001 93.589996 92.769997 93.290001 1206000 88.340073
"2016-07-13" 93.279999 93.580002 92.940002 93.300003 869500 88.349571
"2016-07-14" 93.690002 94.279999 93.529999 94.029999 1199900 89.040817
"2016-07-15" 94.529999 94.940002 94.139999 94.400002 1098300 89.391197
"2016-07-18" 94.389999 94.389999 93.589996 93.970001 1200900 88.983994
"2016-07-19" 93.410004 93.760002 93.120003 93.489998 856900 88.529472
"2016-07-20" 93.489998 94.07 93.32 93.5 832400 88.538956
"2016-07-21" 93.220001 93.629997 92.639999 92.860001 1004100 87.932907
"2016-07-22" 93.059998 93.339996 92.870003 93.230003 716100 88.283264
"2016-07-25" 92.980003 93.25 92.489998 93.169998 741000 88.226448
"2016-07-26" 93.07 94.050003 92.760002 93.050003 909400 88.112839
"2016-07-27" 93.040001 93.040001 92.129997 92.410004 1097400 87.506783
"2016-07-28" 92.559998 92.879997 92.010002 92.110001 1273700 87.222702
"2016-07-29" 91.900002 93.150002 91.900002 92.900002 1097000 87.970764
"2016-08-01" 92.809998 94.220001 92.809998 93.43 1184800 88.472633
"2016-08-02" 93.730003 94.040001 92.739998 93.269997 1254600 88.321136
"2016-08-03" 93.050003 93.889999 92.669998 93.839996 1410700 88.860901
"2016-08-04" 93.790001 94.269997 93.32 93.68 1721400 88.709389
"2016-08-05" 93.669998 94.190002 92.489998 93.580002 1760300 88.61467
"2016-08-08" 93.57 93.639999 93.110001 93.290001 1260100 88.340073
"2016-08-09" 93.489998 94.059998 93.309998 93.339996 990100 88.387444
"2016-08-10" 93.290001 93.410004 92.720001 92.910004 1282500 87.980232
"2016-08-11" 92.959999 93.239998 91.760002 92.529999 2074600 87.620407
"2016-08-12" 92.639999 93.639999 92.169998 93.099998 1471000 88.160149
"2016-08-15" 93.089996 93.82 93.07 93.199997 1406500 88.254852
"2016-08-16" 92.769997 92.959999 91.949997 92.419998 1412500 87.516251
"2016-08-17" 92.639999 93.199997 92.080002 93.019997 2013800 88.084404
"2016-08-18" 93.18 95.379997 92.959999 95.099998 3520700 90.054039
"2016-08-19" 91.889999 93.25 91.059998 91.730003 5640800 86.862862
"2016-08-22" 90.889999 92.949997 90.099998 91.379997 2744700 86.53141
"2016-08-23" 91.650002 92.269997 91.449997 91.57 1383000 86.711349
"2016-08-24" 91.370003 91.57 90.190002 90.5 2038100 85.698128
"2016-08-25" 90.559998 91.769997 90.300003 91.230003 1419400 86.389397
"2016-08-26" 91.190002 91.809998 90.260002 90.910004 1471000 86.086365
"2016-08-29" 90.650002 91.18 90.589996 90.860001 954300 86.323883
"2016-08-30" 90.830002 90.980003 89.769997 89.870003 1373900 85.383301
"2016-08-31" 89.739998 89.879997 88.75 89.230003 2352300 84.775261
"2016-09-01" 89.43 89.5 88.339996 88.949997 1998200 84.509232
"2016-09-02" 89.589996 90 89.410004 89.620003 1018700 85.145798
"2016-09-06" 89.510002 90.099998 88.709999 89.470001 1289600 85.003281
"2016-09-07" 89.110001 89.220001 88 88.209999 2276800 83.806175
"2016-09-08" 88 88.540001 87.5 88.089996 2946000 83.692162
"2016-09-09" 87.150002 88.019997 86.849998 87.550003 3693500 83.179123
"2016-09-12" 87.540001 88.889999 87.25 88.769997 2384900 84.338219
"2016-09-13" 88.050003 88.25 87.050003 87.839996 2478300 83.454659
"2016-09-14" 88.059998 88.620003 87.290001 87.510002 1266300 83.141136
"2016-09-15" 87.57 88.110001 87.050003 87.860001 1473400 83.473656
"2016-09-16" 87.489998 88.029999 87.309998 87.720001 1752600 83.340645
"2016-09-19" 88.080002 88.480003 87.370003 87.379997 1236200 83.017632
"2016-09-20" 87.849998 88.190002 87.290001 87.300003 1242200 82.94162
"2016-09-21" 87.410004 88.339996 87.089996 88.25 1424300 83.844185
"2016-09-22" 88.709999 89.169998 88.419998 88.739998 1317500 84.309723
"2016-09-23" 88.389999 88.779999 88.150002 88.150002 1289000 83.749199
"2016-09-26" 87.760002 88.699997 87.730003 88.32 1758700 83.91069
"2016-09-27" 88.529999 89.589996 88.370003 89.389999 1726100 84.927261
"2016-09-28" 89.449997 89.760002 88.019997 88.449997 1569800 84.034187
"2016-09-29" 88.339996 88.5 86.57 86.870003 1771600 82.533081
"2016-09-30" 87.139999 88.900002 87.139999 88.559998 1952500 84.138695
"2016-10-03" 88.410004 88.559998 87.529999 88.07 1219500 83.673195
"2016-10-04" 88.43 88.459999 87.209999 87.43 901400 83.065125
"2016-10-05" 87.459999 88.150002 87.339996 87.949997 1274100 83.559151
"2016-10-06" 87.769997 88.739998 87.699997 88.309998 1049000 83.901184
"2016-10-07" 88.269997 88.519997 87.260002 87.830002 763700 83.44516
"2016-10-10" 88.220001 88.449997 87.389999 87.529999 1246500 83.160141
"2016-10-11" 87.339996 87.669998 87 87.279999 1361400 82.922623
"2016-10-12" 87.519997 88.580002 87.230003 88.18 1377000 83.777672
"2016-10-13" 87.370003 88.529999 87.129997 88.150002 1227600 83.749199
"2016-10-14" 87.489998 88.489998 87.18 87.330002 2200200 82.970116
"2016-10-17" 87.199997 88.010002 87.199997 87.540001 1300800 83.169632
"2016-10-18" 88 88.089996 87.580002 87.669998 1107700 83.293137
"2016-10-19" 87.599998 87.889999 87.209999 87.599998 1184800 83.226631
"2016-10-20" 87.419998 87.690002 86.150002 86.300003 1729800 81.991531
"2016-10-21" 86.089996 86.620003 85.449997 86.510002 1527300 82.191055
"2016-10-24" 86.440002 86.75 86.209999 86.629997 1616800 82.305054
"2016-10-25" 86.739998 87.019997 86.110001 86.18 1254600 81.877518
"2016-10-26" 85.889999 86.239998 85.580002 85.760002 1488200 81.478493
"2016-10-27" 86.120003 86.139999 85.279999 85.919998 1035300 81.630501
"2016-10-28" 86.129997 86.919998 86.010002 86.410004 1420000 82.096039
"2016-10-31" 86.510002 87.720001 86.389999 87.129997 1762500 82.78009
"2016-11-01" 87.349998 87.57 85.82 86.300003 1980600 81.991531
"2016-11-02" 83.269997 84.629997 81.160004 81.599998 6825100 77.526176
"2016-11-03" 81.309998 81.43 79.440002 79.57 3706300 75.597511
"2016-11-04" 79.599998 80.459999 79.010002 79.019997 1907000 75.074989
"2016-11-07" 80.07 80.769997 79.199997 80.559998 1683100 76.538101
"2016-11-08" 80.449997 81.019997 80.139999 80.309998 1959100 76.300598
"2016-11-09" 78.900002 80.519997 77.739998 80.389999 2496100 76.376587
"2016-11-10" 80.160004 80.190002 78.099998 78.209999 2854100 74.30542
"2016-11-11" 78.019997 78.989998 77.120003 78.360001 2290400 74.447937
"2016-11-14" 78.330002 78.360001 77.190002 77.599998 1971000 73.725883
"2016-11-15" 78.169998 78.989998 77.610001 77.75 2839600 73.868393
"2016-11-16" 77.629997 77.809998 76.650002 77.010002 2253500 73.165329
"2016-11-17" 77.480003 78.589996 76.839996 78.110001 2315400 74.210411
"2016-11-18" 77.860001 78.040001 77.370003 77.410004 2023100 73.545364
"2016-11-21" 77.410004 78.220001 77.410004 77.82 1330800 73.934891
"2016-11-22" 77.900002 78.029999 77.459999 77.730003 1686000 73.849388
"2016-11-23" 77.610001 78.400002 77.610001 77.779999 1205200 73.896889
"2016-11-25" 78 78.779999 78 78.650002 833900 74.723465
"2016-11-28" 78.169998 79.300003 77.870003 78.440002 1571700 74.847519
"2016-11-29" 78.57 79.040001 78.239998 78.610001 1648200 75.009705
"2016-11-30" 78.830002 79.629997 77.669998 77.699997 2557600 74.141396
"2016-12-01" 77.43 77.559998 75.300003 75.910004 2188500 72.433372
"2016-12-02" 76.120003 76.720001 75.68 75.839996 2007400 72.3666
"2016-12-05" 76.379997 77.620003 76 77.160004 2759700 73.626129
"2016-12-06" 77.410004 77.599998 76.849998 77.459999 2510000 73.912407
"2016-12-07" 77.830002 79.010002 77.529999 78.330002 2564500 74.742538
"2016-12-08" 78.5 79.32 78.300003 79.290001 2054600 75.658577
"2016-12-09" 79.410004 79.849998 79.169998 79.709999 1618800 76.059334
"2016-12-12" 79.699997 79.709999 77.839996 78.230003 2808800 74.647125
"2016-12-13" 78.339996 79.279999 78.339996 78.730003 2195100 75.124222
"2016-12-14" 78.790001 79.370003 77.800003 77.959999 3106900 74.389473
"2016-12-15" 77.900002 78.540001 76.989998 77.580002 3175900 74.026894
"2016-12-16" 76.980003 77.489998 76.029999 76.129997 4157000 72.643303
"2016-12-19" 76.57 76.809998 75.830002 76.279999 2437700 72.78643
"2016-12-20" 76.739998 77.650002 76.400002 77.629997 2225200 74.0746
"2016-12-21" 77.550003 78.300003 77.379997 78.120003 1972200 74.54216
"2016-12-22" 78.379997 78.919998 77.800003 78.779999 2302600 75.171936
"2016-12-23" 78.800003 78.830002 78.339996 78.379997 1289700 74.790245
"2016-12-27" 78.330002 78.519997 78 78.230003 1123700 74.647125
"2016-12-28" 78.089996 78.269997 77.18 77.220001 1221400 73.683388
"2016-12-29" 77.529999 77.879997 77.040001 77.269997 852800 73.731094
"2016-12-30" 77.309998 77.470001 76.279999 76.489998 1237400 72.986809
"2017-01-03" 77.260002 77.970001 76.93 77.330002 2075900 73.788338
"2017-01-04" 77.529999 78.989998 77.5 78.699997 1550500 75.095604
"2017-01-05" 78.190002 78.690002 77.559998 78.599998 1587500 75.000168
"2017-01-06" 78.639999 79.5 78.300003 79.160004 1634600 75.534531
"2017-01-09" 78.800003 79 78.110001 78.239998 1397200 74.65667
"2017-01-10" 78.400002 78.400002 77.230003 77.349998 2472400 73.807411
"2017-01-11" 76.629997 78.360001 76.339996 78.330002 2787800 74.742538
"2017-01-12" 78.739998 79.849998 78.099998 79.139999 3338600 75.515442
"2017-01-13" 78.980003 79.57 78.620003 78.790001 1933200 75.181488
"2017-01-17" 79.349998 80.339996 79.25 79.849998 2253300 76.192924
"2017-01-18" 79.989998 80.43 79.220001 79.269997 1615900 75.639496
"2017-01-19" 79.230003 79.32 78.360001 78.889999 1720300 75.276886
"2017-01-20" 78.989998 79.790001 78.709999 79.629997 1853200 75.983009
"2017-01-23" 79.529999 79.809998 79.120003 79.650002 1188600 76.002068
"2017-01-24" 79.779999 80.839996 79.699997 80.790001 1283400 77.089874
"2017-01-25" 81.050003 82.059998 80.900002 82.010002 1996500 78.254005
"2017-01-26" 82.209999 83.330002 81.639999 81.959999 2746600 78.206291
"2017-01-27" 81.580002 81.779999 80.690002 80.959999 1189100 77.252098
"2017-01-30" 81.110001 81.110001 80.110001 80.870003 1672500 77.166199
