"Index" "BLOpen" "BLHigh" "BLLow" "BLClose" "BLVolume" "BLAdjusted"
"2013-08-02" 285.5 288.320007 284.350006 286.619995 610600 233.550903
"2013-08-05" 284.970001 286.029999 283.429993 285.720001 334500 232.817596
"2013-08-06" 285.200012 286.630005 282.920013 284.589996 335500 231.896866
"2013-08-07" 283.140015 283.140015 278.149994 280.899994 478000 228.890015
"2013-08-08" 283.329987 283.929993 278.390015 278.519989 501200 226.950684
"2013-08-09" 278.859985 283.5 277.26001 280.570007 576200 228.621201
"2013-08-12" 279.170013 280.299988 276.630005 278.209991 356500 226.698074
"2013-08-13" 278.540009 280.660004 276.309998 279.809998 383000 228.001846
"2013-08-14" 280 280.820007 277.290009 277.320007 3e+05 225.972916
"2013-08-15" 274.440002 274.660004 267.570007 270.089996 593000 220.081558
"2013-08-16" 269.079987 272.850006 268.01001 270.149994 622100 220.130493
"2013-08-19" 269 270.910004 266.470001 266.73999 712200 217.351807
"2013-08-20" 267.089996 267.670013 265.350006 266.929993 833100 217.506683
"2013-08-21" 266.220001 268.170013 263.079987 264.01001 809900 215.127335
"2013-08-22" 265.399994 268.829987 264.51001 268.059998 355500 218.427505
"2013-08-23" 269.929993 270.25 266.410004 268.799988 443200 219.030411
"2013-08-26" 268.959991 272.690002 267.630005 269.519989 988500 219.617096
"2013-08-27" 265.470001 266.640015 258.890015 258.959991 625000 211.01236
"2013-08-28" 258 262.809998 257.190002 259.440002 511400 211.403488
"2013-08-29" 257.540009 262.600006 257.299988 260.540009 335600 213.683563
"2013-08-30" 261.630005 262.890015 259.23999 260.320007 573700 213.503036
"2013-09-03" 265 266.640015 260.880005 263.779999 517000 216.340836
"2013-09-04" 263.5 267.359985 262.089996 266.100006 486500 218.243637
"2013-09-05" 265.869995 266.880005 262.059998 262.769989 536200 215.512405
"2013-09-06" 263.440002 264.51001 259.420013 261.230011 616500 214.249435
"2013-09-09" 262.350006 263.140015 259.890015 263.049988 613600 215.742126
"2013-09-10" 266 268.019989 265.130005 266.51001 604700 218.579849
"2013-09-11" 264.380005 264.869995 261.01001 261.75 788900 214.675903
"2013-09-12" 259.480011 263.850006 259.480011 262.26001 608700 215.094238
"2013-09-13" 262.390015 264.799988 261.570007 264.630005 561000 217.037964
"2013-09-16" 271 273.299988 269.01001 272.660004 1277600 223.623825
"2013-09-17" 272.660004 273.299988 271.279999 272.98999 604300 223.89444
"2013-09-18" 272.559998 281.559998 271.799988 279.410004 1183400 229.159866
"2013-09-19" 280.839996 285.320007 280.019989 283.640015 895400 232.629166
"2013-09-20" 283.700012 285.429993 278.029999 278.299988 947800 228.24942
"2013-09-23" 278.779999 278.779999 272.959991 274.959991 629800 225.510147
"2013-09-24" 274.890015 275.429993 272.100006 272.5 431000 223.492584
"2013-09-25" 270.019989 271.790009 268.540009 270.23999 635900 221.639023
"2013-09-26" 271.209991 273.25 270.570007 272.679993 314200 223.640213
"2013-09-27" 269.850006 271.829987 268.309998 270.950012 507500 222.221359
"2013-09-30" 265.660004 271.100006 265.660004 270.619995 538000 221.950653
"2013-10-01" 270 270.679993 266.850006 270.089996 595600 221.515991
"2013-10-02" 269.23999 271.209991 266.25 271.209991 589600 222.43454
"2013-10-03" 269.619995 271.98999 266.5 269.929993 574800 221.384766
"2013-10-04" 270.339996 272.25 269.369995 272.01001 336600 223.090729
"2013-10-07" 268.820007 270.269989 267.040009 267.190002 392500 219.137558
"2013-10-08" 268.149994 269.579987 262.679993 262.75 640400 215.496063
"2013-10-09" 263.100006 269.279999 263.049988 266.799988 908600 218.817642
"2013-10-10" 268.23999 277.73999 268.23999 277.25 577900 227.388275
"2013-10-11" 277.269989 281.179993 275.910004 280.48999 459400 230.045578
"2013-10-14" 279.390015 282.649994 277.5 282.269989 441400 231.505447
"2013-10-15" 283.100006 284.880005 281.140015 282.269989 740100 231.505447
"2013-10-16" 284.73999 293.519989 281.890015 290.470001 887300 238.230774
"2013-10-17" 289.890015 299.089996 288.23999 298.51001 992400 244.824829
"2013-10-18" 299.459991 302.440002 296.589996 301.660004 807800 247.408249
"2013-10-21" 301.679993 303.649994 300.480011 301.540009 581800 247.309967
"2013-10-22" 304.350006 307.600006 302.380005 306.220001 686500 251.1483
"2013-10-23" 304.720001 304.899994 300.119995 303.029999 770100 248.531982
"2013-10-24" 304.730011 308.420013 303.23999 306.950012 610000 251.74707
"2013-10-25" 306.950012 308.480011 305.380005 307.609985 123500 252.288147
"2013-10-28" 308 310.25 305.940002 308.440002 507100 252.96904
"2013-10-29" 308.76001 309.839996 307.440002 309.26001 423700 253.64151
"2013-10-30" 309.059998 311.320007 305.649994 306.179993 612100 251.115387
"2013-10-31" 306.369995 309.179993 300.720001 300.809998 882200 246.711166
"2013-11-01" 300.920013 304.170013 300.149994 303.649994 494400 249.040436
"2013-11-04" 303.730011 304.679993 303.01001 303.480011 431000 248.90094
"2013-11-05" 303.76001 304.26001 300.48999 301.850006 431200 247.564117
"2013-11-06" 306 307.019989 303.109985 305.01001 477300 250.155807
"2013-11-07" 308.48999 308.48999 296.540009 296.679993 480900 243.323975
"2013-11-08" 297.049988 302.100006 297 301.589996 863200 247.350937
"2013-11-11" 300.730011 303.690002 299.75 302.190002 423500 247.843033
"2013-11-12" 300.600006 302.369995 296.440002 297.209991 463900 243.758667
"2013-11-13" 295.160004 298.859985 294.369995 298.679993 639500 244.964218
"2013-11-14" 298.429993 302.850006 297.880005 302.600006 639600 248.179214
"2013-11-15" 302.5 305.570007 301.769989 303.190002 494700 248.663254
"2013-11-18" 305.75 306.609985 302.98999 303.940002 555700 249.278244
"2013-11-19" 304.23999 306.01001 301.609985 302.399994 341600 248.015259
"2013-11-20" 302.75 305.23999 297.380005 299.029999 490300 245.251282
"2013-11-21" 299.279999 303.880005 297.809998 303.429993 400400 248.859955
"2013-11-22" 303.970001 303.980011 300.920013 303.76001 615100 249.130661
"2013-11-25" 304.529999 305 301.209991 301.619995 304200 247.375519
"2013-11-26" 299.079987 305.73999 299.079987 303.440002 674700 248.86824
"2013-11-27" 304.160004 307.859985 303.579987 307.600006 421500 252.280014
"2013-11-29" 309.850006 309.850006 302.410004 302.75 231700 249.665878
"2013-12-02" 302.5 309.209991 302.5 305 489300 251.521317
"2013-12-03" 302.809998 304.549988 296.399994 298.410004 650300 246.086823
"2013-12-04" 297.029999 300.470001 292.019989 297.459991 466500 245.303391
"2013-12-05" 295.660004 296.649994 293.429993 295.549988 544500 243.728333
"2013-12-06" 299.579987 302.079987 299.200012 301.829987 496000 248.907181
"2013-12-09" 302.649994 304.929993 300.459991 302.709991 375900 249.632874
"2013-12-10" 300.299988 302.619995 298.549988 299.399994 483700 246.903305
"2013-12-11" 299.679993 300.779999 292.049988 292.320007 669900 241.064651
"2013-12-12" 292.299988 295.359985 291.670013 291.769989 717300 240.611176
"2013-12-13" 293.350006 299.059998 293.350006 297.799988 612300 245.583832
"2013-12-16" 298 304.950012 297.48999 304.76001 934300 251.323456
"2013-12-17" 304.51001 305.809998 302.130005 302.630005 809400 249.566895
"2013-12-18" 301.790009 309.859985 297.880005 309.690002 960400 255.388992
"2013-12-19" 309.640015 309.980011 306.119995 308.390015 701700 254.317032
"2013-12-20" 309.450012 317.149994 308.399994 314.339996 1260700 259.223724
"2013-12-23" 318.559998 318.559998 314.380005 315.420013 460800 260.114349
"2013-12-24" 315.26001 316.790009 313.959991 316.200012 188100 260.757599
"2013-12-26" 323 323 313.049988 315.390015 340500 260.089569
"2013-12-27" 316 318.98999 314.209991 316.380005 284300 260.905945
"2013-12-30" 316.290009 316.98999 313.839996 316.079987 339000 260.658569
"2013-12-31" 317.420013 318.76001 314.970001 316.470001 325600 260.980225
"2014-01-02" 315.380005 315.380005 310.470001 312.799988 396500 257.953705
"2014-01-03" 311.950012 315.98999 310.420013 314.170013 442900 259.083527
"2014-01-06" 316.279999 317.649994 312.380005 314.070007 502400 259.000916
"2014-01-07" 314.119995 319.630005 314.119995 316.959991 422700 261.384277
"2014-01-08" 317.679993 319.339996 315.049988 316.859985 689100 261.301819
"2014-01-09" 317.320007 318.920013 314.01001 316.079987 472600 260.658569
"2014-01-10" 315.73999 319 311.369995 314.940002 517500 259.718445
"2014-01-13" 313.51001 315.779999 305.880005 306.470001 789400 252.733612
"2014-01-14" 308 311.209991 306.369995 310.519989 608400 256.073517
"2014-01-15" 311.429993 313.429993 309.079987 312.75 1043600 257.912506
"2014-01-16" 324.309998 326 313.480011 317.779999 1526000 262.060516
"2014-01-17" 319.850006 322.589996 315.519989 316.720001 1024100 261.186432
"2014-01-21" 318.799988 320.299988 317 318.769989 669200 262.876923
"2014-01-22" 319.98999 324.73999 318.720001 323.890015 1001400 267.099182
"2014-01-23" 320.529999 322.26001 315.329987 315.570007 1136500 260.238007
"2014-01-24" 313.720001 313.720001 302.899994 303.109985 1046400 249.962784
"2014-01-27" 306.609985 307.630005 299.200012 299.950012 1133700 247.356842
"2014-01-28" 301 304.200012 299.730011 303.690002 1063700 250.44104
"2014-01-29" 301.839996 302.959991 298.23999 299.209991 747200 246.746567
"2014-01-30" 301.429993 307.109985 301.429993 305.440002 689200 251.884247
"2014-01-31" 301 304.929993 296 300.470001 920100 247.78569
"2014-02-03" 297.049988 298.73999 284.779999 286.390015 1583700 236.174454
"2014-02-04" 286.769989 292.559998 286.279999 289.75 918300 238.945358
"2014-02-05" 290.850006 294.380005 286.040009 289.269989 917900 238.549438
"2014-02-06" 291.309998 295.640015 290.399994 294.869995 858300 243.167542
"2014-02-07" 297 300 295.100006 299.869995 864900 247.290894
"2014-02-10" 297.820007 302.040009 296.73999 301.029999 734700 248.247467
"2014-02-11" 301 306.5 300.01001 305.149994 763800 251.645065
"2014-02-12" 304.809998 307.48999 302.179993 303.51001 659700 250.292587
"2014-02-13" 298.98999 305.76001 296.130005 304.540009 550500 251.142029
"2014-02-14" 304.480011 306.589996 302.730011 303.029999 664300 249.896805
"2014-02-18" 303.309998 306.76001 303 305.959991 513800 252.312988
"2014-02-19" 303.269989 307.940002 300.130005 300.48999 592500 247.802139
"2014-02-20" 300.390015 301.950012 297.5 300.519989 606400 247.826904
"2014-02-21" 300.600006 302.290009 298.799988 299 567600 246.573395
"2014-02-24" 298.950012 304.549988 298.940002 302.589996 635100 249.533966
"2014-02-25" 302.109985 303.799988 299.549988 300.200012 716100 247.563049
"2014-02-26" 300.290009 301.459991 295.880005 297.630005 681100 245.443619
"2014-02-27" 297.730011 306.630005 297.679993 305.809998 792500 252.189362
"2014-02-28" 305.769989 308.899994 303.399994 304.839996 887400 251.389328
"2014-03-03" 300.76001 301.609985 297.799988 300.350006 683400 247.68663
"2014-03-04" 304.25 308.839996 304.01001 307.220001 732900 253.352158
"2014-03-05" 305.73999 307.899994 305 307.079987 540400 254.83757
"2014-03-06" 308.799988 312.209991 307.279999 311.109985 737400 258.181976
"2014-03-07" 314.23999 314.23999 309.48999 310.790009 760300 257.916412
"2014-03-10" 310.670013 310.98999 306.630005 308.470001 809800 255.991135
"2014-03-11" 309.140015 310.959991 307.609985 308.790009 845800 256.256653
"2014-03-12" 306.070007 308.899994 304.529999 308.880005 555100 256.33136
"2014-03-13" 310.440002 311.25 298.670013 299.25 1027800 248.339676
"2014-03-14" 298.769989 301.089996 295.709991 295.709991 718100 245.401947
"2014-03-17" 298.019989 302.109985 297.619995 298.709991 746400 247.891556
"2014-03-18" 300.109985 301.75 299.160004 301.079987 410000 249.858322
"2014-03-19" 301.320007 301.600006 295.950012 298.399994 668400 247.634323
"2014-03-20" 296.980011 302.5 296.670013 300.98999 646000 249.783615
"2014-03-21" 302.679993 304.200012 299.089996 301.859985 1333100 250.505692
"2014-03-24" 301.809998 303.920013 298.609985 302.579987 882900 251.103241
"2014-03-25" 304.339996 307.820007 301.559998 307.600006 907700 255.26915
"2014-03-26" 311.579987 313.359985 308.339996 309.25 963100 256.638489
"2014-03-27" 309.5 310.73999 305.549988 306.5 665200 254.356232
"2014-03-28" 309.399994 313.920013 308.410004 310.890015 701500 257.999359
"2014-03-31" 314.459991 315.709991 312.790009 314.480011 652100 260.978638
"2014-04-01" 316.119995 317.149994 312.809998 316.890015 758300 262.978638
"2014-04-02" 317.01001 321.459991 315.440002 318.549988 586400 264.356232
"2014-04-03" 319.609985 319.609985 313.450012 314.640015 554500 261.11145
"2014-04-04" 319.549988 320.019989 308.23999 308.920013 875800 256.364624
"2014-04-07" 309.720001 310.529999 303.160004 303.890015 833300 252.190338
"2014-04-08" 303.570007 305.089996 300.040009 302.399994 831200 250.953796
"2014-04-09" 303.470001 308.850006 302.700012 308.320007 569900 255.866684
"2014-04-10" 309.100006 309.130005 295.950012 295.950012 875600 245.601089
"2014-04-11" 295.75 297.579987 292.200012 293.709991 929600 243.742264
"2014-04-14" 298.209991 298.98999 294.899994 298.470001 729100 247.692368
"2014-04-15" 299.869995 301.75 295 300.709991 633500 249.551224
"2014-04-16" 301.75 310.649994 301.75 310.149994 1089800 257.385254
"2014-04-17" 312.950012 313.209991 300.75 308.380005 1011700 255.916519
"2014-04-21" 308.130005 308.320007 305.190002 305.880005 651400 253.841751
"2014-04-22" 306.25 310.26001 305.019989 308.269989 581900 255.825073
"2014-04-23" 308.01001 309.929993 305.920013 307.600006 485100 255.26915
"2014-04-24" 305.579987 307.589996 302.790009 303.619995 545100 251.966248
"2014-04-25" 302.98999 303.589996 299.179993 300.450012 394100 249.335526
"2014-04-28" 302.019989 303.619995 295.369995 298.5 807600 247.717255
"2014-04-29" 301.480011 302.579987 299.809998 300.5 492300 249.377029
"2014-04-30" 299.130005 302.140015 298 301 423000 249.792007
"2014-05-01" 299.980011 302.769989 298.01001 301.049988 588700 249.833481
"2014-05-02" 300.799988 304.25 298.76001 299 605300 248.132248
"2014-05-05" 298.25 299.549988 295.279999 298.5 509600 247.717255
"2014-05-06" 298.23999 299.26001 296.119995 296.309998 591400 245.899841
"2014-05-07" 296.790009 299.549988 295.109985 299 611700 248.132248
"2014-05-08" 298.399994 302.869995 298.399994 300.380005 581900 249.277451
"2014-05-09" 300.23999 302.670013 298.619995 302.339996 524400 250.903992
"2014-05-12" 297.420013 306.5 297.420013 304.579987 694200 252.762878
"2014-05-13" 304.98999 307.359985 302.070007 302.959991 595000 251.418579
"2014-05-14" 303.160004 304.059998 301.170013 301.799988 474900 250.455902
"2014-05-15" 301.220001 301.75 295.149994 297.019989 662500 246.488968
"2014-05-16" 300.799988 300.799988 294.660004 297.529999 544600 246.912277
"2014-05-19" 297.179993 299.670013 296.200012 299 402100 248.132248
"2014-05-20" 299 300.200012 295 296.429993 437400 245.999466
"2014-05-21" 297.410004 301 297.410004 299.899994 450200 248.87912
"2014-05-22" 299.130005 301.75 298.029999 300.570007 410600 249.435028
"2014-05-23" 300.429993 301.209991 299.220001 300.690002 358100 249.534668
"2014-05-27" 303.170013 305.899994 301.910004 304.630005 464000 252.804443
"2014-05-28" 304.769989 305.809998 301.26001 301.470001 623000 250.182022
"2014-05-29" 302.829987 305.230011 301.950012 304.820007 406400 252.96196
"2014-05-30" 304.279999 305.98999 303.320007 304.899994 365100 253.028427
"2014-06-02" 304.959991 306.640015 302.329987 306.029999 404200 253.966293
"2014-06-03" 304.869995 310.339996 304.26001 308.609985 719300 256.107178
"2014-06-04" 307.410004 311.100006 306.429993 310.75 558200 257.88324
"2014-06-05" 309.549988 310.850006 306.459991 309.929993 566400 258.81012
"2014-06-06" 311.73999 314.570007 310.589996 313.959991 457000 262.175446
"2014-06-09" 312.959991 315.75 312.540009 314.570007 401500 262.684845
"2014-06-10" 314.149994 315.75 312.130005 314.700012 392700 262.793427
"2014-06-11" 312.829987 313.980011 309.809998 311.390015 408200 260.029327
"2014-06-12" 311.540009 311.859985 307.23999 308.820007 519900 257.88327
"2014-06-13" 309.640015 311 308.089996 309.450012 340700 258.409271
"2014-06-16" 308.450012 309.98999 306.51001 309.380005 471700 258.350922
"2014-06-17" 307.690002 312.190002 305.839996 312.049988 453200 260.580536
"2014-06-18" 312.25 320.679993 310.450012 319.850006 935200 267.093964
"2014-06-19" 320.079987 321.140015 316.279999 318.799988 700900 266.217133
"2014-06-20" 319.579987 320.529999 316.76001 318.049988 670100 265.590881
"2014-06-23" 317.160004 318.929993 316.209991 317.920013 466700 265.4823
"2014-06-24" 316.98999 319.98999 315.160004 316.26001 584200 264.09613
"2014-06-25" 315.390015 318.679993 314.059998 317 514600 264.71405
"2014-06-26" 317.25 317.809998 312.540009 315.220001 605300 263.227631
"2014-06-27" 315 317.670013 313.809998 317.089996 521300 264.789093
"2014-06-30" 317.109985 320.640015 316.5 319.600006 503500 266.885254
"2014-07-01" 321.700012 324.859985 320.350006 322.380005 494600 269.206665
"2014-07-02" 322.700012 322.899994 319.859985 321.869995 540100 268.780762
"2014-07-03" 320.98999 324.5 320.589996 323.600006 276500 270.225403
"2014-07-07" 321.26001 322.76001 320.119995 321.179993 387200 268.20459
"2014-07-08" 321.019989 321.179993 317.670013 318.309998 451300 265.807983
"2014-07-09" 320.5 321.700012 318.920013 320.959991 345500 268.020782
"2014-07-10" 316.480011 317.839996 314.019989 315.899994 538900 263.79541
"2014-07-11" 316.100006 318.690002 314.5 317.809998 614800 265.390411
"2014-07-14" 319.230011 323.809998 319.049988 323.26001 650700 269.941437
"2014-07-15" 323.01001 326.200012 322.220001 323.73999 1063000 270.342285
"2014-07-16" 327.040009 331.899994 322.540009 325.170013 883300 271.536499
"2014-07-17" 322.98999 325.899994 317.309998 317.790009 761700 265.373749
"2014-07-18" 318.109985 321.720001 317.660004 320.859985 672800 267.937408
"2014-07-21" 318.070007 320.559998 317.459991 318.619995 558100 266.066864
"2014-07-22" 319.149994 321.390015 318.640015 319.059998 520400 266.434265
"2014-07-23" 319.880005 320 316.5 316.549988 688900 264.338257
"2014-07-24" 318.279999 319.170013 316.440002 317.359985 395600 265.014648
"2014-07-25" 315.670013 316.76001 313.619995 314.910004 508300 262.968719
"2014-07-28" 314.899994 317.579987 313.25 316.429993 558900 264.238098
"2014-07-29" 317.149994 319.25 314.390015 314.540009 454500 262.659851
"2014-07-30" 316.170013 317.149994 312.630005 314.820007 504000 262.893646
"2014-07-31" 311.75 311.98999 304.730011 304.730011 843500 254.467819
"2014-08-01" 300.700012 308.079987 300 303.450012 770000 253.398956
"2014-08-04" 306.48999 306.48999 303.290009 305.369995 881200 255.002274
"2014-08-05" 304.130005 305.640015 300.369995 301.100006 755400 251.436569
"2014-08-06" 299.790009 305.980011 299.339996 304.019989 668900 253.874893
"2014-08-07" 305.51001 307.73999 301.519989 302.970001 431500 252.998154
"2014-08-08" 304.440002 308.109985 302.609985 307.799988 395800 257.031525
"2014-08-11" 309.200012 310.779999 308.119995 308.440002 355700 257.565887
"2014-08-12" 307.690002 311.380005 307.609985 310.880005 554100 259.603455
"2014-08-13" 312.929993 314.25 311.700012 313 383600 261.373749
"2014-08-14" 313.320007 314.869995 312.899994 314.720001 334300 262.810089
"2014-08-15" 316.459991 317.149994 312.25 315.109985 588400 263.135773
"2014-08-18" 317.079987 319.859985 316.390015 319.730011 465200 266.993713
"2014-08-19" 319.519989 321.850006 318.809998 321.549988 708900 268.51355
"2014-08-20" 321.410004 324.959991 319.799988 324.720001 527400 271.160767
"2014-08-21" 324.450012 326.399994 322.959991 326.290009 516000 272.471802
"2014-08-22" 325.100006 327.690002 324.299988 326 457500 272.229553
"2014-08-25" 327.630005 333.480011 327.470001 332.959991 706800 278.041565
"2014-08-26" 334.109985 337.279999 333.149994 336.470001 696900 280.972626
"2014-08-27" 336.549988 337.649994 332.019989 333.549988 553600 278.534241
"2014-08-28" 330.649994 331.380005 328.079987 328.839996 555200 276.199188
"2014-08-29" 330 330.809998 328.570007 330.529999 492500 277.618713
"2014-09-02" 332.410004 332.660004 327.019989 328.820007 772500 276.182526
"2014-09-03" 331.579987 332.730011 329.76001 331.209991 446200 278.189972
"2014-09-04" 333.049988 334.950012 330.829987 331.730011 441100 278.626617
"2014-09-05" 331 332.76001 328.230011 332.73999 395100 279.474976
"2014-09-08" 331.959991 334.25 330.640015 332.410004 334100 279.197784
"2014-09-09" 331.410004 332.100006 327.850006 328.440002 373100 275.863312
"2014-09-10" 329.959991 331.339996 329.079987 329.859985 468800 277.05603
"2014-09-11" 327.779999 329.5 326.809998 328.51001 505000 275.92215
"2014-09-12" 328.359985 329.869995 327.019989 329.070007 377000 276.392487
"2014-09-15" 328 328.899994 326.149994 326.950012 380900 274.611847
"2014-09-16" 326.290009 329.100006 323.369995 328.170013 589000 275.636536
"2014-09-17" 328.48999 331.859985 327 329.73999 534700 276.95517
"2014-09-18" 330.920013 334.200012 330.130005 333.609985 481700 280.205719
"2014-09-19" 335.829987 336 330.420013 331.75 804000 278.643463
"2014-09-22" 331 331 326.149994 327.609985 395100 275.166199
"2014-09-23" 326.25 328.559998 324.290009 325.059998 423000 273.024384
"2014-09-24" 325.519989 329.420013 325 329 399400 276.333618
"2014-09-25" 326.959991 328.920013 320.549988 321.519989 676100 270.051117
"2014-09-26" 327.5 336.880005 327.5 335.070007 1289400 281.431946
"2014-09-29" 331 333.350006 328.779999 330.649994 760300 277.719482
"2014-09-30" 330.25 332.329987 326.940002 328.320007 770900 275.762543
"2014-10-01" 327.470001 327.470001 322 323.23999 808300 271.495728
"2014-10-02" 321.970001 324.660004 319.119995 323.589996 476500 271.789703
"2014-10-03" 324.920013 328.470001 324.920013 327.079987 492100 274.7211
"2014-10-06" 328.48999 329.320007 324.380005 326.119995 432600 273.914703
"2014-10-07" 324.190002 324.190002 318.799988 318.850006 494400 267.808441
"2014-10-08" 318.019989 325.320007 315.01001 324.890015 818200 272.881592
"2014-10-09" 324.959991 324.959991 315.01001 315.209991 685200 264.75119
"2014-10-10" 313.390015 316.029999 308.5 308.869995 795700 259.426086
"2014-10-13" 309.540009 311.290009 303.730011 303.910004 578300 255.260147
"2014-10-14" 305 309.200012 304 306.73999 816700 257.637054
"2014-10-15" 305.5 313.26001 293.390015 310.369995 1566900 260.685944
"2014-10-16" 302.480011 315.73999 302.01001 310.690002 916800 260.954803
"2014-10-17" 314.369995 319.809998 312.380005 315.679993 698900 265.145905
"2014-10-20" 313.73999 315.559998 312 313.130005 782800 263.00412
"2014-10-21" 316.070007 320.480011 315.220001 319.160004 769700 268.068848
"2014-10-22" 319 320.040009 315.700012 315.880005 716300 265.313934
"2014-10-23" 320.459991 324.200012 319.839996 322.079987 540400 270.521423
"2014-10-24" 321.630005 325.359985 321.429993 324.869995 378200 272.864777
"2014-10-27" 323.369995 325.26001 322.070007 324.790009 426000 272.797638
"2014-10-28" 327.170013 329.390015 325.859985 329.380005 406500 276.652924
"2014-10-29" 328.950012 332.829987 326.880005 331.98999 681700 278.845001
"2014-10-30" 330.019989 334.309998 330 333.230011 601500 279.886536
"2014-10-31" 336.029999 342.220001 335.380005 341.109985 761400 286.505035
"2014-11-03" 342.940002 344 337.049988 338.799988 669800 284.564941
"2014-11-04" 338.380005 342.890015 337.440002 341.529999 753700 286.857941
"2014-11-05" 345.75 347.359985 343.820007 344.25 691900 289.142487
"2014-11-06" 345.290009 348.25 344.25 347.630005 481700 291.981415
"2014-11-07" 348.26001 352.549988 346.160004 351.480011 732300 295.215149
"2014-11-10" 351.5 351.920013 350.040009 350.700012 542900 294.559937
"2014-11-11" 351.559998 352.549988 350.230011 351.190002 323200 294.971497
"2014-11-12" 349.299988 350.980011 347.839996 349.899994 456700 293.888062
"2014-11-13" 350.320007 350.799988 346.100006 348.579987 395800 292.779266
"2014-11-14" 349.970001 350.100006 347.329987 347.709991 234900 292.048553
"2014-11-17" 346.380005 348.230011 345.649994 346.980011 286700 291.435455
"2014-11-18" 347.380005 348.709991 346.75 347.940002 379900 292.24173
"2014-11-19" 347 347.220001 343.200012 346.359985 325400 290.914673
"2014-11-20" 343.619995 348.959991 343.459991 347.540009 305300 291.905731
"2014-11-21" 352.619995 356.609985 351.670013 355.910004 842600 298.935974
"2014-11-24" 357.329987 358.649994 354.359985 355.790009 457600 298.835144
"2014-11-25" 356.649994 358.809998 354.51001 357.019989 544900 299.868256
"2014-11-26" 358.160004 358.339996 355.109985 357.609985 306900 300.363739
"2014-11-28" 359.26001 360.839996 357.700012 359.079987 286300 301.598419
"2014-12-01" 356.720001 357.73999 353.880005 355.029999 584500 299.808167
"2014-12-02" 356.089996 357.630005 353.570007 355.829987 571800 300.483795
"2014-12-03" 355.380005 357.570007 355.200012 356.890015 456600 301.378906
"2014-12-04" 355.410004 360.98999 354.339996 360.709991 581900 304.604736
"2014-12-05" 362.809998 364.959991 361.769989 364.399994 479400 307.720825
"2014-12-08" 361.769989 368.640015 360.589996 363.630005 489200 307.070557
"2014-12-09" 358.98999 363.630005 357.899994 362.73999 440800 306.318909
"2014-12-10" 362.649994 364.179993 356.769989 357.019989 511400 301.488647
"2014-12-11" 360.149994 361.410004 352.619995 353.829987 622200 298.794891
"2014-12-12" 354.459991 354.970001 340.799988 340.890015 761200 287.867554
"2014-12-15" 346.100006 347.829987 337.410004 339.429993 640000 286.634613
"2014-12-16" 336.76001 345.589996 334.600006 336.940002 609000 284.531982
"2014-12-17" 339.179993 348.980011 337.51001 348.529999 664000 294.319214
"2014-12-18" 355.130005 358.850006 351.529999 358.839996 579700 303.025574
"2014-12-19" 363.559998 366.019989 358.709991 360.149994 1060400 304.131805
"2014-12-22" 361.179993 361.350006 358.140015 361.170013 337900 304.993225
"2014-12-23" 363.179993 366.670013 361.130005 364.209991 600400 307.560394
"2014-12-24" 364.980011 366.820007 362.390015 363.670013 153300 307.10437
"2014-12-26" 364.23999 365.459991 363.350006 363.630005 155200 307.070557
"2014-12-29" 362.640015 366.600006 360.589996 363.459991 204900 306.927032
"2014-12-30" 363.059998 364.190002 360.5 362.079987 253300 305.761627
"2014-12-31" 362.339996 362.959991 356.910004 357.559998 298800 301.944611
"2015-01-02" 357.980011 359.890015 352.440002 356.730011 367000 301.243805
"2015-01-05" 353.23999 354.269989 346.600006 347.5 465900 293.449432
"2015-01-06" 348.700012 351.630005 338.549988 342.100006 626400 288.889343
"2015-01-07" 345.149994 349.980011 344.26001 349.339996 388300 295.003204
"2015-01-08" 352.839996 354.649994 351.589996 353.420013 480600 298.448669
"2015-01-09" 353.98999 354.519989 346.940002 349.230011 542500 294.91037
"2015-01-12" 350.209991 352.380005 344.25 346.929993 331500 292.96814
"2015-01-13" 349.779999 354.48999 344.899994 347.980011 406700 293.85495
"2015-01-14" 345.579987 347.660004 340.51001 345.75 717400 291.97168
"2015-01-15" 349.070007 349.579987 340.570007 342.450012 661800 289.184845
"2015-01-16" 342.450012 348.609985 339.100006 348.070007 916300 293.930878
"2015-01-20" 350.01001 351.600006 344.670013 346.589996 939800 292.680939
"2015-01-21" 344.630005 351 342.51001 349.5 822300 295.138336
"2015-01-22" 354 362.040009 348.470001 360.790009 714600 304.672363
"2015-01-23" 361.269989 361.720001 355.109985 355.119995 415000 299.884216
"2015-01-26" 354 358.450012 352.649994 357.390015 470000 301.801147
"2015-01-27" 353.25 355 350.779999 351.480011 435800 296.810455
"2015-01-28" 353.48999 354.709991 344.769989 345.029999 562200 291.363617
"2015-01-29" 345.790009 348.160004 342.769989 346.940002 593600 292.976532
"2015-01-30" 345.089996 347.959991 340.269989 340.51001 663200 287.546783
"2015-02-02" 342.369995 348.100006 339.440002 347.640015 610100 293.567719
"2015-02-03" 348.059998 353.399994 348.059998 352.950012 655300 298.051758
"2015-02-04" 346.540009 354.329987 344.950012 350.779999 543800 296.219238
"2015-02-05" 352.339996 359.820007 352.01001 358.820007 743600 303.008636
"2015-02-06" 362.25 367.470001 360.149994 362.429993 653700 306.057159
"2015-02-09" 360.029999 362.589996 358.829987 360.869995 402500 304.739868
"2015-02-10" 365 372.049988 364.339996 370.670013 726700 313.015564
