"Index" "ABOpen" "ABHigh" "ABLow" "ABClose" "ABVolume" "ABAdjusted"
"2013-07-26" 57.41 58.580002 57.279999 58.470001 1714300 51.049744
"2013-07-29" 58.369999 58.779999 58.169998 58.389999 1440900 50.9799
"2013-07-30" 58.84 58.889999 58.09 58.23 2487500 50.840199
"2013-07-31" 58.540001 58.970001 58 58.27 1848600 50.875137
"2013-08-01" 58.389999 59.119999 58.369999 58.799999 1746200 51.337872
"2013-08-02" 58.75 58.799999 58.25 58.48 1560100 51.058487
"2013-08-05" 58.380001 59.09 58.290001 59.029999 1129300 51.538685
"2013-08-06" 59.029999 59.029999 58.360001 58.66 1060800 51.215641
"2013-08-07" 58.310001 59.169998 58.209999 58.740002 1414300 51.28548
"2013-08-08" 59.360001 59.669998 58.889999 59.610001 1578900 52.045082
"2013-08-09" 59.459999 59.75 59.240002 59.490002 1223200 51.940311
"2013-08-12" 58.900002 59.240002 58.450001 58.669998 1544100 51.224377
"2013-08-13" 58.700001 58.970001 57.98 58.139999 2300100 50.76162
"2013-08-14" 58.139999 58.59 58 58.029999 1784600 50.665588
"2013-08-15" 57.709999 57.779999 56.790001 57.27 2153200 50.18364
"2013-08-16" 57 57.189999 56.529999 56.529999 2227200 49.535217
"2013-08-19" 56.540001 57.09 56.5 56.849998 2008100 49.815613
"2013-08-20" 56.919998 57.610001 56.790001 57.450001 1888100 50.341373
"2013-08-21" 57.259998 57.540001 56.939999 57.07 1515700 50.008392
"2013-08-22" 57.220001 57.66 57.139999 57.43 1602600 50.323849
"2013-08-23" 57.41 57.630001 57.099998 57.450001 1493600 50.341373
"2013-08-26" 57.41 57.779999 57.32 57.439999 820100 50.332619
"2013-08-27" 57.040001 57.119999 56.59 56.869999 1368300 49.833138
"2013-08-28" 56.82 57.130001 56.240002 56.959999 1282700 49.911995
"2013-08-29" 56.869999 57.330002 56.66 57.150002 766800 50.078503
"2013-08-30" 57.189999 57.389999 56.639999 56.919998 871700 49.876945
"2013-09-03" 57.459999 57.880001 57.209999 57.389999 1054500 50.288807
"2013-09-04" 57.630001 58.299999 57.59 58.130001 981100 50.937244
"2013-09-05" 58 58.330002 57.880001 58.150002 890600 50.954773
"2013-09-06" 58.200001 58.630001 57.470001 58.240002 885800 51.033627
"2013-09-09" 58.310001 58.790001 58.150002 58.66 940800 51.401661
"2013-09-10" 59 59.5 58.889999 59.369999 1080300 52.023811
"2013-09-11" 59.43 60.490002 59.41 60.490002 2026200 53.005222
"2013-09-12" 60.419998 61.02 60.369999 60.459999 1430900 52.978935
"2013-09-13" 60.630001 60.779999 60.09 60.279999 1274100 52.82119
"2013-09-16" 60.799999 61.259998 60.66 60.950001 1012900 53.408302
"2013-09-17" 61 61.59 60.93 61.59 933100 53.969109
"2013-09-18" 61.630001 61.709999 60.810001 61.490002 1137200 53.881496
"2013-09-19" 61.849998 62.439999 61.779999 62.23 1217700 54.529926
"2013-09-20" 62.23 62.299999 61.48 61.650002 1631000 54.02169
"2013-09-23" 61.68 61.830002 61.279999 61.57 813100 53.951588
"2013-09-24" 61.73 61.900002 60.84 60.91 1332800 53.37326
"2013-09-25" 60.830002 61.330002 60.830002 61.009998 1044900 53.460861
"2013-09-26" 60.970001 61.439999 60.689999 61.16 869600 53.592312
"2013-09-27" 60.91 61.349998 60.73 61.279999 688300 53.697472
"2013-09-30" 60.900002 61.27 60.689999 61.099998 1040200 53.53973
"2013-10-01" 61.18 62.5 61.099998 62.48 1117700 54.748981
"2013-10-02" 62.18 62.299999 61.580002 62.200001 1196800 54.503628
"2013-10-03" 62.060001 62.34 61.18 61.419998 2136200 53.820148
"2013-10-04" 61.59 62.540001 61.419998 62.470001 1327400 54.740219
"2013-10-07" 62.27 62.360001 61.880001 61.970001 742500 54.302086
"2013-10-08" 61.98 62.450001 61.07 61.189999 1777200 53.618599
"2013-10-09" 61.290001 61.48 60.779999 61.27 1638400 53.688709
"2013-10-10" 61.799999 62.48 61.639999 62.43 1209100 54.70517
"2013-10-11" 62.48 62.880001 62.380001 62.650002 1234500 54.897961
"2013-10-14" 62.459999 63.139999 62.18 63.110001 1068100 55.301029
"2013-10-15" 63.049999 63.279999 62.630001 62.810001 855600 55.038147
"2013-10-16" 63.029999 63.759998 62.939999 63.75 1016100 55.861835
"2013-10-17" 63.77 64.800003 63.650002 64.620003 1674900 56.624184
"2013-10-18" 64.980003 65.059998 64.330002 64.610001 1112000 56.615433
"2013-10-21" 64.57 64.639999 63.619999 63.869999 1819800 55.966988
"2013-10-22" 64.18 64.559998 63.529999 63.759998 1582000 55.870602
"2013-10-23" 63.630001 64 63.240002 63.830002 1229900 55.931946
"2013-10-24" 64.199997 64.940002 64.199997 64.639999 1090600 56.641705
"2013-10-25" 64.839996 65.309998 64.550003 65.239998 1074000 57.167477
"2013-10-28" 65.160004 65.379997 64.529999 65.199997 1442000 57.13242
"2013-10-29" 65.379997 65.800003 65.110001 65.800003 1334100 57.658192
"2013-10-30" 65.949997 65.959999 64.870003 65.220001 1677800 57.149956
"2013-10-31" 65.050003 65.980003 64.620003 65.330002 1838200 57.246338
"2013-11-01" 65.550003 66.379997 65.160004 66.379997 2300900 58.166412
"2013-11-04" 66.5 67.099998 66.25 67.089996 2724400 58.788567
"2013-11-05" 67.089996 67.790001 66.800003 66.870003 2041600 58.595806
"2013-11-06" 67.169998 67.400002 66.559998 67.160004 1410100 58.849903
"2013-11-07" 67.410004 67.480003 66.589996 66.730003 1523600 58.473099
"2013-11-08" 66.919998 68.019997 66.75 68 1504500 59.585957
"2013-11-11" 68.080002 68.349998 67.660004 68.110001 1020400 59.682354
"2013-11-12" 68.18 68.440002 67.82 68.290001 1347300 59.840076
"2013-11-13" 67.900002 68.489998 67.720001 68.489998 1245800 60.015339
"2013-11-14" 68.339996 69.360001 68.260002 69.220001 1378100 60.863808
"2013-11-15" 69.120003 69.610001 68.900002 69.5 1408000 61.110035
"2013-11-18" 69.989998 70 68.940002 69.150002 1464300 60.802299
"2013-11-19" 69.010002 69.489998 68.669998 68.870003 1513200 60.55611
"2013-11-20" 68.879997 69.620003 68.800003 69.339996 1294300 60.969349
"2013-11-21" 69.300003 70.040001 69.279999 69.790001 1137100 61.365032
"2013-11-22" 69.809998 70.190002 69.790001 70.019997 1310300 61.567257
"2013-11-25" 69.800003 70.75 69.800003 70.419998 1077700 61.918964
"2013-11-26" 70.769997 71.160004 70.290001 70.610001 1528500 62.086029
"2013-11-27" 70.589996 70.910004 70.160004 70.5 862600 61.989323
"2013-11-29" 70.699997 70.879997 70.389999 70.529999 396100 62.015697
"2013-12-02" 70.790001 71.379997 70.629997 70.889999 1091800 62.332256
"2013-12-03" 70.540001 70.720001 70.029999 70.57 1787900 62.050861
"2013-12-04" 70.349998 70.82 68.779999 69.459999 2574900 61.074867
"2013-12-05" 69.239998 69.610001 68.879997 69.139999 2130300 60.793491
"2013-12-06" 69.879997 70.360001 69.599998 70.290001 1299100 61.804672
"2013-12-09" 70.470001 71.209999 70.25 70.629997 1460400 62.103642
"2013-12-10" 70.110001 70.139999 68.75 69.769997 3159700 61.347446
"2013-12-11" 69.669998 69.980003 68.739998 68.800003 1972000 60.494545
"2013-12-12" 69.199997 69.559998 68.690002 68.769997 2192600 60.468155
"2013-12-13" 68.809998 68.959999 67.739998 68.449997 1849400 60.186775
"2013-12-16" 68.839996 69.139999 68.139999 68.449997 1753800 60.186775
"2013-12-17" 68.720001 68.760002 68.040001 68.349998 1700300 60.098866
"2013-12-18" 68.599998 69.669998 68.160004 69.610001 1727100 61.206749
"2013-12-19" 69.370003 69.75 69.169998 69.629997 1964900 61.224331
"2013-12-20" 69.610001 70.239998 69.559998 69.82 2221000 61.391407
"2013-12-23" 70.129997 70.269997 69.769997 70.029999 1124700 61.576042
"2013-12-24" 70.010002 70.419998 69.940002 70.139999 417900 61.672768
"2013-12-26" 70.25 70.629997 70.010002 70.300003 640500 61.813461
"2013-12-27" 70.449997 70.449997 69.830002 70.209999 897700 61.734329
"2013-12-30" 70.25 70.519997 70.010002 70.379997 642200 61.883808
"2013-12-31" 70.519997 70.639999 70.089996 70.309998 627100 61.822243
"2014-01-02" 70.110001 70.230003 69.480003 69.889999 1148400 61.452961
"2014-01-03" 69.889999 70.209999 69.809998 69.940002 1101300 61.496929
"2014-01-06" 70.339996 70.540001 69.349998 69.690002 1301400 61.2771
"2014-01-07" 69.82 70.919998 69.82 70.449997 1531600 61.945343
"2014-01-08" 70.330002 71.410004 70.279999 71.139999 2084000 62.552048
"2014-01-09" 71.449997 71.919998 71.099998 71.379997 1610000 62.763092
"2014-01-10" 71.489998 71.550003 71.040001 71.339996 1582600 62.727901
"2014-01-13" 71.419998 71.75 70.379997 70.610001 1806500 62.086029
"2014-01-14" 70.660004 70.959999 69.610001 70.540001 2427300 62.024487
"2014-01-15" 70.739998 70.739998 70.029999 70.550003 1251500 62.033295
"2014-01-16" 70.599998 70.68 70.260002 70.5 1082200 61.989323
"2014-01-17" 70.68 70.940002 70.32 70.529999 1545100 62.015697
"2014-01-21" 70.879997 71.169998 70.269997 70.519997 1368000 62.006882
"2014-01-22" 70.800003 70.870003 69.800003 70.279999 1845400 61.795891
"2014-01-23" 70 70.879997 69.220001 69.639999 2110900 61.233124
"2014-01-24" 69.269997 69.830002 67.25 67.25 3513300 59.131653
"2014-01-27" 67.040001 67.510002 66.639999 66.809998 2836200 58.744755
"2014-01-28" 66.739998 67.889999 66.690002 67.720001 1897300 59.544914
"2014-01-29" 66.669998 67.919998 66.669998 67.260002 1906900 59.140457
"2014-01-30" 67.650002 68.150002 67.650002 67.769997 1437200 59.588879
"2014-01-31" 66.599998 67.489998 66.129997 67.220001 3733500 59.10527
"2014-02-03" 67.129997 67.129997 65.099998 65.169998 3542200 57.302753
"2014-02-04" 65.379997 65.68 64.860001 65.010002 1865000 57.162052
"2014-02-05" 64.82 65.120003 64.279999 64.720001 2421400 56.907074
"2014-02-06" 64.860001 65.610001 64.400002 65.510002 1553900 57.601704
"2014-02-07" 65.879997 66.589996 65.699997 66.540001 1551300 58.507366
"2014-02-10" 66.459999 66.480003 65.720001 66.370003 2913600 58.357883
"2014-02-11" 66.230003 67.889999 66.190002 67.559998 2487800 59.404221
"2014-02-12" 67.809998 68.82 67.580002 67.739998 1965400 59.562504
"2014-02-13" 67.370003 68.190002 66.879997 67.889999 1286200 59.902206
"2014-02-14" 67.730003 68.360001 67.599998 68 1110500 59.999256
"2014-02-18" 68.059998 68.959999 67.989998 68.5 1544800 60.440441
"2014-02-19" 68.120003 69.019997 67.980003 68.110001 1937400 60.096325
"2014-02-20" 68.400002 68.650002 67.57 68.389999 1469800 60.343376
"2014-02-21" 68.419998 69.150002 68.160004 68.400002 1113100 60.352196
"2014-02-24" 68.309998 69.220001 68.309998 68.580002 1363100 60.511036
"2014-02-25" 68.389999 68.989998 68.239998 68.720001 1497200 60.634548
"2014-02-26" 68.870003 69.169998 67.959999 68.260002 1539100 60.228676
"2014-02-27" 68.010002 68.309998 67.650002 68.010002 1401600 60.008072
"2014-02-28" 68.169998 68.379997 67.470001 67.849998 1681800 59.866913
"2014-03-03" 67.110001 67.690002 66.970001 67.5 1389800 59.558083
"2014-03-04" 68.029999 68.940002 67.970001 68.760002 2309100 60.669842
"2014-03-05" 69 69.150002 68.699997 68.889999 1426900 60.78455
"2014-03-06" 69 69.449997 68.75 68.75 1495300 60.661045
"2014-03-07" 69.25 69.269997 68.559998 68.940002 1783400 60.828655
"2014-03-10" 68.910004 69.650002 68.75 69.099998 1232100 60.969822
"2014-03-11" 69.110001 69.470001 68.169998 68.339996 1562700 60.299259
"2014-03-12" 67.760002 67.849998 66.970001 67.68 1944500 59.716923
"2014-03-13" 68.010002 68.209999 67.550003 67.790001 1897100 59.813972
"2014-03-14" 67.660004 67.949997 67.400002 67.57 1672800 59.619862
"2014-03-17" 67.730003 68.18 67.639999 68.080002 1444600 60.069851
"2014-03-18" 68.080002 68.43 67.779999 67.849998 1604600 59.866913
"2014-03-19" 68.050003 68.099998 66.589996 66.870003 1337700 59.002216
"2014-03-20" 66.739998 66.900002 66.260002 66.480003 1526300 58.6581
"2014-03-21" 66.550003 66.629997 64.559998 64.82 3534800 57.193409
"2014-03-24" 65.290001 65.489998 63.529999 64.32 2792900 56.752254
"2014-03-25" 64.610001 65.309998 63.98 64.559998 1948600 56.964001
"2014-03-26" 64.919998 65.589996 64.779999 64.849998 2186700 57.219891
"2014-03-27" 64.809998 64.82 63.720001 64.110001 2184400 56.566948
"2014-03-28" 64.25 65.029999 64.199997 64.82 1672000 57.193409
"2014-03-31" 65.300003 65.639999 65.059998 65.589996 1479300 57.872803
"2014-04-01" 65.599998 65.919998 65.32 65.910004 1747300 58.15517
"2014-04-02" 65.75 66.370003 65.550003 65.580002 1836200 57.863995
"2014-04-03" 65.809998 65.910004 65.379997 65.800003 2173400 58.058121
"2014-04-04" 65.989998 66.339996 64.849998 65.050003 1965800 57.396366
"2014-04-07" 64.940002 65.080002 63.610001 64.18 3037900 56.628719
"2014-04-08" 64.139999 64.480003 63.400002 64.169998 1907300 56.619888
"2014-04-09" 64.769997 65.709999 64.639999 65.639999 2409100 57.916939
"2014-04-10" 65.910004 66.18 64.739998 65 2105700 57.352234
"2014-04-11" 64.529999 65.25 63.860001 64.169998 2587400 56.619888
"2014-04-14" 64.440002 64.68 63.849998 64.510002 1432200 56.919884
"2014-04-15" 64.559998 64.910004 63.23 64.220001 2011100 56.664013
"2014-04-16" 64.870003 65.139999 64.300003 64.949997 1392900 57.308117
"2014-04-17" 64.75 65.089996 64.480003 64.68 1049600 57.069874
"2014-04-21" 64.209999 65.150002 64.209999 64.800003 1224700 57.175766
"2014-04-22" 64.800003 65.489998 64.660004 64.68 1602800 57.069874
"2014-04-23" 64.800003 65.190002 64.5 64.839996 1399800 57.211056
"2014-04-24" 66 66.809998 63.759998 64.889999 3612700 57.255173
"2014-04-25" 64.529999 64.790001 62.549999 62.830002 2935500 55.437553
"2014-04-28" 63.25 63.68 62.689999 63.450001 1667000 55.984596
"2014-04-29" 63.700001 64.300003 63.560001 63.990002 1758500 56.461063
"2014-04-30" 63.75 65.290001 63.59 65.18 3099900 57.511059
"2014-05-01" 64.760002 65.169998 63.849998 64.870003 2151100 57.237545
"2014-05-02" 64.889999 64.889999 64.150002 64.269997 1797000 56.708122
"2014-05-05" 64 65.300003 63.880001 65.099998 1767300 57.44046
"2014-05-06" 64.709999 65 64.57 64.769997 1445800 57.149288
"2014-05-07" 64.870003 64.959999 64.260002 64.540001 1946700 56.946362
"2014-05-08" 64.389999 65.260002 64.190002 64.400002 1586500 56.822842
"2014-05-09" 64.519997 65.75 64.019997 65.580002 2715800 57.863995
"2014-05-12" 65.980003 66.720001 65.870003 66.669998 1719600 58.825764
"2014-05-13" 66.550003 67 66.050003 66.849998 2622500 58.984573
"2014-05-14" 66.860001 67.419998 66.699997 67.300003 1976800 59.381618
"2014-05-15" 66.889999 67.510002 66.690002 67.5 1934900 59.766777
"2014-05-16" 67.360001 68.339996 67.309998 68.309998 2558300 60.483994
"2014-05-19" 68.529999 69.5 68.309998 69.419998 3277700 61.466824
"2014-05-20" 69.410004 69.879997 68.790001 69.790001 1907700 61.79443
"2014-05-21" 69.790001 70.809998 69.790001 70.709999 2327400 62.609028
"2014-05-22" 70.779999 71.660004 70.580002 71.349998 1772200 63.175724
"2014-05-23" 71.550003 71.709999 71.150002 71.639999 1155100 63.432461
"2014-05-27" 71.760002 72.410004 71.709999 72.400002 1521100 64.105415
"2014-05-28" 72.360001 72.839996 72.089996 72.68 2384800 64.353325
"2014-05-29" 72.690002 73.419998 72.690002 73.279999 1611700 64.884598
"2014-05-30" 73.339996 73.57 72.720001 73.18 3909700 64.796043
"2014-06-02" 73.309998 73.790001 73.080002 73.209999 1602100 64.822601
"2014-06-03" 72.949997 73.199997 72.669998 73.089996 1717700 64.716331
"2014-06-04" 73.110001 73.669998 72.849998 73.660004 1734200 65.221062
"2014-06-05" 73.510002 73.809998 72.529999 72.790001 2691600 64.450714
"2014-06-06" 72.959999 72.959999 72.050003 72.5 2388400 64.193947
"2014-06-09" 72.400002 72.839996 72.110001 72.339996 1581400 64.052307
"2014-06-10" 72.169998 72.57 71.68 72.010002 1796700 63.76009
"2014-06-11" 71.879997 72.059998 71.470001 71.919998 1324000 63.680393
"2014-06-12" 71.790001 72.050003 71.099998 71.459999 1509300 63.273098
"2014-06-13" 71.449997 71.900002 71 71.779999 1269700 63.556431
"2014-06-16" 71.610001 72.099998 71.230003 71.519997 1259600 63.326229
"2014-06-17" 71.370003 71.93 71.18 71.739998 951600 63.521034
"2014-06-18" 71.650002 72.239998 71.18 72.099998 1052400 63.839775
"2014-06-19" 72.18 72.419998 71.639999 71.93 1256900 63.689274
"2014-06-20" 72.169998 72.459999 71.910004 72.260002 2560100 63.981453
"2014-06-23" 72.470001 72.769997 72.269997 72.480003 969600 64.17627
"2014-06-24" 72.18 72.739998 71.910004 72.550003 1413800 64.23822
"2014-06-25" 72.580002 73.110001 72.400002 72.739998 1029400 64.406456
"2014-06-26" 72.739998 72.849998 72.389999 72.720001 931700 64.388756
"2014-06-27" 72.589996 73.25 72.43 72.870003 1121200 64.521568
"2014-06-30" 72.989998 72.989998 72.400002 72.660004 1103300 64.335625
"2014-07-01" 72.669998 73.260002 72.589996 72.980003 1096400 64.618935
"2014-07-02" 72.830002 73.18 72.720001 73.050003 1272900 64.680954
"2014-07-03" 73.330002 73.419998 73.050003 73.230003 943900 64.840302
"2014-07-07" 73.199997 73.230003 72.660004 73.010002 892300 64.645531
"2014-07-08" 73 73.07 72.599998 72.870003 1273300 64.521568
"2014-07-09" 73.099998 73.260002 72.669998 72.980003 729500 64.618935
"2014-07-10" 72.540001 73.139999 72.010002 72.919998 764100 64.565842
"2014-07-11" 72.940002 73.099998 72.43 72.980003 527000 64.618935
"2014-07-14" 73.32 73.5 72.849998 73.099998 664800 64.725189
"2014-07-15" 72.800003 73.089996 72.449997 72.699997 1672200 64.371063
"2014-07-16" 72.989998 72.989998 72.400002 72.970001 1446600 64.610107
"2014-07-17" 72.779999 73.550003 72.489998 72.699997 1274300 64.371063
"2014-07-18" 72.849998 73.300003 72.559998 73.059998 1431500 64.689796
"2014-07-21" 72.919998 73 72.379997 72.739998 1055100 64.406456
"2014-07-22" 73.059998 73.879997 73.019997 73.720001 1257000 65.274185
"2014-07-23" 73.739998 74.279999 73.620003 74.059998 1931100 65.575226
"2014-07-24" 77.050003 79.129997 75.620003 76.370003 4459400 67.620598
"2014-07-25" 76.410004 77.059998 76.209999 76.790001 2049700 67.992439
"2014-07-28" 76.75 77.720001 76.57 77.400002 3131700 68.532555
"2014-07-29" 77.389999 77.989998 77.25 77.620003 1534000 68.727379
"2014-07-30" 77.989998 78.459999 77.690002 77.949997 1270800 69.019577
"2014-07-31" 77.669998 78.040001 76.720001 76.910004 2099000 68.098717
"2014-08-01" 76.959999 77.830002 76.730003 77.300003 1629000 68.444031
"2014-08-04" 77.279999 77.919998 76.540001 77.790001 3296300 68.877922
"2014-08-05" 77.269997 77.779999 76.839996 77.050003 1668600 68.222687
"2014-08-06" 76.669998 76.870003 75.489998 76.029999 2228300 67.319542
"2014-08-07" 76.370003 76.459999 74.860001 74.959999 2009400 66.372131
"2014-08-08" 75 75.57 74.660004 75.43 1353100 66.788269
"2014-08-11" 75.769997 76.389999 75.529999 75.889999 1267100 67.19558
"2014-08-12" 75.940002 76.120003 75.599998 75.82 1084400 67.133591
"2014-08-13" 76.169998 76.489998 75.940002 76.139999 1170200 67.416946
"2014-08-14" 76.059998 76.639999 76.040001 76.620003 1043800 68.051994
"2014-08-15" 76.790001 77 76.099998 76.330002 1594700 67.794418
"2014-08-18" 76.529999 76.989998 76.360001 76.599998 698400 68.034241
"2014-08-19" 76.68 77.099998 76.629997 76.93 715800 68.327309
"2014-08-20" 76.93 77.019997 76.580002 76.860001 718600 68.265121
"2014-08-21" 77.059998 77.370003 76.879997 76.93 758900 68.327309
"2014-08-22" 77.050003 77.290001 76.43 76.599998 681100 68.034241
"2014-08-25" 77.029999 77.290001 76.669998 76.919998 454600 68.318428
"2014-08-26" 76.849998 76.910004 76.349998 76.720001 616000 68.140785
"2014-08-27" 76.970001 76.970001 76 76.370003 774400 67.829933
"2014-08-28" 76.309998 76.919998 76.089996 76.720001 580800 68.140785
"2014-08-29" 77 77.410004 76.800003 77.389999 992100 68.735886
"2014-09-02" 77.510002 77.690002 77.050003 77.150002 1112300 68.522713
"2014-09-03" 77.510002 77.650002 77.190002 77.360001 665300 68.709244
"2014-09-04" 77.32 77.940002 77.080002 77.349998 840100 68.700363
"2014-09-05" 77.18 78.260002 76.980003 78.139999 1240700 69.402008
"2014-09-08" 77.919998 78.599998 77.82 78.330002 1086200 69.570763
"2014-09-09" 78.220001 78.330002 77.830002 78 1084300 69.277664
"2014-09-10" 78.150002 78.339996 77.82 77.959999 913900 69.242142
"2014-09-11" 77.519997 77.720001 76.730003 77.349998 1787000 68.700363
"2014-09-12" 77.349998 77.599998 76.610001 77.099998 1330000 68.478287
"2014-09-15" 76.989998 77.099998 76.550003 76.839996 994400 68.247383
"2014-09-16" 76.470001 77.440002 75.709999 77.110001 1988500 68.487183
"2014-09-17" 77.25 77.290001 76.190002 76.529999 1691100 67.972054
"2014-09-18" 76.809998 77.230003 76.699997 77.129997 1121100 68.504944
"2014-09-19" 77.470001 78.120003 77.32 77.330002 3064600 68.682587
"2014-09-22" 77.349998 77.559998 76.75 77.18 1283500 68.549339
"2014-09-23" 76.720001 77.150002 76.43 76.790001 1196200 68.202972
"2014-09-24" 76.919998 78.120003 76.68 78.040001 1749800 69.313187
"2014-09-25" 77.709999 78.019997 77.089996 77.489998 1738200 68.824669
"2014-09-26" 77.410004 77.669998 76.860001 77.419998 910100 68.762527
"2014-09-29" 77.050003 77.839996 76.949997 77.629997 973100 68.94902
"2014-09-30" 77.650002 78.019997 77.190002 77.300003 1373500 68.655945
"2014-10-01" 78.209999 78.209999 76.440002 76.690002 1491700 68.114182
"2014-10-02" 76.610001 77.25 76.360001 76.870003 1470500 68.274017
"2014-10-03" 77.110001 78.209999 77.110001 77.889999 1578700 69.179955
"2014-10-06" 78.07 78.580002 77.019997 77.519997 1328900 68.851334
"2014-10-07" 77.199997 77.239998 76.480003 76.5 1070400 67.945404
"2014-10-08" 76.370003 77.980003 76.330002 77.889999 1419600 69.179955
"2014-10-09" 77.889999 78.459999 77.139999 77.199997 1499000 68.567116
"2014-10-10" 77.349998 78.110001 76.860001 76.900002 1407500 68.300682
"2014-10-13" 76.940002 77.190002 75.75 75.839996 1534800 67.359207
"2014-10-14" 76.25 77.339996 75.660004 76.629997 1645400 68.06086
"2014-10-15" 75.790001 76.410004 74.510002 76.019997 2385600 67.519081
"2014-10-16" 75.379997 75.870003 74.32 75.019997 2415300 66.63089
"2014-10-17" 75.470001 76.18 75.32 75.839996 1590300 67.359207
"2014-10-20" 75.870003 76.019997 75.110001 75.489998 2599200 67.04834
"2014-10-21" 76.199997 76.860001 76.019997 76.620003 3045500 68.051994
"2014-10-22" 76.900002 77.199997 76.589996 76.629997 1946400 68.06086
"2014-10-23" 77.32 77.900002 77.18 77.440002 1979100 68.780289
"2014-10-24" 77.709999 78.330002 77.43 78.279999 1425500 69.526337
"2014-10-27" 78.339996 79.989998 78.290001 79.449997 3260900 70.565514
"2014-10-28" 79.980003 79.989998 78.940002 79.650002 2253400 70.743134
"2014-10-29" 79.580002 80.190002 79.260002 79.739998 2529800 70.823074
"2014-10-30" 81.68 85.120003 81.68 84.839996 5081400 75.352776
"2014-10-31" 85.059998 85.989998 84.769997 85.410004 3248200 75.859024
"2014-11-03" 85.809998 86.959999 85.580002 86.900002 2569200 77.182434
"2014-11-04" 86.629997 88.220001 86.5 88.190002 2796600 78.328163
"2014-11-05" 88.830002 89.230003 87.610001 87.809998 2050300 77.990662
"2014-11-06" 87.959999 88.110001 86.82 87.400002 2317200 77.626526
"2014-11-07" 87.800003 87.800003 86.489998 86.730003 2199300 77.031448
"2014-11-10" 87.019997 87.860001 86.519997 87.709999 1297200 77.901833
"2014-11-11" 87.709999 88.440002 87.639999 87.93 1214500 78.097244
"2014-11-12" 87.949997 88.779999 87.540001 88.709999 1323400 78.790024
"2014-11-13" 88.540001 89.480003 88.540001 89.080002 1563500 79.378136
"2014-11-14" 88.870003 89.239998 88.339996 88.830002 1635000 79.15538
"2014-11-17" 88.830002 89.699997 88.57 89.010002 1624500 79.315773
"2014-11-18" 89 89.970001 88.669998 89.760002 1611200 79.984077
"2014-11-19" 89.440002 89.940002 88.889999 89.32 2207300 79.591988
"2014-11-20" 89.190002 89.309998 88.339996 88.900002 1411700 79.217766
"2014-11-21" 89 89.029999 88.099998 88.739998 1635700 79.07518
"2014-11-24" 89.209999 90.099998 89.209999 90.040001 1309500 80.233574
"2014-11-25" 90.040001 90.449997 89.510002 90.32 1205400 80.483093
"2014-11-26" 90.220001 90.800003 89.5 90.089996 974900 80.278145
"2014-11-28" 90.489998 91.589996 90.459999 91.050003 758300 81.133606
"2014-12-01" 90.639999 91.400002 90.279999 90.839996 1586400 80.946434
"2014-12-02" 90.93 92.510002 90.870003 92.040001 1769800 82.015747
"2014-12-03" 91.989998 92.389999 91.720001 91.989998 1533000 81.971199
"2014-12-04" 91.870003 92.650002 91.68 91.949997 1444900 81.935532
"2014-12-05" 92.379997 92.559998 91.860001 92.209999 740100 82.167244
"2014-12-08" 92.010002 92.839996 91.970001 92.559998 1507400 82.479111
"2014-12-09" 91.449997 92.25 90.769997 92.089996 1409100 82.060303
"2014-12-10" 91.919998 92.279999 90.809998 90.919998 1242800 81.017754
"2014-12-11" 91.93 92.839996 91.519997 92.550003 1767700 82.470215
"2014-12-12" 91.879997 92.529999 90.919998 90.980003 1691500 81.07119
"2014-12-15" 91.550003 91.720001 89.980003 90.690002 2351700 80.812782
"2014-12-16" 90.190002 91.150002 89.260002 89.43 2243400 79.690041
"2014-12-17" 89.82 91.019997 89.489998 90.559998 1956700 80.696938
"2014-12-18" 91.120003 91.389999 90.43 91.279999 2160700 81.338524
"2014-12-19" 92.040001 92.559998 91.120003 91.68 2886900 81.694992
"2014-12-22" 92.260002 92.559998 91.480003 91.940002 1566900 81.926666
"2014-12-23" 92.400002 92.650002 90.690002 91.419998 1175800 81.463287
"2014-12-24" 91.650002 92.260002 91.459999 91.599998 432100 81.623688
"2014-12-26" 91.540001 92.209999 91.300003 91.510002 393300 81.543488
"2014-12-29" 91.260002 91.889999 91.18 91.629997 752400 81.650406
"2014-12-30" 91.470001 91.669998 91.080002 91.279999 1088600 81.338524
"2014-12-31" 91.57 91.93 90.089996 90.160004 979000 80.340515
"2015-01-02" 90.610001 91.32 89.82 90.459999 1124600 80.607834
"2015-01-05" 90.07 90.739998 89.639999 89.690002 1631200 79.921715
"2015-01-06" 90.139999 91.419998 89.519997 90.18 1761600 80.358337
"2015-01-07" 90.980003 92.400002 90.43 91.980003 1608900 81.962288
"2015-01-08" 91.739998 92.769997 91.160004 92.190002 2396900 82.149422
"2015-01-09" 92.440002 93.269997 92.32 93 1553700 82.871193
"2015-01-12" 93.769997 94.349998 90.550003 90.93 3524600 81.026657
"2015-01-13" 91.870003 93.419998 90.93 91.639999 3463900 81.659317
"2015-01-14" 91.419998 92.870003 90.589996 92.099998 2e+06 82.069214
"2015-01-15" 92.150002 92.400002 91.099998 91.400002 1362000 81.44545
"2015-01-16" 91.139999 92.459999 90.349998 92.419998 1541700 82.354362
"2015-01-20" 93.010002 93.419998 91.389999 92.440002 1177100 82.372208
"2015-01-21" 92.379997 93 91.900002 92.779999 1531500 82.675186
"2015-01-22" 93.230003 94.230003 91.949997 94.150002 1641100 83.895958
