"Index" "KMOpen" "KMHigh" "KMLow" "KMClose" "KMVolume" "KMAdjusted"
"2016-05-18" 126.32 126.769997 125.010002 126.120003 1647000 105.756302
"2016-05-19" 125.730003 126.870003 125.410004 126.800003 1359700 106.326492
"2016-05-20" 127.120003 127.410004 125.730003 126.059998 1843000 105.705986
"2016-05-23" 126.139999 126.300003 125.660004 125.949997 1421400 105.613731
"2016-05-24" 126.040001 127.269997 125.599998 126.760002 1573200 106.292953
"2016-05-25" 127.360001 127.910004 126.610001 127.209999 2527300 106.67028
"2016-05-26" 127.269997 128.119995 127.120003 127.919998 1312300 107.26564
"2016-05-27" 127.93 129.130005 127.639999 128.449997 1293000 107.710075
"2016-05-31" 128.559998 128.940002 126.709999 127.040001 4531100 106.52774
"2016-06-01" 126.879997 128.050003 126.849998 127.980003 1333300 107.315971
"2016-06-02" 127.879997 128 127.040001 128 1298700 107.332733
"2016-06-03" 128.110001 130.169998 128.009995 130.080002 1872100 109.076881
"2016-06-06" 129.800003 130.740005 129.289993 130.169998 1415600 109.152367
"2016-06-07" 130.240005 130.779999 129.929993 130.199997 1088300 109.177498
"2016-06-08" 128.979996 130 128.770004 129.779999 1019100 109.599762
"2016-06-09" 129.320007 130.779999 129.289993 130.690002 794900 110.368286
"2016-06-10" 129.830002 131.139999 129.289993 130.979996 1238400 110.613182
"2016-06-13" 130.619995 131.539993 130.119995 130.25 1077600 109.996689
"2016-06-14" 130.210007 132.800003 129.320007 132.410004 1951400 111.820808
"2016-06-15" 132.809998 132.839996 131.639999 132.039993 1413800 111.508354
"2016-06-16" 131.580002 133.100006 131.289993 133.050003 1050200 112.361313
"2016-06-17" 133 133 131.089996 132.399994 1964400 111.812355
"2016-06-20" 133.279999 133.679993 132.690002 132.880005 1464300 112.21772
"2016-06-21" 133.309998 133.710007 133 133.039993 984400 112.352867
"2016-06-22" 132.850006 134.020004 132.800003 133.160004 1092300 112.454201
"2016-06-23" 133.389999 134.009995 133.199997 133.960007 937600 113.129784
"2016-06-24" 131.649994 133.300003 130.869995 131.080002 2260700 110.697609
"2016-06-27" 130.820007 131.190002 129.789993 130.75 1631100 110.418945
"2016-06-28" 131.330002 133.539993 130.699997 133.520004 1781500 112.758194
"2016-06-29" 133.910004 134.860001 133.529999 134.699997 1455400 113.754715
"2016-06-30" 134.759995 137.479996 134.259995 137.479996 1767200 116.102463
"2016-07-01" 137 137.770004 136.720001 137 1470000 115.697105
"2016-07-05" 137 138.869995 136.759995 137.940002 1542900 116.490929
"2016-07-06" 137.779999 137.800003 135.899994 136.75 1984400 115.48597
"2016-07-07" 136.789993 136.800003 133.539993 134.220001 3703500 113.34938
"2016-07-08" 134.830002 136.089996 134.020004 135.960007 1519600 114.818825
"2016-07-11" 135.800003 136.350006 134.690002 136.139999 1002600 114.970795
"2016-07-12" 135.600006 135.929993 134.339996 134.809998 1420700 113.847618
"2016-07-13" 134.809998 135.919998 134.789993 135.720001 1086400 114.616127
"2016-07-14" 135.940002 136.869995 135.639999 135.889999 1040700 114.759666
"2016-07-15" 136.259995 136.669998 135.520004 136.169998 1094900 114.996147
"2016-07-18" 136.289993 136.339996 135.050003 135.110001 1105600 114.100983
"2016-07-19" 135 135.220001 134.529999 135.160004 1577000 114.143234
"2016-07-20" 135.270004 135.729996 133.669998 133.679993 2081200 112.893318
"2016-07-21" 133.789993 134.009995 133.020004 133.360001 1476200 112.623085
"2016-07-22" 133.800003 134.649994 133.570007 134.630005 1768100 113.695625
"2016-07-25" 133 133.75 131.5 132.589996 2448700 111.972816
"2016-07-26" 132.589996 134.619995 132.050003 132.279999 2819700 111.711029
"2016-07-27" 132.190002 132.190002 129.800003 130.5 1683800 110.207825
"2016-07-28" 130.669998 131.009995 129.490005 130.149994 2267900 109.912224
"2016-07-29" 130.25 131.059998 129.550003 129.550003 1827800 109.405548
"2016-08-01" 129.220001 131.25 128.910004 130.809998 2611500 110.469597
"2016-08-02" 130.839996 131.449997 130.080002 130.809998 1730800 110.469597
"2016-08-03" 131.100006 131.210007 128.470001 128.889999 2278500 108.848167
"2016-08-04" 129.300003 130.350006 129.059998 130.130005 1291700 109.895363
"2016-08-05" 130.240005 130.669998 128.850006 129.399994 1560200 109.278847
"2016-08-08" 129.369995 130.050003 128.539993 129.559998 1476700 109.413994
"2016-08-09" 129.619995 130.470001 129.270004 129.990005 864000 109.77713
"2016-08-10" 129.889999 130.550003 129.759995 130.25 971600 109.996689
"2016-08-11" 130.759995 130.869995 128.830002 128.940002 1608900 108.890381
"2016-08-12" 129.300003 129.360001 128.429993 128.820007 2333300 108.789047
"2016-08-15" 128.910004 129.479996 128.619995 128.970001 1221500 108.915726
"2016-08-16" 128.800003 129.050003 127.519997 127.529999 1443700 107.699615
"2016-08-17" 127.699997 127.970001 126.809998 127.550003 2158500 107.716499
"2016-08-18" 127.580002 127.910004 127.239998 127.449997 1350700 107.632072
"2016-08-19" 126.970001 127.389999 126.330002 126.779999 1785400 107.066246
"2016-08-22" 126.779999 127.720001 126.370003 127.389999 1213000 107.581406
"2016-08-23" 127.660004 128.740005 127.459999 128.649994 1726200 108.645462
"2016-08-24" 128.649994 128.770004 127.5 128.639999 1416600 108.637009
"2016-08-25" 128.449997 129.460007 128.289993 128.399994 1556100 108.434341
"2016-08-26" 128.509995 129.839996 127.889999 128.240005 1454800 108.29924
"2016-08-29" 128.399994 129.169998 128.070007 128.720001 1486900 108.704597
"2016-08-30" 128.720001 129.050003 127.93 128.149994 989000 108.223228
"2016-08-31" 128.029999 128.619995 127.790001 128.059998 1073600 108.147217
"2016-09-01" 128.009995 128.339996 127.379997 128.119995 1726100 108.197891
"2016-09-02" 128.009995 129.460007 128.009995 128.820007 816600 108.789047
"2016-09-06" 128.820007 129.630005 128.369995 129.259995 917200 109.160629
"2016-09-07" 127.980003 128.419998 126.940002 127.080002 1434500 108.088943
"2016-09-08" 126.949997 127.089996 125.57 125.910004 1650400 107.093773
"2016-09-09" 125.169998 125.169998 122.910004 122.959999 2305100 104.584633
"2016-09-12" 122.360001 123.919998 122.029999 123.629997 1820600 105.154488
"2016-09-13" 123.300003 123.559998 122.349998 122.389999 1585500 104.099823
"2016-09-14" 122.32 122.980003 121.449997 121.870003 1686400 103.657524
"2016-09-15" 121.870003 122.959999 121.75 122.440002 1158100 104.142342
"2016-09-16" 121.949997 122.809998 121.199997 121.809998 2134500 103.606476
"2016-09-19" 121.900002 122.540001 121.440002 122.169998 1025500 103.912674
"2016-09-20" 122.769997 124.379997 122.610001 123.470001 1360600 105.01841
"2016-09-21" 123.339996 125.349998 123.18 124.940002 1733600 106.268723
"2016-09-22" 125.349998 127.419998 125.349998 127.230003 1785100 108.216515
"2016-09-23" 127.360001 127.360001 126.419998 126.730003 1367600 107.791229
"2016-09-26" 126.480003 127.129997 125.43 125.510002 1336900 106.753555
"2016-09-27" 125.739998 126.230003 125.370003 125.690002 1134900 106.906654
"2016-09-28" 126.040001 126.589996 125.199997 126.480003 1422400 107.57859
"2016-09-29" 126.110001 126.5 125.050003 125.220001 1229700 106.506882
"2016-09-30" 125.709999 126.860001 125.699997 126.139999 1920000 107.289383
"2016-10-03" 125.519997 125.760002 124.309998 124.760002 1512300 106.115631
"2016-10-04" 125.080002 125.080002 122.769997 123.029999 1701900 104.644173
"2016-10-05" 123.379997 123.580002 121.949997 122.629997 1954600 104.303932
"2016-10-06" 122.379997 123.959999 122.059998 123.230003 1521300 104.814285
"2016-10-07" 123.889999 124.089996 122.120003 123.010002 1397800 104.627136
"2016-10-10" 123.120003 123.690002 121.910004 122.160004 1036100 103.904198
"2016-10-11" 121.970001 122.160004 120.870003 121.389999 1753000 103.249252
"2016-10-12" 121.730003 122.510002 121.43 121.879997 1532900 103.666008
"2016-10-13" 121.160004 122.040001 120.68 121.629997 1688700 103.453392
"2016-10-14" 121.82 121.989998 120.489998 120.5 1894800 102.492256
"2016-10-17" 120.860001 121.300003 120.519997 120.690002 1235500 102.653847
"2016-10-18" 121.349998 121.629997 120.25 120.540001 1869900 102.52626
"2016-10-19" 120.639999 120.650002 119.879997 120.209999 1947400 102.24559
"2016-10-20" 120.010002 120.300003 119 119.169998 2158800 101.361023
"2016-10-21" 119 120.459999 118.519997 119.580002 2216600 101.709732
"2016-10-24" 117.290001 118.410004 113.559998 113.910004 5582900 96.887093
"2016-10-25" 113.940002 115 113.410004 113.730003 3420800 96.733978
"2016-10-26" 112.959999 114.269997 112.639999 113.660004 2294100 96.674438
"2016-10-27" 113.879997 114.269997 113.139999 113.82 2046800 96.810532
"2016-10-28" 114.25 114.989998 113.849998 114.550003 2581200 97.431419
"2016-10-31" 114.57 114.769997 113.650002 114.410004 2435900 97.312363
"2016-11-01" 114.309998 114.970001 113.279999 114 1787900 96.963615
"2016-11-02" 114.019997 114.860001 113.519997 113.550003 1586100 96.580864
"2016-11-03" 113.980003 114.139999 113.480003 113.650002 1443800 96.665932
"2016-11-04" 113.730003 114.050003 112.260002 112.349998 1536800 95.560211
"2016-11-07" 113.330002 114.18 113.07 113.980003 1575600 96.946602
"2016-11-08" 113.949997 116.089996 113.889999 115.480003 1869500 98.222466
"2016-11-09" 112.860001 116.349998 112.080002 115.370003 2439400 98.128891
"2016-11-10" 114.410004 114.440002 111.300003 112.150002 2987200 95.390106
"2016-11-11" 112.150002 113.779999 111.720001 112.910004 1530700 96.03653
"2016-11-14" 112.540001 113.580002 112.309998 113.089996 2241200 96.189613
"2016-11-15" 113.07 114.099998 113.029999 113.870003 2587100 96.85305
"2016-11-16" 114 114.410004 113.019997 113.339996 1758000 96.402252
"2016-11-17" 113.400002 113.830002 111.910004 112.360001 2098000 95.568703
"2016-11-18" 112.25 113.410004 112.190002 113.110001 1603800 96.206627
"2016-11-21" 113.110001 114.190002 113.110001 113.800003 1710100 96.793518
"2016-11-22" 113.900002 114.989998 113.779999 114.540001 1426900 97.422935
"2016-11-23" 114.190002 115 114 114.559998 1620800 97.439949
"2016-11-25" 114.779999 116.300003 114.650002 115.839996 996900 98.528648
"2016-11-28" 115.669998 117.18 115.370003 117.169998 2108100 99.659889
"2016-11-29" 117.160004 117.410004 115.910004 116.5 2011500 99.090034
"2016-11-30" 116.120003 116.839996 114.660004 115.610001 5053900 98.333031
"2016-12-01" 115.07 115.309998 113.290001 114.010002 1985000 96.972137
"2016-12-02" 114.209999 114.870003 113.559998 114.110001 1433200 97.057175
"2016-12-05" 114.32 114.599998 113.089996 113.629997 2130200 96.648911
"2016-12-06" 113.629997 114.459999 113.529999 114.389999 1458900 97.295349
"2016-12-07" 113.790001 114.370003 113.419998 114.339996 1870500 98.041321
"2016-12-08" 113.949997 114.339996 113.349998 113.400002 1470600 97.235329
"2016-12-09" 113.5 114.709999 113.349998 114.610001 1854100 98.272858
"2016-12-12" 114.720001 115.57 114.480003 114.779999 1450900 98.41861
"2016-12-13" 114.580002 115.650002 114.190002 115.339996 2545800 98.898788
"2016-12-14" 115.650002 116.209999 114.419998 114.610001 2334900 98.272858
"2016-12-15" 114.5 115.629997 114.18 115.389999 1354000 98.941658
"2016-12-16" 115.629997 116.589996 115.339996 116.239998 3166900 99.670494
"2016-12-19" 116.449997 116.489998 114.790001 114.870003 1437500 98.495773
"2016-12-20" 114.910004 115.309998 114.029999 114.419998 1821200 98.109917
"2016-12-21" 114.5 115.360001 114.5 114.610001 1225200 98.272858
"2016-12-22" 114.5 115.150002 114 115.019997 950100 98.624382
"2016-12-23" 115.32 115.349998 114.620003 114.82 779200 98.452911
"2016-12-27" 114.870003 115.5 114.830002 115.110001 747000 98.701561
"2016-12-28" 115 115.239998 114.019997 114.150002 929000 97.87841
"2016-12-29" 114.839996 115.279999 114.339996 115.080002 968500 98.675842
"2016-12-30" 114.889999 115.150002 113.800003 114.120003 1417500 97.852692
"2017-01-03" 114.160004 114.910004 113.709999 114.559998 1645800 98.229958
"2017-01-04" 114.910004 115.43 114.760002 115.18 1846000 98.761597
"2017-01-05" 115.25 116.089996 114.599998 116.010002 1660300 99.473267
"2017-01-06" 116.010002 116.610001 115.43 116.43 1829300 99.833412
"2017-01-09" 115.519997 116 114.639999 114.639999 1883900 98.298561
"2017-01-10" 114.5 114.629997 113.970001 114.360001 2521100 98.058472
"2017-01-11" 114.110001 114.830002 114.110001 114.410004 1489200 98.101341
"2017-01-12" 114.260002 114.589996 113.980003 114.459999 1236800 98.144211
"2017-01-13" 114.190002 114.889999 114.190002 114.589996 1032400 98.255699
"2017-01-17" 114.879997 116.059998 114.57 116.029999 1567900 99.49041
"2017-01-18" 115.839996 116.779999 115.839996 116.400002 2015200 99.807686
"2017-01-19" 116.400002 116.449997 115.620003 115.900002 2200200 99.378937
"2017-01-20" 116.699997 117.169998 115.5 116.220001 2056100 99.653336
"2017-01-23" 115.919998 117.050003 115.919998 116.980003 2626700 100.305016
"2017-01-24" 118.449997 122.029999 118.260002 121.790001 4207100 104.429352
"2017-01-25" 121.410004 122.839996 121.400002 122 3447500 104.609436
"2017-01-26" 121.889999 122.639999 121.440002 122.150002 2675500 104.738052
"2017-01-27" 122 122.089996 120.650002 120.980003 1634000 103.73484
"2017-01-30" 121.419998 121.419998 120.199997 120.589996 2031900 103.400414
