"Index" "AIOpen" "AIHigh" "AILow" "AIClose" "AIVolume" "AIAdjusted"
"2013-07-15" 4.114082 4.170075 4.098085 4.144745 5643801 2.418805
"2013-07-16" 4.142078 4.191405 4.112749 4.150077 8983275 2.421916
"2013-07-17" 4.156743 4.200737 4.122081 4.170075 7638334 2.433587
"2013-07-18" 4.174074 4.234065 4.164742 4.194071 5512533 2.447591
"2013-07-19" 4.144745 4.152744 4.066089 4.102084 10387475 2.393909
"2013-07-22" 4.103417 4.154077 4.086086 4.13408 4670913 2.41258
"2013-07-23" 4.136746 4.174074 4.10475 4.156743 6944486 2.425807
"2013-07-24" 4.15541 4.163409 4.019429 4.056757 7294786 2.367456
"2013-07-25" 4.044759 4.08342 4.030094 4.08342 6514675 2.383016
"2013-07-26" 4.072755 4.099418 4.039426 4.099418 5432271 2.392353
"2013-07-29" 4.08742 4.096752 4.044759 4.050092 6845472 2.363567
"2013-07-30" 4.079421 4.102084 4.018096 4.027428 5467526 2.35034
"2013-07-31" 4.034094 4.051425 3.903446 3.916777 14936871 2.285766
"2013-08-01" 3.927442 3.966103 3.914111 3.92211 11643153 2.288879
"2013-08-02" 3.930109 3.987434 3.860785 3.867451 6758460 2.25698
"2013-08-05" 3.866118 3.902113 3.852786 3.890114 5209490 2.270206
"2013-08-06" 3.890114 3.932775 3.87545 3.89678 5637800 2.274096
"2013-08-07" 3.892781 3.903446 3.846121 3.866118 5880835 2.256202
"2013-08-08" 3.874117 3.892781 3.827457 3.862118 3585509 2.253868
"2013-08-09" 3.855453 3.907445 3.840788 3.894114 7222025 2.272541
"2013-08-12" 3.874117 3.874117 3.836789 3.867451 4943952 2.25698
"2013-08-13" 3.870117 3.870117 3.810126 3.834122 6214632 2.23753
"2013-08-14" 3.808792 3.834122 3.783463 3.831456 7817610 2.25479
"2013-08-15" 3.786129 3.794128 3.726138 3.766132 9183554 2.216347
"2013-08-16" 3.7528 3.764799 3.682144 3.68481 11453376 2.16849
"2013-08-19" 3.68481 3.696808 3.634151 3.65948 12659547 2.153583
"2013-08-20" 3.662147 3.764799 3.662147 3.746135 6983492 2.204579
"2013-08-21" 3.724804 3.791462 3.671479 3.7568 9296070 2.210855
"2013-08-22" 3.758133 3.77813 3.707474 3.768798 6064611 2.217916
"2013-08-23" 3.771464 3.792795 3.736803 3.790128 9357579 2.230469
"2013-08-26" 3.788795 3.802127 3.738136 3.748801 5108225 2.206148
"2013-08-27" 3.715472 3.758133 3.703474 3.744802 8380940 2.203795
"2013-08-28" 3.744802 3.779463 3.687476 3.700808 6993243 2.177904
"2013-08-29" 3.687476 3.707474 3.660813 3.691476 4696417 2.172413
"2013-08-30" 3.700808 3.711473 3.660813 3.670146 7080255 2.15986
"2013-09-03" 3.700808 3.712806 3.592823 3.631484 7541571 2.137108
"2013-09-04" 3.636817 3.703474 3.626152 3.686143 5392516 2.169275
"2013-09-05" 3.692809 3.699475 3.640816 3.643483 3784287 2.144169
"2013-09-06" 3.678144 3.732803 3.674145 3.695475 6425412 2.174766
"2013-09-09" 3.71014 3.770131 3.691476 3.759466 6715703 2.212425
"2013-09-10" 3.774131 3.780796 3.728804 3.759466 5702310 2.212425
"2013-09-11" 3.766132 3.798127 3.732803 3.791462 3481994 2.231254
"2013-09-12" 3.795461 3.818124 3.776797 3.795461 7714845 2.233607
"2013-09-13" 3.788795 3.818124 3.78213 3.807459 4334865 2.240668
"2013-09-16" 3.870117 3.900779 3.818124 3.834122 3761784 2.256359
"2013-09-17" 3.826123 3.863451 3.794128 3.796794 3570507 2.234392
"2013-09-18" 3.791462 3.96877 3.762132 3.96877 8929268 2.335598
"2013-09-19" 3.982101 4.032761 3.947439 3.951439 7131262 2.3254
"2013-09-20" 3.956771 3.963437 3.864785 3.867451 8723739 2.275973
"2013-09-23" 3.852786 3.878116 3.788795 3.792795 6431413 2.232039
"2013-09-24" 3.791462 3.79946 3.742135 3.747468 6355652 2.205364
"2013-09-25" 3.747468 3.80346 3.726138 3.760799 4880193 2.213209
"2013-09-26" 3.759466 3.788795 3.739469 3.774131 4708419 2.221055
"2013-09-27" 3.759466 3.786129 3.718139 3.758133 4141338 2.21164
"2013-09-30" 3.746135 3.791462 3.703474 3.724804 6125370 2.192026
"2013-10-01" 3.716806 3.818124 3.704807 3.767465 5991851 2.217132
"2013-10-02" 3.739469 3.755467 3.68881 3.743468 9126546 2.20301
"2013-10-03" 3.73547 3.748801 3.662147 3.683477 10020673 2.167705
"2013-10-04" 3.676811 3.70614 3.656814 3.700808 10633510 2.177904
"2013-10-07" 3.679478 3.73547 3.670146 3.714139 5919840 2.18575
"2013-10-08" 3.708807 3.719472 3.648815 3.648815 6212382 2.147307
"2013-10-09" 3.656814 3.703474 3.652815 3.676811 6570933 2.163783
"2013-10-10" 3.70614 3.766132 3.691476 3.763466 7495064 2.214778
"2013-10-11" 3.747468 3.827457 3.73547 3.826123 5814075 2.251652
"2013-10-14" 3.814125 3.823457 3.772798 3.819458 5034715 2.247729
"2013-10-15" 3.804793 3.832789 3.760799 3.819458 8665230 2.247729
"2013-10-16" 3.831456 3.884782 3.820791 3.879449 7437306 2.283033
"2013-10-17" 3.862118 3.934108 3.859452 3.92211 5911589 2.30814
"2013-10-18" 3.939441 3.942107 3.891447 3.911445 4632658 2.301863
"2013-10-21" 3.916777 3.923443 3.866118 3.883449 9140798 2.285388
"2013-10-22" 3.887448 3.948773 3.883449 3.904779 7370546 2.29794
"2013-10-23" 3.904779 3.938107 3.886115 3.92211 8212166 2.30814
"2013-10-24" 3.920777 3.920777 3.835455 3.85012 5028714 2.265774
"2013-10-25" 3.848787 3.923443 3.846121 3.915444 5625049 2.304217
"2013-10-28" 3.919443 3.919443 3.847454 3.898113 5558289 2.294017
"2013-10-29" 3.878116 3.891447 3.794128 3.819458 7552072 2.247729
"2013-10-30" 3.804793 3.831456 3.755467 3.758133 8978775 2.21164
"2013-10-31" 3.759466 3.775464 3.679478 3.730137 10255456 2.195164
"2013-11-01" 3.728804 3.728804 3.554162 3.686143 12028708 2.169275
"2013-11-04" 3.700808 3.730137 3.671479 3.711473 7658587 2.184181
"2013-11-05" 3.692809 3.702141 3.65948 3.671479 9384582 2.160645
"2013-11-06" 3.686143 3.698142 3.662147 3.668812 5731564 2.159075
"2013-11-07" 3.634151 3.666146 3.542164 3.543497 17307207 2.085328
"2013-11-08" 3.524833 3.54483 3.455509 3.532832 10303463 2.079052
"2013-11-11" 3.54483 3.551496 3.514168 3.530165 4263605 2.077482
"2013-11-12" 3.511501 3.532832 3.486172 3.5195 7252030 2.071206
"2013-11-13" 3.484838 3.527499 3.474173 3.5235 6344401 2.092583
"2013-11-14" 3.532832 3.571493 3.503503 3.504836 5630299 2.081498
"2013-11-15" 3.506169 3.531499 3.483505 3.49817 6234135 2.077539
"2013-11-18" 3.491504 3.516834 3.450177 3.452843 6253638 2.05062
"2013-11-19" 3.454176 3.474173 3.423514 3.444844 6629441 2.04587
"2013-11-20" 3.443511 3.487505 3.384853 3.399517 8035891 2.018951
"2013-11-21" 3.411516 3.431513 3.394185 3.428846 4521642 2.036369
"2013-11-22" 3.434179 3.444844 3.391518 3.412849 4544145 2.026868
"2013-11-25" 3.418181 3.422181 3.382186 3.40485 5776570 2.022118
"2013-11-26" 3.414182 3.415515 3.346192 3.35419 9161801 1.992031
"2013-11-27" 3.356857 3.391518 3.350191 3.376854 7919624 2.005491
"2013-11-29" 3.394185 3.394185 3.328861 3.347525 4907947 1.988073
"2013-12-02" 3.334193 3.367522 3.320862 3.33286 8075647 1.979363
"2013-12-03" 3.328861 3.351524 3.303531 3.33286 7072004 1.979363
"2013-12-04" 3.316862 3.506169 3.306197 3.443511 26805806 2.045078
"2013-12-05" 3.443511 3.444844 3.394185 3.434179 11372365 2.039536
"2013-12-06" 3.456842 3.480839 3.431513 3.446177 8182912 2.046661
"2013-12-09" 3.438178 3.47684 3.43018 3.471507 7586577 2.061705
"2013-12-10" 3.468841 3.516834 3.455509 3.47684 7069754 2.064872
"2013-12-11" 3.475506 3.490171 3.392852 3.402184 10451984 2.020534
"2013-12-12" 3.392852 3.443511 3.364856 3.392852 11568142 2.014992
"2013-12-13" 3.408849 3.444844 3.388852 3.422181 9983918 2.03241
"2013-12-16" 3.432846 3.435512 3.399517 3.428846 8608222 2.036369
"2013-12-17" 3.43018 3.44751 3.406183 3.438178 9661372 2.041911
"2013-12-18" 3.432846 3.480839 3.364856 3.474173 16905900 2.063288
"2013-12-19" 3.467508 3.467508 3.342192 3.42618 9281818 2.034785
"2013-12-20" 3.427513 3.455509 3.378187 3.45151 12913834 2.049829
"2013-12-23" 3.462175 3.467508 3.431513 3.435512 5010711 2.040328
"2013-12-24" 3.431513 3.454176 3.424847 3.448844 2061293 2.048245
"2013-12-26" 3.448844 3.487505 3.418181 3.454176 3973314 2.051412
"2013-12-27" 3.45151 3.47684 3.420848 3.474173 7591828 2.063288
"2013-12-30" 3.475506 3.490171 3.463508 3.482172 3836045 2.068039
"2013-12-31" 3.478173 3.495504 3.446177 3.454176 6531177 2.051412
"2014-01-02" 3.452843 3.484838 3.420848 3.454176 6337650 2.051412
"2014-01-03" 3.448844 3.479506 3.436845 3.454176 9047785 2.051412
"2014-01-06" 3.45151 3.475506 3.416848 3.459509 16992163 2.054579
"2014-01-07" 3.466174 3.479506 3.444844 3.444844 6422412 2.04587
"2014-01-08" 3.438178 3.439512 3.402184 3.432846 11832180 2.038744
"2014-01-09" 3.446177 3.452843 3.411516 3.428846 13234879 2.036369
"2014-01-10" 3.438178 3.54483 3.434179 3.520833 12044460 2.090999
"2014-01-13" 3.510168 3.527499 3.499503 3.504836 9109293 2.081498
"2014-01-14" 3.516834 3.580825 3.516834 3.558161 12434515 2.113168
"2014-01-15" 3.552829 3.578159 3.552829 3.562161 9728881 2.115543
"2014-01-16" 3.564827 3.586157 3.554162 3.584824 9718380 2.129003
"2014-01-17" 3.594156 3.628818 3.571493 3.61682 11414371 2.148005
"2014-01-21" 3.627485 3.656814 3.610154 3.622152 6670697 2.151172
"2014-01-22" 3.634151 3.658147 3.626152 3.643483 6513175 2.16384
"2014-01-23" 3.628818 3.63815 3.594156 3.606155 7150015 2.141671
"2014-01-24" 3.600822 3.603488 3.560828 3.563494 12355004 2.116335
"2014-01-27" 3.56616 3.583491 3.526166 3.547496 10904298 2.106834
"2014-01-28" 3.552829 3.610154 3.54483 3.610154 8779997 2.144047
"2014-01-29" 3.587491 3.646149 3.583491 3.640816 17916294 2.162256
"2014-01-30" 3.656814 3.740802 3.643483 3.71014 17592248 2.203427
"2014-01-31" 3.672812 3.746135 3.666146 3.728804 16554850 2.214512
"2014-02-03" 3.732803 3.739469 3.687476 3.695475 14300030 2.194718
"2014-02-04" 3.711473 3.746135 3.679478 3.73547 17663508 2.218471
"2014-02-05" 3.726138 3.780796 3.70614 3.780796 15433441 2.245389
"2014-02-06" 3.780796 3.835455 3.77813 3.832789 16460337 2.276268
"2014-02-07" 3.798127 3.94344 3.73147 3.935441 23833134 2.337232
"2014-02-10" 3.942107 4.043426 3.931442 4.020762 25148071 2.387903
"2014-02-11" 4.022096 4.100751 3.999432 4.022096 24670253 2.388695
"2014-02-12" 3.96877 4.000765 3.936774 3.966103 17368716 2.375917
"2014-02-13" 3.948773 4.012764 3.939441 3.998099 14197266 2.395085
"2014-02-14" 3.984767 3.996766 3.954105 3.96477 14136507 2.375119
"2014-02-18" 3.966103 3.978102 3.950106 3.970103 15662974 2.378313
"2014-02-19" 3.955438 4.003432 3.947439 3.967437 23008767 2.376716
"2014-02-20" 3.955438 3.984767 3.890114 3.903446 13568676 2.338382
"2014-02-21" 3.907445 3.952772 3.87545 3.928775 11393368 2.353556
"2014-02-24" 3.939441 3.975435 3.927442 3.942107 8507708 2.361542
"2014-02-25" 3.955438 3.991433 3.935441 3.972769 9446091 2.379911
"2014-02-26" 3.972769 4.004765 3.959438 3.967437 11132331 2.376716
"2014-02-27" 3.966103 3.984767 3.950106 3.974102 10986060 2.380709
"2014-02-28" 3.974102 4.006098 3.963437 3.984767 14013490 2.387098
"2014-03-03" 3.956771 4.054091 3.956771 4.052758 18088818 2.427829
"2014-03-04" 4.090086 4.15541 4.090086 4.144745 17401721 2.482934
"2014-03-05" 4.139412 4.170075 4.090086 4.143412 10112936 2.482135
"2014-03-06" 4.140745 4.140745 4.074088 4.090086 10000420 2.45019
"2014-03-07" 4.08742 4.096752 4.030094 4.084753 9338076 2.446995
"2014-03-10" 4.082087 4.082087 4.031428 4.051425 7532569 2.42703
"2014-03-11" 4.054091 4.075421 4.048758 4.055424 5389515 2.429425
"2014-03-12" 4.042093 4.070089 4.031428 4.039426 6886728 2.419842
"2014-03-13" 4.056757 4.063423 3.999432 4.019429 7699093 2.407863
"2014-03-14" 4.020762 4.067422 4.020762 4.055424 6720954 2.429425
"2014-03-17" 4.068756 4.103417 4.04076 4.06209 4808933 2.433419
"2014-03-18" 4.070089 4.072755 4.034094 4.044759 4097082 2.423037
"2014-03-19" 4.048758 4.094085 3.931442 3.955438 12343002 2.369529
"2014-03-20" 3.952772 4.026095 3.930109 4.026095 8101150 2.411856
"2014-03-21" 4.051425 4.084753 4.028761 4.043426 9587861 2.422238
"2014-03-24" 4.051425 4.055424 3.972769 3.996766 4198346 2.394286
"2014-03-25" 4.024762 4.076754 4.022096 4.067422 6456167 2.436613
"2014-03-26" 4.076754 4.082087 3.979435 3.979435 5360261 2.383904
"2014-03-27" 3.975435 3.991433 3.94344 3.978102 7420053 2.383105
"2014-03-28" 3.9941 4.030094 3.9901 3.9901 6189129 2.390293
"2014-03-31" 4.014097 4.03676 3.980768 4.028761 13480914 2.413453
"2014-04-01" 3.999432 4.043426 3.967437 4.000765 10758027 2.396682
"2014-04-02" 4.000765 4.010097 3.955438 4.004765 13657939 2.399078
"2014-04-03" 4.016763 4.035427 3.986101 4.020762 8554965 2.408661
"2014-04-04" 4.04076 4.048758 4.006098 4.026095 12168228 2.411856
"2014-04-07" 4.020762 4.038093 3.995433 4.000765 12468270 2.396682
"2014-04-08" 4.004765 4.035427 3.987434 4.027428 9776138 2.412655
"2014-04-09" 4.032761 4.032761 3.987434 3.998099 10469236 2.395085
"2014-04-10" 4.010097 4.020762 3.935441 3.946106 16675618 2.363938
"2014-04-11" 3.930109 3.944773 3.878116 3.880782 13819212 2.324805
"2014-04-14" 3.898113 3.907445 3.859452 3.890114 9626867 2.330396
"2014-04-15" 3.890114 3.911445 3.886115 3.89678 15163403 2.334389
"2014-04-16" 3.914111 3.975435 3.879449 3.970103 17076174 2.378313
"2014-04-17" 3.948773 3.962104 3.920777 3.950106 8693734 2.366334
"2014-04-21" 3.958105 4.003432 3.948773 3.983434 4854689 2.3863
"2014-04-22" 3.984767 4.051425 3.934108 4.046092 9175303 2.423836
"2014-04-23" 4.048758 4.052758 3.9901 4.006098 11655905 2.399877
"2014-04-24" 4.01543 4.068756 4.002098 4.066089 7905372 2.435815
"2014-04-25" 4.06209 4.079421 4.044759 4.056757 4315363 2.430224
"2014-04-28" 4.070089 4.100751 4.05809 4.088753 6135871 2.449391
"2014-04-29" 4.102084 4.114082 4.075421 4.095418 5273999 2.453384
"2014-04-30" 4.091419 4.115416 4.074088 4.110083 9582611 2.46217
"2014-05-01" 4.114082 4.15541 4.06209 4.152744 10262207 2.487725
"2014-05-02" 4.135413 4.199404 4.111416 4.182073 11115828 2.505296
"2014-05-05" 4.168741 4.204736 4.146078 4.195404 5705310 2.513282
"2014-05-06" 4.184739 4.191405 4.160743 4.187405 6734456 2.50849
"2014-05-07" 4.194071 4.252729 4.190072 4.238065 6607688 2.538837
"2014-05-08" 4.231399 4.290057 4.2234 4.236732 7867117 2.538039
"2014-05-09" 4.231399 4.246064 4.17674 4.199404 9206057 2.515677
"2014-05-12" 4.214068 4.226067 4.188739 4.207403 9120545 2.520469
"2014-05-13" 4.207403 4.242064 4.15141 4.166075 10382974 2.495712
"2014-05-14" 4.13408 4.154077 4.100751 4.124748 8374189 2.491686
"2014-05-15" 4.123414 4.136746 4.08742 4.122081 7790606 2.490074
"2014-05-16" 4.122081 4.174074 4.103417 4.172741 8850507 2.520678
"2014-05-19" 4.142078 4.191405 4.127414 4.154077 9766387 2.509402
"2014-05-20" 4.154077 4.184739 4.139412 4.160743 7384798 2.513429
"2014-05-21" 4.164742 4.17674 4.138079 4.144745 5191487 2.503765
"2014-05-22" 4.138079 4.162076 4.119415 4.139412 8230919 2.500544
"2014-05-23" 4.142078 4.17674 4.132746 4.164742 7552822 2.515845
"2014-05-27" 4.168741 4.204736 4.168741 4.191405 6052609 2.531952
"2014-05-28" 4.183406 4.187405 4.135413 4.17674 7584327 2.523093
"2014-05-29" 4.184739 4.20207 4.168741 4.187405 4752675 2.529535
"2014-05-30" 4.190072 4.212735 4.182073 4.196737 6268640 2.535173
"2014-06-02" 4.196737 4.215401 4.186072 4.194071 4655161 2.533562
"2014-06-03" 4.186072 4.211402 4.174074 4.203403 2863157 2.539199
"2014-06-04" 4.198071 4.224733 4.186072 4.212735 4348367 2.544837
"2014-06-05" 4.20207 4.260728 4.198071 4.256729 10802284 2.571413
"2014-06-06" 4.266061 4.266061 4.220734 4.239398 6810967 2.560943
"2014-06-09" 4.238065 4.251396 4.164742 4.178073 8624725 2.523899
"2014-06-10" 4.171408 4.198071 4.143412 4.198071 9262315 2.535978
"2014-06-11" 4.194071 4.216735 4.166075 4.207403 8791998 2.541615
"2014-06-12" 4.203403 4.216735 4.179407 4.204736 5898087 2.540005
"2014-06-13" 4.211402 4.276726 4.175407 4.275393 11260599 2.582687
"2014-06-16" 4.27406 4.276726 4.220734 4.247397 7467310 2.565775
"2014-06-17" 4.236732 4.246064 4.195404 4.210069 6711203 2.543226
"2014-06-18" 4.210069 4.244731 4.195404 4.236732 10538246 2.559333
"2014-06-19" 4.242064 4.268727 4.2274 4.264728 9560107 2.576245
"2014-06-20" 4.276726 4.280725 4.255396 4.27406 12907083 2.581882
"2014-06-23" 4.275393 4.298056 4.263395 4.272727 5880085 2.581077
"2014-06-24" 4.27006 4.282059 4.263395 4.278059 5045216 2.584298
"2014-06-25" 4.271393 4.310055 4.271393 4.299389 5954345 2.597183
"2014-06-26" 4.300723 4.300723 4.279392 4.298056 3552504 2.596377
"2014-06-27" 4.296723 4.36738 4.282059 4.338051 5285250 2.620538
"2014-06-30" 4.339384 4.344716 4.290057 4.302056 8821252 2.598795
"2014-07-01" 4.303389 4.32072 4.279392 4.302056 7294036 2.598795
"2014-07-02" 4.298056 4.319387 4.260728 4.31672 5292751 2.607652
"2014-07-03" 4.31672 4.31672 4.27006 4.304722 2953919 2.600404
"2014-07-07" 4.300723 4.343383 4.300723 4.324719 6429163 2.612484
"2014-07-08" 4.364714 4.402042 4.359381 4.372712 8888012 2.641476
"2014-07-09" 4.375379 4.386044 4.34605 4.384711 4567398 2.648724
"2014-07-10" 4.364714 4.418039 4.358048 4.406041 5059468 2.661609
"2014-07-11" 4.406041 4.426038 4.384711 4.418039 4477386 2.668857
"2014-07-14" 4.420706 4.452701 4.404708 4.450035 8518960 2.688185
"2014-07-15" 4.444702 4.495362 4.427371 4.483363 14993879 2.708318
"2014-07-16" 4.48603 4.518025 4.474031 4.500694 7214524 2.718787
"2014-07-17" 4.480697 4.512693 4.480697 4.488696 8913516 2.71154
"2014-07-18" 4.492695 4.536689 4.478031 4.527357 7138764 2.734895
"2014-07-21" 4.514026 4.524691 4.494029 4.502027 5801324 2.719593
"2014-07-22" 4.50736 4.538022 4.506027 4.514026 3997318 2.726841
"2014-07-23" 4.50736 4.531357 4.506027 4.52869 6188379 2.7357
"2014-07-24" 4.53269 4.542022 4.504694 4.523358 10493990 2.732478
"2014-07-25" 4.515359 4.531357 4.48203 4.488696 5832078 2.71154
"2014-07-28" 4.492695 4.526024 4.491362 4.518025 5793072 2.729257
"2014-07-29" 4.516692 4.539355 4.490029 4.518025 3980815 2.729257
"2014-07-30" 4.516692 4.596681 4.516692 4.57535 6732956 2.763886
"2014-07-31" 4.563352 4.576683 4.48603 4.556686 18098570 2.752611
"2014-08-01" 4.538022 4.586015 4.467366 4.472698 17413722 2.701876
"2014-08-04" 4.472698 4.538022 4.450035 4.527357 6446415 2.734895
"2014-08-05" 4.518025 4.520691 4.464699 4.476698 7805608 2.704292
"2014-08-06" 4.464699 4.483363 4.43937 4.450035 7268532 2.688185
"2014-08-07" 4.459367 4.474031 4.399375 4.422039 7754601 2.671273
"2014-08-08" 4.428704 4.451368 4.400708 4.431371 13983485 2.676911
"2014-08-11" 4.434037 4.464699 4.430038 4.446035 6803466 2.685769
"2014-08-12" 4.444702 4.451368 4.420706 4.432704 6386407 2.677716
"2014-08-13" 4.416706 4.468699 4.411374 4.458034 13357146 2.714242
"2014-08-14" 4.4607 4.478031 4.420706 4.434037 3958312 2.699631
"2014-08-15" 4.438036 4.454034 4.412707 4.443369 7620332 2.705313
"2014-08-18" 4.464699 4.495362 4.451368 4.491362 8162659 2.734533
"2014-08-19" 4.494029 4.535356 4.483363 4.518025 7912873 2.750767
"2014-08-20" 4.512693 4.570018 4.484697 4.55402 4181844 2.772682
"2014-08-21" 4.552687 4.580683 4.536689 4.551354 2931416 2.771059
"2014-08-22" 4.546021 4.555353 4.498028 4.535356 3768535 2.761319
"2014-08-25" 4.547354 4.55402 4.494029 4.508693 3659020 2.745085
"2014-08-26" 4.504694 4.560686 4.504694 4.550021 4046825 2.770248
"2014-08-27" 4.548687 4.57535 4.519358 4.535356 4066327 2.761319
"2014-08-28" 4.53269 4.551354 4.514026 4.544688 2932166 2.767002
"2014-08-29" 4.544688 4.571351 4.534023 4.568685 4834436 2.78161
"2014-09-02" 4.570018 4.602013 4.543355 4.602013 6220633 2.801902
"2014-09-03" 4.606013 4.635342 4.57935 4.630009 7238528 2.818947
"2014-09-04" 4.624677 4.640674 4.584682 4.602013 5559789 2.801902
"2014-09-05" 4.596681 4.644674 4.57935 4.643341 6490672 2.827064
"2014-09-08" 4.646007 4.648673 4.618011 4.619344 5527535 2.812454
"2014-09-09" 4.611345 4.620677 4.586015 4.603346 3867549 2.802714
"2014-09-10" 4.584682 4.588682 4.511359 4.519358 7131262 2.751579
"2014-09-11" 4.516692 4.538022 4.495362 4.518025 3469243 2.750767
"2014-09-12" 4.508693 4.508693 4.351382 4.390043 8578968 2.672845
"2014-09-15" 4.386044 4.408707 4.343383 4.359381 4899696 2.654177
"2014-09-16" 4.362047 4.427371 4.347383 4.419372 5483279 2.690703
"2014-09-17" 4.432704 4.464699 4.391376 4.402042 4910197 2.680151
"2014-09-18" 4.400708 4.419372 4.324719 4.335384 5757817 2.639567
"2014-09-19" 4.350049 4.372712 4.328719 4.360714 13441158 2.654989
"2014-09-22" 4.34605 4.354048 4.322053 4.326052 3148947 2.633885
"2014-09-23" 4.328719 4.347383 4.290057 4.290057 5219991 2.611971
"2014-09-24" 4.282059 4.312721 4.251396 4.258062 8352436 2.59249
"2014-09-25" 4.234065 4.255396 4.200737 4.243397 8259423 2.583561
"2014-09-26" 4.242064 4.280725 4.208736 4.263395 7904622 2.595737
"2014-09-29" 4.242064 4.272727 4.226067 4.266061 7711095 2.59736
"2014-09-30" 4.271393 4.287391 4.232732 4.242064 8074146 2.58275
"2014-10-01" 4.240731 4.283392 4.226067 4.252729 12580036 2.589243
"2014-10-02" 4.256729 4.291391 4.215401 4.254063 8770245 2.590055
"2014-10-03" 4.266061 4.308721 4.236732 4.29539 4080579 2.615216
"2014-10-06" 4.299389 4.343383 4.294057 4.322053 4044574 2.631451
"2014-10-07" 4.319387 4.34605 4.286058 4.286058 5172734 2.609535
"2014-10-08" 4.290057 4.39271 4.290057 4.39271 5558289 2.67447
"2014-10-09" 4.390043 4.427371 4.350049 4.370046 6645944 2.660671
"2014-10-10" 4.376712 4.436703 4.366047 4.366047 8022389 2.658237
"2014-10-13" 4.400708 4.504694 4.380711 4.458034 12261991 2.714242
"2014-10-14" 4.480697 4.614011 4.458034 4.574017 9730382 2.784858
"2014-10-15" 4.551354 4.630009 4.490029 4.540689 12848574 2.764566
"2014-10-16" 4.496695 4.531357 4.455367 4.500694 9910407 2.740214
"2014-10-17" 4.524691 4.543355 4.434037 4.467366 10905048 2.719923
"2014-10-20" 4.4567 4.536689 4.4567 4.536689 7271532 2.76213
"2014-10-21" 4.555353 4.587349 4.53269 4.587349 4772178 2.792974
"2014-10-22" 4.587349 4.624677 4.522025 4.566018 37705603 2.779987
"2014-10-23" 4.596681 4.632675 4.570018 4.611345 8888762 2.807584
"2014-10-24" 4.603346 4.627343 4.560686 4.584682 6423162 2.79135
"2014-10-27" 4.590015 4.643341 4.57935 4.598014 9266816 2.799467
"2014-10-28" 4.60068 4.610012 4.562019 4.580683 8722238 2.788916
"2014-10-29" 4.580683 4.607346 4.551354 4.568685 13441908 2.78161
"2014-10-30" 4.564685 4.630009 4.540689 4.598014 11397868 2.799467
"2014-10-31" 4.634009 4.776655 4.598014 4.771322 14358539 2.904985
"2014-11-03" 4.78732 4.857977 4.779321 4.855311 11143582 2.95612
"2014-11-04" 4.860643 4.88464 4.809984 4.83398 15652472 2.943134
"2014-11-05" 4.852644 4.856644 4.805984 4.841979 8251922 2.948003
"2014-11-06" 4.836647 4.871308 4.784654 4.789986 6823719 2.916348
"2014-11-07" 4.788653 4.817983 4.753992 4.793986 11608648 2.918783
"2014-11-10" 4.796652 4.904637 4.78732 4.900637 10597505 2.983717
"2014-11-11" 4.899304 4.899304 4.828648 4.868642 9051535 2.964237
"2014-11-12" 4.824648 4.848645 4.784654 4.813983 7416303 2.951975
"2014-11-13" 4.828648 4.90597 4.817983 4.895305 10491740 3.001842
"2014-11-14" 4.892639 4.908636 4.816649 4.827315 8254922 2.96015
"2014-11-17" 4.827315 4.895305 4.825981 4.885973 10869793 2.996119
"2014-11-18" 4.891305 4.945964 4.875308 4.928633 11586145 3.02228
"2014-11-19" 4.923301 4.961962 4.860643 4.869975 10039425 2.98631
"2014-11-20" 4.864643 4.893972 4.853977 4.888639 5002460 2.997755
"2014-11-21" 4.921968 4.939299 4.900637 4.939299 28612812 3.02882
"2014-11-24" 4.943298 4.97796 4.909969 4.925967 12854575 3.020644
"2014-11-25" 4.9273 4.95263 4.909969 4.929967 8309680 3.023097
"2014-11-26" 4.945964 4.996624 4.925967 4.980626 8197164 3.054162
"2014-11-28" 4.97796 5.037951 4.959296 4.965962 4025071 3.04517
"2014-12-01" 4.965962 5.025953 4.941965 4.943298 8025389 3.031272
"2014-12-02" 4.940632 4.965962 4.911303 4.959296 8078647 3.041082
"2014-12-03" 4.97396 4.985959 4.916635 4.924634 7237028 3.019828
"2014-12-04" 4.911303 4.955296 4.897971 4.945964 6217633 3.032907
"2014-12-05" 4.919301 4.932633 4.88064 4.916635 6574683 3.014923
"2014-12-08" 4.915302 5.008622 4.915302 4.984626 6003852 3.056614
"2014-12-09" 4.97396 5.047283 4.971294 5.005956 8055394 3.069695
"2014-12-10" 4.983292 4.997957 4.9273 4.944631 12568034 3.03209
"2014-12-11" 4.915302 4.949964 4.901971 4.933966 10594504 3.02555
"2014-12-12" 4.9273 4.947297 4.861976 4.867309 13221377 2.984675
"2014-12-15" 4.881973 4.895305 4.784654 4.79132 9252564 2.938077
"2014-12-16" 4.799318 4.805984 4.741993 4.753992 17205193 2.915188
"2014-12-17" 4.767323 4.844645 4.755325 4.815316 29933750 2.952792
"2014-12-18" 4.83798 4.90597 4.817983 4.90597 7231777 3.008382
"2014-12-19" 4.903304 5.004623 4.900637 5.000623 21824349 3.066424
"2014-12-22" 5.02062 5.109941 4.995291 5.108608 9701127 3.132642
"2014-12-23" 5.115274 5.136604 5.064614 5.083278 5859832 3.117109
"2014-12-24" 5.081945 5.108608 5.033952 5.039284 2613371 3.090132
