"Index" "SJOpen" "SJHigh" "SJLow" "SJClose" "SJVolume" "SJAdjusted"
"2013-07-31" 112.730003 113.18 112 112.519997 542200 89.871391
"2013-08-01" 113.389999 114.07 113.089996 113.669998 503900 90.789932
"2013-08-02" 113.620003 114.110001 112.480003 113.970001 415300 91.029556
"2013-08-05" 113.970001 114.489998 113.209999 114.360001 289100 91.341049
"2013-08-06" 114.360001 114.720001 113.629997 114.230003 390800 91.237206
"2013-08-07" 113.589996 114.239998 113.370003 113.57 486000 90.71006
"2013-08-08" 114.32 114.32 112.940002 113.059998 506300 90.302711
"2013-08-09" 112.980003 113.900002 112.82 113.300003 365500 90.494408
"2013-08-12" 113.25 113.589996 112.660004 113.510002 365600 90.662148
"2013-08-13" 113.510002 114.389999 113.370003 113.910004 250100 90.981636
"2013-08-14" 113.32 113.699997 112.529999 112.57 362000 90.371498
"2013-08-15" 111.910004 112.040001 110.43 110.43 437100 88.653488
"2013-08-16" 110.190002 110.900002 110.080002 110.32 410200 88.565193
"2013-08-19" 110.18 110.540001 108.889999 109.059998 727900 87.553635
"2013-08-20" 108.980003 109.510002 107.82 109.099998 825400 87.585762
"2013-08-21" 109.199997 110.389999 107.400002 107.790001 848400 86.534111
"2013-08-22" 107.699997 108.209999 106.650002 107.489998 535400 86.293228
"2013-08-23" 107.410004 108.730003 107.220001 108.459999 521500 87.071991
"2013-08-26" 108.839996 109.120003 107.309998 107.5 413100 86.301277
"2013-08-27" 106.580002 107.68 106.519997 106.57 434800 85.554672
"2013-08-28" 106.349998 106.839996 105.18 105.32 656400 84.551186
"2013-08-29" 105 106.279999 104.5 105.800003 414500 84.936508
"2013-08-30" 106.099998 106.230003 105.089996 106.139999 332300 85.209473
"2013-09-03" 106.470001 107.150002 105.040001 105.389999 417600 84.607368
"2013-09-04" 105.18 106.330002 104.879997 106.25 381100 85.297775
"2013-09-05" 106.220001 107.529999 105.910004 106.779999 643000 85.723259
"2013-09-06" 107.010002 107.169998 105.080002 105.989998 314500 85.089043
"2013-09-09" 106.389999 108.139999 105.980003 108.139999 437000 86.815079
"2013-09-10" 108.660004 109.639999 108.029999 108.910004 904900 87.43325
"2013-09-11" 108.830002 108.830002 106.660004 107.779999 573000 86.52607
"2013-09-12" 107.279999 108.540001 106.959999 107.269997 622300 86.116623
"2013-09-13" 107.629997 108.040001 107.190002 107.870003 449600 86.598328
"2013-09-16" 108.660004 108.980003 107.779999 107.919998 412500 86.638451
"2013-09-17" 108.309998 108.760002 107.879997 108.300003 505100 86.943527
"2013-09-18" 108.400002 108.720001 106.660004 108.480003 520200 87.08802
"2013-09-19" 108.57 108.730003 107.110001 107.68 413100 86.445786
"2013-09-20" 107.269997 107.699997 106.830002 107.139999 909500 86.012268
"2013-09-23" 107.199997 107.239998 106.010002 106.559998 352800 85.546623
"2013-09-24" 106.169998 107.120003 106.050003 106.389999 398400 85.410172
"2013-09-25" 106.57 106.860001 105.809998 105.860001 372200 84.98468
"2013-09-26" 105.870003 106.489998 105.129997 105.690002 379500 84.848221
"2013-09-27" 105.050003 105.169998 104.370003 104.790001 460900 84.125687
"2013-09-30" 104.650002 105.389999 104.440002 105.040001 845300 84.326393
"2013-10-01" 105.099998 105.660004 104.599998 105.410004 517300 84.623444
"2013-10-02" 105.160004 105.160004 103.800003 104.949997 587200 84.25412
"2013-10-03" 104.639999 105.360001 103.900002 104.970001 400200 84.27018
"2013-10-04" 104.68 106.389999 104.480003 105.93 397200 85.040871
"2013-10-07" 105.699997 106.07 104.940002 105.779999 490900 84.920464
"2013-10-08" 105.57 106.400002 105.540001 105.580002 609500 84.759903
"2013-10-09" 105.529999 105.860001 104.18 104.379997 459800 83.796547
"2013-10-10" 105.349998 106.57 105.300003 106.510002 455200 85.5065
"2013-10-11" 106.050003 106.690002 105.82 106.599998 366800 85.578789
"2013-10-14" 106.400002 106.82 105.940002 106.730003 378400 85.683121
"2013-10-15" 106.449997 106.559998 105.730003 105.970001 595000 85.072975
"2013-10-16" 106.459999 107.519997 106.230003 107.5 558900 86.301277
"2013-10-17" 107.459999 108.519997 107.029999 108.440002 425600 87.055923
"2013-10-18" 108.870003 108.870003 107.620003 107.879997 338000 86.606346
"2013-10-21" 107.720001 107.720001 106.669998 106.860001 465100 85.787476
"2013-10-22" 106.989998 108.949997 106.860001 108.730003 631500 87.288727
"2013-10-23" 108.279999 109.080002 108.050003 108.849998 316900 87.38504
"2013-10-24" 108.82 109.629997 108.32 109.599998 335200 87.987167
"2013-10-25" 109.449997 110.43 109.099998 110.360001 315400 88.59729
"2013-10-28" 110.209999 112.529999 110.209999 112.199997 452600 90.074448
"2013-10-29" 112.150002 112.949997 111.93 112.900002 304100 90.636383
"2013-10-30" 112.830002 112.860001 111.010002 111.5 333600 89.512466
"2013-10-31" 111.269997 111.610001 110.629997 111.209999 460400 89.279686
"2013-11-01" 111.089996 111.589996 110.410004 111.010002 310100 89.119118
"2013-11-04" 111.389999 111.589996 110.07 110.620003 236600 88.806023
"2013-11-05" 110.150002 110.93 109.779999 110.690002 434600 88.862221
"2013-11-06" 111.360001 111.870003 110.940002 111.870003 327200 89.80954
"2013-11-07" 111.82 112.050003 107.25 107.610001 727000 86.389587
"2013-11-08" 107.459999 108.610001 106.379997 108.610001 520600 87.192383
"2013-11-11" 108.68 109.120003 107.279999 107.639999 427800 86.413666
"2013-11-12" 107.5 107.510002 106.480003 107.410004 395100 86.22905
"2013-11-13" 105.459999 108.940002 105.459999 107.93 337500 87.116898
"2013-11-14" 108.169998 109.400002 108.010002 108.93 320300 87.924057
"2013-11-15" 109.029999 109.730003 107.839996 109.349998 483000 88.263077
"2013-11-18" 109.730003 109.730003 108.489998 108.910004 327800 87.907936
"2013-11-19" 108.370003 108.839996 107.730003 108.589996 313600 87.649635
"2013-11-20" 101.970001 104.440002 99.470001 101.489998 2903400 81.9188
"2013-11-21" 100.040001 103.959999 100.019997 103.019997 1393100 83.153748
"2013-11-22" 102.910004 104.139999 102.910004 103.949997 680700 83.904404
"2013-11-25" 104.190002 104.809998 103.449997 104.309998 533300 84.194992
"2013-11-26" 104.309998 105.959999 104.309998 105.620003 773300 85.252373
"2013-11-27" 105.620003 106.059998 105.209999 105.610001 451200 85.244293
"2013-11-29" 105.769997 106.029999 104.190002 104.239998 316200 84.138489
"2013-12-02" 104.5 105.160004 103.620003 104.449997 688900 84.307999
"2013-12-03" 104.620003 105.18 104.019997 104.980003 1002900 84.735771
"2013-12-04" 104.199997 105.150002 103.760002 104.75 1125100 84.550156
"2013-12-05" 103.93 104.120003 102.160004 102.290001 1257600 82.564522
"2013-12-06" 103.129997 104.419998 102.82 104.32 856500 84.203072
"2013-12-09" 104.949997 106.199997 104.559998 104.879997 697900 84.655075
"2013-12-10" 104.639999 105.040001 102.900002 103.199997 821700 83.299026
"2013-12-11" 103.629997 104.690002 103.190002 103.989998 887200 83.936691
"2013-12-12" 103.650002 103.82 101.290001 101.379997 726000 81.830017
"2013-12-13" 101.510002 101.790001 100.18 100.410004 879600 81.04705
"2013-12-16" 100.540001 102.199997 100.540001 101.599998 533700 82.007576
"2013-12-17" 101.43 101.849998 100.309998 101.099998 608400 81.603996
"2013-12-18" 101.019997 102.059998 100.400002 101.860001 885900 82.217445
"2013-12-19" 101.5 102.199997 100.660004 101.949997 567800 82.290077
"2013-12-20" 102.309998 103 101.650002 102.120003 766500 82.427307
"2013-12-23" 102.5 102.75 101.389999 101.639999 702900 82.039856
"2013-12-24" 101.889999 103.18 101.589996 102.360001 244900 82.62101
"2013-12-26" 102.5 103.099998 102.199997 102.989998 382300 83.129532
"2013-12-27" 102.940002 103.970001 102.940002 103.18 323400 83.282875
"2013-12-30" 103 104.059998 103 103.650002 328000 83.662247
"2013-12-31" 103.779999 104.309998 103.32 103.620003 436800 83.638046
"2014-01-02" 103.639999 103.650002 101.830002 102.029999 878900 82.354668
"2014-01-03" 102.050003 102.32 101.370003 101.510002 620900 81.934959
"2014-01-06" 101.970001 101.989998 100.610001 100.900002 776200 81.442551
"2014-01-07" 102.120003 102.470001 101.260002 101.519997 817800 81.943001
"2014-01-08" 101.290001 101.290001 97.889999 98.169998 1424200 79.238998
"2014-01-09" 98.150002 98.300003 97.669998 97.980003 1168300 79.085663
"2014-01-10" 98 98.720001 97.699997 98.419998 908100 79.440804
"2014-01-13" 98.330002 98.989998 97.120003 97.389999 1055300 78.609406
"2014-01-14" 97.519997 99.519997 97.419998 99.339996 972500 80.183395
"2014-01-15" 99.339996 99.879997 98.389999 98.690002 907000 79.658752
"2014-01-16" 98.690002 98.989998 98.110001 98.550003 623900 79.545731
"2014-01-17" 98.589996 98.599998 97.07 97.199997 668100 78.45607
"2014-01-21" 97.800003 97.93 96.370003 97.199997 875000 78.45607
"2014-01-22" 97.610001 98.860001 97.419998 98.449997 832100 79.465012
"2014-01-23" 98.029999 98.419998 97.599998 98.080002 717100 79.166382
"2014-01-24" 97.860001 98.779999 97.190002 97.970001 1074400 79.077583
"2014-01-27" 98.050003 99.330002 97.809998 98.629997 997800 79.610291
"2014-01-28" 98.510002 99.68 98.43 99.309998 931200 80.15921
"2014-01-29" 98.139999 98.419998 96.599998 97.110001 1081600 78.38343
"2014-01-30" 97.660004 98.169998 97.300003 97.860001 566600 78.988785
"2014-01-31" 96.620003 97.760002 96.300003 96.389999 932600 77.802277
"2014-02-03" 96.389999 96.5 93.779999 93.93 1119800 75.81665
"2014-02-04" 94.239998 94.589996 93.360001 93.709999 746400 75.639069
"2014-02-05" 93.110001 93.290001 91.940002 92.82 1105900 74.9207
"2014-02-06" 93.389999 93.800003 93.169998 93.589996 598800 75.542213
"2014-02-07" 93.769997 94.300003 93.019997 93.370003 874700 75.364655
"2014-02-10" 93.209999 94.330002 93.080002 93.699997 901900 75.630997
"2014-02-11" 93.910004 94.510002 93.139999 94.029999 1648200 75.897385
"2014-02-12" 93.370003 93.900002 92.629997 93.709999 1199700 76.108536
"2014-02-13" 93.370003 95.239998 93.209999 95.139999 1261200 77.269928
"2014-02-14" 91.199997 92.239998 87.099998 91.809998 4272000 74.565407
"2014-02-18" 92.760002 96.07 92.610001 95.309998 1869100 77.407997
"2014-02-19" 95.309998 96.349998 94.870003 95.550003 1500100 77.602921
"2014-02-20" 96.309998 98.580002 95.910004 98.279999 2207100 79.820152
"2014-02-21" 98.290001 98.610001 97.669998 97.940002 1618100 79.544029
"2014-02-24" 98.269997 99.379997 98.120003 98.699997 1136600 80.161285
"2014-02-25" 98.550003 99.989998 98.510002 99.010002 1109400 80.413017
"2014-02-26" 98.940002 99.650002 98.559998 98.610001 1153600 80.088165
"2014-02-27" 98.510002 99.779999 98.470001 99.639999 1071500 80.92469
"2014-02-28" 99.559998 100.889999 99.440002 100.010002 1185000 81.225204
"2014-03-03" 99.089996 99.900002 98.639999 99.050003 1244900 80.445518
"2014-03-04" 99.989998 100.610001 99.019997 99.269997 1155200 80.624184
"2014-03-05" 99.160004 99.339996 98.25 98.43 723800 79.941971
"2014-03-06" 98.370003 98.660004 97.559998 97.629997 794800 79.292244
"2014-03-07" 98.089996 98.089996 96.849998 97.540001 613700 79.219147
"2014-03-10" 97.330002 97.68 96.800003 97.209999 462700 78.951118
"2014-03-11" 97.160004 97.370003 96.290001 96.550003 848500 78.415092
"2014-03-12" 96.110001 98.019997 96.080002 97.980003 763300 79.57653
"2014-03-13" 98.43 98.43 96.739998 96.989998 599500 78.772438
"2014-03-14" 96.260002 96.860001 96.080002 96.18 1052800 78.114624
"2014-03-17" 96.550003 96.830002 95.980003 96.120003 531800 78.06588
"2014-03-18" 96.110001 97.970001 96.019997 97.720001 806300 79.365326
"2014-03-19" 97.559998 97.559998 95.449997 96.139999 672600 78.082123
"2014-03-20" 95.690002 96.779999 95.379997 96.699997 624700 78.536896
"2014-03-21" 97.610001 97.760002 95.870003 96.019997 1213500 77.984642
"2014-03-24" 96.459999 97.150002 95.879997 96.209999 664500 78.138954
"2014-03-25" 95.970001 96.919998 95.709999 95.940002 496400 77.91967
"2014-03-26" 96.120003 96.610001 95.480003 95.93 456600 77.91156
"2014-03-27" 96.120003 96.480003 95.599998 96.07 499600 78.025253
"2014-03-28" 96.599998 96.830002 96.220001 96.480003 344400 78.358253
"2014-03-31" 96.870003 97.25 96.169998 97.239998 791400 78.975502
"2014-04-01" 97.279999 97.489998 96.510002 97.139999 742300 78.894272
"2014-04-02" 97.139999 97.900002 96.629997 97.790001 572700 79.42218
"2014-04-03" 97.480003 98.029999 97.169998 97.900002 468800 79.511536
"2014-04-04" 98.059998 98.360001 97.370003 97.550003 616000 79.22728
"2014-04-07" 97.449997 98.550003 97.449997 97.900002 891400 79.511536
"2014-04-08" 97.919998 97.989998 96.519997 97.110001 743600 78.869919
"2014-04-09" 97.25 97.370003 96.730003 97.230003 600300 78.967384
"2014-04-10" 97.230003 97.660004 95.489998 95.5 582100 77.562309
"2014-04-11" 95 96 94.120003 94.330002 771400 76.612076
"2014-04-14" 95.080002 95.82 94.459999 95.389999 575800 77.472969
"2014-04-15" 95.760002 95.760002 94.480003 95.080002 482900 77.221207
"2014-04-16" 96 96.900002 95.519997 96.830002 522200 78.642525
"2014-04-17" 96.580002 96.860001 96.150002 96.699997 428900 78.536896
"2014-04-21" 96.739998 96.870003 96.029999 96.730003 307000 78.561302
"2014-04-22" 96.809998 97.099998 96.529999 96.93 443000 78.723724
"2014-04-23" 96.839996 97.110001 96.349998 96.419998 397400 78.309525
"2014-04-24" 96.540001 97.07 95.870003 96.989998 612600 78.772438
"2014-04-25" 96.860001 97.019997 95.830002 96.019997 405800 77.984642
"2014-04-28" 96.169998 97.580002 96.040001 97.459999 583700 79.15419
"2014-04-29" 97.620003 97.940002 96.660004 96.730003 507700 78.561302
"2014-04-30" 96.650002 96.949997 96.07 96.68 579500 78.520683
"2014-05-01" 96.800003 97.230003 95.889999 97.169998 455300 78.91861
"2014-05-02" 97.290001 97.339996 96.559998 96.940002 304800 78.731842
"2014-05-05" 96.540001 97.220001 96.050003 97.199997 333100 78.943008
"2014-05-06" 97.050003 97.230003 96.370003 96.449997 403100 78.333862
"2014-05-07" 96.839996 98.660004 96.839996 98.610001 783800 80.088165
"2014-05-08" 98.620003 100.129997 98.580002 99.190002 709000 80.559227
"2014-05-09" 99.059998 100.169998 98.650002 100.150002 539700 81.338913
"2014-05-12" 100.400002 100.660004 99.739998 100.610001 629200 81.712494
"2014-05-13" 100.57 100.57 99.599998 100.400002 450800 81.541931
"2014-05-14" 100.110001 100.110001 98.57 98.589996 538900 80.537186
"2014-05-15" 98.309998 98.580002 97.300003 97.510002 484300 79.654945
"2014-05-16" 97.629997 98.589996 97.5 98.559998 458800 80.512665
"2014-05-19" 98.32 98.540001 98.019997 98.279999 401400 80.283943
"2014-05-20" 98.089996 98.489998 97.910004 98.07 533700 80.112411
"2014-05-21" 98.269997 99.129997 97.839996 99.050003 555600 80.912949
"2014-05-22" 98.800003 98.970001 97.989998 98.75 389300 80.667877
"2014-05-23" 98.730003 99.279999 98.489998 99.120003 250500 80.970116
"2014-05-27" 99.529999 100.620003 99.529999 100.440002 524400 82.048431
"2014-05-28" 100.269997 100.720001 99.959999 100.620003 562600 82.195465
"2014-05-29" 101.07 103.089996 101.07 103 1084800 84.139679
"2014-05-30" 102.68 103.209999 102.260002 102.599998 1012600 83.812897
"2014-06-02" 102.690002 102.830002 102.160004 102.470001 538700 83.706688
"2014-06-03" 102.449997 102.949997 102.120003 102.940002 658200 84.090652
"2014-06-04" 102.690002 103.18 102.360001 102.830002 950300 84.000786
"2014-06-05" 102.949997 105.419998 102.849998 104.309998 931800 85.209793
"2014-06-06" 104.309998 105.699997 104.110001 105.690002 654500 86.337097
"2014-06-09" 105.940002 106.68 104.849998 105.660004 751700 86.312599
"2014-06-10" 105.199997 105.389999 104.68 105.099998 453700 85.855118
"2014-06-11" 104.980003 105.580002 104.599998 104.800003 578900 85.610069
"2014-06-12" 104.650002 105.169998 104.260002 104.93 527100 85.71627
"2014-06-13" 104.800003 105.260002 104.019997 105.239998 592700 85.969505
"2014-06-16" 104.739998 105.879997 104.629997 105.830002 642200 86.451454
"2014-06-17" 105.330002 106.540001 104.889999 106.099998 680900 86.672028
"2014-06-18" 105.32 106.650002 105.209999 106.629997 589500 87.104958
"2014-06-19" 106.720001 106.980003 105.620003 106.599998 640500 87.080467
"2014-06-20" 107.260002 107.260002 106.050003 106.459999 884200 86.966125
"2014-06-23" 106.5 106.75 106.059998 106.709999 717600 87.170319
"2014-06-24" 106.339996 106.639999 105.900002 106.339996 470100 86.868088
"2014-06-25" 105.470001 106.110001 105.209999 105.790001 693800 86.418777
"2014-06-26" 105.889999 106.059998 105.269997 105.480003 656300 86.165558
"2014-06-27" 105.209999 106.059998 104.900002 106.050003 570100 86.63118
"2014-06-30" 106.080002 106.980003 105.389999 106.57 496900 87.055962
"2014-07-01" 106.809998 107.419998 106.650002 106.809998 570700 87.252022
"2014-07-02" 106.43 106.779999 105.980003 106.629997 535300 87.104958
"2014-07-03" 106.699997 107.699997 106.68 107.529999 442800 87.840172
"2014-07-07" 107.139999 107.739998 106.860001 107.349998 413400 87.693138
"2014-07-08" 107.150002 107.629997 106.5 106.660004 385800 87.129486
"2014-07-09" 106.699997 107.059998 106.339996 106.599998 341500 87.080467
"2014-07-10" 106.269997 106.580002 105.660004 106.209999 361300 86.761879
"2014-07-11" 106.32 106.610001 105.730003 106.470001 237100 86.974274
"2014-07-14" 106.760002 107.120003 106.040001 106.419998 275700 86.933426
"2014-07-15" 106.169998 106.639999 105.379997 105.599998 517600 86.26358
"2014-07-16" 106.209999 106.419998 105.290001 105.639999 269000 86.296257
"2014-07-17" 105.550003 105.919998 104.589996 104.720001 346900 85.544724
"2014-07-18" 105.160004 105.809998 104.720001 105.690002 333100 86.337097
"2014-07-21" 105.440002 105.629997 104.720001 105.089996 208000 85.846954
"2014-07-22" 105.360001 105.449997 104.860001 105.059998 350900 85.822441
"2014-07-23" 105.370003 105.57 104.620003 104.75 239400 85.569237
"2014-07-24" 104.959999 105.32 104.540001 105.160004 437500 85.904144
"2014-07-25" 104.989998 105.360001 104.379997 104.629997 236700 85.471207
"2014-07-28" 104.639999 104.779999 103.620003 104.080002 322800 85.021904
"2014-07-29" 104.010002 104.529999 103.25 103.25 349400 84.343895
"2014-07-30" 103.370003 103.540001 101.93 102.110001 480500 83.412651
"2014-07-31" 102.110001 102.110001 99.540001 99.639999 834500 81.394897
"2014-08-01" 99.489998 100.730003 98.620003 100.519997 852900 82.11377
"2014-08-04" 100.540001 101.010002 100.239998 100.900002 457900 82.424187
"2014-08-05" 100.550003 100.68 99.099998 99.370003 456500 81.174355
"2014-08-06" 99.07 101.449997 99.07 101.209999 403200 82.677437
"2014-08-07" 101.290001 101.580002 100.040001 100.620003 360100 82.195465
"2014-08-08" 100.57 101.900002 100.57 101.830002 452300 83.183922
"2014-08-11" 102.160004 103.440002 102 103.080002 305400 84.205032
"2014-08-12" 102.870003 103.220001 102.400002 102.589996 443100 83.804733
"2014-08-13" 102.330002 102.68 101.800003 102.669998 450900 84.396591
"2014-08-14" 102.870003 103.449997 102.349998 103.300003 486400 84.914474
"2014-08-15" 103.489998 104.029999 102.269997 102.870003 372300 84.560989
"2014-08-18" 103.440002 103.589996 102.940002 103.129997 481700 84.774712
"2014-08-19" 103.129997 103.529999 102.589996 103.449997 468900 85.037773
"2014-08-20" 101.5 103.059998 100.440002 102.419998 795400 84.191086
"2014-08-21" 102.25 102.709999 101.389999 101.650002 705900 83.558136
"2014-08-22" 101.790001 101.919998 101.019997 101.360001 457400 83.319725
"2014-08-25" 102.029999 102.080002 101.610001 101.949997 390400 83.804741
"2014-08-26" 102.050003 102.599998 101.790001 102.470001 302200 84.232185
"2014-08-27" 102.150002 102.589996 102.150002 102.419998 503700 84.191086
"2014-08-28" 102.239998 102.440002 101.919998 102.360001 309700 84.141769
"2014-08-29" 102.529999 102.660004 102.040001 102.599998 261900 84.339058
"2014-09-02" 102.610001 103.389999 102.150002 102.660004 670300 84.388359
"2014-09-03" 102.739998 103.150002 102.260002 102.389999 312000 84.166428
"2014-09-04" 102.290001 102.739998 101.739998 102.019997 277000 83.862274
"2014-09-05" 101.93 102.709999 101.5 102.709999 263900 84.429474
"2014-09-08" 102.279999 102.610001 101.830002 101.970001 307400 83.821167
"2014-09-09" 101.870003 101.989998 101.190002 101.260002 388400 83.237556
"2014-09-10" 101.120003 101.419998 100.459999 101.080002 398500 83.0896
"2014-09-11" 100.860001 101.169998 100.540001 101.129997 557300 83.130684
"2014-09-12" 101.07 101.129997 99.599998 99.699997 504900 81.9552
"2014-09-15" 99.790001 99.959999 99.199997 99.730003 472200 81.979851
"2014-09-16" 99.5 100.910004 99.389999 100.800003 591300 82.859421
"2014-09-17" 100.629997 100.699997 99.610001 99.709999 514600 81.963417
"2014-09-18" 100.099998 100.419998 99.279999 100.220001 391300 82.382652
"2014-09-19" 100.839996 100.839996 100.120003 100.190002 746600 82.357979
"2014-09-22" 100.010002 100.099998 99.489998 99.510002 400900 81.799019
"2014-09-23" 99.260002 99.290001 98.580002 98.809998 568300 81.223602
"2014-09-24" 98.830002 100.059998 98.580002 99.900002 305000 82.119583
"2014-09-25" 99.440002 99.790001 98.209999 98.220001 518300 80.738594
"2014-09-26" 98.300003 98.790001 97.760002 98.529999 363300 80.993416
"2014-09-29" 97.889999 98.760002 97.690002 98.440002 540500 80.919426
"2014-09-30" 98.699997 99.470001 98.650002 98.989998 456800 81.371559
"2014-10-01" 99 99.169998 97.720001 97.889999 675000 80.467346
"2014-10-02" 98.010002 98.080002 96.75 97.75 654200 80.352264
"2014-10-03" 98.010002 98.980003 97.82 98.660004 523700 81.100288
"2014-10-06" 99.220001 99.220001 97.510002 98.5 412500 80.968773
"2014-10-07" 98.120003 98.400002 97.220001 97.25 505300 79.941254
"2014-10-08" 97.349998 98.779999 96.730003 98.730003 405700 81.157837
"2014-10-09" 98.639999 99.370003 97.599998 97.870003 577200 80.45092
"2014-10-10" 98.059998 99.260002 97.709999 97.709999 609100 80.319382
"2014-10-13" 97.629997 98.93 97.339996 97.410004 455700 80.072777
"2014-10-14" 97.889999 98.849998 97.599998 97.980003 619700 80.541321
"2014-10-15" 96.480003 97.900002 95.599998 97.360001 837300 80.031662
"2014-10-16" 96.419998 98.550003 96.419998 97.879997 1062500 80.459129
"2014-10-17" 99.199997 99.220001 97.82 98.660004 495500 81.100288
"2014-10-20" 98.699997 101.169998 98.699997 101.029999 599000 83.048485
"2014-10-21" 101.32 102.489998 101.019997 102.389999 593500 84.166428
"2014-10-22" 102.5 103 101.650002 101.730003 528300 83.623886
"2014-10-23" 102.099998 102.68 101.610001 101.75 288000 83.640343
"2014-10-24" 101.769997 102.419998 101.360001 102.339996 282300 84.125305
"2014-10-27" 102.190002 103.419998 102.099998 103.139999 373500 84.782936
"2014-10-28" 103.470001 103.910004 103.059998 103.910004 339600 85.415894
"2014-10-29" 103.790001 104.07 101.610001 102.519997 506300 84.273285
"2014-10-30" 101.769997 103.43 101.599998 103.029999 368000 84.69252
"2014-10-31" 103.879997 104.510002 103.449997 104 651700 85.489891
"2014-11-03" 103.779999 104.519997 103.610001 104.07 335800 85.547401
"2014-11-04" 103.989998 104.93 103.559998 104.309998 329700 85.744698
"2014-11-05" 105.089996 105.739998 104.610001 105.339996 381500 86.591377
"2014-11-06" 105.339996 105.910004 104.800003 105.800003 599800 86.96949
"2014-11-07" 105.150002 105.400002 104.110001 104.839996 473200 86.180351
"2014-11-10" 104.660004 105.550003 104.07 105.309998 399600 86.566711
"2014-11-11" 105 105.370003 104.279999 104.720001 660100 86.081726
"2014-11-12" 98.720001 101.760002 98.190002 100.379997 2153500 83.021545
"2014-11-13" 100.160004 100.339996 98.699997 99.870003 1279700 82.599747
"2014-11-14" 99.760002 100.610001 99.300003 100.230003 529500 82.897507
"2014-11-17" 100.290001 101.610001 100.029999 101.519997 724600 83.964409
"2014-11-18" 101.610001 102.059998 101.43 101.970001 603900 84.336594
"2014-11-19" 101.690002 103.169998 100.349998 101.660004 651300 84.080215
"2014-11-20" 101 102.139999 100.959999 101.110001 592600 83.62532
"2014-11-21" 101.93 102.150002 101.050003 101.290001 578700 83.774216
"2014-11-24" 101.629997 101.650002 100.519997 100.639999 699300 83.236595
"2014-11-25" 100.629997 101.879997 100.580002 101.190002 703200 83.691498
"2014-11-26" 101.029999 101.599998 100.849998 101.129997 610900 83.641861
"2014-11-28" 101.540001 102.989998 101.5 102.57 301800 84.83284
"2014-12-01" 102.169998 103.5 102.07 102.779999 687600 85.006577
"2014-12-02" 103.339996 103.379997 102.32 103.239998 793500 85.386978
"2014-12-03" 103.050003 103.050003 101.779999 101.919998 467500 84.295242
"2014-12-04" 102.010002 102.010002 100.839996 101.150002 337300 83.658424
"2014-12-05" 101.269997 101.940002 101.150002 101.720001 287800 84.129837
"2014-12-08" 101.830002 102.82 101.349998 101.839996 398900 84.229057
"2014-12-09" 101.209999 101.830002 100.639999 101.199997 431400 83.699738
"2014-12-10" 101.309998 101.349998 100.160004 100.230003 538900 82.897507
"2014-12-11" 100.5 101.010002 100 100.639999 612200 83.236595
"2014-12-12" 100.169998 100.629997 99.110001 99.160004 553700 82.012543
"2014-12-15" 99.690002 99.690002 97.550003 98.290001 758200 81.292969
"2014-12-16" 98.099998 99.769997 97.330002 98.309998 597500 81.309532
"2014-12-17" 98.699997 100.610001 98.5 100.349998 457000 82.996742
"2014-12-18" 101.510002 102.629997 100.860001 102.610001 732800 84.865936
"2014-12-19" 103.050003 103.489998 102.160004 102.790001 884700 85.014809
"2014-12-22" 103.120003 103.559998 102.620003 103.150002 394000 85.312576
"2014-12-23" 103.610001 104.089996 103.160004 103.650002 376100 85.726089
"2014-12-24" 103.910004 103.910004 103.220001 103.449997 173900 85.560684
"2014-12-26" 103.629997 104.019997 103.339996 103.389999 155900 85.511063
"2014-12-29" 103.059998 103.650002 102.879997 103.099998 377300 85.271179
"2014-12-30" 102.75 103.489998 102.459999 102.5 460000 84.77494
"2014-12-31" 102.739998 103.199997 100.949997 100.980003 384200 83.517792
"2015-01-02" 101.139999 101.690002 99.949997 100.480003 360600 83.104286
"2015-01-05" 99.900002 100.110001 98.599998 98.839996 478400 81.747864
"2015-01-06" 99 99.269997 97.279999 98.050003 671800 81.094467
"2015-01-07" 98.43 100.419998 98.230003 100.239998 488600 82.905746
"2015-01-08" 101.43 101.860001 100.620003 101.690002 487500 84.105026
"2015-01-09" 101.959999 102.059998 100.739998 101.040001 424600 83.567406
"2015-01-12" 101.110001 101.440002 99.769997 100.339996 581100 82.988464
"2015-01-13" 101.25 101.849998 99.970001 100.940002 538100 83.484718
"2015-01-14" 100.269997 101.099998 99.980003 100.959999 381700 83.501266
"2015-01-15" 101.449997 102.099998 101.050003 101.300003 705200 83.782463
"2015-01-16" 101.349998 102 100.699997 101.860001 396800 84.245628
"2015-01-20" 102.25 104.300003 102 104.190002 744000 86.172714
"2015-01-21" 104.519997 107.209999 103.870003 106.040001 1108800 87.70282
"2015-01-22" 106.419998 107.040001 105.68 106.870003 506000 88.389252
"2015-01-23" 106.849998 107.190002 106.089996 106.489998 401800 88.074997
"2015-01-26" 106.239998 106.790001 106.110001 106.449997 366900 88.041893
"2015-01-27" 106 106.349998 105.169998 105.769997 362100 87.479469
"2015-01-28" 105.959999 106.709999 104.620003 104.730003 399300 86.619339
"2015-01-29" 104.760002 105.160004 103.5 105.099998 576000 86.925331
"2015-01-30" 104.43 104.440002 103.010002 103.150002 453600 85.312576
"2015-02-02" 103.230003 104.489998 101.879997 104.470001 398500 86.404266
"2015-02-03" 104.68 105.910004 104.68 105.879997 405900 87.570465
"2015-02-04" 113.019997 114.470001 111.519997 112.099998 6183700 92.714844
