"Index" "TGNOpen" "TGNHigh" "TGNLow" "TGNClose" "TGNVolume" "TGNAdjusted"
"2013-07-09" 13.789865 13.836947 13.570148 13.580611 7159897 11.265507
"2013-07-10" 13.601536 13.76894 13.42367 13.632924 4285884 11.308904
"2013-07-11" 13.852641 13.904955 13.6957 13.821253 4228155 11.465128
"2013-07-12" 13.81079 13.993888 13.706163 13.946806 4421986 11.569277
"2013-07-15" 13.993888 14.020045 13.711395 13.878798 3998387 11.512863
"2013-07-16" 13.915418 13.967731 13.648618 13.716626 3857314 11.378334
"2013-07-17" 13.800328 13.836947 13.664312 13.795096 2842091 11.443428
"2013-07-18" 13.81079 13.967731 13.784634 13.789865 3837625 11.43909
"2013-07-19" 13.972963 14.061896 13.627693 13.789865 5176474 11.43909
"2013-07-22" 13.235341 13.784634 13.183027 13.533528 7270958 11.22645
"2013-07-23" 13.627693 13.685238 13.486446 13.575379 3239311 11.261169
"2013-07-24" 13.601536 13.690469 13.491677 13.680006 3531013 11.347961
"2013-07-25" 13.601536 13.680006 13.475983 13.53876 3788307 11.230787
"2013-07-26" 13.444595 13.517834 13.324274 13.428901 3042612 11.139661
"2013-07-29" 13.428901 13.528297 13.251035 13.287654 2133862 11.022491
"2013-07-30" 13.345199 13.413207 13.19349 13.360893 4096640 11.083245
"2013-07-31" 13.371356 13.638156 13.371356 13.475983 3526043 11.178715
"2013-08-01" 13.596305 13.774171 13.554454 13.680006 4209422 11.347961
"2013-08-02" 13.611999 13.758477 13.470752 13.742783 2863500 11.400033
"2013-08-05" 13.674775 13.711395 13.449827 13.50214 2970165 11.200413
"2013-08-06" 13.517834 13.554454 13.266729 13.392282 3444420 11.109282
"2013-08-07" 13.350431 13.434132 13.282423 13.30858 2390392 11.039847
"2013-08-08" 13.434132 13.742783 13.366125 13.523066 5552858 11.217772
"2013-08-09" 13.507372 13.606767 13.434132 13.481215 3144498 11.183055
"2013-08-12" 13.339968 13.606767 13.334737 13.580611 2217397 11.265507
"2013-08-13" 13.564916 13.61723 13.407976 13.543991 3235105 11.235131
"2013-08-14" 13.517834 13.53876 13.235341 13.38705 2678653 11.104943
"2013-08-15" 13.198721 13.203953 12.65466 12.706973 5309327 10.540799
"2013-08-16" 12.759287 12.916228 12.659891 12.795907 4353935 10.614572
"2013-08-19" 12.748824 12.806369 12.565727 12.586652 5716869 10.440989
"2013-08-20" 12.612809 13.235341 12.602346 13.04178 6168377 10.818531
"2013-08-21" 12.958079 13.057475 12.853452 12.921459 3277542 10.718723
"2013-08-22" 12.99993 13.329505 12.947616 13.203953 2442195 10.953056
"2013-08-23" 13.224878 13.287654 13.036549 13.15687 2625321 10.914001
"2013-08-26" 13.167333 13.251035 13.067937 13.104557 2455384 10.870608
"2013-08-27" 12.958079 13.031318 12.649428 12.748824 4271929 10.575516
"2013-08-28" 12.748824 12.790675 12.628503 12.696511 2690123 10.532121
"2013-08-29" 12.61804 12.827295 12.591884 12.748824 2515598 10.575516
"2013-08-30" 12.748824 12.774981 12.544801 12.602346 3105502 10.454007
"2013-09-03" 12.853452 13.036549 12.727899 12.806369 3799968 10.623251
"2013-09-04" 12.701742 13.214415 12.65466 13.010392 6796703 10.881392
"2013-09-05" 12.984236 13.099325 12.921459 12.994698 3315581 10.868264
"2013-09-06" 13.057475 13.057475 12.665123 12.837757 3641118 10.73701
"2013-09-09" 12.827295 13.141176 12.759287 13.099325 4960851 10.955774
"2013-09-10" 13.219647 13.329505 13.109788 13.287654 4303088 11.113286
"2013-09-11" 13.287654 13.360893 13.135945 13.240572 5114540 11.073907
"2013-09-12" 13.209184 13.42367 13.125482 13.198721 6627722 11.038903
"2013-09-13" 13.319043 13.444595 13.245804 13.334737 3358209 11.152664
"2013-09-16" 13.549222 13.580611 13.329505 13.350431 2483484 11.165789
"2013-09-17" 13.350431 13.601536 13.319043 13.465521 2002730 11.262044
"2013-09-18" 13.449827 13.606767 13.282423 13.512603 3243707 11.301424
"2013-09-19" 13.533528 13.570148 13.251035 13.402744 2425373 11.209542
"2013-09-20" 13.460289 13.627693 13.324274 13.350431 4661694 11.165789
"2013-09-23" 13.313811 13.496909 13.303348 13.381819 3949260 11.192041
"2013-09-24" 13.38705 13.549222 13.30858 13.470752 4084598 11.266421
"2013-09-25" 13.491677 14.072358 13.407976 13.952037 8007860 11.668948
"2013-09-26" 13.952037 14.014813 13.763708 13.946806 4164691 11.664576
"2013-09-27" 13.84741 14.061896 13.789865 13.952037 2658391 11.668948
"2013-09-30" 13.784634 14.103747 13.742783 14.014813 3340814 11.721453
"2013-10-01" 14.020045 14.145597 13.889261 14.035739 3963979 11.738956
"2013-10-02" 13.941574 13.957268 13.842179 13.952037 2736764 11.668948
"2013-10-03" 13.920649 13.920649 13.591073 13.706163 3733064 11.46331
"2013-10-04" 13.737551 13.889261 13.643387 13.674775 3268175 11.437058
"2013-10-07" 13.481215 13.512603 13.256266 13.256266 3898604 11.087035
"2013-10-08" 13.266729 13.517834 13.0784 13.135945 4510108 10.986402
"2013-10-09" 13.026086 13.036549 12.42448 12.759287 9946744 10.671381
"2013-10-10" 13.04178 13.245804 12.968541 13.203953 4510682 11.04328
"2013-10-11" 13.010392 13.627693 12.99993 13.470752 4241153 11.266421
"2013-10-14" 13.381819 13.800328 13.27196 13.727089 5170740 11.480814
"2013-10-15" 13.706163 13.873567 13.596305 13.753245 4186483 11.502689
"2013-10-16" 13.868335 14.166523 13.821253 14.067127 4521578 11.765207
"2013-10-17" 13.983425 14.197911 13.936343 14.098515 4217259 11.791461
"2013-10-18" 14.208374 14.50133 14.014813 14.381009 6428539 12.027726
"2013-10-21" 12.816832 14.229299 12.450637 14.072358 11481527 11.769584
"2013-10-22" 14.176986 14.69489 14.108978 14.517024 7290074 12.141485
"2013-10-23" 14.443785 14.532718 14.19268 14.475173 4155707 12.106485
"2013-10-24" 14.537949 14.626883 14.459479 14.553644 2525538 12.172112
"2013-10-25" 14.564106 14.658271 14.328695 14.527487 2875161 12.150235
"2013-10-28" 14.522255 14.564106 14.239762 14.396703 5060252 12.040851
"2013-10-29" 14.459479 14.590263 14.391471 14.506561 3752561 12.132736
"2013-10-30" 14.553644 14.736741 14.459479 14.543181 3790984 12.16336
"2013-10-31" 14.543181 14.647808 14.42286 14.475173 3352665 12.106485
"2013-11-01" 14.485636 14.668733 14.438554 14.595494 3256132 12.207112
"2013-11-04" 14.684428 14.747204 14.490867 14.668733 3091548 12.268366
"2013-11-05" 14.69489 14.736741 14.558875 14.595494 3204329 12.207112
"2013-11-06" 14.626883 14.789055 14.496099 14.537949 3293216 12.158984
"2013-11-07" 14.653039 14.700122 14.046202 14.07759 4142900 11.773958
"2013-11-08" 14.082821 14.496099 14.072358 14.490867 4367698 12.119607
"2013-11-11" 14.454248 14.548412 14.365315 14.417628 2135200 12.058352
"2013-11-12" 14.297307 14.38624 14.108978 14.182217 2882998 11.861463
"2013-11-13" 14.108978 14.558875 14.108978 14.558875 2390965 12.176485
"2013-11-14" 14.590263 14.637345 14.302538 14.313001 3840875 11.970848
"2013-11-15" 14.391471 14.391471 14.07759 14.229299 6295113 11.90084
"2013-11-18" 14.234531 14.313001 13.957268 13.988657 8805550 11.699576
"2013-11-19" 13.967731 14.020045 13.664312 13.742783 5000612 11.493937
"2013-11-20" 13.81079 14.014813 13.711395 13.784634 4971174 11.52894
"2013-11-21" 13.868335 13.915418 13.727089 13.842179 4166029 11.577066
"2013-11-22" 13.868335 13.993888 13.763708 13.988657 4278811 11.699576
"2013-11-25" 14.04097 14.051433 13.852641 13.868335 4056689 11.598945
"2013-11-26" 13.904955 14.056664 13.800328 13.999119 5783582 11.708326
"2013-11-27" 14.004351 14.161292 13.941574 14.140366 2545418 11.826462
"2013-11-29" 14.129903 14.255456 14.051433 14.15606 1667826 11.839588
"2013-12-02" 14.161292 14.197911 13.878798 13.915418 6689274 11.638325
"2013-12-03" 13.826484 13.863104 13.664312 13.700932 10686705 11.458933
"2013-12-04" 13.643387 13.680006 13.125482 13.261498 10946102 11.17676
"2013-12-05" 13.256266 13.261498 13.026086 13.125482 8968414 11.062126
"2013-12-06" 13.277192 13.413207 12.910996 13.366125 6244839 11.26494
"2013-12-09" 13.392282 13.418438 13.088863 13.183027 4511255 11.110626
"2013-12-10" 13.15687 13.434132 13.15687 13.350431 4134680 11.251713
"2013-12-11" 13.313811 13.685238 13.19349 13.591073 9840462 11.454527
"2013-12-12" 13.543991 13.685238 13.230109 13.554454 5678638 11.423665
"2013-12-13" 13.564916 13.774171 13.549222 13.700932 4512402 11.547112
"2013-12-16" 13.805559 14.020045 13.789865 13.946806 4406311 11.754336
"2013-12-17" 13.931112 13.983425 13.758477 13.904955 3317684 11.719065
"2013-12-18" 13.915418 14.297307 13.873567 14.255456 5076118 12.014467
"2013-12-19" 14.161292 14.417628 14.15606 14.375777 4323541 12.115874
"2013-12-20" 14.417628 14.668733 14.313001 14.548412 7770828 12.261369
"2013-12-23" 14.684428 15.082011 14.647808 14.966921 5511951 12.614086
"2013-12-24" 14.909376 15.202332 14.857062 15.055854 4153222 12.689038
"2013-12-26" 15.170944 15.422049 15.170944 15.333116 3803791 12.922713
"2013-12-27" 15.343579 15.406355 15.223258 15.286034 3240075 12.883034
"2013-12-30" 15.286034 15.568527 15.254646 15.547602 3756958 13.10348
"2013-12-31" 15.584221 15.626072 15.364504 15.474363 2701783 13.041759
"2014-01-02" 15.458669 15.531908 15.312191 15.474363 4138694 13.041759
"2014-01-03" 15.474363 15.57899 15.437743 15.479594 3171642 13.046166
"2014-01-06" 15.547602 15.558065 15.306959 15.432512 5668507 13.006486
"2014-01-07" 15.422049 15.720237 15.380198 15.584221 8016462 13.134345
"2014-01-08" 15.531908 15.919028 15.484826 15.715005 8169386 13.244572
"2014-01-09" 15.7307 15.756856 15.296497 15.442975 6698641 13.015307
"2014-01-10" 15.558065 15.673155 15.448206 15.568527 3655072 13.121122
"2014-01-13" 15.484826 15.510982 15.04016 15.087242 4624801 12.715494
"2014-01-14" 15.15525 15.38543 15.07678 15.317422 3685084 12.909492
"2014-01-15" 15.312191 15.354042 14.741972 14.789055 7571263 12.464184
"2014-01-16" 14.741972 14.940764 14.5798 14.930301 5212794 12.583223
"2014-01-17" 14.972152 15.07678 14.815212 14.877988 4002401 12.539134
"2014-01-21" 14.972152 15.029697 14.726278 14.789055 3332021 12.464184
"2014-01-22" 14.815212 14.930301 14.663502 14.92507 3883311 12.578815
"2014-01-23" 14.836137 15.045391 14.605957 14.752435 3441935 12.433323
"2014-01-24" 14.61642 14.637345 14.292076 14.370546 5173033 12.111463
"2014-01-27" 14.433322 14.527487 14.07759 14.313001 5875528 12.062965
"2014-01-28" 14.381009 14.653039 14.344389 14.517024 2663743 12.234917
"2014-01-29" 14.34962 14.485636 14.224068 14.27115 3178141 12.027691
"2014-01-30" 14.459479 14.558875 14.328695 14.438554 2955828 12.16878
"2014-01-31" 14.176986 14.600726 14.150829 14.401934 3644750 12.137914
"2014-02-03" 14.365315 14.454248 13.842179 13.868335 6717565 11.688201
"2014-02-04" 14.38624 14.558875 13.580611 13.789865 12457564 11.622067
"2014-02-05" 13.6957 14.145597 13.596305 14.114209 7910180 11.895425
"2014-02-06" 14.129903 14.475173 14.046202 14.438554 4718085 12.16878
"2014-02-07" 14.564106 14.642577 14.391471 14.496099 3652396 12.217279
"2014-02-10" 14.506561 14.626883 14.428091 14.532718 4029927 12.248144
"2014-02-11" 14.50133 14.611188 14.443785 14.564106 3303156 12.274593
"2014-02-12" 14.569338 14.794286 14.553644 14.741972 3457036 12.4245
"2014-02-13" 14.585032 14.757667 14.585032 14.741972 2287359 12.4245
"2014-02-14" 14.679196 14.872756 14.605957 14.773361 2167888 12.450956
"2014-02-18" 14.841368 14.956458 14.804749 14.893682 3302965 12.552358
"2014-02-19" 14.841368 14.972152 14.762898 14.893682 3374266 12.552358
"2014-02-20" 14.935533 15.071548 14.794286 15.045391 4040823 12.680223
"2014-02-21" 15.134324 15.160481 14.96169 15.087242 2729309 12.715494
"2014-02-24" 15.160481 15.4639 15.160481 15.422049 4102375 12.997668
"2014-02-25" 15.395892 15.573759 15.176175 15.573759 5179915 13.125527
"2014-02-26" 15.605147 15.667923 15.354042 15.411587 3887517 12.988848
"2014-02-27" 15.34881 15.432512 15.259877 15.333116 3464873 12.922713
"2014-02-28" 15.380198 15.599916 15.254646 15.563296 4272312 13.116709
"2014-03-03" 15.359273 15.542371 15.165713 15.197101 4895285 12.808083
"2014-03-04" 15.411587 15.4639 15.207564 15.280803 7640461 12.878625
"2014-03-05" 15.228489 15.422049 15.150019 15.380198 3186552 13.051763
"2014-03-06" 15.406355 15.458669 15.280803 15.416818 3105693 13.082838
"2014-03-07" 15.490057 15.521445 15.082011 15.113399 3377133 12.825353
"2014-03-10" 15.244183 15.469132 15.108168 15.401124 4953396 13.069518
"2014-03-11" 15.165713 15.50052 14.96169 14.993078 4435367 12.723248
"2014-03-12" 14.904145 14.96169 14.721047 14.857062 5355586 12.607823
"2014-03-13" 14.935533 14.998309 14.50133 14.511793 4522724 12.314828
"2014-03-14" 14.496099 14.705353 14.490867 14.626883 4092244 12.412488
"2014-03-17" 14.757667 14.757667 14.532718 14.600726 2690505 12.390293
"2014-03-18" 14.600726 14.799517 14.511793 14.741972 4365213 12.510159
"2014-03-19" 14.872756 15.113399 14.872756 15.034929 4706424 12.758764
"2014-03-20" 14.96169 15.061085 14.867525 14.914607 2748043 12.656657
"2014-03-21" 15.207564 15.479594 15.113399 15.15525 6202785 12.860868
"2014-03-24" 15.197101 15.223258 14.69489 14.705353 4105051 12.479081
"2014-03-25" 14.757667 14.857062 14.480404 14.527487 3723124 12.328144
"2014-03-26" 14.585032 14.621651 14.281613 14.286844 3363752 12.123931
"2014-03-27" 14.260687 14.323464 14.046202 14.067127 3324566 11.937478
"2014-03-28" 14.082821 14.365315 14.082821 14.182217 2223131 12.035146
"2014-03-31" 14.302538 14.506561 14.213605 14.438554 4050381 12.252673
"2014-04-01" 14.517024 14.726278 14.517024 14.658271 2879748 12.439129
"2014-04-02" 14.700122 14.877988 14.663502 14.684428 3169730 12.461325
"2014-04-03" 14.736741 14.815212 14.443785 14.522255 3599064 12.323705
"2014-04-04" 14.637345 14.715816 14.360083 14.401934 2232307 12.221599
"2014-04-07" 14.370546 14.449016 14.030508 14.19268 4031839 12.044025
"2014-04-08" 14.166523 14.365315 14.067127 14.328695 2905172 12.159448
"2014-04-09" 14.396703 14.61642 14.297307 14.595494 3887326 12.385853
"2014-04-10" 14.569338 14.647808 14.072358 14.072358 3648764 11.941917
"2014-04-11" 14.213605 14.213605 13.643387 13.685238 4283016 11.613404
"2014-04-14" 13.81079 13.894492 13.685238 13.800328 3291496 11.71107
"2014-04-15" 13.816022 13.863104 13.355662 13.575379 5837297 11.520176
"2014-04-16" 13.73232 13.946806 13.596305 13.936343 5039416 11.826494
"2014-04-17" 13.904955 14.197911 13.889261 14.056664 7805236 11.928601
"2014-04-21" 14.119441 14.129903 13.711395 14.129903 3829215 11.99075
"2014-04-22" 14.171754 14.250225 14.082821 14.203142 5740763 12.0529
"2014-04-23" 14.229299 14.255456 14.025276 14.176986 6487223 12.030706
"2014-04-24" 14.229299 14.339158 14.140366 14.333926 6124602 12.163889
"2014-04-25" 14.281613 14.328695 14.187448 14.292076 4687500 12.12837
"2014-04-28" 14.354852 14.396703 13.967731 14.15606 4211907 12.012947
"2014-04-29" 14.187448 14.218836 14.04097 14.140366 3135131 11.999632
"2014-04-30" 14.140366 14.27115 14.035739 14.213605 3012219 12.061782
"2014-05-01" 14.224068 14.318232 14.124672 14.244993 2695284 12.088417
"2014-05-02" 14.255456 14.438554 14.15606 14.27115 3204712 12.110614
"2014-05-05" 14.140366 14.255456 14.129903 14.171754 2686300 12.026268
"2014-05-06" 14.150829 14.265919 14.093284 14.119441 3187125 11.981874
"2014-05-07" 14.150829 14.480404 13.999119 14.166523 6088092 12.02183
"2014-05-08" 14.119441 14.344389 14.014813 14.061896 3170304 11.933039
"2014-05-09" 14.051433 14.255456 13.999119 14.239762 2736956 12.083981
"2014-05-12" 14.265919 14.605957 14.265919 14.543181 2419447 12.34146
"2014-05-13" 14.532718 14.585032 14.255456 14.490867 4632639 12.297069
"2014-05-14" 14.438554 14.490867 14.213605 14.239762 2652274 12.083981
"2014-05-15" 14.150829 14.182217 13.706163 14.15606 5315444 12.012947
"2014-05-16" 14.176986 14.365315 14.004351 14.339158 3211402 12.168324
"2014-05-19" 14.313001 14.517024 14.255456 14.396703 2562240 12.217158
"2014-05-20" 14.375777 14.391471 14.124672 14.161292 3357062 12.017387
"2014-05-21" 14.244993 14.449016 14.224068 14.438554 1921107 12.252673
"2014-05-22" 14.433322 14.548412 14.38624 14.506561 2256966 12.310386
"2014-05-23" 14.506561 14.673965 14.428091 14.663502 1403268 12.443566
"2014-05-27" 14.715816 14.73151 14.490867 14.595494 2400523 12.385853
"2014-05-28" 14.5798 14.668733 14.459479 14.595494 1370007 12.385853
"2014-05-29" 14.647808 14.69489 14.459479 14.585032 1669164 12.376978
"2014-05-30" 14.569338 14.653039 14.459479 14.537949 2467618 12.337022
"2014-06-02" 14.888451 15.123862 14.783823 15.113399 4743700 12.825353
"2014-06-03" 15.04016 15.228489 15.00354 15.212795 3444420 12.909702
"2014-06-04" 15.034929 15.23372 14.993078 15.170944 3151571 12.963345
"2014-06-05" 15.228489 15.380198 15.008772 15.338348 2649407 13.106387
"2014-06-06" 15.38543 15.4639 15.129093 15.223258 2886630 13.008044
"2014-06-09" 15.202332 15.50052 15.170944 15.416818 2538155 13.173438
"2014-06-10" 15.369736 15.401124 15.165713 15.327885 1775638 13.097447
"2014-06-11" 15.249414 15.369736 15.218026 15.327885 2250849 13.097447
"2014-06-12" 15.301728 15.327885 14.930301 15.066317 2453282 12.873939
"2014-06-13" 15.061085 15.11863 14.935533 15.029697 2083971 12.84265
"2014-06-16" 14.993078 15.071548 14.935533 15.024466 1426207 12.838179
"2014-06-17" 15.00354 15.191869 14.940764 15.176175 2651127 12.967812
"2014-06-18" 15.181407 15.390661 15.055854 15.354042 2868470 13.119797
"2014-06-19" 15.354042 15.484826 15.296497 15.427281 2758938 13.182378
"2014-06-20" 15.458669 15.521445 15.207564 15.359273 3987300 13.124267
"2014-06-23" 15.374967 15.427281 15.259877 15.34881 1913843 13.115325
"2014-06-24" 15.296497 15.458669 15.244183 15.27034 1834513 13.048275
"2014-06-25" 15.244183 16.070738 15.218026 16.04458 6825376 13.709852
"2014-06-26" 16.049812 16.206753 15.898103 15.966111 10340141 13.642801
"2014-06-27" 15.929491 16.164902 15.882409 16.086432 7637593 13.745612
"2014-06-30" 16.149208 16.442163 16.081202 16.379389 8097321 13.99594
"2014-07-01" 16.416008 16.625261 16.368925 16.604338 5524950 14.188157
"2014-07-02" 16.625261 16.892061 16.599106 16.724657 6118677 14.290969
"2014-07-03" 16.724657 16.980995 16.724657 16.844978 2446400 14.393781
"2014-07-07" 16.792665 16.824055 16.614799 16.677576 5219675 14.250734
"2014-07-08" 16.614799 16.625261 16.353231 16.504942 5394773 14.103226
"2014-07-09" 16.57818 16.829285 16.525866 16.797897 4617346 14.353543
"2014-07-10" 16.536329 16.782204 16.504942 16.630493 4615052 14.210504
"2014-07-11" 16.651419 16.745583 16.494478 16.58341 2498203 14.170273
"2014-07-14" 16.719427 16.740353 16.504942 16.531097 4735480 14.125573
"2014-07-15" 16.42124 16.672344 16.395082 16.646189 3686231 14.223917
"2014-07-16" 16.620031 16.782204 16.620031 16.745583 4144238 14.308846
"2014-07-17" 16.630493 16.729889 16.442163 16.468321 3921160 14.071932
"2014-07-18" 16.562487 16.69327 16.525866 16.646189 3521455 14.223917
"2014-07-21" 16.588642 16.672344 16.499708 16.593874 3380574 14.179214
"2014-07-22" 16.661882 17.409966 16.42647 17.394272 7731068 14.863139
"2014-07-23" 17.409966 17.446587 17.190248 17.347191 3972772 14.822911
"2014-07-24" 17.409966 17.540751 17.357653 17.509361 2471059 14.961486
"2014-07-25" 17.441355 17.504131 17.352421 17.373346 1946339 14.845263
"2014-07-28" 17.347191 17.645376 17.294876 17.608759 3976977 15.046419
"2014-07-29" 17.509361 17.828476 17.46228 17.46228 4756889 14.921254
"2014-07-30" 17.514593 17.629683 17.46751 17.540751 4184189 14.988308
"2014-07-31" 17.362885 17.640146 17.106546 17.11701 5028138 14.626229
"2014-08-01" 17.127474 17.247793 17.017614 17.200712 3074726 14.697749
"2014-08-04" 17.315802 18.016804 17.289644 17.954027 7633197 15.341447
"2014-08-05" 18.560865 18.675955 17.624453 17.718616 16433776 15.140293
"2014-08-06" 17.57737 18.07958 17.561676 17.781393 5917773 15.193931
"2014-08-07" 17.797087 17.974953 17.441355 17.472742 3309464 14.930194
"2014-08-08" 17.519825 17.666304 17.441355 17.582602 4793782 15.024069
"2014-08-11" 17.671534 17.797087 17.54598 17.770929 5506790 15.184993
"2014-08-12" 17.687227 17.786625 17.362885 17.457048 5677491 14.916786
"2014-08-13" 17.671534 17.81278 17.504131 17.802319 4115947 15.211813
"2014-08-14" 17.760468 17.854631 17.593063 17.81278 5584208 15.220751
"2014-08-15" 17.974953 18.126661 17.525057 18.07958 9028436 15.448729
"2014-08-18" 18.168512 18.27314 17.943565 18.00111 3384015 15.381677
"2014-08-19" 18.042961 18.126661 17.964491 17.980185 2083588 15.363793
"2014-08-20" 17.954027 17.954027 17.781393 17.886021 3070330 15.283336
"2014-08-21" 17.917408 17.959259 17.650608 17.713385 3497943 15.135823
"2014-08-22" 17.723848 17.81278 17.645376 17.760468 1984188 15.17605
"2014-08-25" 17.891251 17.938334 17.692459 17.781393 1821706 15.193931
"2014-08-26" 17.791855 17.964491 17.776161 17.828476 1568235 15.234159
"2014-08-27" 17.854631 17.896482 17.671534 17.697691 2727780 15.122411
"2014-08-28" 17.671534 17.692459 17.54598 17.65584 1889757 15.086647
"2014-08-29" 17.729078 17.760468 17.603525 17.661072 1739509 15.091117
"2014-09-02" 17.671534 17.995878 17.671534 17.838938 1959146 15.243106
"2014-09-03" 17.791855 17.886021 17.739542 17.818012 1750214 15.315044
"2014-09-04" 17.833706 17.880789 17.362885 17.425659 4016355 14.977805
"2014-09-05" 17.409966 17.54598 17.263489 17.525057 3035922 15.063245
"2014-09-08" 17.493668 17.666304 17.420429 17.483206 1751361 15.027276
"2014-09-09" 17.436123 17.46228 16.939144 16.939144 4542222 14.55964
"2014-09-10" 17.001921 17.043772 16.688038 16.797897 6362590 14.438225
"2014-09-11" 16.708963 16.96007 16.688038 16.797897 3360121 14.438225
"2014-09-12" 16.808359 16.834517 16.646189 16.818823 2804624 14.456213
"2014-09-15" 16.933912 16.933912 16.661882 16.792665 2137112 14.433734
"2014-09-16" 16.792665 17.03854 16.69327 16.975763 3998004 14.591109
"2014-09-17" 17.001921 17.111778 16.85021 16.892061 2636026 14.51917
"2014-09-18" 16.902525 17.012383 16.808359 16.939144 3135705 14.55964
"2014-09-19" 17.043772 17.211174 16.92345 16.92868 5022786 14.550645
"2014-09-22" 16.912987 16.939144 16.614799 16.640957 3623150 14.303337
"2014-09-23" 16.630493 16.745583 16.243374 16.248604 6592167 13.966097
"2014-09-24" 16.227678 16.290455 15.866715 16.013193 9426803 13.763759
"2014-09-25" 15.898103 15.934723 15.631304 15.678386 7840409 13.47598
"2014-09-26" 15.688849 15.851021 15.641766 15.803939 3586830 13.583897
"2014-09-29" 15.683617 15.835327 15.594684 15.735931 3881209 13.525442
"2014-09-30" 15.720237 15.762088 15.505751 15.521445 3164569 13.341086
"2014-10-01" 15.521445 15.531908 15.170944 15.280803 5095998 13.134246
"2014-10-02" 15.238952 15.437743 14.872756 15.291265 8679770 13.143242
"2014-10-03" 15.401124 15.57899 15.301728 15.495288 3706493 13.318603
"2014-10-06" 15.589453 15.589453 15.333116 15.34881 2242056 13.192701
"2014-10-07" 15.254646 15.422049 15.15525 15.165713 3145645 13.035327
"2014-10-08" 15.150019 15.286034 14.940764 15.280803 4491184 13.134246
"2014-10-09" 15.212795 15.238952 14.590263 14.590263 5186032 12.540711
"2014-10-10" 14.600726 14.684428 14.260687 14.265919 3520499 12.26193
"2014-10-13" 14.218836 14.339158 13.763708 13.779402 6126514 11.843754
"2014-10-14" 13.852641 14.082821 13.716626 13.84741 5840164 11.90221
"2014-10-15" 13.596305 14.145597 13.575379 14.061896 6362017 12.086566
"2014-10-16" 13.795096 14.428091 13.763708 14.297307 4675266 12.288907
"2014-10-17" 14.443785 14.626883 14.407165 14.485636 4753066 12.450783
"2014-10-20" 14.569338 15.34881 14.569338 15.212795 8902465 13.075795
"2014-10-21" 15.254646 16.007961 15.254646 15.971342 7398459 13.727784
"2014-10-22" 16.028887 16.102125 15.688849 15.7307 4963719 13.520945
"2014-10-23" 15.908566 16.405544 15.908566 16.34277 4415104 14.047038
"2014-10-24" 16.337538 16.452627 16.180595 16.442163 2849546 14.132466
"2014-10-27" 16.332306 16.42647 16.191059 16.400314 2128892 14.096498
"2014-10-28" 16.468321 16.604338 16.416008 16.572948 2423270 14.244883
"2014-10-29" 16.57818 16.792665 16.541559 16.761276 3047773 14.406752
"2014-10-30" 16.688038 16.740353 16.201523 16.300919 4861451 14.011065
"2014-10-31" 16.593874 16.593874 16.300919 16.478785 3090401 14.163947
"2014-11-03" 16.473553 16.588642 16.321842 16.384621 3175465 14.083008
"2014-11-04" 16.300919 16.300919 15.929491 16.039351 2926008 13.786242
"2014-11-05" 16.264297 16.295687 15.908566 16.002729 3166481 13.754763
"2014-11-06" 16.07597 16.23291 15.934723 16.227678 2457105 13.948112
"2014-11-07" 16.159672 16.191059 15.798707 15.856252 2192738 13.628863
"2014-11-10" 15.877178 16.133514 15.877178 16.091663 3470417 13.831204
"2014-11-11" 16.143976 16.196291 15.966111 16.128283 1266019 13.862677
"2014-11-12" 15.997499 16.206753 15.945185 16.149208 1925694 13.880664
"2014-11-13" 16.201523 16.452627 16.04458 16.15444 1681207 13.885163
"2014-11-14" 16.138746 16.269529 16.091663 16.243374 1951500 13.961602
"2014-11-17" 16.185827 16.23814 16.065508 16.170134 1757287 13.89865
"2014-11-18" 16.170134 16.520636 16.170134 16.484015 2148199 14.16844
"2014-11-19" 16.484015 16.484015 16.23291 16.405544 1916901 14.100993
"2014-11-20" 16.259068 16.588642 16.23291 16.520636 1371154 14.19992
"2014-11-21" 16.708963 16.708963 16.34277 16.452627 2100410 14.141459
"2014-11-24" 16.557255 16.92345 16.546791 16.886829 3327815 14.514675
"2014-11-25" 16.970531 16.986225 16.708963 16.876368 1622714 14.505678
"2014-11-26" 16.834517 17.132704 16.834517 17.127474 1319924 14.721509
"2014-11-28" 17.164091 17.164091 16.975763 17.028076 847772 14.636077
"2014-12-01" 16.933912 17.179787 16.818823 17.080391 1892433 14.681043
"2014-12-02" 17.12224 17.441355 17.12224 17.30534 2059503 14.874394
"2014-12-03" 17.185019 17.619221 17.096085 17.598295 3431230 15.218204
"2014-12-04" 17.572138 17.629683 17.158861 17.211174 1885552 14.883438
"2014-12-05" 17.247793 17.315802 17.043772 17.101316 1798194 14.788439
"2014-12-08" 17.059465 17.101316 16.735121 16.787434 2302269 14.517003
"2014-12-09" 16.609568 17.033308 16.557255 17.022844 3094033 14.72058
"2014-12-10" 16.92345 17.028076 16.588642 16.69327 3656028 14.435576
"2014-12-11" 16.729889 16.803127 16.389851 16.447395 3385353 14.222955
"2014-12-12" 16.128283 16.321842 15.987036 15.987036 4235992 13.82486
"2014-12-15" 16.086432 16.123053 15.542371 15.599916 4883434 13.490093
"2014-12-16" 15.599916 15.866715 15.437743 15.437743 3786396 13.349856
"2014-12-17" 15.4639 15.950417 15.4639 15.908566 2483867 13.757003
"2014-12-18" 16.164902 16.274761 15.971342 16.274761 2293667 14.073669
