"Index" "VMOpen" "VMHigh" "VMLow" "VMClose" "VMVolume" "VMAdjusted"
"2013-08-07" 47.650002 47.759998 46.900002 47.200001 823200 44.367825
"2013-08-08" 47.57 48.43 47.09 48.200001 491200 45.307816
"2013-08-09" 47.73 48.619999 47.549999 48.380001 354100 45.477016
"2013-08-12" 47.970001 48.700001 47.799999 48.209999 522000 45.317223
"2013-08-13" 48.27 48.48 47.91 48.299999 1290100 45.401814
"2013-08-14" 48.220001 48.630001 47.959999 48.439999 403800 45.533409
"2013-08-15" 47.720001 47.720001 46.779999 47.310001 847800 44.471222
"2013-08-16" 47.349998 47.950001 47.040001 47.849998 970500 44.978817
"2013-08-19" 47.689999 48.099998 47.400002 47.740002 593100 44.875423
"2013-08-20" 47.740002 49.66 47.540001 49.630001 867000 46.651997
"2013-08-21" 49.380001 49.799999 48.34 48.970001 766700 46.031616
"2013-08-22" 48.970001 50.080002 48.970001 49.709999 752800 46.727211
"2013-08-23" 49.630001 49.990002 48 48.23 408400 45.336021
"2013-08-26" 48.080002 48.66 47.279999 48.029999 661400 45.157375
"2013-08-27" 47.32 48.34 47.240002 47.779999 823900 44.922333
"2013-08-28" 47.700001 48.509998 47.700001 47.860001 497800 44.997555
"2013-08-29" 47.599998 48.349998 47.150002 47.650002 789800 44.80011
"2013-08-30" 47.689999 48.040001 47.200001 47.799999 623700 44.941128
"2013-09-03" 48.389999 48.990002 48.029999 48.490002 843500 45.589863
"2013-09-04" 48.369999 48.889999 48 48.810001 667100 45.890724
"2013-09-05" 48.75 49.220001 48.599998 49.200001 456600 46.257401
"2013-09-06" 49.57 49.880001 48.810001 49.139999 742000 46.200985
"2013-09-09" 49.119999 50.330002 49.07 50.23 535600 47.225803
"2013-09-10" 50.830002 51.720001 50.349998 51.5 755500 48.419846
"2013-09-11" 51.529999 52.490002 51.259998 52.41 727600 49.275417
"2013-09-12" 52.029999 52.400002 51.360001 51.700001 354900 48.60788
"2013-09-13" 51.810001 52.740002 51.169998 52.57 532600 49.425846
"2013-09-16" 53.860001 54.369999 52.099998 52.349998 791600 49.219002
"2013-09-17" 52.23 52.720001 51.560001 51.919998 686500 48.814724
"2013-09-18" 51.700001 53.41 51.389999 53.380001 862100 50.187397
"2013-09-19" 53.639999 54.169998 52.860001 52.93 652400 49.764313
"2013-09-20" 52.970001 53.389999 51.990002 51.990002 935900 48.880539
"2013-09-23" 51.639999 51.900002 50.990002 51.110001 432700 48.053173
"2013-09-24" 51.25 52.18 50.619999 51.549999 434300 48.466854
"2013-09-25" 51.720001 52.869999 51.279999 52.18 537600 49.059177
"2013-09-26" 52.27 52.709999 51.389999 52.080002 398800 48.965164
"2013-09-27" 51.73 51.73 51.049999 51.299999 357600 48.231808
"2013-09-30" 50.700001 52.360001 50.700001 51.810001 695200 48.711308
"2013-10-01" 51.880001 52.779999 51.849998 52.689999 433100 49.538666
"2013-10-02" 52.459999 53.720001 52.290001 53.68 747600 50.469463
"2013-10-03" 53.540001 53.900002 51.869999 52.66 543000 49.51046
"2013-10-04" 52.580002 52.880001 52 52.810001 424300 49.651482
"2013-10-07" 52.25 52.779999 52 52.509998 269300 49.369442
"2013-10-08" 52.41 52.959999 51.060001 51.360001 444000 48.288219
"2013-10-09" 51.400002 51.400002 50.32 50.75 441800 47.714706
"2013-10-10" 51.459999 52.400002 51.330002 52.349998 460500 49.219002
"2013-10-11" 52.110001 53.16 51.959999 52.830002 592600 49.670303
"2013-10-14" 52.240002 53.16 51.32 52.93 439600 49.764313
"2013-10-15" 52.650002 52.91 51.279999 51.580002 454300 48.49506
"2013-10-16" 52.049999 52.389999 51.599998 51.77 391500 48.673698
"2013-10-17" 51.630001 52.080002 51.09 52 812600 48.889946
"2013-10-18" 51.990002 52.259998 51.82 52.080002 398300 48.965164
"2013-10-21" 52.029999 52.200001 51.060001 51.900002 832400 48.795925
"2013-10-22" 52.220001 54.369999 52.099998 54.139999 770200 50.901939
"2013-10-23" 53.709999 54.369999 53.23 53.529999 406800 50.328445
"2013-10-24" 53.73 54.939999 53.59 54.849998 542100 51.569481
"2013-10-25" 54.73 54.860001 54.290001 54.84 308400 51.560085
"2013-10-28" 54.639999 54.939999 54.279999 54.830002 461900 51.550686
"2013-10-29" 54.950001 55 54.150002 54.459999 349800 51.20282
"2013-10-30" 54.43 54.689999 53.18 53.990002 337000 50.760921
"2013-10-31" 53.860001 54.09 53.169998 53.549999 402800 50.347233
"2013-11-01" 53.700001 54.869999 52.759998 53.669998 1040300 50.46006
"2013-11-04" 54.349998 60.139999 54.07 57.779999 3650300 54.324249
"2013-11-05" 57.799999 58.439999 56.029999 56.439999 1541000 53.064388
"2013-11-06" 56.650002 56.700001 55.869999 56.18 699900 52.819935
"2013-11-07" 56.630001 57.34 55.18 55.349998 750300 52.03957
"2013-11-08" 55.259998 56.630001 54.599998 56.599998 672600 53.214813
"2013-11-11" 56.490002 56.689999 55.810001 56.279999 364800 52.913963
"2013-11-12" 56.099998 56.279999 55.439999 55.84 582000 52.500275
"2013-11-13" 55.310001 56.330002 55.23 56.060001 620700 52.707111
"2013-11-14" 56.259998 56.43 55.450001 55.959999 534700 52.613094
"2013-11-15" 55.93 56.84 55.849998 56.799999 639200 53.402863
"2013-11-18" 57.009998 57.419998 55.099998 55.34 639100 52.030163
"2013-11-19" 55.400002 56.490002 55.27 55.689999 612000 52.359245
"2013-11-20" 55.580002 55.939999 55.200001 55.73 644000 52.396854
"2013-11-21" 55.68 56.75 55.68 56.349998 999500 52.989281
"2013-11-22" 56.5 57.299999 56.32 56.790001 896200 53.403038
"2013-11-25" 56.669998 57.869999 56.599998 57.43 824900 54.004856
"2013-11-26" 57.23 57.799999 57.099998 57.32 494500 53.901413
"2013-11-27" 57.439999 57.790001 56.939999 57.110001 340800 53.70396
"2013-11-29" 57.099998 57.099998 56.279999 56.369999 341100 53.008083
"2013-12-02" 56.560001 56.919998 55.77 56.560001 500200 53.186752
"2013-12-03" 56.209999 56.57 54.73 55.509998 426600 52.199383
"2013-12-04" 54.919998 55.41 53.549999 54.450001 707500 51.202595
"2013-12-05" 54.240002 54.790001 53.939999 54.619999 588600 51.36245
"2013-12-06" 55.119999 56.869999 55.119999 55.919998 808900 52.58493
"2013-12-09" 55.98 56.560001 55.259998 55.610001 591900 52.293411
"2013-12-10" 55.470001 56.09 54.900002 54.959999 484300 51.682167
"2013-12-11" 54.970001 55 53.689999 53.900002 662200 50.685394
"2013-12-12" 53.869999 54.549999 53.650002 54.41 533700 51.164978
"2013-12-13" 56.75 56.75 55.299999 56.130001 864600 52.782406
"2013-12-16" 56.360001 56.98 56.139999 56.709999 743000 53.327812
"2013-12-17" 56.419998 56.669998 55.990002 56.490002 496100 53.12093
"2013-12-18" 56.459999 58.07 56.150002 57.740002 698500 54.296383
"2013-12-19" 57.490002 57.59 56.59 57.16 447900 53.750969
"2013-12-20" 57.700001 57.990002 57.299999 57.34 1114400 53.920238
"2013-12-23" 57.66 58.060001 57.419998 57.689999 549400 54.249359
"2013-12-24" 57.66 58.360001 57.450001 57.990002 322500 54.531471
"2013-12-26" 58.439999 58.509998 57.849998 58.27 441900 54.794773
"2013-12-27" 58.650002 58.650002 58.07 58.639999 360100 55.142704
"2013-12-30" 58.540001 59.5 58.52 59.490002 940900 55.942009
"2013-12-31" 59.400002 59.700001 58.849998 59.419998 513500 55.876171
"2014-01-02" 59.34 59.41 58.509998 58.68 497000 55.180317
"2014-01-03" 58.740002 59.650002 58.549999 58.59 436800 55.095684
"2014-01-06" 58.759998 58.799999 57.549999 58.060001 615500 54.59729
"2014-01-07" 58.27 59.040001 58.25 58.84 901200 55.330769
"2014-01-08" 58.709999 59.59 58.59 59.349998 702000 55.810352
"2014-01-09" 59.560001 59.93 58.799999 59.82 716300 56.252323
"2014-01-10" 60 60.060001 59.099998 59.419998 1119600 55.876171
"2014-01-13" 59.189999 59.970001 58.380001 58.66 902000 55.161514
"2014-01-14" 58.959999 59.32 58.68 59.209999 1538700 55.678707
"2014-01-15" 59.18 59.68 58.810001 59.68 2008500 56.120682
"2014-01-16" 59.599998 60.27 59.32 59.91 1272500 56.336956
"2014-01-17" 59.93 59.98 59.299999 59.650002 841500 56.092464
"2014-01-21" 59.959999 60.150002 59.34 59.98 1088400 56.40279
"2014-01-22" 60.099998 60.169998 59.490002 59.599998 459100 56.045433
"2014-01-23" 60.779999 62.400002 60.119999 61.310001 1835700 57.653458
"2014-01-24" 60.889999 61.34 58.799999 59.57 1886700 56.017239
"2014-01-27" 60.139999 60.139999 57.860001 58.040001 1467800 54.578491
"2014-01-28" 59.27 63.049999 59.200001 61.580002 2675000 57.907368
"2014-01-29" 60.669998 62.91 60.419998 62.259998 1283800 58.546803
"2014-01-30" 62.650002 62.810001 61.32 61.68 1080100 58.001396
"2014-01-31" 60.400002 62.73 60.240002 61.73 866200 58.048401
"2014-02-03" 61.68 62.310001 58.68 59.049999 1302300 55.528244
"2014-02-04" 59.099998 60.419998 58.93 59.880001 1149600 56.308739
"2014-02-05" 59.880001 61.389999 59.450001 60.189999 1774900 56.60025
"2014-02-06" 61.580002 67.970001 61.580002 65.660004 4067700 61.744015
"2014-02-07" 66 66.349998 63.84 64.760002 2058800 60.897713
"2014-02-10" 65.459999 66.379997 64.709999 65.18 1145900 61.292648
"2014-02-11" 65.110001 66.089996 64.550003 65.540001 1238300 61.631187
"2014-02-12" 65.949997 66.25 65.07 65.379997 719400 61.480736
"2014-02-13" 64.989998 66.199997 64.410004 66 1055300 62.063759
"2014-02-14" 66.050003 66.800003 65.470001 66.330002 743500 62.374073
"2014-02-18" 66.529999 67.379997 65.970001 66.440002 869900 62.477505
"2014-02-19" 66.029999 67.150002 64.68 64.919998 957300 61.048161
"2014-02-20" 64.93 65.459999 64.230003 65.300003 662700 61.452827
"2014-02-21" 65.410004 66.190002 65.410004 65.730003 706900 61.857494
"2014-02-24" 65.889999 66.480003 65 65.029999 592600 61.198723
"2014-02-25" 65.010002 65.989998 64.57 65.550003 563800 61.688091
"2014-02-26" 65.779999 68.110001 65.519997 66.959999 1209100 63.015026
"2014-02-27" 66.949997 68.449997 66.949997 67.93 802500 63.927876
"2014-02-28" 67.879997 68.589996 67.279999 67.93 811300 63.927876
"2014-03-03" 67.540001 68.550003 67.339996 68.360001 974500 64.332542
"2014-03-04" 69.309998 69.5 68.459999 69.010002 840300 64.944244
"2014-03-05" 68.879997 69.220001 67.93 68.199997 768500 64.181961
"2014-03-06" 68.360001 68.860001 67.720001 67.989998 726200 63.984325
"2014-03-07" 68.419998 69.18 68.139999 68.849998 830800 64.793671
"2014-03-10" 68.580002 68.75 67.239998 68.139999 624700 64.125519
"2014-03-11" 68.489998 68.769997 67.199997 67.480003 682800 63.504421
"2014-03-12" 66.949997 67.370003 66.879997 66.93 809700 62.986786
"2014-03-13" 67.349998 67.349998 65.610001 65.790001 652300 61.913971
"2014-03-14" 65.720001 66.699997 65.610001 66.230003 606000 62.328026
"2014-03-17" 66.489998 67.290001 66.220001 66.730003 707300 62.798576
"2014-03-18" 66.800003 67.540001 66.669998 67.400002 927100 63.429089
"2014-03-19" 67.690002 68.309998 66.660004 67.199997 673000 63.240879
"2014-03-20" 66.93 67.18 66.099998 67.010002 672700 63.06208
"2014-03-21" 67.440002 67.440002 66.080002 66.110001 1293300 62.215118
"2014-03-24" 66.269997 66.599998 64.800003 65.120003 658300 61.283443
"2014-03-25" 65.559998 66.089996 65.379997 65.910004 487200 62.02689
"2014-03-26" 66.169998 66.459999 64.559998 64.610001 660900 60.803478
"2014-03-27" 64.559998 65.220001 63.830002 65.110001 656400 61.274029
"2014-03-28" 65.519997 66.970001 65.260002 66.389999 702900 62.478607
"2014-03-31" 66.860001 67.540001 66.169998 66.449997 1018800 62.535049
"2014-04-01" 66.870003 66.870003 65.870003 66.480003 763100 62.56332
"2014-04-02" 66.32 66.589996 65.510002 65.720001 781900 61.848083
"2014-04-03" 66.050003 67 65.599998 66.339996 890700 62.431549
"2014-04-04" 66.800003 68.290001 65.669998 66.330002 1419900 62.422134
"2014-04-07" 66.470001 66.919998 63.82 64.07 1055900 60.2953
"2014-04-08" 64.040001 64.57 63.18 63.959999 969500 60.191765
"2014-04-09" 64.330002 65.410004 63.799999 65.110001 872200 61.274029
"2014-04-10" 65.199997 66.440002 64.489998 64.82 1276500 61.001118
"2014-04-11" 64.779999 64.849998 63.630001 63.720001 871800 59.965916
"2014-04-14" 64.160004 64.629997 62.950001 63.560001 606700 59.815338
"2014-04-15" 63.610001 63.889999 62.220001 63.650002 9e+05 59.900032
"2014-04-16" 63.98 64.949997 63.700001 64.879997 617700 61.057568
"2014-04-17" 64.57 65.040001 62.98 64.75 1915200 60.935223
"2014-04-21" 64.779999 65.57 64.440002 65.220001 714700 61.377537
"2014-04-22" 65.220001 65.800003 64.550003 64.610001 1277400 60.803478
"2014-04-23" 64.580002 65.019997 63.970001 64.410004 772900 60.615261
"2014-04-24" 65 65.269997 63.540001 65.25 979500 61.405785
"2014-04-25" 64.989998 65 63.540001 64.07 767900 60.2953
"2014-04-28" 64.150002 64.360001 61.380001 61.889999 1580800 58.243721
"2014-04-29" 62.07 64.199997 61.779999 64 1546700 60.229416
"2014-04-30" 63.98 64.809998 63.189999 64.529999 1181000 60.728207
"2014-05-01" 64.559998 66.139999 64.379997 64.779999 2268100 60.963455
"2014-05-02" 65.25 65.669998 64.739998 65.150002 933600 61.311672
"2014-05-05" 64.889999 65.089996 63.869999 65.010002 1235800 61.179924
"2014-05-06" 63.5 65.970001 63.290001 63.32 1328500 59.589485
"2014-05-07" 63.400002 64.099998 62.029999 62.23 1627400 58.563694
"2014-05-08" 62.25 63.259998 60.91 61.099998 1332400 57.500263
"2014-05-09" 61.119999 61.259998 59.52 59.919998 1367000 56.38979
"2014-05-12" 60.580002 62.330002 60.52 62.139999 1056200 58.479004
"2014-05-13" 62.040001 62.860001 61.41 61.66 979600 58.027279
"2014-05-14" 61.549999 61.549999 60.880001 60.880001 682300 57.29324
"2014-05-15" 60.560001 60.57 58.939999 59.740002 1196300 56.220398
"2014-05-16" 59.68 60.650002 59.540001 60.43 957700 56.869743
"2014-05-19" 60.5 60.630001 59.860001 60.580002 986200 57.010902
"2014-05-20" 60.400002 60.599998 59.23 59.57 482400 56.060413
"2014-05-21" 59.700001 60.330002 58.959999 59.169998 917600 55.683979
"2014-05-22" 59.279999 60.02 58.880001 59.91 995200 56.42807
"2014-05-23" 59.950001 61.349998 59.619999 61.189999 740100 57.633675
"2014-05-27" 61.400002 61.720001 61.040001 61.349998 756500 57.784367
"2014-05-28" 61.470001 61.970001 61.25 61.41 891200 57.840874
"2014-05-29" 61.830002 62.099998 60.139999 60.93 601400 57.388786
"2014-05-30" 60.84 61.02 60.369999 60.970001 508800 57.42646
"2014-06-02" 60.93 61.419998 60.470001 61.27 695500 57.709019
"2014-06-03" 60.91 61.369999 60.57 60.990002 674800 57.445305
"2014-06-04" 60.779999 61.389999 60.59 61.279999 432500 57.718441
"2014-06-05" 61.23 63.099998 61.150002 62.799999 1072900 59.150105
"2014-06-06" 63.02 63.799999 63.009998 63.529999 543400 59.837673
"2014-06-09" 63.369999 64.269997 63.200001 63.400002 529200 59.715233
"2014-06-10" 63.349998 65.050003 63.349998 64.910004 788600 61.137463
"2014-06-11" 64.690002 64.910004 63.630001 64.089996 562600 60.365124
"2014-06-12" 64.199997 64.440002 63.529999 63.939999 845800 60.223843
"2014-06-13" 63.779999 64.790001 63.549999 64.75 708600 60.986759
"2014-06-16" 64.550003 65.18 64.260002 64.540001 668200 60.788986
"2014-06-17" 63.740002 64.800003 63.59 63.849998 638000 60.139072
"2014-06-18" 63.830002 65.400002 63.34 65.190002 818500 61.401188
"2014-06-19" 65.160004 65.419998 64.5 65.010002 551900 61.231663
"2014-06-20" 65.059998 65.330002 64.580002 65.239998 1253800 61.448277
"2014-06-23" 65.190002 66.169998 64.839996 65 719800 61.222225
"2014-06-24" 64.68 65.050003 63.619999 63.860001 519700 60.148483
"2014-06-25" 63.450001 63.959999 63.139999 63.5 654000 59.809414
"2014-06-26" 63.599998 63.599998 62.509998 63.029999 717100 59.366737
"2014-06-27" 62.669998 64.139999 62.669998 63.900002 823500 60.186169
"2014-06-30" 64.050003 64.220001 63.259998 63.75 593400 60.044891
"2014-07-01" 64.239998 64.940002 64.220001 64.309998 786600 60.572342
"2014-07-02" 64.050003 64.139999 63.130001 63.529999 1105200 59.837673
"2014-07-03" 63.599998 64.449997 63.599998 64.360001 544600 60.619431
"2014-07-07" 64.010002 64.160004 63.48 63.740002 679000 60.03548
"2014-07-08" 63.540001 64.839996 63.220001 64.300003 924600 60.562931
"2014-07-09" 64.480003 64.949997 64.279999 64.919998 548500 61.146877
"2014-07-10" 63.709999 64.730003 63.360001 64.5 836700 60.751297
"2014-07-11" 64.379997 65.190002 63.860001 65.160004 547200 61.372944
"2014-07-14" 64.68 64.809998 63.959999 64.370003 852200 60.628845
"2014-07-15" 64.300003 64.709999 64.07 64.199997 706900 60.468731
"2014-07-16" 64.470001 64.720001 63.59 64.410004 438200 60.666527
"2014-07-17" 63.779999 63.970001 62.82 62.990002 726600 59.32906
"2014-07-18" 63.119999 64.269997 62.970001 64.050003 583300 60.327446
"2014-07-21" 63.810001 64.059998 63.080002 63.560001 382100 59.865932
"2014-07-22" 64.050003 64.620003 63.98 64.57 485600 60.817215
"2014-07-23" 65.559998 66.080002 64.040001 65.839996 965400 62.013409
"2014-07-24" 65.220001 66.010002 64.550003 65.949997 1219700 62.117023
"2014-07-25" 65.690002 65.690002 65.089996 65.199997 522800 61.410606
"2014-07-28" 65.07 65.18 64.199997 64.489998 536300 60.74189
"2014-07-29" 64.769997 66.550003 64.610001 65.449997 1254900 61.646072
"2014-07-30" 65.75 66.099998 64.919998 65.339996 888600 61.542477
"2014-07-31" 64.559998 64.900002 63.02 63.130001 1049800 59.460918
"2014-08-01" 63 63.869999 62.509998 63.34 865300 59.658718
"2014-08-04" 63.41 63.759998 62.98 63.27 1221400 59.592785
"2014-08-05" 62.599998 64.260002 61.599998 62.25 1487700 58.632053
"2014-08-06" 62.130001 62.509998 61.32 62.41 1402200 58.782761
"2014-08-07" 62.59 62.779999 60.779999 61.5 1356900 57.925652
"2014-08-08" 61.75 62.200001 61.150002 61.970001 729800 58.368332
"2014-08-11" 62.080002 62.52 61.650002 61.689999 921300 58.104599
"2014-08-12" 61.639999 61.939999 61.169998 61.880001 793400 58.283566
"2014-08-13" 62.18 62.84 61.939999 62.029999 889700 58.424843
"2014-08-14" 62.130001 62.349998 61.950001 62.040001 525400 58.434277
"2014-08-15" 62.43 62.68 61.349998 61.470001 871200 57.897392
"2014-08-18" 61.82 63.02 61.380001 62.970001 939800 59.310211
"2014-08-19" 63.220001 63.830002 62.950001 63 564400 59.338482
"2014-08-20" 62.720001 62.889999 62.259998 62.740002 417000 59.093586
"2014-08-21" 63.119999 63.18 62.27 63.080002 612100 59.413818
"2014-08-22" 62.93 63.220001 62.470001 62.669998 697800 59.02766
"2014-08-25" 62.900002 63.18 62.310001 62.48 608500 58.905098
"2014-08-26" 62.68 63.869999 62.360001 63.68 1005200 60.036442
"2014-08-27" 64.059998 64.18 63.220001 63.419998 599200 59.791313
"2014-08-28" 63.209999 63.32 62.77 63.220001 528400 59.602757
"2014-08-29" 63.419998 63.68 62.869999 63.380001 406000 59.753593
"2014-09-02" 63.639999 63.830002 62.41 62.75 771200 59.159634
"2014-09-03" 63.07 63.200001 61.700001 62.049999 980700 58.499691
"2014-09-04" 62.07 63.110001 61.759998 62.029999 811300 58.480835
"2014-09-05" 62.060001 62.82 61.700001 62.720001 788700 59.131351
"2014-09-08" 62.540001 62.849998 62.139999 62.43 338300 58.857956
"2014-09-09" 62.43 62.66 61.43 61.700001 566900 58.169708
"2014-09-10" 61.75 62.16 61.290001 62.07 723200 58.518551
"2014-09-11" 61.91 63.189999 61.779999 63.16 756800 59.546181
"2014-09-12" 63.18 63.18 62.240002 62.619999 872100 59.037075
"2014-09-15" 62.52 62.810001 61.919998 62.32 861600 58.754242
"2014-09-16" 62.029999 62.959999 61.650002 62.709999 640500 59.121933
"2014-09-17" 62.869999 64.150002 62.639999 63.299999 1139700 59.678173
"2014-09-18" 63.48 63.560001 62.34 62.439999 869200 58.867374
"2014-09-19" 62.439999 62.560001 61.84 62.25 1266200 58.688244
"2014-09-22" 62.189999 62.290001 61.549999 61.720001 530200 58.188591
"2014-09-23" 61.540001 62.220001 61.349998 61.689999 880600 58.160282
"2014-09-24" 61.529999 62.709999 61.139999 62.630001 930200 59.046505
"2014-09-25" 62.599998 62.939999 60.950001 61.34 1123400 57.830315
"2014-09-26" 61.349998 61.639999 61.07 61.330002 1062700 57.820892
"2014-09-29" 60.740002 61.099998 60.290001 60.619999 1024300 57.15152
"2014-09-30" 62.240002 62.369999 60.200001 60.23 884500 56.783825
"2014-10-01" 60.310001 60.57 58.82 58.900002 1493600 55.529919
"2014-10-02" 58.799999 59.509998 58 58.779999 1972900 55.416794
"2014-10-03" 59.099998 59.470001 59.07 59.16 851700 55.775043
"2014-10-06" 59.610001 59.610001 58.049999 58.509998 1061500 55.162243
"2014-10-07" 58 58.41 57.279999 57.279999 1038000 54.002605
"2014-10-08" 57.209999 58.09 55.810001 57.990002 1967800 54.672001
"2014-10-09" 58.669998 59.240002 56.900002 57.330002 2008800 54.049755
"2014-10-10" 57.52 58.23 56.380001 56.52 1736000 53.286106
"2014-10-13" 56.630001 57.34 55.220001 55.279999 1218000 52.11705
"2014-10-14" 55.650002 56.450001 55.049999 55.73 1086700 52.541302
"2014-10-15" 55.220001 56.68 54.099998 56.279999 1739700 53.059834
"2014-10-16" 55.860001 57.32 55.16 56.77 2142500 53.521797
"2014-10-17" 57.5 59.450001 57.439999 59.09 2916300 55.709045
"2014-10-20" 58.93 59.610001 58.650002 59.459999 765900 56.05788
"2014-10-21" 59.779999 60.580002 59.639999 60.25 781700 56.802677
"2014-10-22" 60.419998 60.889999 59.32 59.349998 942600 55.954185
"2014-10-23" 59.919998 60.939999 59.349998 60.240002 1195300 56.79327
"2014-10-24" 61.049999 61.439999 60.25 61.25 1163300 57.745468
"2014-10-27" 60.75 60.939999 59.43 59.77 965800 56.350155
"2014-10-28" 59.810001 60.630001 58.959999 60.52 1392300 57.05724
"2014-10-29" 60.41 60.759998 58.709999 59.400002 1878300 56.00132
"2014-10-30" 59.009998 60.75 58.919998 60.290001 1202500 56.840397
"2014-10-31" 61.5 62.029999 60.400002 61.709999 1507800 58.179146
"2014-11-03" 61.639999 62.790001 61.27 62.400002 2139900 58.829666
"2014-11-04" 62.720001 64.709999 61.220001 63.5 2691100 59.866726
"2014-11-05" 64.25 65.5 63.810001 64.169998 1596200 60.498379
"2014-11-06" 64.190002 64.849998 63.509998 64.769997 1039000 61.06406
"2014-11-07" 64.760002 65.769997 64.730003 65.110001 1237500 61.384617
"2014-11-10" 65.050003 65.769997 64.959999 65.419998 1063700 61.676872
"2014-11-11" 65.279999 65.879997 65.18 65.349998 598300 61.610889
"2014-11-12" 65.529999 65.720001 64.809998 65.459999 889700 61.714577
"2014-11-13" 65.419998 65.900002 64.919998 65.580002 842500 61.827721
"2014-11-14" 65.5 66.370003 65.120003 66.309998 830800 62.515949
"2014-11-17" 66.160004 66.199997 65.739998 66 896800 62.223682
"2014-11-18" 65.93 67.209999 65.93 67.099998 1369400 63.260746
"2014-11-19" 67.080002 67.839996 66.480003 67.669998 1200200 63.798134
"2014-11-20" 67.089996 68.239998 66.800003 68.010002 1064500 64.118683
"2014-11-21" 68.629997 69.099998 68.239998 68.610001 1541200 64.684357
"2014-11-24" 68.809998 68.980003 68.559998 68.610001 1596200 64.740967
"2014-11-25" 68.669998 68.919998 67.279999 67.589996 811900 63.778488
"2014-11-26" 67.760002 67.790001 66.730003 67.120003 670600 63.334988
"2014-11-28" 67.019997 67.040001 66.010002 66.099998 533400 62.372513
"2014-12-01" 65.980003 66.099998 64.199997 64.5 1336300 60.86274
"2014-12-02" 64.629997 65.480003 64.43 65.410004 1226700 61.721428
"2014-12-03" 65.629997 67.110001 65.459999 67.07 1175400 63.287815
"2014-12-04" 66.82 67.709999 66.599998 67.419998 1063600 63.618069
"2014-12-05" 67.220001 67.489998 66.470001 66.669998 693900 62.910385
"2014-12-08" 66.360001 66.470001 64.989998 65.25 619400 61.570442
"2014-12-09" 64.540001 66.050003 64.400002 66.029999 723400 62.306446
"2014-12-10" 65.860001 65.910004 62.639999 63.16 1760800 59.598301
"2014-12-11" 63.349998 64.010002 62.900002 63.049999 976100 59.494503
"2014-12-12" 63.540001 63.540001 62.360001 62.389999 1214900 58.871727
"2014-12-15" 62.490002 63.299999 61.450001 61.509998 1214100 58.041348
"2014-12-16" 61.630001 63.759998 61.490002 62.119999 1062900 58.616947
"2014-12-17" 62.200001 64.129997 61.799999 63.990002 1060500 60.381496
"2014-12-18" 65.089996 65.599998 63.799999 65.43 1025800 61.740295
"2014-12-19" 65.809998 66.970001 65.309998 66.779999 1532000 63.014168
"2014-12-22" 66.68 66.739998 65.400002 66.089996 1237500 62.363079
"2014-12-23" 66.169998 66.800003 65.940002 66.290001 776800 62.551811
"2014-12-24" 66.139999 66.599998 65.959999 66.269997 329000 62.532913
"2014-12-26" 66.620003 66.889999 66.279999 66.349998 375800 62.60841
"2014-12-29" 65.980003 66.919998 65.980003 66.849998 461700 63.080215
"2014-12-30" 66.620003 67.110001 66.339996 66.410004 484500 62.665024
"2014-12-31" 66.519997 67.419998 65.639999 65.730003 680200 62.023388
"2015-01-02" 66.389999 67.910004 66.18 66.980003 978500 63.202911
"2015-01-05" 66.290001 66.389999 64.82 65.129997 897200 61.457199
"2015-01-06" 65.019997 66.129997 64.279999 64.980003 686300 61.315681
"2015-01-07" 65.300003 66.330002 65.059998 66.209999 532400 62.476307
"2015-01-08" 66.860001 68.639999 66.809998 68.279999 1380500 64.429558
"2015-01-09" 68.400002 68.580002 67.610001 68.290001 845700 64.43898
"2015-01-12" 68.080002 68.440002 67.279999 68.25 1132900 64.401276
"2015-01-13" 69.019997 69.089996 66.32 67.360001 972500 63.561455
"2015-01-14" 66.349998 67.889999 65.370003 67.739998 808600 63.920029
"2015-01-15" 68.139999 68.279999 65.940002 66.220001 1019000 62.485737
"2015-01-16" 66.260002 67.339996 66.169998 66.889999 1486800 63.117962
"2015-01-20" 67.190002 67.459999 66.120003 66.989998 1023500 63.212326
"2015-01-21" 66.709999 68.040001 66.349998 67.980003 857100 64.1465
"2015-01-22" 68.75 70 67.75 69.919998 1791600 65.977089
"2015-01-23" 69.870003 70.370003 69.18 69.739998 1107400 65.807251
"2015-01-26" 69.830002 70.57 69.050003 70.519997 826900 66.543259
"2015-01-27" 69.410004 70.43 68.940002 70.230003 1172900 66.269608
"2015-01-28" 70.919998 70.949997 69.989998 70.029999 1372600 66.080887
"2015-01-29" 69.989998 71.559998 69.529999 71.339996 1328700 67.317017
"2015-01-30" 70.68 71.75 69.849998 70.510002 1148200 66.533821
"2015-02-02" 71.169998 71.889999 70.099998 71.440002 1308200 67.4114
"2015-02-03" 72 72 71.190002 71.82 1256400 67.769958
"2015-02-04" 71.25 72.919998 71.080002 71.470001 1541600 67.439697
"2015-02-05" 73.370003 75.360001 73.110001 74.010002 2129900 69.836472
"2015-02-06" 74.529999 76.989998 74.300003 75.230003 2654900 70.987656
"2015-02-09" 75.209999 76.809998 75.160004 76.169998 1603000 71.874634
"2015-02-10" 76.910004 78.150002 76.82 77.760002 1778100 73.374985
"2015-02-11" 77.519997 79.309998 77.489998 78 1740100 73.601456
"2015-02-12" 78.480003 79.879997 78.260002 79.410004 1256100 74.931953
"2015-02-13" 79.660004 79.989998 79 79.870003 1095800 75.365997
