"Index" "NVDOpen" "NVDHigh" "NVDLow" "NVDClose" "NVDVolume" "NVDAdjusted"
"2012-01-31" 3.71 3.7125 3.6275 3.6925 35790000 3.392385
"2012-02-01" 3.735 3.775 3.6825 3.7325 42802000 3.429133
"2012-02-02" 3.7525 3.8875 3.715 3.8725 69623600 3.557753
"2012-02-03" 3.93 3.9875 3.9225 3.955 49523200 3.633549
"2012-02-06" 3.935 3.94 3.89 3.925 27886800 3.605988
"2012-02-07" 3.93 3.9575 3.865 3.935 41029600 3.615174
"2012-02-08" 3.935 4.155 3.915 4.0775 84761200 3.746093
"2012-02-09" 4.1275 4.15 4.0675 4.075 56194400 3.743796
"2012-02-10" 4.035 4.05 3.9525 3.975 44026800 3.651923
"2012-02-13" 4.075 4.09 3.955 4.0375 61066800 3.709343
"2012-02-14" 4.0375 4.095 4.0025 4.06 45375600 3.730015
"2012-02-15" 4.0975 4.225 4.0325 4.0425 111085600 3.713937
"2012-02-16" 3.765 4.145 3.75 4.1125 188858800 3.778249
"2012-02-17" 4.115 4.1425 3.925 3.9625 102036000 3.64044
"2012-02-21" 3.96 4.08 3.9525 3.9825 51817600 3.658814
"2012-02-22" 3.9625 4.06 3.95 3.955 49243200 3.633549
"2012-02-23" 3.9625 4 3.9 3.9775 32396800 3.654221
"2012-02-24" 3.99 3.995 3.93 3.9475 36666800 3.626658
"2012-02-27" 3.8975 3.915 3.8125 3.8675 74526800 3.55316
"2012-02-28" 3.8675 3.9125 3.7925 3.8325 69988400 3.521006
"2012-02-29" 3.845 3.91 3.785 3.7875 68919600 3.479662
"2012-03-01" 3.8025 3.8575 3.7875 3.8125 44994400 3.502631
"2012-03-02" 3.8 3.9 3.8 3.845 68407600 3.53249
"2012-03-05" 3.8175 3.825 3.6875 3.715 51484800 3.413055
"2012-03-06" 3.6725 3.7025 3.615 3.68 47140000 3.380901
"2012-03-07" 3.7 3.7175 3.65 3.7025 44198400 3.401572
"2012-03-08" 3.7125 3.7525 3.6925 3.715 43085200 3.413055
"2012-03-09" 3.725 3.7525 3.685 3.705 36783600 3.403869
"2012-03-12" 3.72 3.745 3.6375 3.6475 29994800 3.351041
"2012-03-13" 3.6625 3.7175 3.645 3.6975 55328800 3.396978
"2012-03-14" 3.6975 3.705 3.58 3.5925 73570800 3.300512
"2012-03-15" 3.6025 3.665 3.59 3.645 38238000 3.348744
"2012-03-16" 3.6475 3.665 3.6275 3.65 42834000 3.353339
"2012-03-19" 3.67 3.6875 3.6425 3.66 40540000 3.362526
"2012-03-20" 3.64 3.64 3.5675 3.6 44961600 3.307403
"2012-03-21" 3.6 3.6475 3.56 3.615 46784000 3.321183
"2012-03-22" 3.5875 3.64 3.5775 3.61 42537200 3.31659
"2012-03-23" 3.6 3.6475 3.575 3.6375 31545600 3.341855
"2012-03-26" 3.6725 3.6975 3.6375 3.68 28860000 3.380901
"2012-03-27" 3.695 3.75 3.6875 3.705 41996800 3.403869
"2012-03-28" 3.7525 3.84 3.725 3.79 89244800 3.48196
"2012-03-29" 3.785 3.8375 3.7375 3.8075 37270000 3.498037
"2012-03-30" 3.84 3.8725 3.785 3.85 52724000 3.537083
"2012-04-02" 3.84 3.8725 3.7775 3.8325 40777600 3.521006
"2012-04-03" 3.86 3.865 3.75 3.77 43047600 3.463585
"2012-04-04" 3.7125 3.76 3.64 3.6625 49589600 3.364823
"2012-04-05" 3.6675 3.7125 3.645 3.6575 36942400 3.360229
"2012-04-09" 3.6 3.6225 3.54 3.61 36550400 3.31659
"2012-04-10" 3.595 3.645 3.5225 3.54 47036000 3.25228
"2012-04-11" 3.5875 3.6625 3.575 3.585 37296000 3.293621
"2012-04-12" 3.59 3.69 3.575 3.67 38486800 3.371713
"2012-04-13" 3.6375 3.6575 3.5375 3.54 31132400 3.25228
"2012-04-16" 3.565 3.575 3.44 3.4975 46346800 3.213234
"2012-04-17" 3.5075 3.55 3.4925 3.505 46069600 3.220124
"2012-04-18" 3.4825 3.5 3.425 3.4675 40076400 3.185672
"2012-04-19" 3.4225 3.5525 3.3975 3.415 66718800 3.137439
"2012-04-20" 3.435 3.445 3.34 3.3475 50959200 3.075425
"2012-04-23" 3.29 3.3225 3.2275 3.3075 70624400 3.038675
"2012-04-24" 3.3175 3.345 3.1875 3.205 73044000 2.944508
"2012-04-25" 3.2525 3.295 3.1925 3.27 72711200 3.004225
"2012-04-26" 3.2675 3.3 3.245 3.2725 53920800 3.006521
"2012-04-27" 3.2675 3.2875 3.21 3.245 47535600 2.981256
"2012-04-30" 3.2275 3.2675 3.205 3.25 26226800 2.985849
"2012-05-01" 3.2325 3.3425 3.2325 3.3075 40868000 3.038675
"2012-05-02" 3.295 3.3075 3.195 3.2125 68400800 2.951398
"2012-05-03" 3.22 3.24 3.1375 3.1575 41953600 2.900867
"2012-05-04" 3.1375 3.155 3.065 3.065 54509200 2.815886
"2012-05-07" 3.12 3.1725 3.0925 3.1175 60444000 2.864119
"2012-05-08" 3.09 3.135 3.035 3.115 46231200 2.861822
"2012-05-09" 3.06 3.1525 3.03 3.1275 52060800 2.873306
"2012-05-10" 3.1575 3.1625 3.055 3.105 59709200 2.852635
"2012-05-11" 3.3625 3.42 3.29 3.3025 143514000 3.034082
"2012-05-14" 3.275 3.3325 3.2075 3.2825 43747200 3.015708
"2012-05-15" 3.2825 3.355 3.235 3.25 59994000 2.985849
"2012-05-16" 3.255 3.2925 3.175 3.185 47048400 2.926132
"2012-05-17" 3.1975 3.2275 3.1625 3.1625 33536400 2.905461
"2012-05-18" 3.17 3.185 3.005 3.02 56728800 2.774543
"2012-05-21" 3.025 3.0875 3.005 3.0725 41626000 2.822776
"2012-05-22" 3.07 3.075 2.99 3.035 41014000 2.788324
"2012-05-23" 3.0025 3.115 2.9575 3.11 49600000 2.857228
"2012-05-24" 3.1275 3.1325 3.005 3.0275 52042000 2.781433
"2012-05-25" 3.025 3.125 3.025 3.1 39175200 2.848041
"2012-05-29" 3.15 3.2 3.1375 3.18 3.1e+07 2.921539
"2012-05-30" 3.145 3.1675 3.0875 3.1425 37979200 2.887087
"2012-05-31" 3.1425 3.155 3.0675 3.1075 35819200 2.854931
"2012-06-01" 3.0425 3.0725 2.99 2.995 44098400 2.751575
"2012-06-04" 3.01 3.0275 2.9075 2.9325 43285600 2.694155
"2012-06-05" 2.9175 3.025 2.9175 3.0175 36522400 2.772246
"2012-06-06" 3.04 3.105 3.0175 3.0975 36896800 2.845744
"2012-06-07" 3.1425 3.16 2.97 2.9725 52678000 2.730904
"2012-06-08" 2.9825 3.04 2.9775 3.03 37030800 2.783731
"2012-06-11" 3.1275 3.1825 3.0575 3.065 83908000 2.815886
"2012-06-12" 3.1 3.1575 3.095 3.1275 49612800 2.873306
"2012-06-13" 3.125 3.1325 3.03 3.045 49427600 2.797511
"2012-06-14" 3.04 3.065 2.9775 3.0075 58988400 2.763059
"2012-06-15" 3.03 3.075 3.0025 3.0725 38528800 2.822776
"2012-06-18" 3.05 3.125 3.025 3.1 30442400 2.848041
"2012-06-19" 3.2275 3.3575 3.2125 3.31 96047600 3.040973
"2012-06-20" 3.3425 3.425 3.3225 3.3625 97272000 3.089206
"2012-06-21" 3.36 3.36 3.2025 3.21 51637600 2.9491
"2012-06-22" 3.25 3.2875 3.205 3.25 86536000 2.985849
"2012-06-25" 3.2525 3.2625 3.135 3.1475 49461600 2.89168
"2012-06-26" 3.165 3.205 3.12 3.1825 43715200 2.923835
"2012-06-27" 3.185 3.3075 3.185 3.285 50606400 3.018005
"2012-06-28" 3.255 3.33 3.2275 3.31 54589600 3.040973
"2012-06-29" 3.3875 3.4625 3.385 3.455 61650800 3.174187
"2012-07-02" 3.4725 3.475 3.335 3.3625 58168400 3.089206
"2012-07-03" 3.3625 3.4575 3.36 3.45 21928400 3.169594
"2012-07-05" 3.4275 3.4425 3.3625 3.415 28007600 3.137439
"2012-07-06" 3.39 3.4 3.3125 3.35 38276000 3.077721
"2012-07-09" 3.33 3.345 3.2775 3.305 30633600 3.036378
"2012-07-10" 3.27 3.3675 3.18 3.205 51202800 2.944508
"2012-07-11" 3.215 3.255 3.1375 3.1525 48521600 2.896273
"2012-07-12" 3.1175 3.1225 3.0725 3.1 47216000 2.848041
"2012-07-13" 3.1025 3.155 3.0825 3.14 32426000 2.88479
"2012-07-16" 3.12 3.175 3.09 3.15 33446000 2.893978
"2012-07-17" 3.16 3.1775 3.04 3.0925 44747600 2.841151
"2012-07-18" 3.085 3.31 3.07 3.265 61600800 2.99963
"2012-07-19" 3.2875 3.34 3.265 3.2975 40303600 3.029488
"2012-07-20" 3.2775 3.3 3.1675 3.2025 45100000 2.94221
"2012-07-23" 3.1175 3.2675 3.0825 3.245 45158400 2.981256
"2012-07-24" 3.25 3.27 3.1725 3.21 35116400 2.9491
"2012-07-25" 3.2 3.305 3.185 3.2725 41504400 3.006521
"2012-07-26" 3.3325 3.37 3.2625 3.2875 33844000 3.020301
"2012-07-27" 3.3 3.38 3.275 3.37 37651600 3.096096
"2012-07-30" 3.37 3.4125 3.305 3.3325 36355200 3.061644
"2012-07-31" 3.3325 3.4325 3.3275 3.385 38778800 3.109878
"2012-08-01" 3.405 3.4375 3.3325 3.3475 33591200 3.075425
"2012-08-02" 3.33 3.41 3.275 3.36 36791200 3.086909
"2012-08-03" 3.4125 3.465 3.3325 3.43 32654800 3.15122
"2012-08-06" 3.4625 3.52 3.4575 3.5025 36032400 3.217828
"2012-08-07" 3.545 3.575 3.5175 3.5375 40734000 3.249983
"2012-08-08" 3.535 3.595 3.525 3.5575 51706400 3.268356
"2012-08-09" 3.5625 3.685 3.5575 3.6775 82230000 3.378603
"2012-08-10" 3.775 3.805 3.6075 3.655 127874400 3.357933
"2012-08-13" 3.66 3.705 3.645 3.7025 44724400 3.401572
"2012-08-14" 3.715 3.72 3.6325 3.6475 38882800 3.351041
"2012-08-15" 3.66 3.69 3.6025 3.62 59440400 3.325776
"2012-08-16" 3.6525 3.7075 3.64 3.695 37100800 3.394681
"2012-08-17" 3.695 3.695 3.63 3.6625 30986400 3.364823
"2012-08-20" 3.65 3.6675 3.6075 3.6625 31439200 3.364823
"2012-08-21" 3.675 3.6975 3.615 3.6525 34024800 3.355635
"2012-08-22" 3.63 3.675 3.6175 3.66 31355600 3.362526
"2012-08-23" 3.6525 3.655 3.5625 3.5775 37904000 3.286731
"2012-08-24" 3.5775 3.6675 3.57 3.65 34772400 3.353339
"2012-08-27" 3.6475 3.6575 3.585 3.5875 34094400 3.295919
"2012-08-28" 3.56 3.6075 3.5525 3.5725 31076400 3.282138
"2012-08-29" 3.57 3.6025 3.5625 3.58 25041200 3.289028
"2012-08-30" 3.5725 3.585 3.495 3.5125 30748800 3.227014
"2012-08-31" 3.5375 3.5625 3.4725 3.5075 48506400 3.22242
"2012-09-04" 3.45 3.4625 3.2875 3.32 69445200 3.05016
"2012-09-05" 3.3325 3.38 3.295 3.33 48025600 3.059348
"2012-09-06" 3.355 3.5225 3.3525 3.4325 65729600 3.153516
"2012-09-07" 3.345 3.3725 3.2375 3.35 78106400 3.077721
"2012-09-10" 3.3425 3.39 3.3125 3.32 37110800 3.05016
"2012-09-11" 3.3175 3.4125 3.305 3.36 38280800 3.086909
"2012-09-12" 3.3875 3.415 3.355 3.3975 32260800 3.121362
"2012-09-13" 3.4275 3.44 3.355 3.42 43383600 3.142032
"2012-09-14" 3.4175 3.52 3.4175 3.46 33946800 3.178782
"2012-09-17" 3.4675 3.4675 3.3275 3.365 49334800 3.091503
"2012-09-18" 3.3275 3.4275 3.325 3.3875 35995200 3.112174
"2012-09-19" 3.395 3.475 3.355 3.4275 45193600 3.148922
"2012-09-20" 3.42 3.4375 3.375 3.4025 32059600 3.125954
"2012-09-21" 3.4075 3.4375 3.395 3.4175 34013600 3.139735
"2012-09-24" 3.3625 3.42 3.3575 3.415 35783200 3.137439
"2012-09-25" 3.46 3.475 3.3475 3.3525 48154400 3.080019
"2012-09-26" 3.34 3.3425 3.255 3.295 43681200 3.027192
"2012-09-27" 3.3025 3.325 3.275 3.32 55888800 3.05016
"2012-09-28" 3.305 3.3825 3.2625 3.335 48550800 3.063941
"2012-10-01" 3.35 3.37 3.2675 3.28 50423600 3.013411
"2012-10-02" 3.3025 3.3025 3.255 3.2925 29549200 3.024895
"2012-10-03" 3.3 3.31 3.2425 3.26 43087200 2.995037
"2012-10-04" 3.2675 3.425 3.25 3.405 50260800 3.128251
"2012-10-05" 3.415 3.45 3.3125 3.325 48306800 3.054754
"2012-10-08" 3.3125 3.3275 3.2675 3.2925 24059600 3.024895
"2012-10-09" 3.2875 3.2975 3.2125 3.2225 36636000 2.960585
"2012-10-10" 3.2075 3.2225 3.155 3.1675 32656800 2.910055
"2012-10-11" 3.1975 3.2075 3.16 3.185 32051600 2.926132
"2012-10-12" 3.1625 3.1875 3.1375 3.1575 26069600 2.900867
"2012-10-15" 3.1625 3.2 3.125 3.1975 24958000 2.937616
"2012-10-16" 3.225 3.3 3.195 3.29 36769600 3.022598
"2012-10-17" 3.25 3.28 3.2175 3.265 39175200 2.99963
"2012-10-18" 3.2575 3.2575 3.2025 3.215 25477200 2.953694
"2012-10-19" 3.1675 3.19 3.01 3.0275 70941200 2.781433
"2012-10-22" 3.04 3.0575 2.9675 2.9925 48084000 2.749278
"2012-10-23" 2.965 3.1025 2.9575 3.0825 57394800 2.831963
"2012-10-24" 3.1025 3.115 3.0125 3.0425 33291600 2.795214
"2012-10-25" 3.0675 3.1 3.0325 3.045 30735600 2.797511
"2012-10-26" 3.05 3.0675 3.0125 3.0125 38937600 2.767653
"2012-10-31" 3.025 3.05 2.9875 2.995 34711200 2.751575
"2012-11-01" 3.01 3.14 3.0075 3.1375 47322000 2.882493
"2012-11-02" 3.17 3.175 3.1025 3.1225 25670000 2.868712
"2012-11-05" 3.115 3.2675 3.115 3.255 44484000 2.990444
"2012-11-06" 3.2625 3.2625 3.1975 3.2525 35080400 2.988147
"2012-11-07" 3.2275 3.2475 3.1375 3.1525 32462000 2.896273
"2012-11-08" 3.1875 3.27 3.1625 3.17 83902400 2.912352
"2012-11-09" 3.1875 3.225 3.0375 3.0475 84628000 2.799808
"2012-11-12" 3.0525 3.065 2.95 2.98 64362400 2.737795
"2012-11-13" 2.965 3.0325 2.955 2.9575 49212000 2.717124
"2012-11-14" 2.975 3.005 2.8825 2.885 61930000 2.650515
"2012-11-15" 2.9025 2.9775 2.8775 2.8975 46668800 2.662
"2012-11-16" 2.8975 2.9075 2.7875 2.845 62455200 2.613766
"2012-11-19" 2.8975 2.935 2.8625 2.925 40409200 2.687264
"2012-11-20" 2.895 2.9075 2.8425 2.8725 33697600 2.656058
"2012-11-21" 2.8725 2.9625 2.87 2.955 42231200 2.732341
"2012-11-23" 2.9675 3.01 2.9525 2.975 27693200 2.750834
"2012-11-26" 2.98 3.035 2.975 3.0275 36460000 2.799379
"2012-11-27" 3.015 3.085 2.99 3.04 45140400 2.810937
"2012-11-28" 3.0275 3.08 2.99 3.065 39833200 2.834053
"2012-11-29" 3.07 3.085 3 3.01 48868800 2.783197
"2012-11-30" 3.0075 3.03 2.975 2.9925 46050400 2.767015
"2012-12-03" 3.03 3.03 2.93 2.9375 39138000 2.716159
"2012-12-04" 2.9425 3.03 2.925 3.025 52806800 2.797066
"2012-12-05" 3 3.02 2.9475 2.99 63302400 2.764704
"2012-12-06" 2.9825 3.015 2.9725 2.995 41289600 2.769327
"2012-12-07" 2.9975 3.0125 2.955 2.99 33828800 2.764704
"2012-12-10" 2.99 3.1125 2.9825 3.09 51364400 2.857169
"2012-12-11" 3.1 3.2025 3.0925 3.1625 81672400 2.924207
"2012-12-12" 3.1725 3.19 3.1175 3.13 39940400 2.894156
"2012-12-13" 3.125 3.1925 3.1025 3.1325 37755600 2.896467
"2012-12-14" 3.145 3.18 3.1225 3.1475 33866000 2.910336
"2012-12-17" 3.14 3.1575 3.0875 3.135 44523200 2.898778
"2012-12-18" 3.135 3.175 3.125 3.14 41643600 2.903402
"2012-12-19" 3.1625 3.2 3.15 3.1625 45854400 2.924207
"2012-12-20" 3.175 3.1775 3.125 3.16 33433200 2.921894
"2012-12-21" 3.1175 3.1175 3.0525 3.0875 46217200 2.854858
"2012-12-24" 3.085 3.095 3.0525 3.0625 12737600 2.831741
"2012-12-26" 3.055 3.105 3.0475 3.06 19674000 2.829429
"2012-12-27" 3.065 3.07 3.005 3.04 29980400 2.810937
"2012-12-28" 3.0125 3.0725 3.0075 3.025 22060000 2.797066
"2012-12-31" 3.015 3.0775 3.0075 3.065 32646000 2.834053
"2013-01-02" 3.14 3.1825 3.1275 3.18 47883600 2.940387
"2013-01-03" 3.18 3.2175 3.145 3.1825 29888800 2.942699
"2013-01-04" 3.1875 3.2975 3.1775 3.2875 52496800 3.039787
"2013-01-07" 3.285 3.295 3.17 3.1925 61073200 2.951946
"2013-01-08" 3.2 3.21 3.1 3.1225 46642400 2.88722
"2013-01-09" 3.1475 3.1625 3.0325 3.0525 69502000 2.822495
"2013-01-10" 3.08 3.095 3.04 3.0575 50636800 2.827117
"2013-01-11" 3.07 3.0725 3.0225 3.0525 51317200 2.822495
"2013-01-14" 3.0725 3.0725 3.015 3.05 30568400 2.820183
"2013-01-15" 3.035 3.035 2.9775 2.995 37588800 2.769327
"2013-01-16" 2.99 3.0475 2.99 3.0225 33737600 2.794754
"2013-01-17" 3.0325 3.075 3.025 3.0625 58073600 2.831741
"2013-01-18" 3.0625 3.0625 3.005 3.0425 39708800 2.813247
"2013-01-22" 3.04 3.0675 3.0125 3.0275 30822400 2.799379
"2013-01-23" 3.0375 3.04 3 3.0325 42180800 2.804002
"2013-01-24" 3.0225 3.06 3.0075 3.0475 39698000 2.817871
"2013-01-25" 3.0525 3.105 3.0375 3.1025 39392000 2.868727
"2013-01-28" 3.1175 3.1725 3.11 3.1525 42249200 2.914959
"2013-01-29" 3.14 3.1475 3.0725 3.085 38887200 2.852545
"2013-01-30" 3.0875 3.13 3.07 3.08 28759200 2.847922
"2013-01-31" 3.08 3.115 3.045 3.065 47054400 2.834053
"2013-02-01" 3.09 3.1025 3.065 3.0925 28881600 2.85948
"2013-02-04" 3.075 3.1375 3.0375 3.04 51174400 2.810937
"2013-02-05" 3.055 3.1275 3.045 3.11 36729600 2.875662
"2013-02-06" 3.035 3.11 3.0175 3.085 53068800 2.852545
"2013-02-07" 3.075 3.1 3.0425 3.0725 4.4e+07 2.840987
"2013-02-08" 3.0925 3.1175 3.0725 3.0925 30723200 2.85948
"2013-02-11" 3.1175 3.16 3.0875 3.1275 40830800 2.891844
"2013-02-12" 3.1 3.1425 3.095 3.1075 27780400 2.87335
"2013-02-13" 3.11 3.1675 3.0825 3.0925 85639600 2.85948
"2013-02-14" 3.05 3.185 3.0125 3.1825 88209600 2.942699
"2013-02-15" 3.175 3.1975 3.1125 3.1825 73386000 2.942699
"2013-02-19" 3.185 3.1875 3.12 3.14 43355200 2.903402
"2013-02-20" 3.15 3.2 3.085 3.095 71301200 2.861792
"2013-02-21" 3.09 3.125 3.065 3.0725 58040800 2.840987
"2013-02-22" 3.0925 3.1325 3.075 3.13 37014800 2.894156
"2013-02-25" 3.1375 3.1625 3.07 3.075 64444400 2.843299
"2013-02-26" 3.0625 3.11 3.0525 3.0925 48750400 2.877023
"2013-02-27" 3.0925 3.1725 3.085 3.15 47698000 2.930518
"2013-02-28" 3.14 3.2125 3.1275 3.165 59139200 2.944472
"2013-03-01" 3.1425 3.1875 3.115 3.1775 38939600 2.956101
"2013-03-04" 3.155 3.195 3.13 3.165 35368000 2.944472
"2013-03-05" 3.1825 3.205 3.1675 3.2 36616800 2.977033
"2013-03-06" 3.22 3.25 3.1825 3.1975 34292800 2.974706
"2013-03-07" 3.215 3.2475 3.1725 3.19 31482400 2.967731
"2013-03-08" 3.1975 3.22 3.1825 3.205 24646400 2.981685
"2013-03-11" 3.1725 3.1875 3.1475 3.175 29974800 2.953775
"2013-03-12" 3.17 3.195 3.14 3.185 31085600 2.963078
"2013-03-13" 3.185 3.24 3.155 3.185 48584000 2.963078
"2013-03-14" 3.205 3.215 3.1675 3.1875 38330400 2.965404
"2013-03-15" 3.1875 3.1875 3.1475 3.16 35577600 2.93982
"2013-03-18" 3.14 3.1675 3.115 3.1375 29831200 2.918888
"2013-03-19" 3.14 3.155 3.095 3.1175 35548000 2.900281
"2013-03-20" 3.1475 3.165 3.12 3.155 34058800 2.935168
"2013-03-21" 3.1375 3.1425 3.1 3.105 33903200 2.888653
"2013-03-22" 3.115 3.1325 3.1025 3.12 23247600 2.902607
"2013-03-25" 3.1375 3.14 3.08 3.1025 36207600 2.886326
"2013-03-26" 3.11 3.1275 3.0975 3.125 23254000 2.907259
"2013-03-27" 3.1125 3.18 3.105 3.1625 25494400 2.942146
"2013-03-28" 3.155 3.21 3.1325 3.2075 34927600 2.98401
"2013-04-01" 3.2 3.2 3.08 3.1025 44282800 2.886326
"2013-04-02" 3.105 3.1125 3.05 3.07 37152400 2.856091
"2013-04-03" 3.065 3.0825 3.01 3.0325 35315600 2.821204
"2013-04-04" 3.0225 3.0725 3.0125 3.0625 29467600 2.849114
"2013-04-05" 3.0175 3.115 3.01 3.115 55135200 2.897956
"2013-04-08" 3.1175 3.1175 3.05 3.1075 32666000 2.890978
"2013-04-09" 3.11 3.18 3.0875 3.1575 38058400 2.937494
"2013-04-10" 3.16 3.2125 3.1525 3.2075 38468800 2.98401
"2013-04-11" 3.1625 3.2125 3.075 3.1925 96922000 2.970056
"2013-04-12" 3.2075 3.3075 3.18 3.2725 77054800 3.044482
"2013-04-15" 3.2625 3.2725 3.185 3.205 43042000 2.981685
"2013-04-16" 3.235 3.2625 3.2175 3.24 46884400 3.014246
"2013-04-17" 3.215 3.245 3.1775 3.1975 53294800 2.974706
"2013-04-18" 3.205 3.225 3.135 3.135 40254800 2.916562
"2013-04-19" 3.1325 3.1525 3.0925 3.1425 30302800 2.92354
"2013-04-22" 3.14 3.175 3.115 3.1475 24556800 2.928191
"2013-04-23" 3.175 3.2625 3.17 3.23 37694800 3.004943
"2013-04-24" 3.24 3.3675 3.2375 3.34 55655600 3.107278
"2013-04-25" 3.3575 3.375 3.3275 3.3675 35322400 3.132862
"2013-04-26" 3.3625 3.3675 3.335 3.3525 32433200 3.118907
"2013-04-29" 3.3575 3.405 3.3425 3.3925 26971200 3.15612
"2013-04-30" 3.4 3.4425 3.3775 3.4425 27671200 3.202637
"2013-05-01" 3.4425 3.465 3.4 3.4125 34131600 3.174727
"2013-05-02" 3.41 3.4625 3.39 3.4525 32348000 3.21194
"2013-05-03" 3.475 3.4925 3.455 3.4675 29386400 3.225894
"2013-05-06" 3.4675 3.4875 3.4375 3.4575 21711600 3.216591
"2013-05-07" 3.4575 3.465 3.38 3.4125 44806800 3.174727
"2013-05-08" 3.4175 3.495 3.405 3.475 33403200 3.232873
"2013-05-09" 3.4125 3.4925 3.4075 3.4775 56680000 3.235198
"2013-05-10" 3.55 3.65 3.55 3.635 86113600 3.381724
"2013-05-13" 3.61 3.625 3.545 3.56 28981200 3.311949
"2013-05-14" 3.6025 3.6425 3.5675 3.6125 45414000 3.360791
"2013-05-15" 3.595 3.6875 3.595 3.675 31317200 3.418936
"2013-05-16" 3.67 3.7075 3.645 3.6575 30836800 3.402656
"2013-05-17" 3.675 3.7425 3.6475 3.7175 31211600 3.458475
"2013-05-20" 3.7025 3.725 3.69 3.71 23638000 3.451498
"2013-05-21" 3.7125 3.745 3.67 3.73 35778400 3.487731
"2013-05-22" 3.745 3.745 3.585 3.6 48040400 3.366174
"2013-05-23" 3.5575 3.67 3.5475 3.6575 39388400 3.41994
"2013-05-24" 3.6375 3.6675 3.595 3.635 28330400 3.398902
"2013-05-28" 3.6625 3.6725 3.5975 3.6325 27930000 3.396564
"2013-05-29" 3.61 3.6325 3.595 3.61 33505200 3.375525
"2013-05-30" 3.605 3.695 3.595 3.6575 28450400 3.41994
"2013-05-31" 3.6375 3.69 3.6175 3.6175 57750800 3.382538
"2013-06-03" 3.6225 3.65 3.5375 3.6125 44446800 3.377863
"2013-06-04" 3.635 3.7 3.595 3.6175 36367600 3.382538
"2013-06-05" 3.6125 3.64 3.53 3.54 46452000 3.310072
"2013-06-06" 3.54 3.59 3.5375 3.5625 34104400 3.33111
"2013-06-07" 3.5875 3.635 3.5725 3.6125 27458400 3.377863
"2013-06-10" 3.6025 3.6325 3.5825 3.61 22414800 3.375525
"2013-06-11" 3.5625 3.6125 3.5425 3.5425 29633600 3.31241
"2013-06-12" 3.56 3.59 3.4925 3.5125 31258800 3.284358
"2013-06-13" 3.5 3.61 3.4975 3.5925 23625600 3.359162
"2013-06-14" 3.605 3.61 3.5625 3.5875 23601200 3.354487
"2013-06-17" 3.615 3.655 3.595 3.6225 25533600 3.387213
"2013-06-18" 3.64 3.68 3.57 3.6 48677200 3.366174
"2013-06-19" 3.6325 3.87 3.62 3.71 115958800 3.46903
"2013-06-20" 3.68 3.685 3.585 3.61 62869600 3.375525
"2013-06-21" 3.63 3.6425 3.545 3.605 71422800 3.37085
"2013-06-24" 3.5525 3.5975 3.4775 3.53 58077200 3.30072
"2013-06-25" 3.5675 3.575 3.5175 3.555 45736000 3.324097
"2013-06-26" 3.595 3.6 3.52 3.535 57975200 3.305397
"2013-06-27" 3.545 3.55 3.465 3.5025 80803600 3.275007
"2013-06-28" 3.5025 3.545 3.4575 3.51 43153600 3.28202
"2013-07-01" 3.535 3.5425 3.5025 3.525 19952400 3.296045
"2013-07-02" 3.505 3.575 3.49 3.5225 25639200 3.293709
"2013-07-03" 3.4925 3.575 3.4925 3.5325 14038800 3.303059
"2013-07-05" 3.5425 3.5675 3.52 3.56 18468400 3.328773
"2013-07-08" 3.57 3.5875 3.5225 3.5425 26208400 3.31241
"2013-07-09" 3.55 3.5825 3.54 3.56 15736400 3.328773
"2013-07-10" 3.56 3.6175 3.55 3.6075 20846800 3.373188
"2013-07-11" 3.6275 3.6625 3.62 3.6575 23983200 3.41994
"2013-07-12" 3.65 3.695 3.6375 3.66 21636000 3.422277
"2013-07-15" 3.6675 3.6675 3.595 3.6525 20133200 3.415264
"2013-07-16" 3.6675 3.6925 3.65 3.6725 16256000 3.433966
"2013-07-17" 3.6725 3.685 3.6425 3.6525 16610000 3.415264
"2013-07-18" 3.6475 3.66 3.59 3.6375 34448800 3.401239
"2013-07-19" 3.615 3.6325 3.5225 3.56 48053200 3.328773
"2013-07-22" 3.5875 3.62 3.5425 3.5575 29238400 3.326435
"2013-07-23" 3.6025 3.6025 3.535 3.5525 24679200 3.32176
"2013-07-24" 3.585 3.595 3.5475 3.5525 28425200 3.32176
"2013-07-25" 3.55 3.6125 3.525 3.565 24332000 3.333448
"2013-07-26" 3.5225 3.5725 3.5225 3.55 22736000 3.319422
"2013-07-29" 3.5425 3.5875 3.5325 3.5425 17954000 3.31241
"2013-07-30" 3.555 3.65 3.5525 3.6025 26607600 3.368512
"2013-07-31" 3.585 3.645 3.5825 3.61 27016000 3.375525
"2013-08-01" 3.6225 3.6675 3.58 3.66 27764800 3.422277
"2013-08-02" 3.6525 3.6975 3.6275 3.69 20962800 3.45033
"2013-08-05" 3.68 3.72 3.66 3.7075 18518800 3.466693
"2013-08-06" 3.71 3.7175 3.645 3.6525 20660800 3.415264
"2013-08-07" 3.6325 3.6875 3.63 3.65 24438000 3.412928
"2013-08-08" 3.67 3.6925 3.6275 3.675 34569600 3.436303
"2013-08-09" 3.53 3.6775 3.5275 3.6225 90622400 3.387213
"2013-08-12" 3.475 3.645 3.2775 3.5925 25756800 3.359162
"2013-08-13" 3.5975 3.62 3.575 3.605 19746800 3.37085
"2013-08-14" 3.5975 3.78 3.595 3.7575 82850800 3.513444
