"Index" "NVDOpen" "NVDHigh" "NVDLow" "NVDClose" "NVDVolume" "NVDAdjusted"
"2016-02-09" 6.23 6.6375 6.2 6.3725 42537200 6.230476
"2016-02-10" 6.4125 6.5975 6.3225 6.3575 33580000 6.21581
"2016-02-11" 6.195 6.39 6.195 6.325 34014400 6.184033
"2016-02-12" 6.425 6.445 6.1875 6.4325 34081600 6.289137
"2016-02-16" 6.525 6.7575 6.505 6.7475 48535200 6.597117
"2016-02-17" 6.8325 6.98 6.805 6.915 77146800 6.760885
"2016-02-18" 7.4825 7.745 7.475 7.51 106866000 7.342624
"2016-02-19" 7.47 7.6775 7.4125 7.61 52562800 7.440394
"2016-02-22" 7.72 7.9675 7.705 7.88 44966800 7.704379
"2016-02-23" 7.8175 7.975 7.78 7.9 36938000 7.723932
"2016-02-24" 7.8675 7.9675 7.65 7.955 33685200 7.777706
"2016-02-25" 7.985 8.0125 7.83 7.9725 34961600 7.794815
"2016-02-26" 8.01 8.03 7.84 7.92 36196400 7.743486
"2016-02-29" 7.9025 8.005 7.835 7.84 32334400 7.693195
"2016-03-01" 7.86 8.1875 7.8475 8.1875 34870000 8.034189
"2016-03-02" 8.1425 8.265 8.1275 8.235 23381200 8.080799
"2016-03-03" 8.225 8.26 8.0525 8.1625 30200400 8.009658
"2016-03-04" 8.225 8.2325 8.075 8.1375 17530400 7.985127
"2016-03-07" 8.0925 8.1475 7.98 8.085 23996800 7.933608
"2016-03-08" 8.0025 8.05 7.9125 7.9375 27494000 7.788871
"2016-03-09" 8.0075 8.02 7.83 7.9325 22278800 7.783963
"2016-03-10" 7.98 8.025 7.76 7.92 28608400 7.771698
"2016-03-11" 8.0375 8.0575 7.9425 8.055 27740000 7.90417
"2016-03-14" 8.0175 8.1075 7.98 8.075 19031200 7.923795
"2016-03-15" 8.0325 8.085 7.8925 8.035 22621600 7.884544
"2016-03-16" 7.975 8.3025 7.9375 8.275 36364400 8.12005
"2016-03-17" 8.245 8.285 8.0925 8.205 35368000 8.051363
"2016-03-18" 8.3025 8.5625 8.25 8.4525 54551200 8.294227
"2016-03-21" 8.3775 8.48 8.2875 8.4775 33778000 8.318757
"2016-03-22" 8.45 8.5225 8.3575 8.4625 24201200 8.30404
"2016-03-23" 8.5 8.67 8.4625 8.6075 42900800 8.446324
"2016-03-24" 8.53 8.635 8.5025 8.62 24495600 8.458593
"2016-03-28" 8.605 8.745 8.595 8.7075 26538800 8.544451
"2016-03-29" 8.67 8.8675 8.65 8.8475 26181200 8.681829
"2016-03-30" 8.88 9.0625 8.875 8.94 37670000 8.772597
"2016-03-31" 8.98 9 8.8375 8.9075 37988400 8.740706
"2016-04-01" 8.8525 9.0425 8.785 9.0375 34829200 8.868273
"2016-04-04" 9.1125 9.16 8.915 8.95 39394000 8.782412
"2016-04-05" 8.87 9.02 8.835 8.9375 33956800 8.770145
"2016-04-06" 8.825 8.955 8.6575 8.95 45337600 8.782412
"2016-04-07" 8.8925 8.9725 8.82 8.8575 37810400 8.691643
"2016-04-08" 8.93 8.9875 8.8275 8.915 25593600 8.748068
"2016-04-11" 8.9675 9.1175 8.94 8.97 38752400 8.802036
"2016-04-12" 9 9.0125 8.785 8.96 29276400 8.792224
"2016-04-13" 9 9.1875 9 9.185 35071600 9.013009
"2016-04-14" 9.16 9.25 9.1225 9.21 41656400 9.037542
"2016-04-15" 9.2075 9.365 9.1775 9.2825 43697200 9.108685
"2016-04-18" 9.265 9.265 9.1525 9.2425 30732000 9.069435
"2016-04-19" 9.2775 9.295 9.02 9.0775 30915200 8.907525
"2016-04-20" 9.0625 9.1675 9.0525 9.1125 20017200 8.941869
"2016-04-21" 9.115 9.1575 9.0625 9.1025 17828000 8.932055
"2016-04-22" 9.1325 9.195 9.0375 9.0675 22354000 8.897712
"2016-04-25" 9.07 9.1625 9.045 9.1125 19197200 8.941869
"2016-04-26" 9.1675 9.2725 9.08 9.12 21453600 8.949227
"2016-04-27" 9.0975 9.3325 9.08 9.3275 35239600 9.152843
"2016-04-28" 9.27 9.325 9.0275 9.05 38122400 8.880536
"2016-04-29" 9.0125 9.0325 8.785 8.8825 32190400 8.716174
"2016-05-02" 8.9675 9.055 8.925 9 25607600 8.831475
"2016-05-03" 8.8975 8.935 8.815 8.8925 22402400 8.725987
"2016-05-04" 8.785 8.7925 8.6 8.69 52576400 8.527279
"2016-05-05" 8.7625 8.845 8.6775 8.7425 24688400 8.578797
"2016-05-06" 8.7275 8.855 8.71 8.8325 18324000 8.667111
"2016-05-09" 8.855 8.8925 8.7475 8.82 33333600 8.654845
"2016-05-10" 8.875 9.005 8.79 8.99 26967600 8.821663
"2016-05-11" 9.0175 9.115 8.9675 9.015 32817600 8.846191
"2016-05-12" 9.08 9.12 8.7325 8.8925 67054000 8.725987
"2016-05-13" 9.7975 10.25 9.75 10.245 211025600 10.053161
"2016-05-16" 10.1675 10.7 10.135 10.5475 97303200 10.349996
"2016-05-17" 10.5 10.645 10.365 10.57 62839200 10.372074
"2016-05-18" 10.5 10.9625 10.5 10.84 54107200 10.637017
"2016-05-19" 10.7975 10.965 10.7825 10.8875 39888000 10.683632
"2016-05-20" 10.955 11.1275 10.9375 11.0825 39108400 10.874979
"2016-05-23" 11.13 11.1725 11.0325 11.1 41363600 10.892154
"2016-05-24" 11.105 11.375 11.075 11.34 41578800 11.156553
"2016-05-25" 11.375 11.4225 11.2025 11.2925 45807600 11.109822
"2016-05-26" 11.3125 11.495 11.28 11.4125 30996400 11.227883
"2016-05-27" 11.425 11.4925 11.3875 11.475 27741600 11.28937
"2016-05-31" 11.525 11.705 11.5175 11.68 41252400 11.491055
"2016-06-01" 11.625 11.815 11.59 11.7025 38713200 11.513191
"2016-06-02" 11.765 11.885 11.65 11.785 32920800 11.594357
"2016-06-03" 11.67 11.685 11.415 11.62 46107600 11.432022
"2016-06-06" 11.65 11.74 11.5 11.56 32251200 11.372996
"2016-06-07" 11.63 11.695 11.5775 11.5825 19340000 11.395131
"2016-06-08" 11.585 11.6275 11.45 11.545 23461600 11.358237
"2016-06-09" 11.505 11.8625 11.48 11.845 47216800 11.653386
"2016-06-10" 11.705 11.81 11.535 11.55 40002400 11.363157
"2016-06-13" 11.5625 11.925 11.5625 11.6975 47558800 11.50827
"2016-06-14" 11.67 11.775 11.54 11.72 29834400 11.530406
"2016-06-15" 11.8175 11.9425 11.6875 11.84 30103600 11.648467
"2016-06-16" 11.7525 11.9075 11.6375 11.8875 24645600 11.695197
"2016-06-17" 11.9025 11.905 11.6325 11.68 47100000 11.491055
"2016-06-20" 11.8675 12.0425 11.86 11.89 29376800 11.697656
"2016-06-21" 11.94 11.9725 11.8 11.8175 21250800 11.62633
"2016-06-22" 11.8425 11.92 11.7875 11.8075 20262000 11.61649
"2016-06-23" 11.92 12.135 11.9125 12.1225 29788000 11.926396
"2016-06-24" 11.625 11.84 11.325 11.4325 101768400 11.247556
"2016-06-27" 11.3375 11.425 11.1425 11.31 44908800 11.127039
"2016-06-28" 11.525 11.5375 11.3175 11.475 38192000 11.28937
"2016-06-29" 11.575 11.7525 11.545 11.6625 31893200 11.473838
"2016-06-30" 11.6825 11.825 11.5875 11.7525 43094000 11.562383
"2016-07-01" 11.6875 11.84 11.625 11.665 21848800 11.476295
"2016-07-05" 11.6 11.8575 11.5075 11.8375 37108400 11.646003
"2016-07-06" 11.755 11.9825 11.695 11.9125 27310400 11.719792
"2016-07-07" 11.9925 12.265 11.9375 12.2225 39540000 12.024778
"2016-07-08" 12.3525 12.7725 12.305 12.7125 48193200 12.506852
"2016-07-11" 12.895 13.1 12.88 13.005 44877600 12.794621
"2016-07-12" 13.15 13.32 12.985 13.2 43676000 12.986465
"2016-07-13" 13.225 13.3 13.175 13.195 32460400 12.981545
"2016-07-14" 13.265 13.45 13.155 13.33 31689200 13.114361
"2016-07-15" 13.16 13.235 12.96 13.175 42861600 12.961868
"2016-07-18" 13.3375 13.3575 13.1925 13.2425 25299200 13.02828
"2016-07-19" 13.235 13.4325 13.21 13.38 38265200 13.163555
"2016-07-20" 13.425 13.6275 13.37 13.555 29646000 13.335724
"2016-07-21" 13.525 13.5675 13.26 13.305 36130800 13.089767
"2016-07-22" 13.3525 13.6675 13.255 13.6675 31576800 13.446403
"2016-07-25" 13.75 13.9525 13.69 13.92 31252800 13.694816
"2016-07-26" 14.0425 14.23 14.0225 14.1575 51450800 13.928478
"2016-07-27" 14.28 14.305 13.93 14.015 44667600 13.788283
"2016-07-28" 14.0475 14.15 14.0025 14.045 22191600 13.817795
"2016-07-29" 14.0975 14.3125 13.845 14.275 40958800 14.044075
"2016-08-01" 14.335 14.3875 14.09 14.1825 30112000 13.953072
"2016-08-02" 14.25 14.2575 13.875 14.01 28274800 13.783362
"2016-08-03" 13.9925 14.075 13.915 14.0475 29982800 13.820256
"2016-08-04" 14.115 14.3725 14.0875 14.3075 27271200 14.076052
"2016-08-05" 14.4725 14.5575 14.4025 14.55 37158800 14.314627
"2016-08-08" 14.75 14.785 14.53 14.685 30506400 14.447442
"2016-08-09" 14.7575 14.865 14.685 14.7225 37234400 14.484336
"2016-08-10" 14.8525 14.875 14.58 14.6275 37574000 14.390872
"2016-08-11" 14.705 14.9875 14.675 14.925 68106400 14.683559
"2016-08-12" 15.475 15.845 15.1575 15.76 142574400 15.505054
"2016-08-15" 15.7775 15.875 15.5325 15.745 57330400 15.490294
"2016-08-16" 15.7225 15.7475 15.6025 15.65 28765200 15.396832
"2016-08-17" 15.65 15.685 15.165 15.2875 59521200 15.040197
"2016-08-18" 15.265 15.55 15.205 15.525 33168400 15.273853
"2016-08-19" 15.5175 15.6825 15.45 15.565 29156000 15.313208
"2016-08-22" 15.6125 15.6525 15.4275 15.63 24474800 15.377155
"2016-08-23" 15.76 15.83 15.6825 15.7275 33976400 15.501591
"2016-08-24" 15.7825 15.79 15.4125 15.485 29844800 15.262574
"2016-08-25" 15.49 15.4975 15.19 15.3825 40603200 15.161546
"2016-08-26" 15.4225 15.595 15.3 15.5075 30002400 15.284753
"2016-08-29" 15.57 15.6325 15.4725 15.4975 27465200 15.274894
"2016-08-30" 15.4775 15.56 15.365 15.4075 28554400 15.186189
"2016-08-31" 15.4375 15.48 15.29 15.335 38854400 15.114729
"2016-09-01" 15.3475 15.845 15.335 15.7875 42849200 15.560729
"2016-09-02" 15.82 15.8375 15.455 15.6325 32314800 15.407957
"2016-09-06" 15.6875 15.78 15.6075 15.78 30681200 15.553338
"2016-09-07" 15.73 15.8075 15.4575 15.5475 39798800 15.324179
"2016-09-08" 15.5325 15.685 15.355 15.66 31580800 15.43506
"2016-09-09" 15.4875 15.575 14.75 14.88 69776000 14.666265
"2016-09-12" 14.6825 15.2175 14.33 15.1875 59826000 14.969346
"2016-09-13" 15.15 15.325 14.8825 14.9675 47176800 14.752508
"2016-09-14" 15.0025 15.15 14.8775 15.1 31904800 14.883108
"2016-09-15" 15.125 15.69 15.09 15.6725 51521200 15.447384
"2016-09-16" 15.7275 15.8125 15.53 15.71 90244400 15.484343
"2016-09-19" 15.875 16.315001 15.8025 15.9175 41712800 15.688861
"2016-09-20" 16.1 16.1 15.685 15.7725 33111200 15.545946
"2016-09-21" 15.82 16.245001 15.8175 16.215 33621200 15.982092
"2016-09-22" 16.309999 16.360001 16.1625 16.254999 30873200 16.021513
"2016-09-23" 16.275 16.3225 16.165001 16.237499 27613200 16.004269
"2016-09-26" 16.0525 16.15 15.8825 16.084999 23004000 15.853955
"2016-09-27" 16.022499 16.66 16.014999 16.635 40275200 16.396057
"2016-09-28" 16.66 16.7075 16.4825 16.695 31978800 16.455193
"2016-09-29" 16.6675 16.9025 16.512501 16.85 33668400 16.607965
"2016-09-30" 16.942499 17.297501 16.842501 17.129999 42993200 16.883944
"2016-10-03" 17.129999 17.377501 17.0825 17.112499 24259600 16.866695
"2016-10-04" 17.137501 17.424999 16.9475 17.075001 28162400 16.829737
"2016-10-05" 17.219999 17.395 17.004999 17.057501 30544000 16.812485
"2016-10-06" 16.852501 16.9575 16.565001 16.834999 36021200 16.593187
"2016-10-07" 16.9475 16.9925 16.665001 16.7125 28626000 16.472441
"2016-10-10" 16.799999 16.889999 16.6175 16.775 28787600 16.534044
"2016-10-11" 16.719999 16.745001 16.405001 16.532499 38854000 16.295034
"2016-10-12" 16.465 16.695 16.327499 16.6075 41992000 16.368952
"2016-10-13" 16.4125 16.450001 15.925 16.3375 39011600 16.102831
"2016-10-14" 16.5375 16.65 16.4 16.497499 33063600 16.26053
"2016-10-17" 16.495001 16.65 16.379999 16.4025 19532800 16.166893
"2016-10-18" 16.629999 16.747499 16.5625 16.6525 26937200 16.413309
"2016-10-19" 16.540001 16.695 16.455 16.6175 19906000 16.378807
"2016-10-20" 16.8125 16.987499 16.575001 16.932501 31208400 16.689285
"2016-10-21" 16.872499 16.915001 16.725 16.885 27950800 16.642466
"2016-10-24" 17 17.6975 16.997499 17.6775 33983600 17.42358
"2016-10-25" 17.647499 18.075001 17.5625 17.967501 39746000 17.709417
"2016-10-26" 17.817499 18.237499 17.799999 18.040001 33379200 17.780876
"2016-10-27" 18.1775 18.2125 17.5975 17.67 38866400 17.416193
"2016-10-28" 17.754999 18.025 17.6075 17.639999 29085600 17.386618
"2016-10-31" 17.6975 17.907499 17.6875 17.790001 25238800 17.534466
"2016-11-01" 17.855 17.952499 17.0725 17.262501 47322400 17.014542
"2016-11-02" 17.395 17.629999 17.16 17.190001 29584800 16.943089
"2016-11-03" 17.27 17.285 16.66 16.99 30966400 16.745951
"2016-11-04" 16.877501 17.182501 16.645 16.8925 32878000 16.649857
"2016-11-07" 17.387501 17.93 17.375 17.817499 48758000 17.561569
"2016-11-08" 17.885 17.942499 17.625 17.790001 42988400 17.534466
"2016-11-09" 17.307501 17.725 17.18 17.49 45653200 17.238777
"2016-11-10" 17.872499 17.875 16.690001 16.942499 86928000 16.699137
"2016-11-11" 19.877501 22.192499 19.625 21.9925 217534400 21.676601
"2016-11-14" 22.022499 22.047501 20.905001 20.91 134879600 20.609653
"2016-11-15" 21.0725 21.862499 20.9825 21.547501 62609200 21.237999
"2016-11-16" 21.834999 23.139999 21.5875 22.907499 98798400 22.578455
"2016-11-17" 23.077499 23.6975 22.6625 23.0975 83298800 22.765726
"2016-11-18" 23.0975 23.5825 22.950001 23.34 57606000 23.004747
"2016-11-21" 23.522499 23.5875 23.1 23.245001 43643600 22.91111
"2016-11-22" 23.325001 23.434999 23.094999 23.4125 33036800 23.076206
"2016-11-23" 23.43 23.8125 23.192499 23.4925 44323600 23.189724
"2016-11-25" 23.605 23.775 23.352501 23.540001 19556400 23.236614
"2016-11-28" 23.467501 23.684999 23.4 23.5275 27873600 23.224274
"2016-11-29" 23.5 23.610001 23.1325 23.3125 44456800 23.012043
"2016-11-30" 23.4 23.540001 23.025 23.049999 44050000 22.752924
"2016-12-01" 23.025 23.0425 21.192499 21.91 103552400 21.627619
"2016-12-02" 21.5625 22.200001 21.280001 22.112499 47829200 21.827509
"2016-12-05" 22.497499 23.1525 22.25 22.969999 60228400 22.673956
"2016-12-06" 23.0525 23.432501 22.8925 23.3475 49879600 23.046595
"2016-12-07" 23.209999 23.825001 23.025 23.7675 48080400 23.461176
"2016-12-08" 23.797501 24.155001 23.262501 23.370001 38154400 23.068806
"2016-12-09" 23.549999 23.567499 22.6775 22.955 38231200 22.659153
"2016-12-12" 22.4625 22.487499 21.885 22.397499 60133200 22.108835
"2016-12-13" 22.522499 23.0725 22.512501 22.7925 38779600 22.498741
"2016-12-14" 23.135 24.2775 22.8925 24.112499 98398000 23.801729
"2016-12-15" 24.225 24.985001 24.15 24.6775 74654800 24.359453
"2016-12-16" 24.9575 25.174999 24.432501 25.102501 108952800 24.778973
"2016-12-19" 24.924999 25.612499 24.75 25.407499 74465600 25.080036
"2016-12-20" 26.145 26.532499 26.030001 26.2925 84805600 25.953634
"2016-12-21" 26.41 26.487499 25.9275 26.4575 57613600 26.116512
"2016-12-22" 26.705 27.217501 26.6325 26.7775 71861200 26.432384
"2016-12-23" 26.594999 27.459999 26.567499 27.445 64769200 27.091284
"2016-12-27" 28.014999 29.34 27.805 29.33 119427200 28.951988
"2016-12-28" 29.9 29.9825 27.172501 27.3125 229576400 26.960489
"2016-12-29" 26.225 27.872499 25.700001 27.8575 217536800 27.498466
"2016-12-30" 27.8375 27.98 26.575001 26.684999 121293200 26.341078
"2017-01-03" 26.1 26.592501 24.844999 25.502501 150199600 25.173817
"2017-01-04" 25.85 26.375 25.3825 26.0975 119922000 25.761154
"2017-01-05" 26.1325 26.455 25.262501 25.434999 98429600 25.107189
"2017-01-06" 25.7125 26.0625 25.299999 25.775 82285600 25.442802
"2017-01-09" 25.875 27 25.875 26.82 91624800 26.474333
"2017-01-10" 26.952499 27.297501 26.407499 26.6175 88092000 26.274448
"2017-01-11" 26.5 26.549999 26.0375 26.290001 52566400 25.95117
"2017-01-12" 26.057501 26.174999 25.405001 25.860001 62561600 25.526712
"2017-01-13" 25.9 26.25 25.764999 25.8575 45782000 25.52424
"2017-01-17" 25.75 25.799999 25.1425 25.2775 58061200 24.951721
"2017-01-18" 25.059999 25.807501 24.7775 25.737499 65442400 25.405788
"2017-01-19" 25.7675 26.615 25.745001 26.290001 64487200 25.95117
"2017-01-20" 26.52 26.700001 25.780001 26.002501 49202400 25.667374
"2017-01-23" 25.950001 26.475 25.924999 26.272499 36990400 25.933893
"2017-01-24" 26.375 26.895 26.225 26.8325 42805200 26.486677
"2017-01-25" 27.262501 27.325001 26.5825 26.9475 52276000 26.600197
"2017-01-26" 26.975 27.487499 26.674999 27.4125 45880000 27.059202
"2017-01-27" 27.4825 27.9725 27.2125 27.942499 47199600 27.582373
"2017-01-30" 27.73 27.752501 26.977501 27.504999 49600400 27.150509
