"Index" "ROpen" "RHigh" "RLow" "RClose" "RVolume" "RAdjusted"
"2014-08-28" 168.449997 169.270004 167.289993 169.050003 658700 148.045349
"2014-08-29" 169 169.350006 167.919998 169.199997 517800 148.176697
"2014-09-02" 169.289993 170.339996 168.839996 169.809998 611200 148.710938
"2014-09-03" 169.899994 170.009995 168.720001 169.050003 596400 148.045349
"2014-09-04" 169.75 173.460007 169.75 172.460007 1096800 151.031631
"2014-09-05" 171.660004 172.990005 171.059998 172.899994 582400 151.416946
"2014-09-08" 172.380005 173.360001 172.220001 172.5 426700 151.066681
"2014-09-09" 174.309998 174.470001 172.919998 173.520004 745100 151.959991
"2014-09-10" 173.509995 174.759995 173.25 174.699997 733600 152.993332
"2014-09-11" 174.139999 174.979996 172.880005 173.270004 676100 151.741013
"2014-09-12" 172.970001 174.089996 172.970001 173.789993 920600 152.196426
"2014-09-15" 173.460007 174.009995 170.759995 170.990005 986800 149.744293
"2014-09-16" 171 172.600006 170.630005 172.600006 732700 151.154282
"2014-09-17" 173.100006 173.389999 171.619995 172.779999 578000 151.311905
"2014-09-18" 172.800003 173.809998 172.240005 172.839996 567300 151.364441
"2014-09-19" 173.899994 173.960007 171.660004 171.979996 1377700 150.611267
"2014-09-22" 171.880005 172.589996 169.289993 169.839996 1061700 148.737167
"2014-09-23" 169.679993 170.570007 169.160004 170.009995 955700 148.886063
"2014-09-24" 170.190002 170.809998 166.759995 167.600006 1403700 147.165054
"2014-09-25" 167.130005 167.440002 163.850006 164.919998 1151100 144.811829
"2014-09-26" 165.889999 166.059998 163.100006 165.639999 838300 145.444031
"2014-09-29" 164.669998 166.190002 164.369995 165.029999 597600 144.908356
"2014-09-30" 164.889999 165.699997 163.759995 164.729996 694800 144.644974
"2014-10-01" 164.800003 164.800003 161.839996 163.360001 975300 143.441986
"2014-10-02" 163.270004 167.339996 162.860001 167.119995 1126200 146.743576
"2014-10-03" 167.509995 168.440002 166.220001 166.399994 772100 146.111343
"2014-10-06" 166.759995 167.520004 163.979996 164.389999 804400 144.34642
"2014-10-07" 163.479996 164.820007 162.929993 163.119995 914800 143.231277
"2014-10-08" 163.509995 166.300003 162.779999 166.110001 886400 145.85672
"2014-10-09" 165.220001 166.119995 162.850006 163.039993 1044000 143.160995
"2014-10-10" 163.389999 164.289993 160.429993 160.429993 799300 140.869232
"2014-10-13" 160.160004 160.199997 157.220001 157.529999 768000 138.32283
"2014-10-14" 158.949997 159.270004 156.850006 157.729996 853200 138.498444
"2014-10-15" 155.539993 157.389999 153.389999 156.720001 1047600 137.611603
"2014-10-16" 154.509995 159.509995 153.5 157.669998 793500 138.445786
"2014-10-17" 158.929993 159.509995 155.559998 156.25 1174900 137.198929
"2014-10-20" 155.309998 157.470001 154.029999 157.199997 912400 138.033081
"2014-10-21" 157.679993 161.220001 157.669998 161.160004 602900 141.5103
"2014-10-22" 161.210007 162.990005 160.559998 160.570007 476800 140.992203
"2014-10-23" 161.380005 163.350006 160.860001 161.179993 727800 141.527832
"2014-10-24" 161.029999 161.029999 159.479996 160.25 1148900 140.711212
"2014-10-27" 160.25 161.539993 158.479996 161.350006 1071000 141.677063
"2014-10-28" 161.059998 161.470001 158.960007 160.919998 1167700 141.299515
"2014-10-29" 157.669998 167 157.520004 161.789993 2436800 142.063431
"2014-10-30" 161.550003 166.589996 160.970001 166.110001 952200 145.85672
"2014-10-31" 167.100006 167.949997 164.279999 164.839996 908500 144.741577
"2014-11-03" 164.75 166.559998 164.320007 165.679993 684900 145.479141
"2014-11-04" 165.479996 165.5 162.309998 164.149994 718200 144.135681
"2014-11-05" 164.610001 165.690002 164 164.779999 536200 144.688858
"2014-11-06" 165.470001 171.600006 165.309998 171.389999 872800 150.49295
"2014-11-07" 170.919998 174.899994 170.779999 174 1387400 152.784714
"2014-11-10" 174.369995 175.449997 171.580002 171.919998 762000 150.958328
"2014-11-11" 171.080002 172.460007 170.399994 171.070007 657700 150.21196
"2014-11-12" 170.940002 173.419998 169.899994 172.929993 839400 151.845184
"2014-11-13" 172.830002 174.149994 171.509995 173.169998 746800 152.055893
"2014-11-14" 173.419998 174.729996 172.470001 174.240005 727400 152.995438
"2014-11-17" 173.789993 176.410004 173.119995 176.050003 805100 154.584763
"2014-11-18" 175.580002 176.720001 174.639999 176.559998 723600 155.032578
"2014-11-19" 176 179.779999 175.610001 179.660004 948800 157.754593
"2014-11-20" 178.740005 182.020004 178.110001 179.779999 1038600 157.85997
"2014-11-21" 181.410004 182.5 179.429993 180.050003 945000 158.097031
"2014-11-24" 180.520004 181.800003 178.809998 181.320007 605100 159.212234
"2014-11-25" 181.320007 183.479996 181.149994 182.639999 857600 160.371262
"2014-11-26" 182.619995 183.279999 181.570007 182.070007 501600 159.870789
"2014-11-28" 182.589996 185.139999 182.520004 184.899994 511000 162.355713
"2014-12-01" 183.830002 184.259995 180.649994 181.279999 1002800 159.177078
"2014-12-02" 181.770004 182.779999 180.220001 180.580002 630800 158.562424
"2014-12-03" 180.550003 183.399994 180.050003 183.279999 633600 160.933212
"2014-12-04" 182.419998 184.660004 182.240005 183.160004 907900 160.827866
"2014-12-05" 182.789993 183.589996 181.570007 183.300003 553600 160.95079
"2014-12-08" 183.179993 184.449997 182.119995 183.080002 723700 160.757614
"2014-12-09" 180.970001 183.229996 180.559998 182.440002 542700 160.195633
"2014-12-10" 182.070007 182.830002 179.350006 180.100006 596000 158.140961
"2014-12-11" 180.110001 183.350006 179.639999 180.919998 600500 158.860962
"2014-12-12" 180.919998 183.75 179.899994 181.639999 811500 159.49321
"2014-12-15" 182.25 182.729996 178.889999 180.029999 900900 158.079498
"2014-12-16" 179.789993 179.850006 176.5 176.600006 785300 155.067703
"2014-12-17" 176.820007 179.619995 175.199997 179.199997 804900 157.350647
"2014-12-18" 181 181.820007 179.210007 180.589996 827800 158.571198
"2014-12-19" 180.789993 181.800003 176.929993 178.820007 899800 157.017014
"2014-12-22" 179.149994 180.440002 178.889999 180.229996 653600 158.255142
"2014-12-23" 180.229996 184.279999 180.229996 183.649994 725200 161.661789
"2014-12-24" 184.149994 184.869995 183.899994 184.350006 342900 162.277969
"2014-12-26" 184.839996 185.919998 184.479996 185.119995 400100 162.955795
"2014-12-29" 184.5 187.25 184.259995 186.729996 532000 164.373001
"2014-12-30" 186.679993 187.460007 185.220001 186.229996 382400 163.932846
"2014-12-31" 186.410004 187.490005 185.119995 185.160004 461100 162.990982
"2015-01-02" 185.979996 186.669998 181.410004 183.100006 503400 161.177628
"2015-01-05" 179.779999 180.5 176.820007 177.880005 1761800 156.582611
"2015-01-06" 178.039993 178.490005 173.25 174.410004 1486500 153.528046
"2015-01-07" 175.669998 178.899994 175.5 178.779999 620400 157.374847
"2015-01-08" 177.699997 179.570007 177.089996 178.570007 790700 157.190018
"2015-01-09" 177.169998 177.410004 174.279999 175.990005 749200 154.918869
"2015-01-12" 174.649994 176 173.229996 174.419998 1003200 153.536835
"2015-01-13" 175.880005 177.529999 172.199997 173.639999 922300 152.85025
"2015-01-14" 171.800003 173.449997 169.720001 172.300003 774500 151.670685
"2015-01-15" 172.830002 172.830002 169.410004 169.460007 532100 149.1707
"2015-01-16" 169.570007 170.320007 167.539993 170.050003 1249700 149.690063
"2015-01-20" 170.850006 170.949997 167.820007 168.220001 1083000 148.079193
"2015-01-21" 167.559998 171 167.25 169.520004 744300 149.223511
"2015-01-22" 170.229996 172.089996 169.289993 170.830002 1207500 150.376694
"2015-01-23" 170.479996 171.529999 168.660004 168.770004 955500 148.563339
"2015-01-26" 168.199997 169.630005 166.529999 169.289993 1030200 149.021103
"2015-01-27" 168.479996 168.649994 164.490005 167.5 1303700 147.445358
"2015-01-28" 168.699997 169.139999 166.110001 166.199997 922800 146.301025
"2015-01-29" 167.119995 170.529999 166.779999 170.029999 764200 149.672455
"2015-01-30" 167.809998 169.869995 166 166.889999 959500 146.908417
"2015-02-02" 166.440002 168.440002 164.009995 167.800003 1068100 147.709503
"2015-02-03" 168.789993 171.270004 168.139999 170.830002 1181500 150.376694
"2015-02-04" 151.5 153.270004 139.210007 139.710007 10498600 122.982658
"2015-02-05" 138.089996 143.199997 136.5 141.770004 4375100 124.795998
"2015-02-06" 142.240005 142.240005 138.399994 138.869995 2437800 122.243217
"2015-02-09" 138.550003 138.690002 135.100006 136.089996 1949700 119.796066
"2015-02-10" 137.039993 137.490005 134.880005 135.110001 1804800 118.933426
"2015-02-11" 135.490005 136.279999 134.339996 135.169998 1851400 118.986229
"2015-02-12" 135.320007 136.199997 134.259995 135.800003 1341200 119.540787
"2015-02-13" 135.899994 137.149994 134.869995 135.199997 1364000 119.012604
"2015-02-17" 135.210007 136.740005 133.5 136.339996 1206200 120.016136
"2015-02-18" 136.300003 137.139999 136.009995 136.419998 1025700 120.08654
"2015-02-19" 136.050003 137.5 135.690002 136.970001 1174100 120.570717
"2015-02-20" 136.75 140.479996 136.440002 139.300003 1517900 122.621773
"2015-02-23" 139.770004 140.009995 138.300003 138.669998 1093600 122.067177
"2015-02-24" 138.369995 139.070007 137.869995 138.089996 720700 121.556618
"2015-02-25" 138.100006 139.009995 137.910004 138.440002 983700 121.864716
"2015-02-26" 138.429993 139.020004 137.210007 137.479996 758300 121.019676
"2015-02-27" 137.479996 137.979996 136.020004 137.410004 813900 120.958023
"2015-03-02" 137.850006 138.589996 136.919998 138.059998 775600 121.530205
"2015-03-03" 138.470001 138.470001 135.649994 135.929993 901100 119.65522
"2015-03-04" 135.789993 136.039993 134.440002 134.940002 1138800 118.783775
"2015-03-05" 134.990005 135.660004 134.139999 134.289993 634100 118.211563
"2015-03-06" 134.149994 134.800003 131.5 131.929993 1125100 116.13414
"2015-03-09" 131.789993 133.009995 131.179993 132.860001 975400 116.952805
"2015-03-10" 132.009995 132.009995 129.5 130.460007 1165000 114.840157
"2015-03-11" 130.5 131.320007 127.290001 127.660004 1248400 112.375381
"2015-03-12" 128.130005 130.649994 127.599998 130.479996 1049500 114.857742
"2015-03-13" 129.729996 130.529999 128.929993 130.009995 752500 114.444016
"2015-03-16" 130.110001 130.600006 129 129.699997 864400 114.171135
"2015-03-17" 129.020004 130.229996 128.710007 129.100006 779800 113.642967
"2015-03-18" 128.949997 132.660004 128.820007 132.300003 1020400 116.459846
"2015-03-19" 132.100006 133.440002 131.589996 132.639999 890800 116.759125
"2015-03-20" 132.940002 133.880005 132.5 133.179993 1187100 117.234482
"2015-03-23" 133.160004 134.350006 133.119995 133.869995 538700 117.841866
"2015-03-24" 133.550003 134.119995 133.199997 133.729996 647900 117.718636
"2015-03-25" 133.440002 134.399994 132.860001 132.860001 982300 117.391724
"2015-03-26" 131.869995 132.699997 131.25 131.970001 567100 116.605347
"2015-03-27" 131.710007 132.990005 130.289993 131.220001 562000 115.942635
"2015-03-30" 132.759995 133.119995 131.919998 132.270004 457300 116.87043
"2015-03-31" 131.449997 132.889999 131.130005 131.5 622900 116.190063
"2015-04-01" 131.570007 132.759995 130.029999 132.699997 1026800 117.25032
"2015-04-02" 132.910004 134.809998 132.470001 134.669998 1398000 118.99099
"2015-04-06" 133.759995 138.020004 133.759995 137.820007 1807000 121.774246
"2015-04-07" 139.059998 140.490005 139 139.190002 1541200 122.984741
"2015-04-08" 139.889999 140.660004 138.600006 139.440002 919800 123.205627
"2015-04-09" 139.330002 141.080002 139.210007 140.259995 880800 123.930161
"2015-04-10" 139.919998 140.139999 137.139999 138.119995 917600 122.039284
"2015-04-13" 137.679993 138 136.800003 137.529999 662500 121.518005
"2015-04-14" 137.339996 137.990005 136.729996 137.089996 506100 121.129257
"2015-04-15" 138 138.369995 137.479996 137.570007 628800 121.553345
"2015-04-16" 137.779999 138.169998 136.619995 137.320007 686500 121.332481
"2015-04-17" 136.160004 136.75 133.460007 133.779999 782000 118.20459
"2015-04-20" 135.089996 137.610001 134.830002 136.949997 711200 121.005554
"2015-04-21" 137.139999 137.839996 134.550003 135.949997 759800 120.121948
"2015-04-22" 136.630005 136.630005 135.330002 136.389999 615700 120.510704
"2015-04-23" 136.910004 138.679993 136.339996 137.369995 585200 121.376625
"2015-04-24" 137.300003 138.320007 136.029999 136.470001 475200 120.581413
"2015-04-27" 136.199997 136.940002 135.309998 135.699997 453900 119.901085
"2015-04-28" 134.740005 136.160004 133.600006 134.860001 523600 119.158852
"2015-04-29" 134.449997 134.699997 132.910004 134.070007 855100 118.460831
"2015-04-30" 134.009995 134.539993 132.279999 133.410004 834400 117.877678
"2015-05-01" 134.110001 136.649994 133.940002 136.119995 738300 120.272156
"2015-05-04" 136.110001 136.860001 135.369995 135.949997 685900 120.121948
"2015-05-05" 135.270004 136.169998 134.389999 135.399994 622000 119.635971
"2015-05-06" 135.309998 135.490005 133.699997 133.940002 601700 118.34597
"2015-05-07" 134.229996 134.699997 133.179993 134.080002 621800 118.469673
"2015-05-08" 135 135.880005 134.240005 134.389999 746000 118.743591
"2015-05-11" 134.25 135.580002 133.960007 134.639999 1061600 118.964478
"2015-05-12" 133.649994 134.729996 132.380005 133.199997 1824500 117.692139
"2015-05-13" 129.5 134.779999 128.279999 129.179993 3250800 114.140137
"2015-05-14" 130.259995 132.75 127.769997 131.690002 1625700 116.35791
"2015-05-15" 131.770004 134.100006 131.479996 133.110001 919400 117.612602
"2015-05-18" 133.369995 134.309998 132.320007 132.529999 753800 117.100143
"2015-05-19" 132.369995 132.759995 130.350006 130.699997 894500 115.483185
"2015-05-20" 131.039993 132.360001 130.820007 131.389999 1055700 116.092842
"2015-05-21" 131.039993 131.770004 130.710007 131.529999 879700 116.216545
"2015-05-22" 131.75 133.399994 131.690002 133.029999 677700 117.541924
"2015-05-26" 132.529999 132.639999 128.419998 128.440002 1189200 113.486298
"2015-05-27" 128.029999 129.720001 127.779999 128.259995 765300 113.327263
"2015-05-28" 130.710007 132.949997 129.990005 131.850006 1050500 116.499298
"2015-05-29" 131.630005 132.220001 130 130.399994 790300 115.218132
"2015-06-01" 130.770004 132.240005 129.779999 131.600006 755100 116.278412
"2015-06-02" 132.139999 136.270004 132.110001 135.369995 1844500 119.609474
"2015-06-03" 135.369995 137.570007 135.169998 136.860001 1181000 120.926018
"2015-06-04" 135.949997 137.889999 135.949997 137.080002 963100 121.120415
"2015-06-05" 137 138.050003 136.759995 137.100006 887800 121.138092
"2015-06-08" 136.5 137.229996 136.100006 136.429993 583600 120.546082
"2015-06-09" 136.699997 137.259995 135.660004 136.309998 684000 120.440056
"2015-06-10" 136.720001 137.419998 135.470001 135.580002 605800 119.795021
"2015-06-11" 135.559998 136.320007 134.25 135.770004 518400 119.962921
"2015-06-12" 135.279999 135.419998 134.179993 135.25 357600 119.503456
"2015-06-15" 134.490005 134.850006 133.330002 134.050003 506300 118.443153
"2015-06-16" 133.5 134.880005 133.080002 134.369995 716000 118.725891
"2015-06-17" 134.610001 135.169998 132.949997 134.710007 721500 119.026306
"2015-06-18" 135.529999 140 135.25 139.5 1230500 123.258636
"2015-06-19" 139.100006 140.899994 138.710007 140.240005 1148700 123.912483
"2015-06-22" 141 141.029999 138.979996 139.259995 593900 123.046585
"2015-06-23" 139.110001 140 138.520004 139.559998 571200 123.311638
"2015-06-24" 138.899994 139 137.419998 137.649994 974600 122.061348
"2015-06-25" 138.020004 138.440002 136.110001 136.169998 625500 120.748932
"2015-06-26" 136.809998 137.440002 135.779999 136.860001 1357600 121.360832
"2015-06-29" 135.389999 135.669998 133.779999 133.830002 836100 118.673965
"2015-06-30" 134.580002 134.580002 131.940002 132.360001 599500 117.370461
"2015-07-01" 133.339996 133.580002 131.830002 133.259995 858900 118.168503
"2015-07-02" 133.580002 135.270004 133.320007 134.759995 639400 119.49865
"2015-07-06" 133.690002 134.070007 131.419998 132.619995 674100 117.600998
"2015-07-07" 133.050003 133.949997 130.869995 133.789993 618800 118.638474
"2015-07-08" 132.639999 133.800003 129.050003 129.539993 725900 114.869781
"2015-07-09" 130.800003 131.529999 128.779999 128.990005 621700 114.382103
"2015-07-10" 130.5 131.429993 128.449997 129.699997 791900 115.011665
"2015-07-13" 132 134.550003 131.639999 134.270004 819500 119.064133
"2015-07-14" 134.5 135.520004 133.889999 135.279999 541100 119.959732
"2015-07-15" 135.029999 135.169998 132.369995 132.589996 625000 117.574402
"2015-07-16" 133.449997 134.169998 132.679993 132.990005 500600 117.9291
"2015-07-17" 132.600006 133 130.25 130.759995 427900 115.951637
"2015-07-20" 130.710007 131.139999 129.820007 130.509995 691300 115.729958
"2015-07-21" 130.429993 132.039993 129.520004 130.270004 448700 115.51712
"2015-07-22" 129.869995 130.639999 129.580002 130.029999 489000 115.304298
"2015-07-23" 130.779999 130.779999 128.589996 128.820007 389500 114.231316
"2015-07-24" 129.589996 129.899994 125.440002 126.849998 573000 112.484421
"2015-07-27" 126.489998 126.5 124.379997 125 792500 110.843933
"2015-07-28" 125.5 126.730003 123.519997 126.610001 764800 112.271622
"2015-07-29" 126.459999 127.07 125.440002 126.919998 539300 112.546501
"2015-07-30" 126.379997 127.800003 125.879997 127.120003 548600 112.723846
"2015-07-31" 127.419998 127.839996 125.739998 125.889999 1194100 111.633163
"2015-08-03" 125.239998 125.660004 119.160004 123.290001 2223800 109.327591
"2015-08-04" 123.510002 125.730003 122.43 123.309998 1489200 109.345314
"2015-08-05" 127.650002 129.160004 120.879997 121.5 2201500 107.740303
"2015-08-06" 121.830002 122.290001 119.620003 120.169998 2291400 106.560936
"2015-08-07" 119.739998 120.839996 119 120.199997 1434900 106.587555
"2015-08-10" 121.029999 121.410004 119.309998 120.540001 1349600 106.889
"2015-08-11" 119.830002 120.010002 118.510002 119 1212900 105.523445
"2015-08-12" 118.480003 118.480003 116.18 118 1107600 104.636681
"2015-08-13" 118.230003 118.699997 117.019997 117.290001 906000 104.007088
"2015-08-14" 117.330002 118.580002 117.029999 118 1165100 104.636681
"2015-08-17" 117.269997 118.150002 116.459999 117.989998 711500 104.6278
"2015-08-18" 118 118.309998 116.620003 117.230003 1018300 103.953888
"2015-08-19" 117.080002 117.43 115.43 115.720001 1164700 102.614883
"2015-08-20" 114.459999 115.480003 112.879997 112.900002 1456800 100.114265
"2015-08-21" 111.650002 112.5 110.18 110.639999 1514100 98.110214
"2015-08-24" 105.040001 111.720001 104.629997 107.589996 2295400 95.405586
"2015-08-25" 110.010002 110.199997 104.940002 105.019997 1294300 93.126656
"2015-08-26" 107.690002 108.290001 104.339996 106.790001 1348800 94.696182
"2015-08-27" 108.629997 109.879997 107.129997 109.18 1151200 96.815529
"2015-08-28" 109.040001 111.720001 108.5 110.889999 1019700 98.331863
"2015-08-31" 110.370003 113.190002 109.419998 111.190002 1140600 98.5979
"2015-09-01" 109.370003 110.709999 107.760002 108.440002 773200 96.15934
"2015-09-02" 109.669998 109.870003 107.5 109.5 611000 97.099281
"2015-09-03" 110.199997 111.540001 109.050003 110.959999 922400 98.393929
"2015-09-04" 109.449997 110.32 108.25 108.980003 517400 96.638191
"2015-09-08" 110.730003 111.360001 109.940002 111.050003 636700 98.473755
"2015-09-09" 112.260002 113.5 108.599998 108.839996 662900 96.514023
"2015-09-10" 108.660004 110.260002 108.589996 109.120003 631300 96.762329
"2015-09-11" 108.879997 110.330002 108.040001 109.709999 651500 97.285515
"2015-09-14" 109.370003 109.379997 107.410004 107.910004 629400 95.689346
"2015-09-15" 108.339996 109.900002 107.800003 109.709999 719800 97.285515
"2015-09-16" 109.709999 114.910004 109.5 114.599998 1249200 101.621719
"2015-09-17" 114.410004 116.050003 113.489998 113.949997 1235100 101.045326
"2015-09-18" 112.5 112.830002 109.07 109.379997 1021500 96.992874
"2015-09-21" 110.779999 111.889999 110.110001 111.510002 1116100 98.881653
"2015-09-22" 110 110.68 109.050003 110.349998 785400 97.853035
"2015-09-23" 110.440002 112.07 106.919998 108.07 563400 96.267426
"2015-09-24" 109.529999 110.629997 106.919998 109.199997 932600 97.27401
"2015-09-25" 110.470001 110.709999 107.75 108.32 746100 96.490128
"2015-09-28" 107.790001 109.230003 104.610001 104.879997 763100 93.425797
"2015-09-29" 104.790001 105.790001 103.290001 104.050003 717700 92.686478
"2015-09-30" 111.620003 119.139999 111.550003 118.160004 4770500 105.25547
"2015-10-01" 117.199997 118.25 115.110001 116.559998 1562700 103.8302
"2015-10-02" 115.459999 117.370003 113.5 117.360001 1105700 104.542839
"2015-10-05" 118.260002 119.519997 116.309998 119.279999 915500 106.253151
"2015-10-06" 119.110001 121.300003 117.889999 119.989998 990600 106.885605
"2015-10-07" 120.330002 120.970001 117.269997 118.620003 1100700 105.665237
"2015-10-08" 118.639999 122.089996 117.099998 121.25 939500 108.008011
"2015-10-09" 120 121.559998 118.900002 120.540001 751200 107.375534
"2015-10-12" 121.849998 123 119.739998 120.580002 596000 107.411171
"2015-10-13" 119.269997 120.269997 118.190002 118.730003 633800 105.763245
"2015-10-14" 119.110001 120.099998 118.120003 118.730003 744700 105.763245
"2015-10-15" 119.230003 119.610001 115.879997 117.290001 827700 104.480492
"2015-10-16" 117.82 117.82 115.18 116.959999 735900 104.186523
"2015-10-19" 116.669998 117.660004 115.75 117.209999 914900 104.40921
"2015-10-20" 117.209999 118.650002 116 117.75 971500 104.890259
"2015-10-21" 118.080002 118.099998 115.5 115.809998 931300 103.162117
"2015-10-22" 116.290001 117.510002 115.809998 116.68 404100 103.937111
"2015-10-23" 114.940002 116.68 110.480003 113.690002 2024300 101.273666
"2015-10-26" 114.099998 115.519997 113 113.610001 652500 101.202408
"2015-10-27" 113.800003 114.470001 112.050003 112.18 917900 99.928566
"2015-10-28" 112.279999 113.360001 110.589996 112.43 861900 100.151268
"2015-10-29" 109.419998 111.010002 108.980003 110.330002 1222400 98.280632
"2015-10-30" 110.669998 112 110.260002 110.769997 1008500 98.672562
"2015-11-02" 110.889999 111.330002 108.75 110.849998 573800 98.743813
"2015-11-03" 111.449997 114.589996 110.459999 114.169998 1186900 101.701233
"2015-11-04" 114.470001 115.139999 112.07 113.57 1413300 101.166763
"2015-11-05" 127 135.220001 126.760002 130.5 4720500 116.24778
"2015-11-06" 130.639999 137.380005 130.479996 137.240005 2392700 122.251701
"2015-11-09" 136.899994 136.910004 133.350006 134.339996 1541300 119.668419
"2015-11-10" 133.649994 134.699997 130.139999 133.199997 1046000 118.652893
"2015-11-11" 132.029999 132.490005 124.639999 124.959999 2034900 111.31282
"2015-11-12" 123.879997 125.360001 121.959999 122.129997 1354200 108.791908
"2015-11-13" 119 120.919998 116.629997 119.720001 2092500 106.645119
"2015-11-16" 119.010002 121.099998 117.550003 120.639999 1013900 107.464615
"2015-11-17" 120.800003 121.400002 116.629997 119.32 1431700 106.288811
"2015-11-18" 119.410004 119.639999 117.010002 119.389999 1127400 106.351135
"2015-11-19" 119.209999 123.480003 119.209999 122.709999 1405100 109.308563
"2015-11-20" 123.019997 125.57 122.169998 123.709999 1077800 110.199341
"2015-11-23" 123.199997 126.910004 122.989998 126.199997 902500 112.417404
"2015-11-24" 124.410004 125.580002 121.93 124.989998 1149500 111.339554
"2015-11-25" 125.769997 126.709999 124.529999 125.610001 606000 111.89183
"2015-11-27" 125.68 126.290001 122.860001 123.989998 405500 110.448761
"2015-11-30" 123.160004 125.010002 122.169998 124.209999 1127400 110.644737
"2015-12-01" 124.470001 125.610001 123.980003 124.830002 733500 111.197037
"2015-12-02" 125.18 127.010002 124.510002 125.720001 994900 111.989838
"2015-12-03" 124.709999 124.82 120.940002 122.169998 1587700 108.827538
"2015-12-04" 121.949997 123.870003 119.68 120.839996 1611400 107.642784
"2015-12-07" 119.150002 119.900002 116.080002 119.589996 1277500 106.529289
"2015-12-08" 117.529999 119 114.379997 118.669998 1833600 105.709778
"2015-12-09" 117.510002 119.599998 116.839996 118.190002 868000 105.282188
"2015-12-10" 117.940002 119.220001 115.57 115.849998 689000 103.197754
"2015-12-11" 114.410004 114.790001 112.639999 112.980003 1063700 100.64119
"2015-12-14" 112.900002 113.949997 111.519997 113.040001 880800 100.694626
"2015-12-15" 114.040001 114.93 112.75 114.540001 773800 102.030807
"2015-12-16" 114.93 117.220001 114.269997 115.860001 811400 103.206657
"2015-12-17" 116 116.580002 111.970001 112.75 1206600 100.43631
"2015-12-18" 112.129997 113.529999 109.730003 111.660004 2013000 99.465355
"2015-12-21" 112.050003 112.290001 109.470001 110.610001 777900 98.530029
"2015-12-22" 111.07 113.43 109.239998 111.809998 1086100 100.051231
"2015-12-23" 112.93 114.839996 111.809998 114.510002 779800 102.467308
"2015-12-24" 114.040001 114.790001 112.010002 113.379997 360100 101.456139
"2015-12-28" 113.010002 113.849998 110.639999 112.389999 437700 100.570251
"2015-12-29" 113.339996 114.639999 112.669998 113.980003 447100 101.993042
"2015-12-30" 113.959999 114.93 112.110001 112.660004 663500 100.811859
"2015-12-31" 112.419998 113.669998 111.43 111.480003 508600 99.755943
"2016-01-04" 109.989998 111.720001 108.010002 111.559998 1358500 99.827538
"2016-01-05" 112.110001 112.110001 108.330002 110.879997 1051300 99.219048
"2016-01-06" 109.93 110.150002 106.169998 108.099998 1417000 96.731407
"2016-01-07" 106.120003 109.550003 104.449997 104.559998 1161400 93.56369
"2016-01-08" 105 106.779999 103.349998 103.589996 1066400 92.695724
"2016-01-11" 103.209999 104.669998 100.370003 102.040001 1341300 91.308731
"2016-01-12" 103.599998 105.870003 101.839996 103.959999 1071700 93.026817
"2016-01-13" 104.959999 105.989998 100.57 100.779999 1045900 90.181229
"2016-01-14" 100.620003 102.059998 98.150002 101.040001 1140100 90.413887
"2016-01-15" 98.519997 101.849998 98.25 100.68 1420800 90.091766
"2016-01-19" 101.440002 104 99.339996 101.379997 1332500 90.718132
"2016-01-20" 99.919998 105.059998 99.660004 103.400002 2268700 92.525703
"2016-01-21" 103.510002 108.059998 102.080002 105.940002 1642000 94.798569
"2016-01-22" 107.839996 109.699997 105.980003 106.970001 1042600 95.720261
"2016-01-25" 106.940002 107.849998 105.050003 106.529999 904200 95.326538
"2016-01-26" 107.370003 110.239998 106.730003 109.120003 963300 97.644142
"2016-01-27" 108.059998 110.959999 107.260002 108.459999 1087200 97.053558
"2016-01-28" 110.610001 112.82 108.160004 109.629997 1050400 98.100517
"2016-01-29" 110.620003 113.029999 109.059998 112.5 1421700 100.668671
"2016-02-01" 111.199997 113.5 110.309998 112.330002 1370300 100.516556
"2016-02-02" 114.610001 115.540001 110.550003 111.760002 2034000 100.006508
"2016-02-03" 112.660004 115.849998 110.5 115.559998 2338700 103.406868
"2016-02-04" 103.269997 103.5 88.239998 89.949997 10823200 80.490211
"2016-02-05" 88.529999 90.629997 87.010002 87.25 4940000 78.074142
"2016-02-08" 85.099998 87.309998 84 85.230003 2826400 76.266609
"2016-02-09" 84.75 85.910004 82.790001 83.699997 2354800 74.897499
"2016-02-10" 84.330002 86.059998 83 84.5 2513000 75.613365
"2016-02-11" 83.629997 85.699997 82.150002 83.18 1831200 74.43219
"2016-02-12" 83.800003 87.769997 83.800003 86.940002 2491100 77.796768
"2016-02-16" 87.709999 89.07 86.230003 88.330002 1328300 79.040573
"2016-02-17" 89.559998 90.650002 88.470001 89.239998 1552600 79.854874
"2016-02-18" 89.360001 89.830002 88.330002 88.830002 731600 79.487991
"2016-02-19" 87.699997 88.580002 86.550003 88.279999 830000 78.995834
"2016-02-22" 89.489998 91.43 88.279999 91 1057700 81.429787
"2016-02-23" 90.889999 92.139999 89.480003 89.800003 1102900 80.355965
"2016-02-24" 88.610001 90.330002 88.169998 89.959999 1053200 80.499138
"2016-02-25" 90.199997 92.25 88.599998 91.919998 856200 82.253014
"2016-02-26" 91.970001 92.029999 89.360001 90.849998 927100 81.295563
"2016-02-29" 90.849998 92.540001 90.690002 90.760002 733200 81.215012
"2016-03-01" 92.019997 94.120003 91.120003 93.690002 1064700 83.836876
"2016-03-02" 93.519997 94.620003 92.769997 94.57 643800 84.624336
