"Index" "BXOpen" "BXHigh" "BXLow" "BXClose" "BXVolume" "BXAdjusted"
"2016-12-30" 123.82 126.480003 123.510002 125.779999 792500 107.880867
"2017-01-03" 127.699997 127.93 125.989998 127.18 813900 109.081642
"2017-01-04" 127.660004 131.610001 127.220001 131.220001 1323500 112.54673
"2017-01-05" 130.199997 132.550003 128.759995 131.850006 1403000 113.08709
"2017-01-06" 131.589996 132.509995 131.210007 131.550003 757500 112.829788
"2017-01-09" 131.059998 131.399994 129.960007 130.240005 818800 111.706192
"2017-01-10" 129.820007 130.229996 128.710007 128.789993 675300 110.462517
"2017-01-11" 128.639999 129.470001 126.739998 127 913500 108.927269
"2017-01-12" 126.93 129.119995 126.510002 129.009995 696000 110.651222
"2017-01-13" 128.910004 129.529999 128.279999 128.5 513200 110.213821
"2017-01-17" 128.690002 129.490005 128.509995 129.399994 723300 110.985695
"2017-01-18" 129.589996 130.470001 128.919998 130.360001 611400 111.809097
"2017-01-19" 130.330002 130.479996 128.399994 128.449997 844900 110.170914
"2017-01-20" 128.610001 129.369995 128.179993 129.25 649400 110.857063
"2017-01-23" 128.880005 130.910004 128.679993 130.600006 615800 112.014969
"2017-01-24" 130.880005 132.429993 130.389999 132.210007 693700 113.395844
"2017-01-25" 132.610001 132.610001 129.949997 130.240005 796700 111.706192
"2017-01-26" 130.619995 131.5 130.309998 131.350006 440600 112.658241
"2017-01-27" 131.580002 131.690002 129.929993 130.75 537000 112.143616
"2017-01-30" 130.899994 130.899994 129.25 130.270004 772700 111.731934
