"Index" "TWOpen" "TWHigh" "TWLow" "TWClose" "TWVolume" "TWAdjusted"
"2013-07-11" 59.353638 59.535793 59.066025 59.123547 5290233 53.973881
"2013-07-12" 59.200245 59.344051 58.59626 59.152309 6060002 54.000137
"2013-07-15" 59.066025 59.238594 58.768826 58.883869 4427048 53.755089
"2013-07-16" 58.835938 59.324879 58.251125 58.759239 3725297 53.641312
"2013-07-17" 58.950981 59.238594 58.67775 59.085201 2815303 53.938881
"2013-07-18" 59.296116 59.852165 59.219418 59.6796 4421702 54.481506
"2013-07-19" 59.353638 59.842579 58.98933 59.219418 3801857 54.061401
"2013-07-22" 59.353638 59.890514 59.267357 59.650837 2643134 54.455254
"2013-07-23" 59.497444 60.321934 59.497444 60.245235 3746375 54.997879
"2013-07-24" 60.254826 60.350697 59.430336 59.727535 3182567 54.525269
"2013-07-25" 59.689186 60.182922 59.528603 60.120605 3308394 54.884106
"2013-07-26" 59.957626 60.446568 59.821011 60.417805 2751328 55.155407
"2013-07-29" 60.245235 60.264412 59.746708 59.919277 2966469 54.70031
"2013-07-30" 60.216476 60.245235 59.358433 59.50703 3391931 54.323967
"2013-07-31" 59.602901 60.283585 59.334465 59.689186 4156620 54.490253
"2013-08-01" 60.436977 60.916332 60.264412 60.456154 3839783 55.190422
"2013-08-02" 60.523262 61.836693 60.46574 61.635365 5568484 56.266926
"2013-08-05" 61.491558 62.042816 61.443623 61.807934 3538434 56.424469
"2013-08-06" 61.759995 61.932564 60.839638 61.434036 5193736 56.083141
"2013-08-07" 62.90086 63.284344 61.136837 61.203945 9929315 55.873089
"2013-08-08" 61.587429 61.836693 60.494499 61.299816 6767529 55.960613
"2013-08-09" 61.069725 61.827106 60.700623 60.782112 4183306 55.487988
"2013-08-12" 60.523262 61.160805 60.379456 60.715004 3004710 55.426727
"2013-08-13" 60.916332 60.945095 60.07267 60.494499 2806963 55.225433
"2013-08-14" 60.504089 60.504089 59.684395 59.746708 4243318 54.542767
"2013-08-15" 59.401573 59.554966 58.06897 58.682541 5290957 53.571293
"2013-08-16" 58.404518 58.98933 58.270298 58.346992 4113726 53.264973
"2013-08-19" 58.212776 58.730381 57.589615 58.337406 3553349 53.256218
"2013-08-20" 58.414104 59.42075 58.078556 59.324879 4137560 54.157681
"2013-08-21" 59.075611 59.37281 58.605846 58.730476 4055884 53.615047
"2013-08-22" 58.845524 59.976799 58.663368 59.794643 3356565 54.586525
"2013-08-23" 59.765884 60.20689 59.602901 59.785057 2681534 54.577789
"2013-08-26" 59.794643 60.293175 59.516621 59.526207 2616428 54.341473
"2013-08-27" 58.797588 59.487858 58.557911 58.970154 3896976 53.833855
"2013-08-28" 58.759239 58.835938 58.289471 58.46204 3947957 53.63147
"2013-08-29" 58.241535 59.066025 58.011448 58.481213 2362949 53.649059
"2013-08-30" 58.577084 58.595299 57.77177 58.030621 3242414 53.235699
"2013-09-03" 58.845524 59.401573 58.481213 58.826347 4050742 53.965675
"2013-09-04" 58.970154 59.72744 58.835938 59.430336 3555646 54.51976
"2013-09-05" 59.324879 59.689186 58.941395 59.037266 2507126 54.159172
"2013-09-06" 59.315289 59.417007 58.366169 58.912632 2621153 54.04483
"2013-09-09" 58.893459 59.832993 58.893459 59.670013 3103739 54.739628
"2013-09-10" 59.861755 60.398628 59.861755 60.341106 2844123 55.355278
"2013-09-11" 60.254826 60.993031 60.254826 60.705418 3056437 55.689487
"2013-09-12" 60.705418 61.050552 60.139778 60.20689 4028710 55.232147
"2013-09-13" 60.312347 60.436977 59.880928 59.976799 5831981 55.021065
"2013-09-16" 60.676655 60.993031 59.919277 60.130192 4112577 55.161797
"2013-09-17" 60.312347 60.820461 60.048702 60.302761 3537451 55.320095
"2013-09-18" 60.350697 60.983444 60.063084 60.72459 4223744 55.707077
"2013-09-19" 61.721649 62.105129 61.280643 61.740822 8225674 56.639336
"2013-09-20" 61.644951 62.153069 61.544289 61.644951 9321121 56.551392
"2013-09-23" 61.328579 61.357338 60.801289 60.839638 3939961 55.812611
"2013-09-24" 60.820461 61.098488 60.508881 60.734177 4112108 55.715858
"2013-09-25" 60.753353 61.520321 60.59996 61.328579 4682866 56.26115
"2013-09-26" 61.271053 62.229763 61.175182 62.191414 3495997 57.052696
"2013-09-27" 61.94215 63.600716 61.827106 63.466496 7186252 58.22242
"2013-09-30" 63.063839 63.639065 62.958382 63.092602 4879938 57.879417
"2013-10-01" 63.111774 63.926678 62.939209 63.926678 3814751 58.644577
"2013-10-02" 63.504845 63.629478 62.804989 63.619892 5052014 58.363148
"2013-10-03" 63.504845 63.581543 62.229763 62.594074 3093721 57.422085
"2013-10-04" 62.63242 63.888329 62.63242 63.715763 3094131 58.451096
"2013-10-07" 62.64201 63.754108 62.613247 62.987144 3289287 57.782673
"2013-10-08" 62.910446 62.939209 62.287285 62.33522 4429753 57.18462
"2013-10-09" 62.613247 62.891273 61.54908 61.94215 4877230 56.824024
"2013-10-10" 62.536549 64.597771 62.498203 64.540253 7056160 59.207462
"2013-10-11" 64.319748 65.594833 64.195114 65.115479 5367396 59.735142
"2013-10-14" 64.626534 65.4702 64.607361 65.230522 5655241 59.840691
"2013-10-15" 65.249695 65.441437 64.463554 64.684059 4009648 59.339375
"2013-10-16" 65.067543 65.930382 64.904556 65.192169 4092691 59.805504
"2013-10-17" 65.134651 65.206551 64.703232 65.144234 4171122 59.761536
"2013-10-18" 65.422264 66.078979 65.201759 65.892029 4614917 60.447536
"2013-10-21" 65.99749 66.380974 65.930382 66.064598 2876266 60.605839
"2013-10-22" 66.333038 67.167114 66.093361 66.850739 4548763 61.327034
"2013-10-23" 66.77404 67.162315 66.591888 66.9562 3145245 61.423782
"2013-10-24" 67.406792 67.608116 67.224632 67.406792 3637601 61.837135
"2013-10-25" 67.387611 67.665642 66.994545 67.358856 3182694 61.793167
"2013-10-28" 67.234222 67.771095 67.109589 67.262985 3566861 61.705215
"2013-10-29" 67.531418 67.579353 66.975372 67.176697 2477320 61.626064
"2013-10-30" 67.224632 67.440346 65.057953 65.709877 5846839 60.280434
"2013-10-31" 65.824921 66.611061 65.412674 65.901619 5601919 60.456337
"2013-11-01" 66.093361 66.486427 65.489372 65.968727 3971839 60.517902
"2013-11-04" 66.131706 66.150879 65.431847 65.834511 2771362 60.394775
"2013-11-05" 65.566071 65.623589 64.847038 65.412674 6296589 60.007793
"2013-11-06" 64.674469 67.847794 64.569016 64.894974 9841333 59.532867
"2013-11-07" 64.847038 65.201759 62.526962 62.680359 8223625 57.50124
"2013-11-08" 62.939209 65.053162 62.33522 64.856628 7127527 59.497684
"2013-11-11" 64.731995 65.249695 64.458763 64.712814 3343516 59.365753
"2013-11-12" 64.674469 64.722404 63.840393 64.032135 3461635 58.741325
"2013-11-13" 63.696587 64.894974 63.418564 64.894974 3952795 59.532867
"2013-11-14" 65.096298 65.757813 64.856628 65.575653 3968438 60.157288
"2013-11-15" 65.441437 65.882446 64.664886 64.847038 4502174 59.488892
"2013-11-18" 64.530663 64.981255 63.926678 64.089661 3054135 58.794094
"2013-11-19" 64.185532 64.569016 63.466496 63.543194 3940582 58.292782
"2013-11-20" 63.81163 63.81163 62.920033 63.006317 4637984 57.800262
"2013-11-21" 63.543194 64.434792 63.044666 64.185532 4815588 58.882042
"2013-11-22" 64.358093 64.5019 63.888329 64.223877 3927465 58.91721
"2013-11-25" 64.348511 64.559425 63.715763 63.878742 2981515 58.600609
"2013-11-26" 63.965027 64.003372 62.46944 63.025494 7385739 58.079254
"2013-11-27" 63.456909 63.694096 62.656387 62.929623 3399700 57.990902
"2013-11-29" 63.006317 63.715763 62.929623 62.996731 2488246 58.052746
"2013-12-02" 62.948795 63.284344 62.191414 62.90086 5756211 57.964394
"2013-12-03" 62.920033 62.948795 62.201 62.757053 4949140 57.831879
"2013-12-04" 62.201 63.217232 62.057198 62.737881 4432198 57.814213
"2013-12-05" 62.728291 63.178886 62.50779 62.881683 3658108 57.946724
"2013-12-06" 63.217232 63.965027 62.824162 63.82122 3556860 58.812538
"2013-12-09" 63.754108 63.869156 62.689945 62.785812 6742194 57.858383
"2013-12-10" 62.795403 64.175941 62.776226 63.85957 5982104 58.847874
"2013-12-11" 63.993786 64.204704 63.466496 63.677414 5311905 58.680008
"2013-12-12" 63.504845 63.734936 62.958382 63.102188 3855928 58.149937
"2013-12-13" 63.207645 63.351452 62.776226 62.843338 3770620 57.911388
"2013-12-16" 63.351452 63.744522 63.083015 63.581543 2862416 58.591667
"2013-12-17" 63.485672 63.648651 62.699532 63.083015 4080515 58.132271
"2013-12-18" 63.313103 64.847038 62.757439 64.808685 4378456 59.722496
"2013-12-19" 64.569016 65.182587 64.310158 65.096298 4206843 59.987545
"2013-12-20" 65.192169 66.055008 65.192169 65.518135 7736306 60.376274
"2013-12-23" 65.709877 66.093361 65.431847 65.853683 3632167 60.68549
"2013-12-24" 65.853683 66.611061 65.828758 66.534363 1345380 61.312744
"2013-12-26" 66.630234 67.186287 66.601471 67.109589 2292507 61.842823
"2013-12-27" 67.109589 67.20546 66.342621 66.764458 2261699 61.524776
"2013-12-30" 66.975372 67.119179 66.563126 66.793213 2655134 61.551273
"2013-12-31" 66.793213 67.167114 66.649406 66.841148 3275663 61.59547
"2014-01-02" 66.601471 66.687759 65.585243 65.892029 4938075 60.720825
"2014-01-03" 65.949554 66.419319 65.709877 65.834511 2615348 60.66782
"2014-01-06" 66.064598 66.131706 64.914146 65.345566 3733476 60.217243
"2014-01-07" 65.479782 65.518135 64.492317 64.712814 5257822 59.634144
"2014-01-08" 64.482727 64.643791 63.083015 64.003372 8785742 58.980392
"2014-01-09" 63.94585 64.099243 63.313103 63.55278 4954760 58.565155
"2014-01-10" 63.667828 63.730141 63.274757 63.456909 7185380 58.47681
"2014-01-13" 63.255581 63.524021 62.574898 62.76664 5874779 57.840717
"2014-01-14" 62.814575 63.044666 62.46944 62.63242 5560849 57.717033
"2014-01-15" 62.555725 62.680359 62.095543 62.450268 7732355 57.549164
"2014-01-16" 62.133892 62.488613 61.922977 62.268112 5158329 57.38131
"2014-01-17" 62.488613 62.565311 61.539494 61.740822 6084945 56.895405
"2014-01-21" 61.836693 62.162655 61.184772 61.884628 6322017 57.02792
"2014-01-22" 61.932564 63.255581 61.903805 63.044666 6382861 58.096924
"2014-01-23" 62.33522 63.015903 61.807934 61.970913 6945335 57.107433
"2014-01-24" 61.568256 61.721649 60.446568 60.705418 7765596 55.941261
"2014-01-27" 60.906746 61.050552 59.80423 60.283585 6675094 55.552525
"2014-01-28" 60.638309 60.818546 60.015148 60.532848 4872007 55.78223
"2014-01-29" 59.967213 60.427391 59.516621 59.746708 7902551 55.057781
"2014-01-30" 60.360283 61.606602 60.264507 60.782112 8509835 56.011929
"2014-01-31" 60.235649 60.906746 59.909691 60.235649 10001502 55.508354
"2014-02-03" 60.235649 60.293175 58.85511 58.97974 9255364 54.351013
"2014-02-04" 59.42075 60.216476 59.094788 59.823406 7516060 55.128464
"2014-02-05" 59.631664 61.088902 58.212776 60.484913 10326456 55.738056
"2014-02-06" 60.820461 60.930714 59.794643 60.676655 8015080 55.914742
"2014-02-07" 61.069725 61.951736 60.81567 61.271053 5762181 56.462502
"2014-02-10" 60.782112 61.60181 60.695831 61.02179 6385716 56.232788
"2014-02-11" 60.89716 62.402332 60.830048 62.162655 6903577 57.284126
"2014-02-12" 61.961327 62.526962 61.961327 62.373569 4739138 57.478497
"2014-02-13" 62.220177 62.661182 61.798344 61.932564 5536457 57.072094
"2014-02-14" 61.759995 63.150124 61.636322 62.603661 4374453 57.690525
"2014-02-18" 62.546139 63.130947 62.373569 62.603661 3631463 57.690525
"2014-02-19" 62.776226 62.881683 61.855865 61.951736 5421204 57.089764
"2014-02-20" 62.066784 62.50779 61.779171 62.296871 5416904 57.407822
"2014-02-21" 62.220177 62.277699 61.990086 62.057198 5846242 57.186947
"2014-02-24" 62.277699 62.584484 62.124306 62.325634 5599776 57.434322
"2014-02-25" 62.220177 62.555725 61.865456 62.105129 4047699 57.231117
"2014-02-26" 62.028435 62.07637 61.491558 62.018848 8127157 57.44529
"2014-02-27" 61.721649 63.150124 61.395687 63.054253 6688119 58.404331
"2014-02-28" 63.55278 64.837448 62.958382 64.358093 7818222 59.612022
"2014-03-03" 63.965027 64.367683 63.370628 63.725349 4849663 59.025948
"2014-03-04" 64.377274 64.904556 64.214287 64.214287 6077114 59.478821
"2014-03-05" 64.434792 65.959137 64.214287 65.652351 6989680 60.810833
"2014-03-06" 65.738632 66.170052 65.71946 66.083771 6134201 61.210449
"2014-03-07" 66.371384 66.467255 65.29763 65.479782 6767729 60.65099
"2014-03-10" 65.374329 65.853683 64.866211 65.700287 5705691 60.85524
"2014-03-11" 66.160469 66.160469 64.722404 64.885384 5861408 60.100426
"2014-03-12" 64.51149 64.894974 63.993786 64.482727 5422819 59.727463
"2014-03-13" 64.684059 64.952492 63.55278 63.936264 6563959 59.221302
"2014-03-14" 63.907501 64.319748 63.754108 63.830807 3510381 59.123619
"2014-03-17" 64.08007 64.319748 63.792458 63.917091 3479794 59.203548
"2014-03-18" 64.060898 65.02919 63.9842 64.425209 3067379 59.674194
"2014-03-19" 64.578598 64.856628 64.032135 64.310158 3608271 59.567623
"2014-03-20" 64.07048 64.329338 63.600716 63.754108 4114811 59.052582
"2014-03-21" 64.415619 64.626534 63.504845 63.600716 6394189 58.9105
"2014-03-24" 63.734936 63.849979 62.277699 62.63242 3973095 58.013611
"2014-03-25" 62.852829 63.188473 61.956532 62.843338 6695705 58.208969
"2014-03-26" 63.054253 63.274757 61.961327 61.980499 4995781 57.409767
"2014-03-27" 61.597015 61.597015 60.657482 60.849224 7620322 56.361919
"2014-03-28" 61.194359 62.325634 60.983444 61.980499 4870986 57.409767
"2014-03-31" 62.181828 62.804989 61.951736 62.63242 5624777 58.013611
"2014-04-01" 62.996731 63.418564 62.910446 63.303516 4855922 58.635212
"2014-04-02" 63.495258 64.391647 63.29393 64.290985 5626461 59.549862
"2014-04-03" 64.444382 64.818275 63.965027 63.993786 4917259 59.274574
"2014-04-04" 64.51149 64.894974 63.677414 63.763699 4057422 59.061462
"2014-04-07" 63.485672 63.514435 61.453209 62.114719 8202513 57.534081
"2014-04-08" 62.028435 62.651596 61.318993 62.565311 6894944 57.95145
"2014-04-09" 62.852924 63.389801 62.373569 63.274757 4840217 58.608578
"2014-04-10" 63.15971 63.207645 60.877983 60.945095 9173500 56.450714
"2014-04-11" 60.647896 61.165596 60.149364 60.168541 9956419 55.731426
"2014-04-14" 60.791702 60.868397 60.063084 60.417805 5452290 55.962322
"2014-04-15" 60.609547 60.887573 59.85696 60.667068 5970022 56.193195
"2014-04-16" 61.357338 61.827106 60.945095 61.827106 7815893 57.267681
"2014-04-17" 61.635365 62.713909 61.625778 62.459854 6004174 57.853767
"2014-04-21" 62.431091 62.929623 61.875042 62.363983 4153720 57.764961
"2014-04-22" 62.34481 62.536549 62.162655 62.239349 3836793 57.649525
"2014-04-23" 62.680359 64.415619 62.680359 63.274757 7202948 58.608578
"2014-04-24" 63.380215 63.615097 62.699532 62.929623 4325807 58.288891
"2014-04-25" 62.987144 63.265167 61.894215 62.50779 4169607 57.89817
"2014-04-28" 62.967968 63.130947 61.702473 62.392742 5757469 57.791611
"2014-04-29" 62.555725 62.804989 61.884628 62.066784 6210074 57.489685
"2014-04-30" 61.395687 66.045425 60.801289 63.715763 15159607 59.017067
"2014-05-01" 64.386856 64.837448 63.744522 64.108833 5760312 59.381149
"2014-05-02" 64.108833 64.128006 63.389896 63.466496 4230378 58.786186
"2014-05-05" 63.226822 64.962082 62.929623 64.684059 4783248 59.913948
"2014-05-06" 64.607361 65.278458 64.310158 64.703232 6889993 59.931702
"2014-05-07" 65.02919 65.149033 64.396446 65.019608 6257637 60.224747
"2014-05-08" 64.799103 65.839302 64.799103 65.230522 5302929 60.420116
"2014-05-09" 65.335976 65.776985 64.664886 65.546898 5003527 60.713173
"2014-05-12" 66.055008 66.754868 65.930382 66.572716 5273659 61.663319
"2014-05-13" 67.071243 67.320503 66.179642 66.313858 7025666 61.423561
"2014-05-14" 66.380974 66.663788 65.901619 66.102943 4864914 61.228203
"2014-05-15" 65.872856 65.949554 64.741577 65.671524 5643469 60.82859
"2014-05-16" 65.652351 66.131706 65.019608 66.045425 6305547 61.174927
"2014-05-19" 65.796158 67.636879 65.681114 67.21505 7957830 62.258297
"2014-05-20" 67.004135 67.272568 65.586205 66.352211 8420543 61.45908
"2014-05-21" 66.706932 67.195869 66.285103 67.167114 6247722 62.513027
"2014-05-22" 67.186287 67.334885 66.898674 67.080826 3039323 62.432709
"2014-05-23" 67.301331 67.895729 66.9562 67.761513 2532835 63.066246
"2014-05-27" 67.866966 68.451782 67.541008 67.675224 3671065 62.985924
"2014-05-28" 67.72316 68.020363 67.224632 67.751923 3386611 63.05732
"2014-05-29" 68.192932 68.355911 67.013718 67.406792 5612603 62.736095
"2014-05-30" 67.358856 67.694405 65.863266 66.946609 5566368 62.307796
"2014-06-02" 67.157524 68.26963 67.157524 67.828621 3606140 63.128677
"2014-06-03" 67.502663 67.886147 67.349266 67.828621 3319596 63.128677
"2014-06-04" 67.646469 67.747131 67.330093 67.598534 2998386 62.914547
"2014-06-05" 67.74234 68.595589 67.46431 67.953255 6150685 63.244686
"2014-06-06" 68.470955 68.662697 65.201759 68.144997 4718152 63.423145
"2014-06-09" 68.260002 69.389999 68.150002 68.989998 6082234 64.209602
"2014-06-10" 68.900002 69.290001 68.550003 69.089996 5191108 64.302666
"2014-06-11" 68.739998 69.209999 68.529999 68.919998 5000838 64.144455
"2014-06-12" 68.93 69.110001 67.970001 68.370003 6296360 63.632568
"2014-06-13" 68.580002 68.760002 67.779999 67.839996 5697839 63.139278
"2014-06-16" 67.769997 68.584999 67.599998 68.519997 3671725 63.772171
"2014-06-17" 67.940002 68.459999 67.690002 68.220001 5164459 63.492958
"2014-06-18" 68.190002 69.389999 68.190002 69.269997 5455941 64.4702
"2014-06-19" 69.43 69.709999 68.120003 69.349998 5213322 64.544655
"2014-06-20" 68.410004 69.040001 67.93 68.300003 10372126 63.567406
"2014-06-23" 68.279999 68.400002 67.699997 68.190002 6208736 63.465027
"2014-06-24" 68.32 68.709999 67.949997 68.239998 7315842 63.511566
"2014-06-25" 68.010002 69.339996 67.849998 69.07 7755962 64.28405
"2014-06-26" 69.330002 69.529999 68.75 69.400002 4046554 64.591194
"2014-06-27" 69.400002 70 69.290001 69.739998 7530671 64.907646
"2014-06-30" 69.849998 70.269997 69.559998 70.25 5375957 65.382286
"2014-07-01" 68.879997 71.099998 68.800003 70.57 7349561 65.680115
"2014-07-02" 70.400002 71.190002 70.374001 70.93 4537264 66.015167
"2014-07-03" 71 71.620003 70.709999 71.389999 2392602 66.443306
"2014-07-07" 70.879997 71.389999 70.879997 71.169998 3193898 66.238541
"2014-07-08" 71.029999 71.220001 70.449997 70.75 3661296 65.847641
"2014-07-09" 70.75 73.07 70.709999 72.410004 14340136 67.392639
"2014-07-10" 71.830002 72.445 71.370003 72.220001 4149366 67.21579
"2014-07-11" 72.230003 72.330002 71.889999 72.290001 3560361 67.280945
"2014-07-14" 72.440002 72.610001 71.540001 71.68 4561635 66.713219
"2014-07-15" 70.660004 71.459999 70.519997 71.010002 5725183 66.089638
"2014-07-16" 82.25 84.400002 81.419998 83.129997 69744146 77.369827
"2014-07-17" 84 87.139999 83.75 86.120003 28072048 80.152649
"2014-07-18" 86.989998 87.230003 85.410004 87.230003 17546788 81.185722
"2014-07-21" 87.419998 88.129997 86.599998 87.360001 9169073 81.306725
"2014-07-22" 86.849998 87.32 85.830002 86.779999 8017329 80.766914
"2014-07-23" 85.650002 86.220001 83.919998 84.260002 13571077 78.421524
"2014-07-24" 84.510002 84.620003 83.220001 84.010002 9203558 78.188858
"2014-07-25" 84.849998 85.290001 83.769997 84.989998 5752057 79.100937
"2014-07-28" 84.529999 85.580002 84.519997 85.239998 4425073 79.333618
"2014-07-29" 85.029999 85.389999 83.790001 83.849998 6399682 78.039932
"2014-07-30" 84.07 85.019997 83.940002 84.489998 8252274 78.635574
"2014-07-31" 84.330002 84.745003 83.010002 83.019997 5023971 77.267441
"2014-08-01" 83 84.410004 82.510002 83.800003 5074941 77.993401
"2014-08-04" 83.849998 87.269997 83.629997 85.529999 7922668 79.603523
"2014-08-05" 85.279999 85.330002 84.419998 85.190002 12086744 79.287079
"2014-08-06" 74.900002 76.550003 74.059998 74.239998 34569607 69.095825
"2014-08-07" 73.699997 73.919998 71.580002 72.059998 19323998 67.066872
"2014-08-08" 72.019997 73.322998 72.019997 73.230003 7892440 68.1558
"2014-08-11" 73.580002 74.709999 73.449997 74.040001 7344250 68.909691
"2014-08-12" 73.970001 74.144997 73.040001 73.040001 6401617 67.978973
"2014-08-13" 73.370003 74.300003 73.290001 74.160004 4546405 69.02137
"2014-08-14" 74.68 76.739998 74.480003 76.519997 7127856 71.217842
"2014-08-15" 76.639999 76.989998 75.949997 76.5 7645144 71.199211
"2014-08-18" 76.940002 77.25 76.550003 76.860001 4290896 71.534264
"2014-08-19" 77.160004 77.190002 76.730003 76.989998 4107035 71.655281
"2014-08-20" 77.059998 77.469902 76.57 77.019997 4567927 71.683189
"2014-08-21" 77.099998 77.18 76.589996 76.760002 3667939 71.441216
"2014-08-22" 76.75 77.620003 76.360001 77.230003 3121413 71.878639
"2014-08-25" 77.379997 77.879997 76.940002 76.949997 3334448 71.618034
"2014-08-26" 76.959999 77.360001 76.849998 76.980003 3051656 71.645981
"2014-08-27" 76.879997 77.260002 76.730003 76.849998 3537714 71.821167
"2014-08-28" 76.809998 77.199997 76.599998 76.949997 3049735 71.914642
"2014-08-29" 77 77.139999 76.779999 77.029999 2815895 71.989418
"2014-09-02" 76.830002 77.550003 76.809998 77.32 2925592 72.260422
"2014-09-03" 77.690002 78.309998 77.32 77.330002 3777066 72.269775
"2014-09-04" 77.550003 77.790001 76.989998 77.230003 6681068 72.176331
"2014-09-05" 77 77.25 76.239998 76.959999 6915000 71.923988
"2014-09-08" 76.959999 77.470001 76.389999 77.199997 3998974 72.148285
"2014-09-09" 77.25 77.300003 76.260002 76.389999 3582446 71.391289
"2014-09-10" 76.510002 76.620003 74.980499 75.93 3521959 70.961403
"2014-09-11" 75.400002 77.019997 75.32 76.760002 4417585 71.737091
"2014-09-12" 76.730003 77.089996 76.269997 76.809998 3873453 71.783806
"2014-09-15" 76.629997 76.690002 75.970001 76.199997 3024719 71.213722
"2014-09-16" 76.220001 77.544998 75.769997 76.760002 4681116 71.737091
"2014-09-17" 76.519997 77.339996 76.389999 76.860001 3655866 71.830528
"2014-09-18" 77.18 78.110001 76.650002 77.379997 5470019 72.316513
"2014-09-19" 77.790001 78.220001 77.459999 77.800003 10714100 72.709038
"2014-09-22" 77.699997 77.779999 75.610001 75.669998 5557986 70.718407
"2014-09-23" 75.519997 75.889999 75.120003 75.269997 4432962 70.344582
"2014-09-24" 75.220001 76.345001 75.129997 76.199997 5436317 71.213722
"2014-09-25" 75.980003 76.349998 75.089996 75.349998 4609894 70.419342
"2014-09-26" 75.370003 75.889999 74.830002 75.660004 3891670 70.709061
"2014-09-29" 75.190002 76.25 75.010002 75.639999 3205180 70.690369
"2014-09-30" 75.43 75.879997 75.169998 75.209999 4113986 70.288513
"2014-10-01" 75.150002 75.190002 73.510002 73.709999 6232046 68.886658
"2014-10-02" 74.209999 74.269997 70.919998 73.199997 12448838 68.410027
"2014-10-03" 73.349998 75.099998 72.800003 74.720001 5386527 69.830582
"2014-10-06" 74.959999 75.139999 73.540001 73.82 4175040 68.989471
"2014-10-07" 73.5 74.529999 73.010002 73.370003 5356633 68.568916
"2014-10-08" 73.349998 74.029999 72.730003 73.989998 5262920 69.148331
"2014-10-09" 73.760002 74.040001 72.040001 72.07 5320327 67.353973
"2014-10-10" 72.339996 73.080002 71.730003 71.82 4094430 67.120354
"2014-10-13" 71.68 72.709999 70.57 70.639999 5204818 66.017555
"2014-10-14" 70.879997 72.470001 70.459999 70.639999 7019872 66.017555
"2014-10-15" 69.010002 73.699997 67.779999 72.209999 20529311 67.484818
"2014-10-16" 73.889999 76.389999 72.419998 75.410004 16548307 70.475418
"2014-10-17" 76.300003 77.510002 75.739998 75.849998 8189951 70.886635
"2014-10-20" 75.93 78.080002 75.919998 77.690002 5057425 72.606239
"2014-10-21" 78.519997 78.650002 76.675003 77.220001 6130384 72.166985
"2014-10-22" 77.970001 78.470001 76.514999 76.57 4194114 71.559517
"2014-10-23" 77.290001 79.349998 77.260002 78.190002 5008621 73.073517
"2014-10-24" 78.129997 78.889999 77.910004 78.769997 2224418 73.615555
"2014-10-27" 78.620003 80 78.4692 79.269997 3384894 74.082848
"2014-10-28" 77.959999 80.059998 77.959999 79.599998 3250735 74.391235
"2014-10-29" 79.32 79.699997 78.019997 78.610001 3816775 73.466019
"2014-10-30" 78.730003 80.309998 78.139999 79.650002 3472246 74.437965
"2014-10-31" 80.709999 80.830002 79.220001 79.470001 5084554 74.269753
"2014-11-03" 79.57 79.720001 78.050003 78.760002 7809663 73.606216
"2014-11-04" 77.709999 77.860001 74.970001 74.970001 10118980 70.064209
"2014-11-05" 78.290001 78.290001 75.620003 77.989998 9594735 72.886597
"2014-11-06" 78.379997 78.650002 76.849998 77.360001 4885827 72.297821
"2014-11-07" 77.279999 77.839996 76.699997 77 5223379 71.961372
"2014-11-10" 76.870003 77.669998 76.599998 77.330002 3564767 72.269775
"2014-11-11" 78.699997 78.970001 77.610001 78.040001 4941873 72.933319
"2014-11-12" 77.629997 78.040001 77.400002 77.68 4850147 72.596878
"2014-11-13" 78.050003 79.529999 77.800003 78.980003 4966768 73.811813
"2014-11-14" 79.25 79.940002 78.900002 79.75 3525137 74.531441
"2014-11-17" 79.690002 80.855003 79.339996 80.400002 4074941 75.138878
"2014-11-18" 80.190002 80.910004 79.779999 80.5 3668773 75.232346
"2014-11-19" 80.580002 81.389999 80.035004 80.93 3952361 75.634216
"2014-11-20" 80.559998 81.790001 80.330002 80.589996 3420855 75.316452
"2014-11-21" 81.330002 81.370003 79.769997 80.050003 4034907 74.811798
"2014-11-24" 80.459999 81.480003 80.199997 81.43 3160096 76.101494
"2014-11-25" 81.699997 82.849998 81.370003 82.440002 5406106 77.346985
"2014-11-26" 82.739998 84.154999 82.739998 83.790001 4759820 78.613586
"2014-11-28" 84.089996 85.440002 84.050003 85.120003 3951956 79.86142
"2014-12-01" 84.089996 84.93 82.849998 83.959999 4144819 78.773071
"2014-12-02" 84.220001 84.949997 83.989998 84.480003 3010805 79.260948
"2014-12-03" 84.129997 84.349998 83.620003 83.870003 3574872 78.688644
"2014-12-04" 84.239998 84.900002 83.919998 84.660004 4686401 79.429848
"2014-12-05" 84.540001 84.879997 84 84.260002 2526346 79.05455
"2014-12-08" 84.32 84.32 83.099998 83.330002 3386371 78.181992
"2014-12-09" 83 85.160004 82.057999 83.919998 4198746 78.73555
"2014-12-10" 83.550003 84.300003 83.190002 83.209999 4791476 78.069405
"2014-12-11" 83.349998 84.300003 83.160004 83.309998 2527406 78.163231
"2014-12-12" 82.739998 83.669998 82.07 82.120003 3846836 77.046753
"2014-12-15" 82.739998 83.110001 81.239998 81.57 3909539 76.530716
"2014-12-16" 81.410004 82.169998 80.489998 80.559998 6657211 75.583122
"2014-12-17" 80.709999 82.57 80.709999 82.279999 3934279 77.196861
"2014-12-18" 83.220001 84.43 82.510002 84.379997 3812450 79.167145
"2014-12-19" 84.120003 85.489998 83.919998 84.93 8163846 79.683159
"2014-12-22" 85 85.910004 84.809998 85.57 2732971 80.283615
"2014-12-23" 85.699997 86.300003 85.400002 85.779999 3139421 80.480629
"2014-12-24" 85.720001 86.080002 85.300003 85.580002 1136337 80.293007
