"Index" "EQOpen" "EQHigh" "EQLow" "EQClose" "EQVolume" "EQAdjusted"
"2013-07-11" 45.068047 45.835602 44.725094 44.915623 2583189 43.817791
"2013-07-12" 44.817638 45.084377 44.480129 44.735985 1918747 43.642555
"2013-07-15" 44.654327 44.882961 43.799671 43.810562 2402061 42.739746
"2013-07-16" 43.794231 44.289604 43.603703 44.148067 2144146 43.069
"2013-07-17" 44.436581 45.078934 44.262383 44.512794 2032641 43.424828
"2013-07-18" 44.801308 46.107784 44.801308 45.868263 1894498 44.747158
"2013-07-19" 46.026131 46.026131 45.07349 45.465431 1974591 44.354168
"2013-07-22" 45.340229 45.585194 44.833969 44.921066 1691326 43.823109
"2013-07-23" 44.937397 45.236797 44.741425 44.784977 1832959 43.690338
"2013-07-24" 44.708763 44.714207 43.973869 44.360371 2492625 43.276123
"2013-07-25" 44.637997 46.761024 43.9902 46.554165 5688454 45.416294
"2013-07-26" 46.194881 47.049538 45.846489 46.407185 2895112 45.272903
"2013-07-29" 46.271095 46.505173 45.971691 46.0098 5152234 44.885239
"2013-07-30" 46.145889 46.733807 46.0098 46.663036 3960756 45.522495
"2013-07-31" 46.935219 47.991291 46.744694 47.087643 4254492 45.936726
"2013-08-01" 47.60479 48.029396 47.278172 47.479588 2222586 46.319092
"2013-08-02" 47.441483 47.719109 47.02232 47.289059 1779135 46.133221
"2013-08-05" 47.250954 47.272728 46.750137 46.924332 1880170 45.777416
"2013-08-06" 46.989658 47.359825 46.254765 46.46162 1660648 45.326004
"2013-08-07" 46.374523 46.44529 45.476318 45.683178 2393060 44.566597
"2013-08-08" 45.906368 46.281982 45.307568 46.21666 2368077 45.087032
"2013-08-09" 46.113228 46.347305 45.988026 46.069679 1524526 44.943661
"2013-08-12" 45.93903 46.173107 45.313011 45.487206 1846185 44.375427
"2013-08-13" 45.351116 45.890038 45.046272 45.851933 2299740 44.731224
"2013-08-14" 45.454544 46.156776 45.421883 45.819271 1791626 44.715302
"2013-08-15" 45.557976 45.857376 45.117039 45.748505 1653484 44.646229
"2013-08-16" 45.530758 46.183994 45.307568 45.525314 1446086 44.428421
"2013-08-19" 45.650517 46.352749 45.029942 45.078934 1926095 43.992783
"2013-08-20" 45.285793 46.069679 44.975506 45.541645 1531140 44.444359
"2013-08-21" 45.612411 45.726727 45.138813 45.247684 948994 44.157475
"2013-08-22" 45.470875 46.869896 45.410995 46.603157 1367463 45.480286
"2013-08-23" 46.483398 46.597713 46.037018 46.434402 1127367 45.315598
"2013-08-26" 46.630375 46.820904 46.287426 46.44529 1084932 45.326221
"2013-08-27" 45.86282 46.23299 45.86282 45.982578 1622071 44.87466
"2013-08-28" 45.906368 47.299946 45.906368 47.093086 1264407 45.958412
"2013-08-29" 46.924332 47.016876 46.450733 46.624931 1215176 45.501541
"2013-08-30" 46.619488 46.733807 46.271095 46.663036 1680671 45.538719
"2013-09-03" 47.343494 47.583015 47.027763 47.272728 1962651 46.133724
"2013-09-04" 47.071312 47.082199 46.36908 46.722919 1460048 45.597172
"2013-09-05" 46.706589 47.033207 46.314644 46.341862 1076298 45.225288
"2013-09-06" 46.423515 46.663036 45.781166 46.129559 1633460 45.018101
"2013-09-09" 46.43985 46.924332 46.407185 46.87534 1268265 45.745911
"2013-09-10" 47.038651 47.038651 46.314644 46.679371 841346 45.554661
"2013-09-11" 46.744694 47.54491 46.505173 47.512249 1262570 46.367466
"2013-09-12" 47.446922 47.82798 47.076756 47.479588 1704001 46.335598
"2013-09-13" 47.642895 48.731628 47.136635 47.969517 2657221 46.813721
"2013-09-16" 48.55743 48.992924 48.105606 48.432224 1697388 47.265285
"2013-09-17" 48.437672 49.221558 48.345127 48.992924 1112120 47.812473
"2013-09-18" 49.06369 50.22319 48.889496 50.217747 2178315 49.00779
"2013-09-19" 50.489929 51.399021 49.918346 50.386501 2558757 49.17247
"2013-09-20" 50.332062 50.593361 49.422974 49.673382 3630279 48.476547
"2013-09-23" 49.390308 49.885681 49.145348 49.7006 1323191 48.503105
"2013-09-24" 49.64616 49.79314 49.118126 49.188896 1546938 48.003731
"2013-09-25" 49.297768 49.858463 48.742516 48.884048 2970245 47.706223
"2013-09-26" 48.992924 49.880241 48.813282 49.760479 2100610 48.561546
"2013-09-27" 49.488297 49.71693 48.791508 49.19434 1399427 48.009041
"2013-09-30" 48.443115 48.720741 48.072945 48.296135 2295883 47.132469
"2013-10-01" 48.432224 48.780621 47.969517 48.377789 2394897 47.212162
"2013-10-02" 48.296135 48.307022 47.223736 47.354382 2890152 46.213406
"2013-10-03" 47.207401 47.534023 46.641262 47.005989 1904785 45.873405
"2013-10-04" 47.17474 47.95863 46.913445 47.670113 1916175 46.521538
"2013-10-07" 46.956993 47.577572 46.401741 46.81546 3325154 45.687473
"2013-10-08" 46.96788 47.180183 46.38541 46.396297 2619378 45.278404
"2013-10-09" 46.390854 47.550354 46.135002 47.234623 4060689 46.096542
"2013-10-10" 48.056614 48.775177 47.523136 48.350571 2561697 47.185604
"2013-10-11" 48.187263 48.878605 48.002178 48.421337 1171455 47.254662
"2013-10-14" 48.209038 48.878605 48.03484 48.856831 1162821 47.679668
"2013-10-15" 48.639084 48.933044 47.985847 48.415894 1741660 47.249352
"2013-10-16" 48.900379 49.858463 48.829613 49.406639 1584229 48.216225
"2013-10-17" 49.216114 49.7006 48.225368 48.753403 1748089 47.578716
"2013-10-18" 49.052803 49.188896 48.361458 48.786064 1348542 47.6106
"2013-10-21" 48.878605 48.992924 48.274361 48.600979 1301515 47.429974
"2013-10-22" 48.513882 48.960262 48.013065 48.307022 2873252 47.143097
"2013-10-23" 47.969517 48.192703 47.158409 47.915077 3069260 46.760593
"2013-10-24" 48.747959 48.747959 47.196514 47.338051 4455092 46.197475
"2013-10-25" 47.60479 48.007622 46.810017 47.795319 4156029 46.64373
"2013-10-28" 47.686443 48.345127 47.561241 47.62112 2290555 46.473724
"2013-10-29" 47.838867 48.214481 47.332607 47.588459 2507689 46.441856
"2013-10-30" 47.757214 48.46489 46.396297 47.016876 2808589 45.884033
"2013-10-31" 47.120304 47.142078 46.29287 46.603157 2001412 45.480286
"2013-11-01" 46.663036 47.114861 45.873707 46.537834 2889785 45.416538
"2013-11-04" 46.782799 46.984215 46.347305 46.869896 2087751 45.740593
"2013-11-05" 46.804573 46.804573 45.988026 45.988026 2284126 44.879978
"2013-11-06" 46.401741 46.673923 45.138813 45.182362 4073548 44.093727
"2013-11-07" 45.302124 45.416439 43.941208 44.115406 4490914 43.052479
"2013-11-08" 44.077301 45.557976 44.077301 45.389221 4131780 44.295601
"2013-11-11" 45.231354 45.454544 44.888405 45.345673 1778767 44.253105
"2013-11-12" 45.715839 46.287426 45.519871 46.0098 3844290 44.901226
"2013-11-13" 45.988026 46.271095 45.37289 46.183994 2660895 45.087231
"2013-11-14" 46.287426 46.695702 45.547089 46.390854 2577678 45.289177
"2013-11-15" 46.407185 46.782799 45.857376 46.330975 3561208 45.230713
"2013-11-18" 46.603157 46.717476 45.666847 45.753948 3137596 44.667389
"2013-11-19" 45.753948 46.167664 45.345673 45.764835 2888866 44.678024
"2013-11-20" 46.418072 46.657593 45.982578 46.260208 2274941 45.161621
"2013-11-21" 46.559608 47.806206 46.401741 47.724552 2533958 46.591206
"2013-11-22" 47.904194 47.904194 46.886227 47.713665 1773624 46.580578
"2013-11-25" 47.746326 47.931412 47.180183 47.648338 3191788 46.516792
"2013-11-26" 47.626564 47.871529 47.169296 47.256397 1525445 46.134171
"2013-11-27" 47.087643 47.229179 46.505173 46.679371 1147390 45.570835
"2013-11-29" 46.652149 46.96788 46.156776 46.330975 1004104 45.230713
"2013-12-02" 46.325531 46.603157 45.759392 46.058792 2055052 44.965
"2013-12-03" 45.726727 45.971691 45.313011 45.394665 3009557 44.316631
"2013-12-04" 45.345673 45.574306 44.964615 45.465431 1901295 44.385727
"2013-12-05" 45.4491 46.935219 45.204136 46.826347 3511058 45.714336
"2013-12-06" 47.463257 47.817093 46.434402 46.635818 2996698 45.528328
"2013-12-09" 47.087643 47.735439 46.59227 47.724552 2533590 46.591206
"2013-12-10" 47.670113 48.247143 47.278172 47.95863 3131350 46.819717
"2013-12-11" 47.871529 48.023952 46.744694 47.054981 4881276 45.937527
"2013-12-12" 47.09853 47.62112 46.96788 47.446922 2354667 46.320171
"2013-12-13" 47.52858 47.773544 46.96788 47.686443 1918563 46.553993
"2013-12-16" 47.593903 47.778988 46.804573 47.446922 2872150 46.320171
"2013-12-17" 47.370712 47.457813 46.336418 46.728359 2776993 45.618668
"2013-12-18" 46.728359 46.728359 44.670658 46.075123 7885690 44.980938
"2013-12-19" 46.026131 47.572128 45.917255 47.506805 4594888 46.378628
"2013-12-20" 47.844311 48.513882 47.681004 48.301579 4045625 47.154522
"2013-12-23" 48.508438 49.248775 48.377789 48.742516 2707371 47.584991
"2013-12-24" 49.237888 49.237888 48.590092 49.167122 487356 47.999508
"2013-12-26" 49.06369 49.548176 49.06369 49.150787 1359380 47.983566
"2013-12-27" 49.069134 49.34676 48.856831 49.112682 769519 47.946365
"2013-12-30" 49.384869 49.64072 48.796951 48.873161 1068950 47.712528
"2013-12-31" 48.802395 49.188896 48.649975 48.873161 1366361 47.712528
"2014-01-02" 48.927601 49.096352 47.969517 48.301579 1483929 47.154522
"2014-01-03" 48.192703 48.361458 47.343494 47.675556 1330355 46.543377
"2014-01-06" 47.800762 48.170933 47.278172 47.789875 1993696 46.654976
"2014-01-07" 47.915077 49.090908 47.75177 47.822536 2450558 46.686867
"2014-01-08" 47.593903 48.170933 47.474144 48.132824 2754030 46.98978
"2014-01-09" 48.181816 48.443115 46.652149 46.81546 2573086 45.703697
"2014-01-10" 46.956993 47.033207 46.434402 46.826347 1708410 45.714336
"2014-01-13" 46.837234 47.223736 45.86282 45.917255 2245549 44.826832
"2014-01-14" 46.173107 47.065868 46.173107 47.060425 2093445 45.942844
"2014-01-15" 47.234623 47.54491 46.897114 47.403374 1928850 46.277653
"2014-01-16" 47.534023 48.579205 47.32172 48.486664 3538429 47.335213
"2014-01-17" 49.19434 49.19434 47.572128 47.697334 2285963 46.564621
"2014-01-21" 47.811649 49.335873 47.811649 49.303211 1860697 48.132374
"2014-01-22" 50.092541 50.958084 49.760479 50.212303 2731068 49.019878
"2014-01-23" 50.157867 50.685902 49.586281 50.010887 2328949 48.823242
"2014-01-24" 49.907459 49.967339 49.080021 49.373978 1856656 48.201458
"2014-01-27" 49.183453 49.314098 47.996735 48.649975 1656239 47.494648
"2014-01-28" 48.742516 49.755035 48.737072 49.586281 1670752 48.408718
"2014-01-29" 49.401199 49.86935 48.655415 49.134457 2776626 47.967617
"2014-01-30" 49.090908 49.41753 48.622753 48.992924 1918012 47.829449
"2014-01-31" 48.829613 50.598801 48.671745 50.522591 4436906 49.322788
"2014-02-03" 50.517147 50.903648 49.874798 50.152424 3306233 48.961414
"2014-02-04" 50.517147 52.525856 50.43005 52.057701 4614177 50.821449
"2014-02-05" 52.068588 52.188351 50.402832 51.230267 6002214 50.013657
"2014-02-06" 51.486118 51.725639 50.816547 51.284702 3186644 50.066803
"2014-02-07" 51.306477 51.796406 50.255852 51.306477 3066504 50.088058
"2014-02-10" 51.056068 51.502449 50.28307 51.404465 4541248 50.18372
"2014-02-11" 51.654873 52.17202 51.44257 52.112141 2598988 50.874592
"2014-02-12" 52.297222 53.081112 51.758301 51.861732 3799100 50.646011
"2014-02-13" 51.01252 52.97768 50.626022 52.063145 6095166 50.842697
"2014-02-14" 52.367992 53.206314 52.112141 53.168209 3143291 51.921864
"2014-02-18" 53.211758 54.578117 53.211758 54.561787 3795977 53.282772
"2014-02-19" 54.34404 55.498096 54.251495 54.442024 3298150 53.16581
"2014-02-20" 54.436581 54.676102 53.821449 54.452911 4770505 53.176449
"2014-02-21" 54.491016 55.095264 54.207947 54.877518 2623787 53.591099
"2014-02-24" 55.133369 55.688622 54.833969 55.410995 3166804 54.112068
"2014-02-25" 55.307568 55.617855 54.735985 55.117039 2841104 53.824993
"2014-02-26" 54.779533 55.182362 53.739792 54.480129 2810794 53.20303
"2014-02-27" 54.349483 55.127926 54.311378 55.068047 2326928 53.777149
"2014-02-28" 55.166031 55.890038 55.127926 55.683178 2256203 54.377876
"2014-03-03" 55.231354 55.966248 54.578117 54.828526 2199256 53.543251
"2014-03-04" 55.367447 55.677734 54.697876 55.508984 1696102 54.20776
"2014-03-05" 55.568863 55.596081 54.463799 54.654327 3044093 53.373127
"2014-03-06" 54.746868 54.866631 53.881329 54.534569 2437699 53.25618
"2014-03-07" 54.670658 54.801308 54.452911 54.790421 3041154 53.506039
"2014-03-10" 54.812195 55.43277 54.42025 55.416439 1645952 54.117378
"2014-03-11" 55.313011 55.710396 54.561787 54.795864 1561817 53.511356
"2014-03-12" 54.207947 54.964615 54.017422 54.8503 1562920 53.564518
"2014-03-13" 54.8503 55.35656 54.545456 54.959171 1751947 53.67083
"2014-03-14" 55.002724 55.748505 54.801308 55.715839 1654219 54.409771
"2014-03-17" 55.988026 56.271095 55.547089 56.075123 2181805 54.76062
"2014-03-18" 56.091454 57.005989 55.873707 56.777355 1648708 55.446396
"2014-03-19" 56.701141 56.908001 55.699509 56.145889 1803016 54.829735
"2014-03-20" 55.911812 56.450733 55.623299 56.287426 1769398 54.967953
"2014-03-21" 56.690254 56.690254 55.781166 56.227547 3363731 54.909473
"2014-03-24" 56.43985 56.782799 55.715839 55.78661 1541978 54.47887
"2014-03-25" 56.053349 56.249321 53.859554 53.935764 4852068 52.671421
"2014-03-26" 54.251495 54.311378 51.829067 51.87262 7164667 50.656643
"2014-03-27" 51.87262 53.015785 51.360916 52.716385 4420006 51.480621
"2014-03-28" 53.189983 53.647251 52.476864 53.636364 2794261 52.379036
"2014-03-31" 53.78334 53.870441 52.661949 52.787151 2250509 51.549728
"2014-04-01" 52.640175 53.712574 52.139359 53.701687 2241691 52.442825
"2014-04-02" 53.864998 55.182362 53.63092 55.138813 3587294 53.846264
"2014-04-03" 55.410995 56.298313 55.008163 56.151333 4306847 54.835052
"2014-04-04" 56.59227 56.614044 55.694065 56.178551 3490116 54.861633
"2014-04-07" 55.824715 56.630375 54.354927 55.204136 4726417 53.910053
"2014-04-08" 55.084377 56.026131 54.496464 55.982578 4306479 54.670246
"2014-04-09" 55.988026 57.131191 55.80294 57.071312 3967920 55.733452
"2014-04-10" 56.918888 57.103973 55.634186 55.80294 3316704 54.494816
"2014-04-11" 55.704952 56.265652 55.155144 55.541645 2237282 54.239662
"2014-04-14" 55.606968 56.151333 55.204136 55.57975 1594149 54.276867
"2014-04-15" 55.748505 56.124115 55.117039 55.998913 1944281 54.686211
"2014-04-16" 56.554165 56.559608 55.634186 56.379967 2317376 55.058311
"2014-04-17" 56.243877 57.223736 56.243877 57.005989 3335074 55.669666
"2014-04-21" 56.924332 57.561241 56.390854 57.479588 3151006 56.13216
"2014-04-22" 57.702778 57.849754 57.120304 57.169296 2400041 55.829147
"2014-04-23" 57.169296 57.871529 57.163853 57.474144 2557288 56.12685
"2014-04-24" 59.678825 60.680458 58.693523 58.884048 4303356 57.503704
"2014-04-25" 58.791508 58.791508 57.163853 57.294502 2324724 55.951416
"2014-04-28" 58.11105 58.165485 57.027763 58.083832 2481971 56.722244
"2014-04-29" 58.492107 59.221558 58.421337 59.020142 2174641 57.636616
"2014-04-30" 58.61731 59.428417 58.121937 59.330429 2775891 57.939632
"2014-05-01" 59.379421 59.836689 58.350571 59.471966 4299131 58.077843
"2014-05-02" 59.471966 60.511703 58.889496 59.79314 2965653 58.391487
"2014-05-05" 59.422974 59.983669 59.036472 59.379421 1841225 57.987469
"2014-05-06" 59.118126 60.141537 58.829613 58.922157 1706573 57.54092
"2014-05-07" 59.428417 59.689713 58.448559 59.188896 2045500 57.801407
"2014-05-08" 58.938488 59.379421 57.778988 57.855198 2422819 56.498974
"2014-05-09" 57.991291 58.181816 56.826347 57.180183 7472916 55.839787
"2014-05-12" 57.294502 57.833424 56.908001 57.229179 1669282 55.88763
"2014-05-13" 57.305389 57.713665 56.695702 56.880783 1697939 55.547398
"2014-05-14" 57.131191 57.555798 56.793686 56.929775 1426431 55.611221
"2014-05-15" 56.799129 56.799129 55.568863 56.129559 2656302 54.829521
"2014-05-16" 56.080566 56.124115 55.503536 55.830158 1804118 54.537064
"2014-05-19" 55.819271 56.320087 55.514427 56.107784 1607191 54.808262
"2014-05-20" 56.08601 56.477955 55.933586 56.135002 1555939 54.83485
"2014-05-21" 56.281982 56.897114 56.16222 56.717476 1431023 55.403831
"2014-05-22" 56.565052 56.766468 56.047905 56.064236 1541059 54.765724
"2014-05-23" 56.276539 56.374523 55.547089 55.628742 2675591 54.340313
"2014-05-27" 55.857376 56.771912 55.596081 56.630375 1895233 55.318752
"2014-05-28" 56.761024 57.163853 56.320087 56.793686 1733577 55.478279
"2014-05-29" 56.837234 57.32172 56.271095 57.147522 1555572 55.823917
"2014-05-30" 56.897114 58.263474 56.494286 58.181816 3287679 56.834259
"2014-06-02" 58.105606 58.219925 57.000546 57.289059 3119410 55.962177
"2014-06-03" 57.256397 58.013065 57.114861 57.811649 1591026 56.472656
"2014-06-04" 57.925964 58.187263 57.158409 57.964073 3004414 56.621559
"2014-06-05" 57.97496 58.116493 57.599346 58.007622 2488033 56.664085
"2014-06-06" 58.247143 58.356014 57.762657 57.915077 1318415 56.573681
"2014-06-09" 57.806206 58.078388 56.87534 57.011433 1758376 55.690975
"2014-06-10" 56.744694 57.436035 55.606968 55.873707 3727640 54.579601
"2014-06-11" 55.857376 56.401741 55.683178 55.988026 1919114 54.691269
"2014-06-12" 56.145889 57.163853 55.86282 56.956993 3360424 55.637791
"2014-06-13" 56.956993 57.659225 56.826347 57.62112 3555881 56.286545
"2014-06-16" 57.52858 57.947742 57.39793 57.936855 2234894 56.594963
"2014-06-17" 57.838867 58.470333 57.757214 58.437672 2847534 57.084183
"2014-06-18" 58.437672 58.938488 58.247143 58.851387 3011210 57.488312
"2014-06-19" 58.954819 59.232445 58.590092 59.041916 2601559 57.674427
"2014-06-20" 59.335873 59.62439 58.55743 59.62439 4679941 58.243412
"2014-06-23" 59.488297 59.863911 59.118126 59.357647 3093692 57.982845
"2014-06-24" 59.450191 59.689713 58.432224 58.600979 2684776 57.243717
"2014-06-25" 58.470333 59.216114 58.116493 58.187263 1885313 56.839573
"2014-06-26" 58.345127 58.796951 58.023952 58.796951 2252346 57.43515
"2014-06-27" 58.606422 58.878605 57.822536 58.25803 3066872 56.908703
"2014-06-30" 58.247143 58.274361 57.876972 58.192703 1973673 56.844898
"2014-07-01" 58.089275 58.63364 57.599346 58.116493 2060012 56.770443
"2014-07-02" 58.040283 58.366901 57.811649 58.03484 1376648 56.690674
"2014-07-03" 58.002178 58.187263 57.54491 57.768101 1142614 56.430119
"2014-07-07" 57.408817 57.62112 56.581383 57.065868 2666589 55.744148
"2014-07-08" 56.96788 57.343494 56.510616 57.332607 2018312 56.004715
"2014-07-09" 57.278172 57.691891 56.924332 57.566685 1769950 56.233372
"2014-07-10" 56.81546 56.96788 55.868263 55.911812 3098835 54.616829
"2014-07-11" 55.86282 56.015244 55.051716 55.470875 2931117 54.186089
"2014-07-14" 55.715839 56.396297 55.590637 56.064236 2269614 54.765724
"2014-07-15" 56.29287 56.396297 55.792053 55.884594 2792056 54.59024
"2014-07-16" 55.949917 56.423515 55.933586 56.320087 2541122 55.015644
"2014-07-17" 56.320087 56.320087 53.946651 54.022861 4772526 52.771622
"2014-07-18" 54.088188 54.806751 54.088188 54.746868 2622869 53.47887
"2014-07-21" 54.708763 54.708763 54.077301 54.104519 2444863 52.851395
"2014-07-22" 54.169842 54.365814 53.309746 53.854111 8130746 52.606777
"2014-07-23" 54.164398 54.507347 53.794231 54.393032 2902827 53.133224
"2014-07-24" 53.347851 57.408817 52.890583 56.712029 6964251 55.39851
"2014-07-25" 55.596081 55.87915 54.028309 54.518234 5263740 53.25552
"2014-07-28" 54.540012 54.741425 53.892216 53.968426 2679448 52.718449
"2014-07-29" 53.750679 54.12085 53.369625 53.527489 2237650 52.287731
"2014-07-30" 53.61459 53.881329 52.389767 52.460533 2549205 51.245483
"2014-07-31" 52.193794 52.193794 51.039738 51.072399 3027743 49.889503
"2014-08-01" 50.854652 52.04137 50.636909 51.605881 3115736 50.410625
"2014-08-04" 51.850845 52.60207 51.578663 52.313557 2716372 51.10191
"2014-08-05" 52.237343 52.623844 51.257484 51.74197 2432372 50.54356
"2014-08-06" 51.725639 52.221012 51.355473 51.649429 1493297 50.453163
"2014-08-07" 51.790962 52.117584 50.620579 50.914536 1756539 49.735287
"2014-08-08" 51.290146 51.970604 50.974415 51.801849 1913236 50.602051
"2014-08-11" 52.215569 52.460533 50.881874 51.181274 3412228 49.995846
"2014-08-12" 51.099621 51.273815 50.446381 50.647797 2838900 49.474735
"2014-08-13" 50.702232 51.388134 50.495373 51.197605 2224423 50.027935
"2014-08-14" 51.355473 51.687534 50.958084 51.110504 1424594 49.942829
"2014-08-15" 51.36636 51.74197 50.925423 51.507893 1736149 50.331131
"2014-08-18" 51.513336 51.823624 51.126839 51.676647 1624827 50.49604
"2014-08-19" 51.785519 52.046814 51.469788 51.633099 1505422 50.453487
"2014-08-20" 51.437126 51.780075 51.088734 51.660316 994001 50.48008
"2014-08-21" 51.562328 51.818184 51.001633 51.692978 1690959 50.511997
"2014-08-22" 51.627655 51.96516 51.132282 51.736526 1639155 50.554543
"2014-08-25" 52.351662 52.830704 51.894394 52.67828 1459313 51.474781
"2014-08-26" 52.847034 53.91399 52.585739 53.418617 3036194 52.198208
"2014-08-27" 53.418617 53.777901 53.010342 53.168209 1573942 51.953529
"2014-08-28" 53.130104 53.625477 52.814369 53.342407 1431390 52.123745
"2014-08-29" 53.211758 53.957539 53.10833 53.924877 1365993 52.692894
"2014-09-02" 53.924877 54.001087 52.738159 53.113773 1687285 51.90033
"2014-09-03" 53.249863 53.369625 52.487751 52.520412 1350746 51.320522
"2014-09-04" 52.607513 52.874252 52.008709 52.204681 1782257 51.012009
"2014-09-05" 52.204681 52.67828 51.780075 52.498638 1411000 51.299244
"2014-09-08" 52.520412 52.520412 51.513336 51.790962 1219952 50.607738
"2014-09-09" 51.976048 53.173653 51.867176 52.204681 2143412 51.012009
"2014-09-10" 52.259117 52.39521 51.600433 52.030483 1389874 50.841793
"2014-09-11" 51.491562 52.280891 51.088734 52.182907 2900623 50.990723
"2014-09-12" 51.878063 52.035927 51.295589 51.393578 1650177 50.219433
"2014-09-15" 51.404465 52.476864 51.170387 51.894394 1679753 50.708809
"2014-09-16" 51.627655 52.406097 51.627655 52.074036 2379650 50.884342
"2014-09-17" 52.504082 53.26075 52.291779 52.667393 3710924 51.464146
"2014-09-18" 52.612957 52.994011 51.562328 51.605881 1940239 50.426888
"2014-09-19" 51.74197 51.954273 50.843765 50.881874 2832287 49.719421
"2014-09-22" 50.881874 50.952641 49.749592 49.989113 2316641 48.847057
"2014-09-23" 49.972782 50.440937 49.820358 49.847576 2656302 48.708752
"2014-09-24" 49.722374 50.185085 48.867718 49.749592 1753968 48.61301
"2014-09-25" 49.77681 49.782253 49.058247 49.531845 2625073 48.400234
"2014-09-26" 49.373978 50.745781 49.265106 50.141537 2718944 48.995998
"2014-09-29" 49.667938 50.609692 49.488297 50.538921 2056338 49.384304
"2014-09-30" 50.615131 50.919979 49.591724 49.831245 2645647 48.692787
"2014-10-01" 49.983669 50.277626 48.856831 48.933044 2564452 47.815109
"2014-10-02" 48.46489 49.395756 47.925964 49.052803 2519813 47.932144
"2014-10-03" 49.129017 49.34676 48.508438 49.188896 1487235 48.065121
"2014-10-06" 49.172565 49.406639 48.410454 48.61731 1731373 47.506596
"2014-10-07" 48.165485 48.938488 47.675556 47.675556 2411797 46.586353
"2014-10-08" 47.637451 48.225368 46.646706 48.170933 3321112 47.070415
"2014-10-09" 47.936855 47.936855 45.884594 45.895481 3974901 44.846947
"2014-10-10" 45.764835 46.173107 44.469242 44.659771 4727703 43.639465
"2014-10-13" 44.659771 45.07349 42.297222 42.357105 4776016 41.389416
"2014-10-14" 42.612957 43.658138 42.204681 42.656506 4416515 41.681965
"2014-10-15" 41.878063 44.768646 41.480675 44.741425 5346405 43.719254
"2014-10-16" 43.571041 47.071312 43.571041 46.418072 5115127 45.357605
"2014-10-17" 46.973328 47.539467 44.790421 45.410995 3843923 44.373528
"2014-10-20" 45.329342 45.949917 44.463799 45.236797 2540755 44.203316
"2014-10-21" 45.86282 46.581383 45.694065 46.412628 3047216 45.352276
"2014-10-22" 46.407185 47.005989 45.051716 45.122482 2847901 44.091602
"2014-10-23" 45.454544 48.470333 45.013611 47.713665 4394655 46.623596
"2014-10-24" 48.796951 49.009254 47.24551 48.394119 3933384 47.288509
"2014-10-27" 47.681004 47.789875 46.254765 47.169296 3608052 46.091656
"2014-10-28" 47.4687 49.537289 47.044094 49.352203 3778893 48.224689
"2014-10-29" 49.92379 50.484486 48.693523 49.031029 4052238 47.910862
"2014-10-30" 48.829613 49.188896 48.023952 48.497551 1736149 47.389565
"2014-10-31" 48.562874 51.284702 48.094719 51.192162 4429742 50.02261
"2014-11-03" 51.252041 51.932499 49.836689 50.016331 2611847 48.87365
"2014-11-04" 49.34676 50.636909 48.786064 50.604244 3814714 49.448128
"2014-11-05" 50.930866 53.070225 50.560696 52.82526 5334281 51.618401
"2014-11-06" 52.700054 54.354927 52.231899 54.300491 5641060 53.059929
"2014-11-07" 54.142624 54.790421 53.396843 53.696243 4079977 52.469486
"2014-11-10" 53.897659 54.42025 51.834515 52.144802 3422882 50.953503
"2014-11-11" 51.959717 52.656506 51.507893 52.416985 2263184 51.219452
"2014-11-12" 51.66576 52.17202 51.186718 51.306477 2280819 50.149948
"2014-11-13" 51.034294 51.371803 49.401199 49.85302 3672530 48.729256
"2014-11-14" 49.956451 50.816547 49.711487 50.626022 2166190 49.484837
"2014-11-17" 50.479042 51.132282 50.136089 50.658684 2898419 49.516754
"2014-11-18" 50.408276 51.328255 49.684269 50.941753 3546880 49.793442
"2014-11-19" 51.252041 52.449646 50.93631 52.226456 3990331 51.049187
"2014-11-20" 52.02504 53.445835 51.94883 52.39521 2742641 51.214142
"2014-11-21" 53.195427 53.347851 51.38269 51.725639 3270779 50.559666
"2014-11-24" 51.497005 51.790962 50.832878 51.464344 2842023 50.304249
"2014-11-25" 51.513336 51.818184 50.468155 50.892761 2888499 49.745556
"2014-11-26" 50.794773 50.941753 50.201416 50.326618 2197419 49.192173
"2014-11-28" 48.693523 50.865543 47.991291 49.526402 3049787 48.409988
"2014-12-01" 48.998367 49.907459 48.524769 49.798584 2828245 48.676044
"2014-12-02" 49.069134 49.711487 48.546543 48.584648 4004660 47.489475
"2014-12-03" 49.047359 49.433861 48.796951 49.025585 2639034 47.920471
"2014-12-04" 48.46489 48.916714 47.408817 47.414261 3209239 46.345467
"2014-12-05" 47.419704 47.817093 46.222099 47.430592 3545594 46.361431
"2014-12-08" 44.34404 46.586826 43.516602 43.832336 5876747 42.844276
"2014-12-09" 43.756123 44.425694 42.787151 43.40773 4083651 42.429245
"2014-12-10" 43.658138 43.658138 42.063145 42.188351 3051441 41.237366
"2014-12-11" 42.221012 44.006531 42.117584 42.640175 3496913 41.678997
"2014-12-12" 42.45509 43.712574 42.155689 43.026672 2981267 42.056778
"2014-12-15" 43.478497 44.071857 42.340775 42.438759 2993575 41.482124
"2014-12-16" 41.785519 44.425694 41.654873 42.253674 2703880 41.301205
"2014-12-17" 42.498638 44.022861 42.406097 43.505714 3218424 42.525021
"2014-12-18" 44.523682 44.921066 43.119217 44.910179 3844841 43.897827
"2014-12-19" 45.547089 45.590637 42.465977 43.870441 6387249 42.881531
"2014-12-22" 43.140991 43.200871 41.682091 42.270004 4749564 41.317169
