"Index" "CLOpen" "CLHigh" "CLLow" "CLClose" "CLVolume" "CLAdjusted"
"2016-08-15" 133.160004 133.410004 132.199997 132.240005 477500 115.798378
"2016-08-16" 131.919998 132.240005 131.029999 131.080002 5e+05 114.7826
"2016-08-17" 131.5 132.240005 130.160004 131.5 916300 115.150391
"2016-08-18" 131.350006 131.800003 130.820007 131.220001 657000 114.905174
"2016-08-19" 130.880005 131.059998 130.449997 130.800003 718600 114.537399
"2016-08-22" 130.800003 131.100006 130.289993 130.929993 840100 114.651237
"2016-08-23" 131.169998 131.490005 130.220001 130.449997 775400 114.230934
"2016-08-24" 130.360001 130.910004 129.649994 130.770004 732600 114.511154
"2016-08-25" 130.830002 131.630005 130.619995 131.050003 687000 114.756332
"2016-08-26" 130.940002 132.139999 130.490005 130.630005 587000 114.388557
"2016-08-29" 130.830002 131.770004 130.75 131.460007 508400 115.115349
"2016-08-30" 131.399994 131.720001 130.440002 130.660004 481700 114.414825
"2016-08-31" 130.839996 131.160004 130.199997 131.039993 779700 114.747566
"2016-09-01" 130.539993 131.119995 130.410004 131.039993 630600 114.747566
"2016-09-02" 131.309998 132.190002 131.100006 131.970001 568900 115.561958
"2016-09-06" 131.860001 132.619995 131.089996 132 811400 115.588219
"2016-09-07" 131.600006 131.600006 128.610001 129.490005 1224800 113.390305
"2016-09-08" 128.860001 129.070007 126.660004 126.989998 1431300 111.201126
"2016-09-09" 125.940002 126.25 122.860001 122.889999 2074800 107.610878
"2016-09-12" 123.139999 124.269997 123 124.040001 1061100 108.617905
"2016-09-13" 123.669998 124.059998 122.919998 123.089996 1259900 107.786003
"2016-09-14" 123.150002 123.57 122.220001 122.519997 817700 107.286888
"2016-09-15" 122.470001 122.970001 122.220001 122.540001 721900 107.304405
"2016-09-16" 122.790001 123.220001 121.75 122.730003 1136600 107.470764
"2016-09-19" 122.5 123.209999 122.349998 122.669998 734500 107.418236
"2016-09-20" 122.669998 124.870003 122.669998 123.440002 1120000 108.092491
"2016-09-21" 123.519997 124.610001 122.739998 124.410004 683100 108.941895
"2016-09-22" 125.059998 126.699997 125.029999 126.57 1375000 110.833336
"2016-09-23" 126.459999 126.879997 125.639999 126.529999 842000 110.798309
"2016-09-26" 126.370003 126.379997 125.639999 125.690002 773300 110.062729
"2016-09-27" 126.129997 126.220001 125.480003 125.839996 709300 110.194099
"2016-09-28" 125.730003 126.110001 125.019997 126.019997 458600 110.351707
"2016-09-29" 125.529999 125.980003 124.260002 124.660004 638500 109.160812
"2016-09-30" 125.150002 125.809998 125 125.18 827200 109.616165
"2016-10-03" 124.690002 124.699997 123.32 124.32 704700 108.863075
"2016-10-04" 124.150002 124.449997 121.730003 122.059998 1206700 106.884056
"2016-10-05" 122.190002 122.480003 121.169998 121.559998 1396000 106.446236
"2016-10-06" 121.480003 123.830002 121.18 122.730003 1081500 107.470764
"2016-10-07" 123.099998 123.379997 121.610001 122.650002 974000 107.400719
"2016-10-10" 122.739998 123.160004 121.489998 121.940002 650600 106.778976
"2016-10-11" 121.699997 121.849998 120.389999 120.889999 842600 105.859528
"2016-10-12" 121.260002 122.529999 121.260002 121.93 667900 106.770248
"2016-10-13" 121.800003 123.089996 121.529999 122.519997 830600 107.286888
"2016-10-14" 122.559998 123.050003 121.760002 121.769997 546600 106.630127
"2016-10-17" 122.029999 122.5 121.650002 122.129997 506400 106.945381
"2016-10-18" 122.580002 122.860001 121.800003 121.800003 721400 106.65641
"2016-10-19" 121.940002 122.290001 120.589996 120.809998 1247000 105.789497
"2016-10-20" 120.980003 121.449997 119.68 119.709999 1080500 104.826248
"2016-10-21" 119.559998 120.370003 118.57 120.050003 1132100 105.123955
"2016-10-24" 119.459999 119.730003 118.260002 118.660004 1283900 104.603882
"2016-10-25" 118.900002 120.93 118.559998 119.580002 1174600 105.414902
"2016-10-26" 119.459999 119.75 118.919998 119.150002 739200 105.035828
"2016-10-27" 119.029999 119.739998 117.889999 117.970001 808000 103.995605
"2016-10-28" 118 119.279999 117.980003 119.029999 1046100 104.930038
"2016-10-31" 119.18 120.129997 118.75 120.019997 1312300 105.802773
"2016-11-01" 119.839996 119.989998 118.129997 119.489998 1467900 105.335564
"2016-11-02" 117.199997 118.050003 115.029999 115.669998 2103500 101.968063
"2016-11-03" 115.330002 116.029999 113.779999 114.720001 1631200 101.130592
"2016-11-04" 114.720001 114.970001 113.260002 113.260002 1238500 99.843552
"2016-11-07" 114.050003 114.980003 113.410004 114.269997 1370500 100.733894
"2016-11-08" 114.18 115.690002 113.949997 115.260002 1035300 101.606628
"2016-11-09" 113.410004 115.779999 112.559998 115.110001 1205300 101.474403
"2016-11-10" 114.739998 115.150002 111.239998 112.25 1561400 98.953194
"2016-11-11" 112.25 113.959999 111.769997 113.050003 963900 99.658424
"2016-11-14" 112.919998 113.5 112.150002 113.139999 1205900 99.737762
"2016-11-15" 113.860001 114.739998 113.540001 114.18 1064800 100.654572
"2016-11-16" 114.43 114.809998 113.75 113.980003 1045600 100.478271
"2016-11-17" 113.690002 114.629997 112.959999 113.519997 1520300 100.072746
"2016-11-18" 113.699997 114.910004 113.440002 114.800003 1420100 101.201126
"2016-11-21" 114.800003 115.150002 114.18 114.849998 1201400 101.245201
"2016-11-22" 115.199997 116.889999 115.199997 116.260002 964200 102.488152
"2016-11-23" 116.07 116.449997 115.290001 115.480003 629400 101.800575
"2016-11-25" 116.110001 117.220001 115.849998 117.220001 448700 103.334457
"2016-11-28" 117.120003 117.830002 116.510002 117.410004 966800 103.501961
"2016-11-29" 117.669998 118.230003 116.93 117.690002 1226900 103.748779
"2016-11-30" 117.720001 118.089996 115.510002 115.559998 1833800 101.871094
"2016-12-01" 115.129997 115.540001 112.279999 113.580002 2011500 100.125641
"2016-12-02" 114.07 114.900002 113.730003 114.019997 835200 100.513504
"2016-12-05" 114.639999 114.800003 113.010002 113.800003 1086600 100.319557
"2016-12-06" 114 114.360001 113.550003 114.269997 600400 100.733894
"2016-12-07" 114.260002 115.879997 113.949997 115.730003 883500 102.020973
"2016-12-08" 115 115.220001 114.400002 114.690002 763300 101.104156
"2016-12-09" 114.269997 115.459999 114.07 115.290001 664300 101.63308
"2016-12-12" 115.139999 116.220001 115.139999 116.029999 694900 102.285423
"2016-12-13" 116.120003 117.949997 115.809998 117.129997 895100 103.255112
"2016-12-14" 117.019997 117.370003 115.910004 116.019997 861500 102.276588
"2016-12-15" 115.68 118.57 115 118.339996 1304300 104.321785
"2016-12-16" 119.010002 121.089996 118.169998 119.040001 2427900 104.938858
"2016-12-19" 119.279999 119.599998 118.410004 118.959999 730400 104.868347
"2016-12-20" 118.940002 120 117.940002 119.790001 1099200 105.600006
"2016-12-21" 119.25 120.25 119.059998 119.559998 794300 105.397263
"2016-12-22" 119.489998 120.650002 119.120003 120.510002 620200 106.234726
"2016-12-23" 120.519997 121.550003 120.260002 120.900002 627800 106.578522
"2016-12-27" 120.779999 122.529999 120.559998 121.93 1148300 107.486526
"2016-12-28" 121.650002 122.349998 120.199997 120.32 1019900 106.067238
"2016-12-29" 120.43 122.169998 120.330002 121.360001 662200 106.984055
"2016-12-30" 121.099998 121.239998 119.68 120.019997 710700 105.802773
"2017-01-03" 120.57 121.360001 119.75 121.019997 1046000 106.684319
"2017-01-04" 121.849998 122.519997 121.25 121.93 1114600 107.486526
"2017-01-05" 122.050003 122.739998 121.349998 122.699997 775700 108.165291
"2017-01-06" 122.459999 122.779999 121.870003 122.519997 526400 108.006638
"2017-01-09" 122.769997 122.959999 120.959999 121.300003 812900 106.931145
"2017-01-10" 121 121.040001 119.18 119.379997 1150100 105.238571
"2017-01-11" 119.230003 120.129997 118.580002 118.720001 854600 104.656754
"2017-01-12" 118.620003 119.440002 118.410004 119.089996 773300 104.982933
"2017-01-13" 119.099998 119.540001 118.82 119.529999 469600 105.370811
"2017-01-17" 119.589996 121.559998 119.529999 121.32 881200 106.948776
"2017-01-18" 121.309998 121.760002 120.580002 120.910004 700800 106.587349
"2017-01-19" 120.889999 121.5 120.029999 120.25 639700 106.005524
"2017-01-20" 121.699997 121.910004 120.470001 121.419998 843700 107.036926
"2017-01-23" 120.330002 121.25 120.169998 121 524300 107.374138
"2017-01-24" 121.099998 121.699997 120.699997 121.620003 674600 107.924324
"2017-01-25" 121.599998 121.699997 120.580002 121.470001 814500 107.791206
"2017-01-26" 121.309998 121.809998 120.970001 121.650002 694700 107.950951
"2017-01-27" 121.279999 121.410004 118.870003 120.489998 1057000 106.921562
"2017-01-30" 120.949997 121 119.650002 120.309998 838400 106.761856
