"Index" "Close"
"2012-01-31" 42.400002
"2012-02-01" 42.84
"2012-02-02" 43.014999
"2012-02-03" 42.825001
"2012-02-06" 42.915001
"2012-02-07" 43.014999
"2012-02-08" 42.639999
"2012-02-09" 43.450001
"2012-02-10" 43.415001
"2012-02-13" 43.860001
"2012-02-14" 44.25
"2012-02-15" 43.845001
"2012-02-16" 43.880001
"2012-02-17" 44.674999
"2012-02-21" 44.005001
"2012-02-22" 43.68
"2012-02-23" 44.029999
"2012-02-24" 43.91
"2012-02-27" 44.200001
"2012-02-28" 44.259998
"2012-02-29" 44.255001
"2012-03-01" 45.380001
"2012-03-02" 45.310001
"2012-03-05" 46.055
"2012-03-06" 45.709999
"2012-03-07" 45.825001
"2012-03-08" 46.285
"2012-03-09" 46.560001
"2012-03-12" 46.669998
"2012-03-13" 46.75
"2012-03-14" 47.080002
"2012-03-15" 46.755001
"2012-03-16" 46.639999
"2012-03-19" 46.845001
"2012-03-20" 47.095001
"2012-03-21" 47.365002
"2012-03-22" 47.52
"2012-03-23" 47.369999
"2012-03-26" 47.91
"2012-03-27" 47.825001
"2012-03-28" 47.299999
"2012-03-29" 47.224998
"2012-03-30" 47.244999
"2012-04-02" 47.48
"2012-04-03" 47.875
"2012-04-04" 47.279999
"2012-04-05" 48.075001
"2012-04-09" 47.66
"2012-04-10" 46.695
"2012-04-11" 47.375
"2012-04-12" 47.955002
"2012-04-13" 48.009998
"2012-04-16" 48.285
"2012-04-17" 49.105
"2012-04-18" 49.27
"2012-04-19" 49.209999
"2012-04-20" 49.775002
"2012-04-23" 49.445
"2012-04-24" 48.375
"2012-04-25" 49.419998
"2012-04-26" 49.965
"2012-04-27" 50.974998
"2012-04-30" 50.830002
"2012-05-01" 51.025002
"2012-05-02" 51.939999
"2012-05-03" 51.689999
"2012-05-04" 50.935001
"2012-05-07" 51.424999
"2012-05-08" 50.799999
"2012-05-09" 50.935001
"2012-05-10" 51.125
"2012-05-11" 51.355
"2012-05-14" 49.860001
"2012-05-15" 50.560001
"2012-05-16" 50.650002
"2012-05-17" 47.564999
"2012-05-18" 47.595001
"2012-05-21" 48.445
"2012-05-22" 49.055
"2012-05-23" 49.665001
"2012-05-24" 50.855
"2012-05-25" 51.099998
"2012-05-29" 51.099998
"2012-05-30" 51.34
"2012-05-31" 51.59
"2012-06-01" 49.970001
"2012-06-04" 50.994999
"2012-06-05" 50.57
"2012-06-06" 52.400002
"2012-06-07" 52.415001
"2012-06-08" 53.360001
"2012-06-11" 52.865002
"2012-06-12" 53.575001
"2012-06-13" 53.264999
"2012-06-14" 53.955002
"2012-06-15" 55.169998
"2012-06-18" 56.34
"2012-06-19" 56.744999
"2012-06-20" 55.57
"2012-06-21" 54.130001
"2012-06-22" 54.77
"2012-06-25" 54.77
"2012-06-26" 55.490002
"2012-06-27" 53.48
"2012-06-28" 52.18
"2012-06-29" 53.799999
"2012-07-02" 52.130001
"2012-07-03" 52.02
"2012-07-05" 54.02
"2012-07-06" 54.290001
"2012-07-09" 53
"2012-07-10" 52.830002
"2012-07-11" 51.799999
"2012-07-12" 52.029999
"2012-07-13" 52.77
"2012-07-16" 52.509998
"2012-07-17" 53.299999
"2012-07-18" 52.889999
"2012-07-19" 52.669998
"2012-07-20" 51.380001
"2012-07-23" 50.650002
"2012-07-24" 50.630001
"2012-07-25" 50.139999
"2012-07-26" 51.02
"2012-07-27" 51.959999
"2012-07-30" 51.439999
"2012-07-31" 50.34
"2012-08-01" 50.02
"2012-08-02" 50.639999
"2012-08-03" 51.119999
"2012-08-06" 50.990002
"2012-08-07" 51.970001
"2012-08-08" 52.950001
"2012-08-09" 51.66
"2012-08-10" 50.720001
"2012-08-13" 50.150002
"2012-08-14" 50.619999
"2012-08-15" 50
"2012-08-16" 49.110001
"2012-08-17" 48.900002
"2012-08-20" 48.669998
"2012-08-21" 48.299999
"2012-08-22" 48.950001
"2012-08-23" 48.5
"2012-08-24" 49.290001
"2012-08-27" 48.380001
"2012-08-28" 48.400002
"2012-08-29" 48.459999
"2012-08-30" 48.09
"2012-08-31" 48.169998
"2012-09-04" 48.189999
"2012-09-05" 47.330002
"2012-09-06" 48
"2012-09-07" 47.709999
"2012-09-10" 47.41
"2012-09-11" 46.419998
"2012-09-12" 46.07
"2012-09-13" 46.849998
"2012-09-14" 47.200001
"2012-09-17" 46.93
"2012-09-18" 46.82
"2012-09-19" 47.060001
"2012-09-20" 49.41
"2012-09-21" 48.549999
"2012-09-24" 49.029999
"2012-09-25" 48.720001
"2012-09-26" 48.380001
"2012-09-27" 48.57
"2012-09-28" 48.290001
"2012-10-01" 48.299999
"2012-10-02" 47.630001
"2012-10-03" 47.02
"2012-10-04" 46.849998
"2012-10-05" 48.07
"2012-10-08" 47.27
"2012-10-09" 45.790001
"2012-10-10" 46.91
"2012-10-11" 43.279999
"2012-10-12" 41.110001
"2012-10-15" 40.52
"2012-10-16" 40.52
"2012-10-17" 40.369999
"2012-10-18" 39.360001
"2012-10-19" 39.150002
"2012-10-22" 38.98
"2012-10-23" 39.189999
"2012-10-24" 40.259998
"2012-10-25" 40.049999
"2012-10-26" 39.849998
"2012-10-31" 39.869999
"2012-11-01" 40.380001
"2012-11-02" 39.59
"2012-11-05" 39.529999
"2012-11-06" 39.029999
"2012-11-07" 38.830002
"2012-11-08" 38.130001
"2012-11-09" 37.740002
"2012-11-12" 37.869999
"2012-11-13" 37.709999
"2012-11-14" 37.759998
"2012-11-15" 39.700001
"2012-11-16" 38.82
"2012-11-19" 40.450001
"2012-11-20" 41.610001
"2012-11-21" 41.470001
"2012-11-23" 42.029999
"2012-11-26" 42.18
"2012-11-27" 41.130001
"2012-11-28" 41.419998
"2012-11-29" 41.73
"2012-11-30" 41.740002
"2012-12-03" 41.34
"2012-12-04" 41.360001
"2012-12-05" 40.549999
"2012-12-06" 40.389999
"2012-12-07" 39.82
"2012-12-10" 39.439999
"2012-12-11" 37.98
"2012-12-12" 38.650002
"2012-12-13" 38.84
"2012-12-14" 38.630001
"2012-12-17" 39.470001
"2012-12-18" 40.259998
"2012-12-19" 39.549999
"2012-12-20" 39.990002
"2012-12-21" 40.029999
"2012-12-24" 40.049999
"2012-12-26" 39.720001
"2012-12-27" 39.73
"2012-12-28" 39.599998
"2012-12-31" 40.560001
"2013-01-02" 39.900002
"2013-01-03" 39.48
"2013-01-04" 39.619999
"2013-01-07" 39.959999
"2013-01-08" 39.009998
"2013-01-09" 38.18
"2013-01-10" 38.139999
"2013-01-11" 38.119999
"2013-01-14" 38.040001
"2013-01-15" 38.599998
"2013-01-16" 38.82
"2013-01-17" 38.98
"2013-01-18" 38.52
"2013-01-22" 39.529999
"2013-01-23" 39.959999
"2013-01-24" 41.060001
"2013-01-25" 41.049999
"2013-01-28" 40.98
"2013-01-29" 40.619999
"2013-01-30" 39.810001
"2013-01-31" 39.990002
"2013-02-01" 40.119999
"2013-02-04" 39.580002
"2013-02-05" 39.59
"2013-02-06" 39.560001
"2013-02-07" 39.400002
"2013-02-08" 41.060001
"2013-02-11" 40.959999
"2013-02-12" 40.23
"2013-02-13" 39.720001
"2013-02-14" 39.93
"2013-02-15" 41.119999
"2013-02-19" 40.400002
"2013-02-20" 40.290001
"2013-02-21" 41.459999
"2013-02-22" 41.889999
"2013-02-25" 40.82
"2013-02-26" 41.080002
"2013-02-27" 45.389999
"2013-02-28" 45.189999
"2013-03-01" 46.110001
"2013-03-04" 46.48
"2013-03-05" 46
"2013-03-06" 45.470001
"2013-03-07" 45.099998
"2013-03-08" 45.029999
"2013-03-11" 45.009998
"2013-03-12" 44.639999
"2013-03-13" 45.049999
"2013-03-14" 44.959999
"2013-03-15" 44.240002
"2013-03-18" 44.91
"2013-03-19" 44.369999
"2013-03-20" 46.16
"2013-03-21" 46.34
"2013-03-22" 46.84
"2013-03-25" 47.02
"2013-03-26" 48.349998
"2013-03-27" 47.860001
"2013-03-28" 48.43
"2013-04-01" 47.599998
"2013-04-02" 47.32
"2013-04-03" 47.259998
"2013-04-04" 47.669998
"2013-04-05" 46.970001
"2013-04-08" 47.029999
"2013-04-09" 45.990002
"2013-04-10" 46.119999
"2013-04-11" 47.279999
"2013-04-12" 47.82
"2013-04-15" 46.880001
"2013-04-16" 47.73
"2013-04-17" 47.369999
"2013-04-18" 47.009998
"2013-04-19" 47.470001
"2013-04-22" 47.709999
"2013-04-23" 48.200001
"2013-04-24" 48.18
"2013-04-25" 48.599998
"2013-04-26" 47.950001
"2013-04-29" 47.790001
"2013-04-30" 47.560001
"2013-05-01" 47.810001
"2013-05-02" 48.419998
"2013-05-03" 48.66
"2013-05-06" 48.700001
"2013-05-07" 49.5
"2013-05-08" 49.389999
"2013-05-09" 49.060001
"2013-05-10" 49.279999
"2013-05-13" 49.07
"2013-05-14" 49.16
"2013-05-15" 50.279999
"2013-05-16" 49.75
"2013-05-17" 49.759998
"2013-05-20" 49.470001
"2013-05-21" 49.380001
"2013-05-22" 48.369999
"2013-05-23" 50.189999
"2013-05-24" 50.240002
"2013-05-28" 50.560001
"2013-05-29" 49.77
"2013-05-30" 49
"2013-05-31" 48.040001
"2013-06-03" 49.169998
"2013-06-04" 48.549999
"2013-06-05" 48.119999
"2013-06-06" 49.279999
"2013-06-07" 49.689999
"2013-06-10" 49.799999
"2013-06-11" 49.830002
"2013-06-12" 48.560001
"2013-06-13" 49.32
"2013-06-14" 49.119999
"2013-06-17" 50.139999
"2013-06-18" 50.599998
"2013-06-19" 50.16
"2013-06-20" 49.349998
"2013-06-21" 49.41
"2013-06-24" 49.619999
"2013-06-25" 49.779999
"2013-06-26" 49.950001
"2013-06-27" 50.330002
"2013-06-28" 50.84
"2013-07-01" 51.630001
"2013-07-02" 51.950001
"2013-07-03" 52.060001
"2013-07-05" 53
"2013-07-08" 53.259998
"2013-07-09" 52.82
"2013-07-10" 54.290001
"2013-07-11" 54.169998
"2013-07-12" 53.959999
"2013-07-15" 53.509998
"2013-07-16" 53.169998
"2013-07-17" 53.099998
"2013-07-18" 53.689999
"2013-07-19" 53.549999
"2013-07-22" 53.709999
"2013-07-23" 53.139999
"2013-07-24" 52.880001
"2013-07-25" 52.75
"2013-07-26" 53.130001
"2013-07-29" 52.939999
"2013-07-30" 53.389999
"2013-07-31" 53.650002
"2013-08-01" 54.43
"2013-08-02" 54.380001
"2013-08-05" 54.34
"2013-08-06" 54.25
"2013-08-07" 53.900002
"2013-08-08" 53.299999
"2013-08-09" 52.919998
"2013-08-12" 52.970001
"2013-08-13" 53.73
"2013-08-14" 53.02
"2013-08-15" 51.279999
"2013-08-16" 50.450001
"2013-08-19" 50.91
"2013-08-20" 52
"2013-08-21" 51.84
"2013-08-22" 53.130001
"2013-08-23" 53.290001
"2013-08-26" 54.119999
"2013-08-27" 53.509998
"2013-08-28" 53.310001
"2013-08-29" 53.02
"2013-08-30" 52.700001
"2013-09-03" 52.529999
"2013-09-04" 54.169998
"2013-09-05" 53.970001
"2013-09-06" 53.450001
"2013-09-09" 53.689999
"2013-09-10" 54.369999
"2013-09-11" 54.990002
"2013-09-12" 54.610001
"2013-09-13" 54.869999
"2013-09-16" 55.860001
"2013-09-17" 55.830002
"2013-09-18" 57.82
"2013-09-19" 58.490002
"2013-09-20" 58
"2013-09-23" 57.880001
"2013-09-24" 58.139999
"2013-09-25" 57.439999
"2013-09-26" 58.09
"2013-09-27" 57.52
"2013-09-30" 57.16
"2013-10-01" 58.450001
"2013-10-02" 58.950001
"2013-10-03" 58.77
"2013-10-04" 59.209999
"2013-10-07" 58.220001
"2013-10-08" 57.869999
"2013-10-09" 57.66
"2013-10-10" 58.23
"2013-10-11" 58.689999
"2013-10-14" 58.860001
"2013-10-15" 58.48
"2013-10-16" 59.060001
"2013-10-17" 58.990002
"2013-10-18" 59.240002
"2013-10-21" 59.610001
"2013-10-22" 59.470001
"2013-10-23" 59.369999
"2013-10-24" 59.619999
"2013-10-25" 59.700001
"2013-10-28" 59.23
"2013-10-29" 59.150002
"2013-10-30" 58.57
"2013-10-31" 58.400002
"2013-11-01" 58.169998
"2013-11-04" 57.959999
"2013-11-05" 58.5
"2013-11-06" 58.720001
"2013-11-07" 57.91
"2013-11-08" 58.66
"2013-11-11" 59.060001
"2013-11-12" 59.290001
"2013-11-13" 59.619999
"2013-11-14" 59.810001
"2013-11-15" 59.91
"2013-11-18" 59.540001
"2013-11-19" 59.310001
"2013-11-20" 58.919998
"2013-11-21" 56.279999
"2013-11-22" 56.860001
"2013-11-25" 56.549999
"2013-11-26" 56.189999
"2013-11-27" 55.830002
"2013-11-29" 55.650002
"2013-12-02" 55.490002
"2013-12-03" 55.240002
"2013-12-04" 54.900002
"2013-12-05" 55.25
"2013-12-06" 55.169998
"2013-12-09" 55.279999
"2013-12-10" 55.639999
"2013-12-11" 55.900002
"2013-12-12" 55.740002
"2013-12-13" 55.720001
"2013-12-16" 56.110001
"2013-12-17" 55.709999
"2013-12-18" 55.82
"2013-12-19" 55.299999
"2013-12-20" 55.450001
"2013-12-23" 55.990002
"2013-12-24" 56.400002
"2013-12-26" 56.580002
"2013-12-27" 56.290001
"2013-12-30" 56.349998
"2013-12-31" 56.419998
"2014-01-02" 56.400002
"2014-01-03" 56.57
"2014-01-06" 56.759998
"2014-01-07" 56.59
"2014-01-08" 56.639999
"2014-01-09" 56.43
"2014-01-10" 55.889999
"2014-01-13" 55.130001
"2014-01-14" 55.27
"2014-01-15" 55.189999
"2014-01-16" 54.610001
"2014-01-17" 54.32
"2014-01-21" 53.549999
"2014-01-22" 53.139999
"2014-01-23" 52.560001
"2014-01-24" 51.669998
"2014-01-27" 51.07
"2014-01-28" 51.110001
"2014-01-29" 50.57
"2014-01-30" 51.060001
"2014-01-31" 50.52
"2014-02-03" 49.68
"2014-02-04" 50.009998
"2014-02-05" 49.810001
"2014-02-06" 50.889999
"2014-02-07" 51.389999
"2014-02-10" 51.330002
