"Index" "SNOpen" "SNHigh" "SNLow" "SNClose" "SNVolume" "SNAdjusted"
"2013-08-05" 72.75 73.43 72.550003 72.879997 455266 68.378868
"2013-08-06" 72.730003 73.410004 72.610001 73.220001 507102 68.697884
"2013-08-07" 73 74.154999 71.82 74.050003 924350 69.476608
"2013-08-08" 73.82 75.239998 73.440002 74.290001 896002 69.70179
"2013-08-09" 74.099998 76.059998 74.099998 75.349998 646146 70.696327
"2013-08-12" 75.080002 76.120003 74.970001 75.760002 697690 71.080986
"2013-08-13" 75.650002 76.209999 75.230003 76.190002 847099 71.484451
"2013-08-14" 76.43 76.43 75.239998 75.360001 737209 70.705681
"2013-08-15" 74.809998 74.879997 73.589996 73.800003 667399 69.242073
"2013-08-16" 73.580002 74.82 73.449997 74.769997 708640 70.152145
"2013-08-19" 74.709999 75.175003 74.260002 74.400002 596840 69.804977
"2013-08-20" 74.43 75.370003 74.129997 75 545223 70.367943
"2013-08-21" 74.809998 75 73.93 74.220001 409060 69.636108
"2013-08-22" 74.82 75.660004 74.440002 75.010002 403317 70.377319
"2013-08-23" 75.360001 75.360001 74.300003 74.599998 473404 69.992653
"2013-08-26" 74.720001 75.93 74.550003 74.589996 435738 69.983246
"2013-08-27" 73.800003 74.449997 73.129997 73.18 375065 68.660332
"2013-08-28" 73.150002 73.900002 73 73.169998 444428 68.791969
"2013-08-29" 73.010002 74.279999 72.870003 73.849998 367733 69.431259
"2013-08-30" 73.849998 73.889999 72.919998 73.529999 688356 69.130424
"2013-09-03" 74.82 75.309998 74.029999 74.370003 762622 69.920158
"2013-09-04" 74.239998 75.150002 73.739998 74.5 1009073 70.042374
"2013-09-05" 74.32 75.084999 74.309998 74.540001 360217 70.080002
"2013-09-06" 74.93 75.75 74.050003 75.379997 516948 70.869728
"2013-09-09" 75.459999 75.970001 74.849998 75.050003 1070645 70.559494
"2013-09-10" 75.449997 75.5 74.339996 74.940002 999493 70.456078
"2013-09-11" 74.870003 75.224998 74.192596 74.419998 1014545 69.967155
"2013-09-12" 74.510002 74.739998 74.010002 74.07 1022657 69.638115
"2013-09-13" 74.220001 74.510002 73.285004 74.230003 1133705 69.788528
"2013-09-16" 75.519997 76.800003 75.239998 75.550003 1258245 71.029579
"2013-09-17" 75.489998 76.75 75.239998 76.730003 1062963 72.138954
"2013-09-18" 76.620003 78.239998 76.32 78.18 1004220 73.50219
"2013-09-19" 78.410004 78.720001 77.925003 78.559998 1298721 73.859474
"2013-09-20" 78.870003 79.129997 77.639999 77.75 3889385 73.097916
"2013-09-23" 77.690002 78.050003 77.059998 77.629997 627291 72.9851
"2013-09-24" 77.709999 77.830002 76.860001 76.980003 648885 72.374001
"2013-09-25" 76.940002 77.699997 76.5 77.580002 584507 72.938103
"2013-09-26" 77.629997 78.300003 77.32 78.269997 522154 73.586807
"2013-09-27" 77.82 78.5 77.599998 78.110001 524079 73.436378
"2013-09-30" 77.639999 78.449997 77.400101 78.110001 728234 73.436378
"2013-10-01" 78.339996 78.860001 78.059998 78.550003 604615 73.850044
"2013-10-02" 78.07 78.150002 77.400002 78.029999 558935 73.361176
"2013-10-03" 77.879997 78.050003 76.769997 76.900002 693820 72.298782
"2013-10-04" 76.919998 77.970001 76.738998 77.669998 429582 73.022705
"2013-10-07" 77.010002 77.18 76.309998 76.330002 603854 71.762901
"2013-10-08" 76.489998 76.989998 74.949997 75.07 703010 70.57827
"2013-10-09" 75.220001 75.370003 74.050003 74.730003 585975 70.258636
"2013-10-10" 76.650002 76.959999 75.68 76.949997 524328 72.345795
"2013-10-11" 77.019997 77.730003 76.529999 77.720001 467633 73.069725
"2013-10-14" 77.290001 78.760002 77.150002 78.32 806821 73.633827
"2013-10-15" 78.199997 78.635002 77.580002 77.889999 722199 73.229553
"2013-10-16" 78.379997 78.989998 78.050003 78.290001 507641 73.605629
"2013-10-17" 78.07 78.889999 78.059998 78.839996 471696 74.122711
"2013-10-18" 79.110001 79.379997 78.82 79.150002 448082 74.414177
"2013-10-21" 79.239998 79.375 78.699997 79.139999 466453 74.404755
"2013-10-22" 79.419998 80.727501 79.25 80.540001 599234 75.720993
"2013-10-23" 80.18 80.5 79.269997 79.68 608464 74.912453
"2013-10-24" 79.580002 80.169998 79.379997 79.970001 546871 75.185089
"2013-10-25" 80.330002 80.580002 80.080002 80.230003 286608 75.429535
"2013-10-28" 80.269997 80.910004 79.980003 80.629997 658565 75.805603
"2013-10-29" 80.699997 80.970001 80.330002 80.779999 584332 75.946648
"2013-10-30" 80.699997 80.989998 79.328499 80.099998 375589 75.307312
"2013-10-31" 80.169998 81 79.449997 80.5 722159 75.683395
"2013-11-01" 80.660004 80.879997 79.139999 79.720001 766336 74.950058
"2013-11-04" 79.980003 80.379997 79.489998 80.239998 986069 75.438942
"2013-11-05" 80.110001 80.349899 79.230003 80.120003 453733 75.326118
"2013-11-06" 80.370003 81.205002 79.870003 80.290001 525690 75.485962
"2013-11-07" 78.690002 79.790001 74.779999 76.160004 2271200 71.603065
"2013-11-08" 75.830002 76.580002 74.470001 76.510002 1007666 71.932114
"2013-11-11" 76.370003 76.760002 75.5 75.709999 816409 71.18
"2013-11-12" 75.190002 75.964996 74.959999 75.889999 797999 71.349213
"2013-11-13" 75.870003 76.599998 75.360001 76.599998 611207 72.016731
"2013-11-14" 76.75 77.110001 76.07 76.400002 703018 71.828712
"2013-11-15" 76.779999 76.860001 74.68 75.459999 1105228 70.944962
"2013-11-18" 75.690002 75.949997 74.610001 74.699997 730147 70.230408
"2013-11-19" 74.580002 75.389999 74.510002 74.800003 768672 70.324448
"2013-11-20" 75.120003 75.419998 74.169998 74.470001 822484 70.014183
"2013-11-21" 74.900002 75.120003 74.57 75.040001 346155 70.550072
"2013-11-22" 75.080002 75.360001 74.339996 74.650002 737959 70.183411
"2013-11-25" 74.800003 74.860001 73.680099 74.260002 684811 69.816742
"2013-11-26" 74.199997 74.885002 73.580002 74.800003 938421 70.466782
"2013-11-27" 74.970001 75.080002 74.18 74.769997 385405 70.438515
"2013-11-29" 74.730003 75.268997 74.239998 74.589996 249085 70.268944
"2013-12-02" 74.470001 74.940002 73.809998 73.970001 666145 69.684868
"2013-12-03" 73.589996 73.778 72.610001 73.25 1071326 69.006561
"2013-12-04" 72.830002 73.785004 72.459999 72.660004 1049709 68.450768
"2013-12-05" 72.720001 73.360001 72.301003 72.849998 797567 68.629753
"2013-12-06" 73.629997 74.120003 73.139999 73.989998 627409 69.703697
"2013-12-09" 74.239998 74.830002 73.400002 74.739998 741193 70.410263
"2013-12-10" 74.529999 75.379997 74.370003 75.25 990878 70.890709
"2013-12-11" 79.5 85.730003 79.099998 81 7623772 76.307594
"2013-12-12" 80.220001 81.010002 79.150002 80.330002 1582990 75.676422
"2013-12-13" 80.419998 81.029999 79.790001 80.730003 1023867 76.053261
"2013-12-16" 81.099998 81.559998 80.330002 81.470001 1676645 76.750381
"2013-12-17" 81.349998 81.559998 80.605003 81.370003 747385 76.656166
"2013-12-18" 81.510002 82.970001 81.080002 82.910004 660098 78.106964
"2013-12-19" 82.860001 84.269997 82.735001 83.360001 1140200 78.530884
"2013-12-20" 83.669998 84.75 83.389999 83.690002 1188517 78.841782
"2013-12-23" 83.919998 84.379997 83.620102 84.029999 588586 79.162056
"2013-12-24" 84.339996 84.650002 83.959999 84.239998 400818 79.359909
"2013-12-26" 84.610001 85.032501 84.160004 84.919998 464284 80.000511
"2013-12-27" 85 85.019997 84.43 84.660004 245470 79.755569
"2013-12-30" 84.879997 86.220001 84.779999 86.190002 420223 81.196945
"2013-12-31" 86.059998 86.410004 85.610001 86.410004 377849 81.40419
"2014-01-02" 85.68 86.620003 85.040001 85.480003 582039 80.528091
"2014-01-03" 85.660004 86.07 84.93 84.980003 510617 80.05703
"2014-01-06" 85.419998 85.580002 84.43 84.529999 418096 79.633102
"2014-01-07" 84.75 85.220001 84.449997 84.559998 459723 79.661369
"2014-01-08" 84.550003 84.730003 82.419998 82.43 895890 77.65477
"2014-01-09" 83.019997 83.125 81.620003 82.43 1152727 77.65477
"2014-01-10" 82.190002 82.879997 81.360001 82.010002 865287 77.259109
"2014-01-13" 78.75 80.25 76.150002 76.309998 1826655 71.88929
"2014-01-14" 76.529999 76.709999 75.199997 76.190002 1383260 71.77626
"2014-01-15" 76.139999 76.845001 75.980003 76.07 656821 71.663216
"2014-01-16" 76 76.330002 75.089996 75.150002 924568 70.796494
"2014-01-17" 74.75 75.260002 74.110001 74.169998 1166771 69.873283
"2014-01-21" 74.400002 76.040001 73.190002 75.279999 1227392 70.918968
"2014-01-22" 75.790001 76.639999 75.220001 75.68 711714 71.295799
"2014-01-23" 75.050003 75.400002 74.269997 75.260002 622634 70.900124
"2014-01-24" 74.57 74.669998 73.510002 73.610001 746435 69.345711
"2014-01-27" 73.739998 74.290001 72.470001 72.940002 642293 68.714531
"2014-01-28" 73.480003 73.879997 73 73.57 519604 69.308037
"2014-01-29" 72.75 73.080002 71.970001 72.370003 789645 68.177567
"2014-01-30" 73.32 74.230003 72.650002 73.459999 418884 69.204414
"2014-01-31" 72.459999 73.157997 72.120003 72.519997 847175 68.318855
"2014-02-03" 72.800003 72.910004 71.330002 71.889999 985345 67.725365
"2014-02-04" 72.080002 72.839996 71.510002 72.470001 841740 68.271751
"2014-02-05" 72.059998 73.419998 71.629997 72.989998 735106 68.761627
"2014-02-06" 73.279999 74.518997 73.199997 74.440002 509760 70.12764
"2014-02-07" 74.540001 76.510002 74.540001 76.300003 912843 71.879883
"2014-02-10" 76.18 76.480003 75.480301 75.800003 948328 71.408836
"2014-02-11" 75.769997 77.267502 75.769997 76.779999 693688 72.332069
"2014-02-12" 76.900002 77.830002 76.559998 77.830002 656621 73.321251
"2014-02-13" 77.230003 78.18 76.949997 77.440002 1077411 72.953842
"2014-02-14" 76.230003 80.190002 75.199997 78.949997 1432245 74.376366
"2014-02-18" 78.949997 79.800003 78.150002 78.769997 1008658 74.206787
"2014-02-19" 78.910004 80.150002 78.600998 79.260002 1129319 74.668404
"2014-02-20" 79.43 80.589996 79.129997 80.019997 921382 75.384384
"2014-02-21" 80 81.209999 79.779999 80.699997 1043590 76.024994
"2014-02-24" 80.639999 81.910004 80.589996 81.07 697315 76.373543
"2014-02-25" 81.010002 81.730003 80.790001 80.900002 1253429 76.213402
"2014-02-26" 80.93 81.860001 80.589996 80.790001 1107379 76.298378
"2014-02-27" 80.57 81.25 80.540001 80.959999 1023511 76.458946
"2014-02-28" 81.110001 81.510002 80.790001 81.239998 1142049 76.723373
"2014-03-03" 80.669998 81.029999 80.239998 80.900002 963659 76.402275
"2014-03-04" 81.550003 82.040001 81.089996 81.309998 1671880 76.789474
"2014-03-05" 81.629997 81.769997 81.32 81.580002 1183002 77.044479
"2014-03-06" 81.639999 81.970001 81.510002 81.809998 942651 77.261681
"2014-03-07" 82.07 82.489998 81.690002 81.889999 1195666 77.33725
"2014-03-10" 81.589996 81.760002 80.959999 80.980003 688923 76.477829
"2014-03-11" 81.199997 81.230003 79.894997 80.110001 1009384 75.656197
"2014-03-12" 79.849998 80.190002 79.57 79.709999 1124563 75.278427
"2014-03-13" 80 80.239998 78.239998 78.360001 899817 74.003494
"2014-03-14" 78.190002 79.179901 78.040001 78.739998 805423 74.362358
"2014-03-17" 79.269997 79.610001 78.910004 79.199997 620003 74.796783
"2014-03-18" 79.199997 80.019997 79.080002 79.699997 642233 75.26899
"2014-03-19" 79.540001 79.709999 78.129997 78.43 656102 74.069595
"2014-03-20" 78.089996 78.269997 76.93 77.220001 1272985 72.92688
"2014-03-21" 77.279999 77.889999 74.5 74.5 1951286 70.358093
"2014-03-24" 76 77.239998 74.709999 75.089996 1819127 70.915283
"2014-03-25" 75.25 75.389999 74.099998 74.709999 1253432 70.556412
"2014-03-26" 75.07 75.114998 73.900002 73.910004 749445 69.800888
"2014-03-27" 73.839996 75.010002 73.220001 74.589996 781926 70.443092
"2014-03-28" 74.970001 76.300003 74.800003 75.730003 753203 71.519699
"2014-03-31" 76.220001 76.610001 75.75 75.910004 581130 71.689705
"2014-04-01" 76.059998 77.720001 76.059998 77.660004 667703 73.34243
"2014-04-02" 77.769997 77.779999 76.160004 76.339996 973645 72.095779
"2014-04-03" 76.489998 76.699997 75.769997 75.940002 632646 71.71804
"2014-04-04" 76.239998 78.150002 76.110001 76.32 1029986 72.076904
"2014-04-07" 76.220001 76.459702 74.370003 74.730003 661068 70.57531
"2014-04-08" 74.699997 75.589996 74.400002 75.279999 615247 71.094727
"2014-04-09" 75.540001 76.370003 75.433998 75.800003 892034 71.585808
"2014-04-10" 75.779999 75.879997 74.040001 74.139999 647863 70.018105
"2014-04-11" 73.980003 74.160004 73.349998 73.459999 749705 69.375916
"2014-04-14" 73.870003 74.809998 73.389 73.889999 776622 69.782005
"2014-04-15" 74 74.269997 72.129997 73.099998 750157 69.035919
"2014-04-16" 73.510002 74.629997 73.419998 74.589996 487669 70.443092
"2014-04-17" 74.480003 75.110001 74.150002 74.389999 687230 70.254204
"2014-04-21" 74.5 75.019997 74.005997 74.75 426283 70.594193
"2014-04-22" 74.699997 75.290001 74.419998 74.860001 568887 70.698074
"2014-04-23" 74.970001 75.830002 74.57 74.589996 453285 70.443092
"2014-04-24" 74.760002 75.160004 74.169998 75.050003 420622 70.877518
"2014-04-25" 74.809998 74.809998 73.940002 74.089996 417992 69.970886
"2014-04-28" 74.5 74.879997 73.230003 74.269997 530893 70.140869
"2014-04-29" 74.57 74.900002 74.169998 74.360001 373365 70.225883
"2014-04-30" 74.279999 75.160004 74.269997 75.07 568614 70.896408
"2014-05-01" 74.900002 75.720001 74.800003 75.18 443163 71.000282
"2014-05-02" 75.18 75.940002 75.040001 75.459999 368795 71.264732
"2014-05-05" 75.07 76.110001 74.349998 75.970001 540535 71.746361
"2014-05-06" 75.82 75.959999 74.510002 74.599998 736011 70.45253
"2014-05-07" 74.650002 75.120003 74.160004 74.470001 617845 70.329765
"2014-05-08" 75.5 78.375 74.019997 76.720001 1427229 72.454681
"2014-05-09" 76.57 76.650002 74.996002 75.410004 722239 71.217499
"2014-05-12" 75.540001 75.879997 74.980003 75.550003 726452 71.349724
"2014-05-13" 75.699997 75.949997 75.139999 75.160004 453182 70.981407
"2014-05-14" 75 75.199997 73.940002 73.970001 468663 69.857567
"2014-05-15" 73.889999 74.407997 73.010002 74.279999 472417 70.150322
"2014-05-16" 74.360001 75.190002 73.690002 75.160004 392280 70.981407
"2014-05-19" 74.989998 75.849998 74.68 75.690002 347075 71.481934
"2014-05-20" 75.489998 75.519997 73.919998 74.019997 692296 69.90477
"2014-05-21" 74.139999 75.080002 74 74.949997 509601 70.783073
"2014-05-22" 74.989998 75.800003 74.8601 75.709999 421353 71.500824
"2014-05-23" 75.910004 76.720001 75.870003 76.620003 323485 72.360245
"2014-05-27" 77.07 77.349998 76.43 76.809998 597445 72.539658
"2014-05-28" 76.800003 77 76.290001 76.589996 416632 72.520729
"2014-05-29" 76.699997 76.82 76.364998 76.489998 308138 72.426033
"2014-05-30" 76.470001 76.57 75.639999 76.459999 436871 72.397644
"2014-06-02" 76.599998 76.849998 76.279999 76.779999 414096 72.700638
"2014-06-03" 76.510002 77.080002 76.260002 76.889999 533787 72.804779
"2014-06-04" 76.730003 76.760002 76 76.199997 342416 72.151443
"2014-06-05" 76.309998 77.394997 76.040001 77.260002 362181 73.155136
"2014-06-06" 77.32 78.07 77.239998 77.989998 447750 73.846352
"2014-06-09" 77.849998 78.449997 77.599998 78.370003 445460 74.206146
"2014-06-10" 78.260002 78.260002 77.339996 77.870003 568080 73.732727
"2014-06-11" 77.739998 77.830002 77.199997 77.32 361964 73.211952
"2014-06-12" 77.18 77.349998 77.019997 77.059998 703031 72.965775
"2014-06-13" 77.169998 77.404999 76.949997 77.389999 361285 73.278236
"2014-06-16" 77.209999 78.25 76.830002 78.199997 523033 74.045189
"2014-06-17" 77.910004 79.870003 77.580002 79.720001 964956 75.484436
"2014-06-18" 79.720001 80.75 79.32 80.699997 870582 76.412376
"2014-06-19" 80.68 82.169998 80.459999 82.059998 1374711 77.700104
"2014-06-20" 82.040001 82.370003 81.019997 82.040001 1695575 77.681168
"2014-06-23" 81.879997 82.220001 81.279999 81.660004 969468 77.32135
"2014-06-24" 81.339996 81.809998 80.360001 80.379997 1034375 76.10936
"2014-06-25" 80.220001 81.32 79.919998 80.730003 563353 76.440781
"2014-06-26" 80.779999 81.095001 79.849998 80.839996 443883 76.54493
"2014-06-27" 80.529999 80.809998 79.940002 80.370003 586267 76.099899
"2014-06-30" 80.410004 81.209999 80.239998 81.139999 528619 76.828972
"2014-07-01" 81.339996 81.839996 80.760002 81.510002 439937 77.179329
"2014-07-02" 81.349998 81.790001 81.099998 81.190002 521206 76.87632
"2014-07-03" 81.269997 81.709999 81.244003 81.559998 445248 77.226654
"2014-07-07" 81.110001 81.440002 80.709999 80.879997 357382 76.582771
"2014-07-08" 80.800003 80.809998 79.989998 80.269997 442715 76.005203
"2014-07-09" 80.660004 80.970001 80.190002 80.849998 641608 76.554375
"2014-07-10" 80.160004 81.160004 80.139999 80.760002 558941 76.4692
"2014-07-11" 80.860001 82 80.550003 81.550003 896035 77.217216
"2014-07-14" 81.82 81.82 80.919998 80.93 632486 76.630142
"2014-07-15" 80.82 81.07 80.330002 80.889999 601556 76.592262
"2014-07-16" 81.860001 85.099998 81.650002 84.779999 2191543 80.275581
"2014-07-17" 84.25 86.480003 84.209999 85.550003 1787135 81.004692
"2014-07-18" 85.779999 85.779999 84.459999 84.900002 1118884 80.389198
"2014-07-21" 84.559998 85.080002 83.589996 83.610001 699027 79.167778
"2014-07-22" 84.059998 84.209999 83.110001 83.230003 854205 78.807945
"2014-07-23" 83.309998 83.330002 82.43 83.099998 963374 78.684845
"2014-07-24" 82.82 83.514999 82.75 83.169998 514606 78.751129
"2014-07-25" 82.980003 83.68 82.699997 83.650002 749745 79.205635
"2014-07-28" 83.610001 84.25 83.355003 83.400002 539836 78.96891
"2014-07-29" 83.599998 84 82.790001 82.809998 508054 78.410255
"2014-07-30" 83.300003 83.419998 82.18 83.010002 725771 78.59964
"2014-07-31" 82.660004 83.5 82.080002 82.410004 578192 78.031517
"2014-08-01" 82.400002 83.029999 82.190002 82.989998 743961 78.580681
"2014-08-04" 83.449997 83.589996 82.889999 83.419998 753289 78.987839
"2014-08-05" 83.059998 83.830002 82.720001 83.489998 887144 79.054131
"2014-08-06" 82.940002 83.279999 82 82.080002 889779 77.71904
"2014-08-07" 81.510002 81.760002 77.271004 77.43 1770204 73.316101
"2014-08-08" 77.089996 78.419998 76.129997 78.18 1142113 74.026237
"2014-08-11" 78.230003 78.82 77.779999 78.379997 1082324 74.215614
"2014-08-12" 78.209999 78.730003 78.014 78.230003 938353 74.073586
"2014-08-13" 78.330002 79.110001 78.330002 79.059998 701189 74.859497
"2014-08-14" 79 79.849998 78.860001 79.610001 863557 75.380272
"2014-08-15" 79.830002 80.32 79.300003 80.120003 707000 75.863182
"2014-08-18" 80.349998 81.120003 80.349998 80.980003 682093 76.677483
"2014-08-19" 80.940002 81.190002 80.290001 80.339996 579246 76.07148
"2014-08-20" 80.269997 81.650002 80.050003 81.5 699151 77.169853
"2014-08-21" 81.5 81.970001 80.980003 81.650002 517542 77.31189
"2014-08-22" 81.529999 81.93 80.915001 81.459999 743622 77.131981
"2014-08-25" 80.809998 81.940002 80.480003 80.669998 581925 76.383965
"2014-08-26" 80.800003 81.279999 80.459999 80.709999 879273 76.421829
"2014-08-27" 80.580002 81.099998 80.410004 80.489998 491576 76.40284
"2014-08-28" 80.370003 80.410004 79.889999 80.110001 398396 76.042145
"2014-08-29" 80.190002 80.300003 79.635002 79.709999 784226 75.662453
"2014-09-02" 79.860001 80.860001 79.730003 80.019997 722928 75.956711
"2014-09-03" 80.589996 80.760002 79.209999 79.360001 845846 75.330223
"2014-09-04" 79.620003 80.010002 79.160004 79.349998 931303 75.320732
"2014-09-05" 79.230003 80.559998 79.099998 80.489998 717116 76.40284
"2014-09-08" 80.190002 80.540001 79.339996 79.690002 499035 75.643463
"2014-09-09" 79.510002 79.550003 78.349998 78.410004 647431 74.428474
"2014-09-10" 78.389999 78.760002 77.940002 78.629997 518785 74.637291
"2014-09-11" 78.389999 78.839996 78.239998 78.519997 513650 74.532875
"2014-09-12" 78.480003 78.580002 77.980003 78.339996 418615 74.362022
"2014-09-15" 78.269997 78.559998 78.010002 78.129997 468587 74.162697
"2014-09-16" 77.879997 78.739998 77.82 78.099998 654744 74.134193
"2014-09-17" 78.099998 78.389999 77.760002 78.050003 708322 74.086754
"2014-09-18" 78.25 78.410004 77.839996 78.230003 528037 74.257614
"2014-09-19" 78.599998 78.809998 78.029999 78.309998 1366420 74.333542
"2014-09-22" 78.269997 78.330002 77.330002 77.639999 1017945 73.697563
"2014-09-23" 77.580002 78.040001 76.82 77.870003 2795547 73.915894
"2014-09-24" 77.760002 78.300003 77.629997 78.080002 1709975 74.115219
"2014-09-25" 77.900002 78.099998 77.349998 77.800003 2546675 73.849442
"2014-09-26" 77.790001 78.279999 77.519997 78.099998 1456787 74.134193
"2014-09-29" 77.519997 78.220001 77.400002 78.040001 1652073 74.077255
"2014-09-30" 78.239998 78.269997 77.760002 78.089996 1126307 74.124718
"2014-10-01" 78.099998 78.25 77.370003 77.989998 3290860 74.029785
"2014-10-02" 77.940002 79.080002 77.589996 78.010002 3422962 74.048767
"2014-10-03" 78.360001 79.139999 78.059998 79.040001 688893 75.026474
"2014-10-06" 79.220001 79.379997 78.010002 78.239998 491997 74.267097
"2014-10-07" 77.75 78.029999 76.459999 76.610001 1363236 72.719856
"2014-10-08" 76.589996 77.43 75.875 77.400002 772298 73.469734
"2014-10-09" 77.25 77.379997 74.510002 74.529999 1106612 70.745491
"2014-10-10" 74.379997 75.029999 73.510002 73.660004 809559 69.919662
"2014-10-13" 73.43 74.275002 72.730003 72.790001 1267191 69.093849
"2014-10-14" 73.230003 74.949997 73.080002 74.879997 1429520 71.077705
"2014-10-15" 73.860001 75.459999 72.169998 73.5 1476093 69.767792
"2014-10-16" 72.540001 72.980003 71.059998 71.610001 2213899 67.973755
"2014-10-17" 72.029999 72.860001 71.760002 72.68 1096147 68.989433
"2014-10-20" 72.889999 73.679901 72.629997 73.660004 615343 69.919662
"2014-10-21" 73.599998 75.300003 73.599998 75.169998 703688 71.352982
"2014-10-22" 75.339996 75.849998 74.269997 74.32 614699 70.546135
"2014-10-23" 74.889999 76.190002 74.889999 75.480003 437301 71.64724
"2014-10-24" 75.639999 76.470001 75.379997 76.18 498461 72.311699
"2014-10-27" 75.989998 76.540001 75.639999 75.709999 441638 71.865555
"2014-10-28" 76.129997 76.940002 75.9701 76.400002 660946 72.520531
"2014-10-29" 76.529999 77.32 76.25 76.82 587062 72.919197
"2014-10-30" 76.419998 76.863998 76.080002 76.529999 506668 72.643929
"2014-10-31" 77.669998 77.779999 76.660004 77.239998 711525 73.317863
"2014-11-03" 77.290001 77.919998 77.18 77.809998 983589 73.858925
"2014-11-04" 77.370003 77.370003 74.870003 74.900002 1796803 71.096687
"2014-11-05" 75.290001 75.489998 73.989998 74.589996 1743904 70.802429
"2014-11-06" 74.239998 76.970001 74.239998 75.010002 2511138 71.201111
"2014-11-07" 75.040001 75.389999 73.610001 75.190002 1474447 71.371979
"2014-11-10" 75.199997 75.290001 72.169998 73.339996 2147777 69.615906
"2014-11-11" 72.989998 73.574997 72.599998 73.489998 1187719 69.758286
"2014-11-12" 73.120003 74.059998 72.93 73.5 779833 69.767792
"2014-11-13" 73.489998 73.639999 73.129997 73.5 902359 69.767792
"2014-11-14" 73.639999 75.199997 73.5 75.169998 1057721 71.352982
"2014-11-17" 74.760002 75.169998 74.25 75.010002 785899 71.201111
"2014-11-18" 74.830002 75.110001 74.089996 74.879997 878054 71.077705
"2014-11-19" 74.790001 75.639999 74.559998 75.489998 847808 71.656723
"2014-11-20" 75.169998 76.900002 75.169998 76.730003 936186 72.833778
"2014-11-21" 77.400002 77.419998 75.459999 76.209999 810919 72.340179
"2014-11-24" 76.550003 78.239998 76.040001 78.010002 1277514 74.048767
"2014-11-25" 77.809998 78.440002 77.199997 77.940002 901396 74.172485
"2014-11-26" 77.860001 78.220001 77.5 77.970001 549533 74.201035
"2014-11-28" 78.150002 78.239998 77.75 78.169998 237184 74.391357
"2014-12-01" 78.050003 78.550003 77.370003 77.910004 762085 74.143936
"2014-12-02" 78.220001 79 78.089996 78.970001 769767 75.152702
"2014-12-03" 79.080002 82.779999 78.68 80.519997 2278609 76.627769
"2014-12-04" 80.029999 80.260002 78.910004 79.870003 2041358 76.009209
"2014-12-05" 79.739998 80.93 79.690002 80.279999 1159394 76.399384
"2014-12-08" 79.970001 80.169998 78.18 78.309998 895233 74.524597
"2014-12-09" 77.470001 78.169998 76.839996 78.059998 978896 74.28669
"2014-12-10" 78.019997 78.459999 77.370003 77.610001 661141 73.858437
"2014-12-11" 77.760002 78.730003 77.150002 77.220001 643725 73.487289
"2014-12-12" 76.480003 77.459999 76.349998 76.589996 668476 72.887749
"2014-12-15" 76.889999 77.43 75.849998 75.870003 758614 72.20256
"2014-12-16" 75.769997 77.43 75.470001 76.25 833334 72.564186
"2014-12-17" 76.410004 78.209999 76.330002 77.849998 844741 74.086838
"2014-12-18" 78.540001 78.849998 77.669998 78.839996 1252668 75.028976
"2014-12-19" 79.300003 79.639999 77.605003 77.830002 1648201 74.067802
"2014-12-22" 77.800003 78.199997 76.75 77.169998 1185408 73.439705
"2014-12-23" 77.099998 78.519997 77.099998 77.690002 1465509 73.934593
"2014-12-24" 77.889999 79.540001 77.754997 78.540001 718983 74.7435
"2014-12-26" 78.849998 79.169998 77.730003 77.839996 437587 74.077324
"2014-12-29" 77.610001 78.029999 76.989998 77.370003 1382793 73.630051
"2014-12-30" 77.370003 77.550003 76.470001 76.519997 1025806 72.821129
"2014-12-31" 76.699997 76.989998 75.169998 75.269997 1452452 71.631569
"2015-01-02" 76.309998 77.650002 75.139999 75.940002 1411720 72.26918
"2015-01-05" 75.449997 75.449997 73.889999 74.230003 1212430 70.641823
"2015-01-06" 74.089996 74.860001 72.720001 72.75 902970 69.233376
"2015-01-07" 73.389999 73.5 72.239998 72.480003 869886 68.976425
"2015-01-08" 73.139999 75.459999 73.010002 75.199997 1233256 71.564934
"2015-01-09" 75.260002 75.790001 74.819 74.93 1177522 71.307991
"2015-01-12" 75.239998 75.940002 74.5 74.919998 910288 71.298485
"2015-01-13" 75.360001 76.589996 74.75 75.449997 820642 71.802856
"2015-01-14" 74.440002 74.550003 72.669998 73.75 825875 70.18502
"2015-01-15" 73.949997 73.949997 72.870003 72.93 469267 69.404671
"2015-01-16" 72.93 73.946999 72.860001 73.57 732965 70.013748
"2015-01-20" 73.5 73.5 71 71.739998 1025619 68.272194
"2015-01-21" 71.440002 72.449997 71.199997 71.68 775482 68.215096
"2015-01-22" 71.879997 73.209999 71.879997 73.010002 628175 69.480804
"2015-01-23" 72.860001 73.5 72.214996 72.690002 739130 69.17627
"2015-01-26" 72.550003 73.779999 72.470001 73.489998 844639 69.937592
"2015-01-27" 72.720001 73.5 72.440002 73.019997 657238 69.490311
"2015-01-28" 73.559998 73.660004 71.720001 71.760002 510541 68.291229
"2015-01-29" 72.050003 72.489998 71.019997 72.400002 574027 68.900284
"2015-01-30" 71.690002 72.43 70.779999 71.089996 1302332 67.653595
"2015-02-02" 71.510002 71.769997 70.389999 71.75 727886 68.2817
"2015-02-03" 72.029999 73.720001 72.029999 73.599998 890200 70.042274
"2015-02-04" 73.610001 74.540001 73.120003 74.080002 930646 70.499077
"2015-02-05" 73.900002 73.970001 71.57 71.690002 1423307 68.224617
"2015-02-06" 71.739998 73.510002 71.699997 72.989998 715010 69.461761
