"Index" "SHOpen" "SHHigh" "SHLow" "SHClose" "SHVolume" "SHAdjusted"
"2013-07-22" 57.34 57.826668 56.766666 57.183334 2744700 52.665916
"2013-07-23" 57.18 57.57 56.383331 57.266666 3423300 52.74268
"2013-07-24" 57.343334 57.849998 56.793331 57.353333 3339900 52.822491
"2013-07-25" 57.086666 58.133331 56.936668 57.646667 4095900 53.092678
"2013-07-26" 57.393333 57.833332 56.976665 57.610001 2283300 53.058891
"2013-07-29" 56.853333 58.200001 56.853333 58.103333 2110500 53.513252
"2013-07-30" 57.923332 58.456669 57.803333 58.326668 1797000 53.718933
"2013-07-31" 58.27 58.549999 57.873333 58.056667 2501400 53.470268
"2013-08-01" 58.116669 59.013332 58.116669 58.810001 1918800 54.164093
"2013-08-02" 58.996666 59.759998 58.573334 59.683334 2407500 54.968433
"2013-08-05" 59.34 59.543331 58.613335 58.943333 1828200 54.28688
"2013-08-06" 58.84 59.07 58.009998 59.056667 3799200 54.39127
"2013-08-07" 58.756668 58.880001 57.610001 58.503334 3194700 53.881649
"2013-08-08" 58.610001 59.240002 58.466667 59.049999 1653600 54.385136
"2013-08-09" 58.759998 59.200001 58.376667 59.023335 1999800 54.36058
"2013-08-12" 58.763332 59.349998 58.256668 59.279999 1676400 54.596954
"2013-08-13" 59 59.276669 58.386665 58.596668 2149800 53.967598
"2013-08-14" 58.369999 58.666668 56.666668 56.686668 3517800 52.357426
"2013-08-15" 56.450001 56.509998 55.503334 56.326668 3760500 52.024918
"2013-08-16" 56.07 56.639999 56.040001 56.23 2141400 51.935619
"2013-08-19" 56.213333 56.433334 55.553333 55.84 2832300 51.575409
"2013-08-20" 55.863335 57.416668 55.863335 57.303333 3450300 52.926971
"2013-08-21" 57.376667 57.816666 56.869999 57.036667 2294700 52.680687
"2013-08-22" 57.063332 57.486668 56.586666 57.303333 1105500 52.926971
"2013-08-23" 57.25 57.650002 56.733334 57.506668 1494300 53.114788
"2013-08-26" 57.453335 57.639999 57.119999 57.283333 1300500 52.90852
"2013-08-27" 56.646667 56.663334 55.439999 55.733334 3098700 51.476898
"2013-08-28" 55.803333 56.799999 55.693333 56.456669 1437300 52.144981
"2013-08-29" 56.313332 57.403332 56.133331 57.349998 1939200 52.970093
"2013-08-30" 57.356667 58.186668 57.303333 57.466667 2544600 53.077843
"2013-09-03" 57.639999 58.323334 56.773335 57.026669 1567800 52.671452
"2013-09-04" 57.029999 57.713333 56.799999 57.450001 1602900 53.062458
"2013-09-05" 57.763332 58.720001 57.763332 58.119999 1636800 53.681278
"2013-09-06" 58.119999 58.52 57.326668 57.563332 2448300 53.167126
"2013-09-09" 57.950001 58.616669 57.683334 58.303333 1139400 53.850624
"2013-09-10" 58.536667 58.666668 58.136665 58.41 897900 53.949127
"2013-09-11" 58.540001 59.16 58.213333 58.869999 1368000 54.373997
"2013-09-12" 58.766666 59.046665 58.119999 58.209999 1105800 53.764408
"2013-09-13" 58.16 58.506668 58.049999 58.306667 695700 53.853691
"2013-09-16" 59.353333 59.923332 58.709999 59.166668 2546400 54.648014
"2013-09-17" 59.119999 59.413334 58.490002 58.560001 3749400 54.087685
"2013-09-18" 58.683334 60.869999 58.683334 60.68 4795200 56.045769
"2013-09-19" 60.666668 61.490002 60.416668 60.526669 3071700 55.904156
"2013-09-20" 60.543331 60.830002 59.956669 60.036667 2250000 55.451588
"2013-09-23" 60.959999 61.049999 60.163334 60.5 2237100 55.879524
"2013-09-24" 60.139999 60.563332 59.636665 60 1859100 55.417694
"2013-09-25" 59.993332 60.123333 59.549999 59.953335 1749000 55.374603
"2013-09-26" 60 60.926666 59.950001 60.843334 1399200 56.196636
"2013-09-27" 60.646667 60.75 59.963333 60.143333 1282200 55.550087
"2013-09-30" 59.700001 60.773335 59.253334 60.726665 3126900 56.088875
"2013-10-01" 60.720001 61.766666 60.52 61.506668 1923600 56.809311
"2013-10-02" 60.726665 61.576668 60.726665 61.563332 1381200 56.861649
"2013-10-03" 61.18 61.613335 60.696667 60.973331 1512300 56.316711
"2013-10-04" 61.103333 62.273335 61.033333 62.16 2594700 57.412731
"2013-10-07" 61.666668 61.766666 60.416668 60.433334 1746600 55.81794
"2013-10-08" 60.676666 60.676666 58.77 58.816666 2166300 54.324734
"2013-10-09" 59.356667 59.703335 58.163334 58.436668 1939800 53.973755
"2013-10-10" 59.336666 59.766666 59.016666 59.763332 2191800 55.199112
"2013-10-11" 59.666668 60.733334 59.650002 60.056667 1436100 55.470051
"2013-10-14" 59.75 60.193333 59.576668 60.029999 1011000 55.445419
"2013-10-15" 59.763332 60.163334 59.299999 60.026669 1284600 55.442333
"2013-10-16" 60.316666 60.713333 59.593334 60.48 2521200 55.861046
"2013-10-17" 60.389999 61.990002 60.389999 61.666668 1725900 56.957088
"2013-10-18" 61.756668 61.966667 61.043331 61.52 2861400 56.821609
"2013-10-21" 61.27 61.400002 60.580002 61.07 1917600 56.405979
"2013-10-22" 61.393333 62.41 61.310001 62.126667 3054300 57.381954
"2013-10-23" 61.776669 62.07 61.373333 61.52 2272500 56.821609
"2013-10-24" 61.643333 62.416668 61.283333 62.333332 4164300 57.572842
"2013-10-25" 63.666668 65.106667 63.333332 65.023331 3693600 60.057404
"2013-10-28" 64.860001 64.996666 63.923332 64.273331 2445300 59.364677
"2013-10-29" 64.183334 64.90667 63.84 64.813332 1555800 59.863434
"2013-10-30" 61.996666 63.233334 61.993332 62.823334 5118000 58.025414
"2013-10-31" 62.823334 63.003334 61.783333 62.666668 2294700 57.880714
"2013-11-01" 62.936668 63.026669 61.463333 61.556667 2733900 56.855499
"2013-11-04" 61.666668 62.279999 61.563332 62.006668 1869600 57.271122
"2013-11-05" 61.970001 62.006668 61.183334 61.52 1657200 56.821609
"2013-11-06" 62.063332 62.220001 61.560001 61.846668 1122000 57.123341
"2013-11-07" 61.766666 62.07 60.146667 60.34 2007900 55.731743
"2013-11-08" 60.453335 61.846668 60.353333 61.836666 1916700 57.114101
"2013-11-11" 61.566666 61.779999 61.326668 61.456669 1578600 56.763134
"2013-11-12" 61.406666 61.950001 61.223331 61.5 1913400 56.803143
"2013-11-13" 61.223331 61.836666 61.216667 61.793331 2832900 57.229168
"2013-11-14" 60.533333 62.366669 60.533333 62.336666 1688700 57.732368
"2013-11-15" 62.266666 62.513332 62.110001 62.290001 1846500 57.689159
"2013-11-18" 62.333332 62.466667 61.75 61.946667 1341000 57.371185
"2013-11-19" 61.726665 62.266666 61.696667 61.893333 981900 57.321785
"2013-11-20" 61.893333 62.139999 61.389999 61.546665 1224300 57.000721
"2013-11-21" 61.66 62.223331 61.466667 62.193333 1206300 57.599628
"2013-11-22" 62.09 62.66 61.886665 62.523335 1350900 57.905258
"2013-11-25" 62.496666 62.509998 61.459999 61.613335 1253700 57.062485
"2013-11-26" 61.606667 61.803333 61.150002 61.433334 1489500 56.895763
"2013-11-27" 61.650002 61.650002 60.983334 61.18 621600 56.661144
"2013-11-29" 61.16 61.433334 60.943333 61.009998 459900 56.503708
"2013-12-02" 61.136665 61.43 60.259998 60.380001 1316100 55.920223
"2013-12-03" 60.166668 60.376667 59.599998 59.936668 1617600 55.509647
"2013-12-04" 59.466667 60.553333 59.266666 60.360001 2722800 55.901711
"2013-12-05" 60.066666 60.903332 60.013332 60.576668 1602000 56.102379
"2013-12-06" 61.060001 62.09 60.810001 61.610001 1742700 57.059399
"2013-12-09" 61.610001 62.443333 61.610001 61.84 1901400 57.272396
"2013-12-10" 61.880001 62.5 61.5 61.563332 2320200 57.016163
"2013-12-11" 61.486668 61.486668 60.263332 60.396667 2061000 55.935661
"2013-12-12" 59.923332 60 59.223331 59.813332 3186000 55.395409
"2013-12-13" 59.813332 60.063332 59.176666 59.323334 1715100 54.941616
"2013-12-16" 59.556667 59.796665 58.946667 59.103333 1571100 54.737858
"2013-12-17" 57.426666 59.439999 56.876667 59.103333 4191300 54.737858
"2013-12-18" 59.029999 60 58.596668 59.973331 3170400 55.543602
"2013-12-19" 59.976665 60.220001 59.513332 60.049999 1328400 55.614605
"2013-12-20" 60.393333 61.013332 59.926666 60.716667 2976900 56.232029
"2013-12-23" 60.299999 60.726665 59.106667 60.473331 2500800 56.00666
"2013-12-24" 60.459999 60.996666 60.303333 60.896667 621000 56.398739
"2013-12-26" 61.113335 61.169998 60.736668 60.939999 602100 56.438866
"2013-12-27" 61.093334 61.23 60.606667 60.833332 882300 56.340088
"2013-12-30" 60.830002 61.099998 60.619999 60.75 944100 56.262909
"2013-12-31" 60.886665 61.266666 60.873333 61.166668 1034700 56.648785
"2014-01-02" 60.676666 61 60.23 60.803333 1547100 56.312298
"2014-01-03" 60.619999 61.34 60.573334 60.933334 1221600 56.43269
"2014-01-06" 61.09 61.536667 60.759998 60.896667 1752300 56.398739
"2014-01-07" 61.633331 62.723331 61.523335 62.536667 3716100 57.917606
"2014-01-08" 62.533333 63.253334 62.143333 63.226665 3745200 58.556633
"2014-01-09" 63.200001 63.310001 62.689999 62.956669 2044200 58.306583
"2014-01-10" 63.306667 64.326668 63.060001 64.279999 2795400 59.532173
"2014-01-13" 63.953335 64.333336 63.543331 63.73 1716300 59.022812
"2014-01-14" 64.129997 64.506668 63.483334 64.493332 1672500 59.729736
"2014-01-15" 64.43 64.613335 64.133331 64.379997 1645800 59.624783
"2014-01-16" 64.173332 64.75 64.026665 64.503334 1247100 59.739002
"2014-01-17" 64.716667 65.239998 64.566666 64.706665 2391600 59.927315
"2014-01-21" 65.33667 66.050003 65.09333 66.010002 2865000 61.134388
"2014-01-22" 65.746666 66.15667 65.523331 65.779999 1831200 60.921379
"2014-01-23" 65.260002 65.65667 64.853333 65.040001 2032200 60.236031
"2014-01-24" 64.970001 65.043335 63.540001 63.599998 2432700 58.902386
"2014-01-27" 63.830002 64.173332 63.103333 63.523335 2160300 58.831398
"2014-01-28" 64.876663 64.876663 63.453335 63.893333 1617600 59.174065
"2014-01-29" 63.376667 64.26667 62.583332 63.040001 3065400 58.383762
"2014-01-30" 61.330002 62.236668 60.529999 61.246666 4832400 56.722878
"2014-01-31" 60.57 61.226665 60.223331 61.086666 3267300 56.574696
"2014-02-03" 61.18 61.226665 58.869999 58.959999 3759000 54.605114
"2014-02-04" 59.086666 59.810001 58.813332 59.316666 2170200 54.93544
"2014-02-05" 58.916668 59.203335 58.096668 58.533333 3740100 54.209957
"2014-02-06" 58.793331 59.743332 58.483334 59.73 3211800 55.318233
"2014-02-07" 59.363335 60.903332 59.363335 60.853333 2723100 56.358597
"2014-02-10" 60.446667 60.993332 60.273335 60.783333 1735500 56.293777
"2014-02-11" 61.036667 61.383331 60.596668 61.139999 1990200 56.624096
"2014-02-12" 61.513332 62.806667 61.403332 62.276669 3511200 57.6768
"2014-02-13" 61.923332 63.523335 61.683334 63.473331 3142200 58.785076
"2014-02-14" 63.256668 63.98 63.02 63.723331 2222400 59.016621
"2014-02-18" 63.669998 64.080002 63.610001 63.82 2224800 59.106144
"2014-02-19" 63.666668 64.919998 63.59 64.360001 3087300 59.606262
"2014-02-20" 64.616669 64.970001 64.18 64.466667 2508300 59.70504
"2014-02-21" 64.356667 64.879997 64.15667 64.529999 2204100 59.76371
"2014-02-24" 64.536667 65.959999 64.536667 64.84333 2868300 60.053898
"2014-02-25" 64.786667 66.23333 64.599998 65.790001 2926800 60.930634
"2014-02-26" 65.873337 66.660004 65.779999 66.186668 2149200 61.298012
"2014-02-27" 65.889999 66.496666 65.736664 66.273331 1904700 61.548756
"2014-02-28" 66.279999 67.166664 65.963333 66.826668 2704500 62.062645
"2014-03-03" 66.18 66.73333 65.863335 66.5 1680900 61.759258
"2014-03-04" 67.403336 67.793335 66.699997 67.723335 1919100 62.89539
"2014-03-05" 67.703331 67.936668 67.43 67.760002 1793100 62.929455
"2014-03-06" 67.769997 68.296669 67.393333 67.666664 1812000 62.84277
"2014-03-07" 68.199997 69.543335 68.040001 68.903336 4024800 63.991295
"2014-03-10" 68.606667 68.953331 68.196671 68.699997 1695900 63.80241
"2014-03-11" 68.753334 68.989998 68.269997 68.326668 1613400 63.455685
"2014-03-12" 68 68.300003 67.756668 68.080002 1819800 63.22662
"2014-03-13" 68.339996 68.730003 67.253334 67.396667 1418700 62.591995
"2014-03-14" 67.333336 68.040001 67.083336 67.360001 1512600 62.557949
"2014-03-17" 67.603333 68.456665 67.603333 68.073334 1203000 63.220425
"2014-03-18" 68.146667 68.540001 68 68.26667 1364100 63.399998
"2014-03-19" 68.333336 68.629997 67.036667 67.410004 1963500 62.604401
"2014-03-20" 67.099998 67.536667 66.73333 67.373337 1426800 62.570351
"2014-03-21" 67.986664 67.989998 66.603333 66.803329 3079800 62.04097
"2014-03-24" 67 67.160004 65.900002 66.190002 1557900 61.471359
"2014-03-25" 66.620003 66.946671 65.946671 65.989998 1449300 61.285633
"2014-03-26" 66.300003 66.523331 65.256668 65.256668 1204500 60.60458
"2014-03-27" 65.256668 65.256668 64.173332 64.736664 1612200 60.121624
"2014-03-28" 64.809998 65.48333 64.643333 64.896667 1084800 60.270233
"2014-03-31" 65.160004 65.783333 64.910004 65.709999 1197600 61.025574
"2014-04-01" 65.910004 66.403336 65.660004 66.363335 1481400 61.632336
"2014-04-02" 66.306664 66.993332 66.010002 66.690002 1815000 61.935726
"2014-04-03" 66.923332 67.660004 66.426666 66.833336 1996500 62.068825
"2014-04-04" 66.273331 66.366669 64.110001 64.629997 4571700 60.022575
"2014-04-07" 65.029999 65.243332 63.34 63.439999 2853600 58.917404
"2014-04-08" 63.546665 64.146667 63.183334 63.966667 1652400 59.406544
"2014-04-09" 64.296669 64.923332 63.82 64.879997 1891200 60.254749
"2014-04-10" 64.790001 65.120003 63.23 63.343334 1701300 58.827621
"2014-04-11" 62.889999 63.689999 62.75 62.843334 1624500 58.363281
"2014-04-14" 63.189999 64.07 62.82 63.369999 1602900 58.852406
"2014-04-15" 63.529999 63.919998 62.75 63.853333 2170500 59.301266
"2014-04-16" 64.493332 64.746666 63.763332 64.083336 2694000 59.514889
"2014-04-17" 64.666664 66.666664 64.433334 65.863335 4216500 61.167992
"2014-04-21" 66.169998 66.459999 65.519997 65.919998 1910100 61.220604
"2014-04-22" 65.919998 67.683334 65.883331 67.576668 2585700 62.759182
"2014-04-23" 67.800003 68.103333 67.273331 67.316666 2070300 62.517719
"2014-04-24" 67.873337 67.976669 66.790001 67.013336 2002200 62.236004
"2014-04-25" 66.723335 67.003334 66.330002 66.910004 2690400 62.140057
"2014-04-28" 67.300003 67.333336 65.203331 66.273331 2868000 61.548756
"2014-04-29" 66.400002 66.666664 65.793335 66.596664 1724400 61.849045
"2014-04-30" 66.513336 66.82 66.400002 66.613335 2027100 61.86454
"2014-05-01" 66.5 66.796669 66.209999 66.629997 1307100 61.879997
"2014-05-02" 66.626663 67.190002 66.610001 66.953331 1792800 62.180283
"2014-05-05" 66.436668 66.91333 66.096664 66.553329 1501500 61.808792
"2014-05-06" 66.32 66.620003 65.776665 66.143333 1835100 61.42802
"2014-05-07" 66.503334 66.690002 65.763336 66.416664 1953300 61.68187
"2014-05-08" 66.440002 66.629997 65.559998 65.82 2032800 61.127731
"2014-05-09" 65.83667 66.620003 65.373337 66.599998 1395600 61.852139
"2014-05-12" 66.68 67.526665 66.519997 67.279999 1842300 62.483654
"2014-05-13" 67.23333 67.386665 66.676666 66.753334 1383300 61.994541
"2014-05-14" 66.583336 66.736664 66.236664 66.306664 1154700 61.749287
"2014-05-15" 66.143333 66.356667 65.283333 66.116669 1488300 61.57238
"2014-05-16" 66.066666 66.646667 65.693336 66.613335 1564800 62.034897
"2014-05-19" 66.466667 67.236664 66.436668 66.476669 1442700 61.907616
"2014-05-20" 66.583336 67.190002 66.496666 66.773331 1947000 62.183899
"2014-05-21" 66.809998 67.150002 66.446671 66.813332 1350600 62.221146
"2014-05-22" 66.763336 67.160004 66.550003 66.813332 1016400 62.221146
"2014-05-23" 66.716667 67.57 66.589996 67.470001 1777200 62.832684
"2014-05-27" 67.896667 67.896667 67.273331 67.339996 1309200 62.711601
"2014-05-28" 67.473335 67.970001 67.236664 67.236664 1288200 62.615368
"2014-05-29" 67.573334 67.866669 67.253334 67.790001 1142100 63.130692
"2014-05-30" 67.686668 68.440002 67.580002 68.203331 1322100 63.51561
"2014-06-02" 68.169998 68.376663 67.683334 67.856667 1368300 63.192757
"2014-06-03" 67.573334 68.276665 67.573334 67.923332 1091100 63.254883
"2014-06-04" 67.666664 68.09333 67.213333 67.956665 1239300 63.285912
"2014-06-05" 67.963333 68.246666 67.166664 67.98333 1160100 63.310711
"2014-06-06" 68.143333 68.666664 67.989998 68.143333 1124100 63.459736
"2014-06-09" 67.993332 68.419998 67.873337 68.099998 1149900 63.41938
"2014-06-10" 68.010002 68.276665 67.76667 68.139999 1026900 63.456627
"2014-06-11" 68.01667 68.169998 67.653336 67.75 856200 63.093449
"2014-06-12" 67.703331 68.139999 67.220001 67.40667 1181700 62.773697
"2014-06-13" 67.613335 67.760002 67.220001 67.576668 783000 62.932018
"2014-06-16" 67.546669 68.013336 67.173332 67.443336 996000 62.80785
"2014-06-17" 67.239998 67.926666 67.166664 67.589996 826200 62.944443
"2014-06-18" 67.610001 67.976669 67.120003 67.90667 1015500 63.239353
"2014-06-19" 67.753334 67.876663 67.546669 67.773331 979800 63.115162
"2014-06-20" 67.980003 68.32 67.783333 67.996666 1632600 63.323139
"2014-06-23" 68.08667 68.366669 67.866669 68.196671 1030800 63.509415
"2014-06-24" 68 68.699997 67.959999 68.256668 1570800 63.565269
"2014-06-25" 68.269997 68.796669 68.216667 68.683334 1189200 63.962631
"2014-06-26" 68.650002 68.650002 67.870003 68.43 1068600 63.726696
"2014-06-27" 68.096664 69.226669 68.096664 69.153336 1872000 64.400299
"2014-06-30" 69.333336 69.333336 68.839996 68.970001 2029200 64.229576
"2014-07-01" 69.006668 69.423332 68.966667 69.116669 1294200 64.366165
"2014-07-02" 69 69.300003 68.68 68.863335 892200 64.130226
"2014-07-03" 68.993332 69.226669 68.823334 69.153336 591900 64.400299
"2014-07-07" 69.076668 69.216667 68.25 68.41333 1168200 63.71117
"2014-07-08" 68.443336 68.473335 67.550003 67.736664 1637100 63.081001
"2014-07-09" 67.806664 68.40667 67.66333 68.373337 1520100 63.673935
"2014-07-10" 67.636665 67.636665 67.283333 67.426666 1976400 62.792332
"2014-07-11" 67.486664 67.646667 67.15667 67.58667 1039500 62.941341
"2014-07-14" 67.606667 67.879997 67.58667 67.739998 1064700 63.08411
"2014-07-15" 67.993332 68.216667 67.256668 67.440002 1760700 62.804745
"2014-07-16" 67.666664 67.723335 67.16333 67.243332 2277600 62.621586
"2014-07-17" 69.713333 70.456665 68.533333 70.316666 4969500 65.483681
"2014-07-18" 70.269997 70.793335 69.91333 70.726669 3723300 65.865517
"2014-07-21" 70.703331 70.886665 70.400002 70.860001 1845900 65.98967
"2014-07-22" 70.889999 71.643333 70.860001 71.32 1780500 66.418076
"2014-07-23" 71.666664 71.873337 71.269997 71.536667 1422000 66.619843
"2014-07-24" 71.683334 71.683334 71.059998 71.15667 1632300 66.265953
"2014-07-25" 71.15667 71.5 70.84333 70.923332 1043700 66.048653
"2014-07-28" 71 71.263336 70.533333 70.883331 1588800 66.011436
"2014-07-29" 70.98333 71.146667 70.243332 70.246666 1724700 65.418503
"2014-07-30" 70.313332 70.610001 69.90667 70.053329 1685100 65.238434
"2014-07-31" 69.926666 69.956665 68.683334 68.743332 1786800 64.018478
"2014-08-01" 68.480003 68.720001 67.883331 68.253334 2646300 63.562172
"2014-08-04" 68.610001 69.613335 67.973335 69.459999 1560000 64.685898
"2014-08-05" 69.09333 69.48333 68.209999 68.339996 2331600 63.642879
"2014-08-06" 68.323334 69.176666 68.323334 69.133331 2486100 64.381668
"2014-08-07" 69.376663 69.443336 68.423332 68.616669 2246700 63.900524
"2014-08-08" 68.900002 69.686668 68.703331 69.636665 1817100 64.850449
"2014-08-11" 69.736664 70.256668 69.51667 69.613335 1019400 64.828697
"2014-08-12" 69.559998 70.32 69.543335 70.206665 1590000 65.381248
"2014-08-13" 70.376663 70.686668 69.970001 70.583336 1190400 65.904152
"2014-08-14" 70.846664 70.943336 70.326668 70.603333 1262100 65.922798
"2014-08-15" 70.90667 71.279999 70.279999 70.933334 1398300 66.230919
"2014-08-18" 71.206665 71.496666 70.980003 71.376663 1172700 66.644867
"2014-08-19" 71.653336 71.660004 71.353333 71.449997 977700 66.713356
"2014-08-20" 71.373337 71.816666 71.16333 71.68 1213800 66.928085
"2014-08-21" 71.816666 72.616669 71.763336 72.416664 1446300 67.615913
"2014-08-22" 72.416664 72.66333 72.099998 72.32 874500 67.525665
"2014-08-25" 72.51667 72.666664 72.196671 72.529999 1051200 67.721733
"2014-08-26" 72.550003 72.833336 72.276665 72.599998 767100 67.787094
"2014-08-27" 72.666664 72.773331 72.129997 72.543335 1258800 67.734207
"2014-08-28" 72.183334 73.07 72 72.709999 832800 67.889809
"2014-08-29" 72.623337 72.773331 72.300003 72.703331 902100 67.883575
"2014-09-02" 72.863335 73.006668 72.34333 72.523331 1111800 67.715515
"2014-09-03" 72.926666 73.066666 72.230003 72.410004 953100 67.609711
"2014-09-04" 72.376663 72.923332 72.300003 72.48333 851100 67.678177
"2014-09-05" 72.296669 72.833336 72.113335 72.763336 1195200 67.939613
"2014-09-08" 72.75 72.83667 72.313332 72.639999 841800 67.824455
"2014-09-09" 72.403336 72.519997 72.116669 72.173332 1229400 67.388725
"2014-09-10" 72.370003 72.386665 71.98333 72.26667 1214100 67.475853
"2014-09-11" 72.150002 72.736664 72.040001 72.68 1166400 67.861794
"2014-09-12" 72.48333 72.576668 71.559998 71.849998 1263300 67.086807
"2014-09-15" 71.720001 71.970001 71.203331 71.726669 1328400 66.971657
"2014-09-16" 71.743332 72.57 71.566666 72.173332 1415100 67.388725
"2014-09-17" 72.313332 72.763336 72.036667 72.363335 877500 67.566109
"2014-09-18" 72.660004 73.489998 72.550003 73.286667 1325400 68.428223
"2014-09-19" 73.686668 73.756668 73.300003 73.513336 2138700 68.63987
"2014-09-22" 73.346664 73.606667 73.01667 73.01667 1435800 68.176147
"2014-09-23" 72.959999 73.316666 72.800003 72.826668 1383600 67.998741
"2014-09-24" 72.889999 73.813332 72.73333 73.669998 1519500 68.786171
"2014-09-25" 73.370003 73.660004 72.786667 72.790001 1208400 67.964508
"2014-09-26" 72.75 73.726669 72.739998 73.596664 1099800 68.717697
"2014-09-29" 73.203331 74.176666 72.936668 73.813332 1419900 68.919991
"2014-09-30" 73.489998 73.916664 72.933334 72.996666 1645800 68.157486
"2014-10-01" 72.876663 72.970001 71.023331 71.246666 1527300 66.523476
"2014-10-02" 71.239998 71.66333 70.453331 71.503334 1349700 66.763153
"2014-10-03" 71.736664 72.510002 71.736664 71.996666 1159800 67.223747
"2014-10-06" 72.106667 72.366669 71.290001 71.546669 1631700 66.803589
"2014-10-07" 71.346664 71.486664 70.480003 70.480003 1487400 65.807648
"2014-10-08" 70.846664 72.353333 70.576668 72.253334 1952400 67.463417
"2014-10-09" 72.263336 72.436668 71.330002 71.33667 2001900 66.607506
"2014-10-10" 71.333336 72.243332 71.036667 71.046669 1697700 66.336761
"2014-10-13" 71.306664 71.486664 67.846664 68.026665 3441300 63.51693
"2014-10-14" 68.123337 69.116669 67.756668 68.589996 2256300 64.042961
"2014-10-15" 67.523331 70.426666 67.33667 70.173332 3372600 65.521339
"2014-10-16" 68.753334 70.830002 68.753334 70.529999 1647900 65.854347
"2014-10-17" 71.253334 72.933334 71.15667 72.33667 2674500 67.541222
"2014-10-20" 72.333336 73.433334 72.239998 73.26667 1741500 68.409561
"2014-10-21" 73.933334 75.776665 73.503334 75.65667 2007900 70.641136
"2014-10-22" 75.676666 76.540001 75.276665 75.306664 2044500 70.314331
"2014-10-23" 76.099998 76.213333 75.103333 75.269997 2468100 70.280083
"2014-10-24" 75.599998 76.419998 75.196671 76.303329 1700700 71.244919
"2014-10-27" 75.813332 76.080002 74.523331 75.226669 2613000 70.239632
"2014-10-28" 75.236664 76.5 74.393333 74.666664 2583600 69.716743
"2014-10-29" 74.696671 74.876663 73.376663 73.949997 4767600 69.047592
"2014-10-30" 73.823334 75.493332 73.823334 75.053329 2705400 70.077805
"2014-10-31" 75.803329 76.576668 75.763336 76.519997 2911500 71.447212
"2014-11-03" 76.626663 76.849998 75.956665 76.426666 2101200 71.360107
"2014-11-04" 76.426666 76.963333 75.73333 76.089996 2296800 71.045746
"2014-11-05" 76.876663 77.066666 76.273331 76.796669 2317500 71.705559
"2014-11-06" 76.730003 77.923332 76.333336 77.739998 1929600 72.586349
"2014-11-07" 78.010002 78.76667 77.713333 78.68 2193000 73.464043
"2014-11-10" 78.813332 78.959999 78.366669 78.90667 1425900 73.675674
"2014-11-11" 79 79.449997 78.690002 79.206665 1486200 73.955795
"2014-11-12" 78.876663 79.473335 78.473335 79.366669 1355400 74.277107
"2014-11-13" 79.709999 80.120003 79.169998 79.876663 1821000 74.754402
"2014-11-14" 79.673332 80.160004 79.459999 79.883331 1339800 74.760635
"2014-11-17" 79.76667 80.306664 79.559998 79.769997 1172700 74.654556
"2014-11-18" 79.73333 80.526665 79.709999 80.440002 1051800 75.281616
"2014-11-19" 80.446671 80.529999 79.903336 80.283333 1241100 75.134995
"2014-11-20" 79.769997 80.790001 79.626663 80.746666 1237500 75.568604
"2014-11-21" 81.473335 81.620003 80.223335 80.683334 1614600 75.509354
"2014-11-24" 80.970001 80.970001 80.16333 80.676666 1293600 75.503098
"2014-11-25" 80.643333 81.33667 79.940002 79.940002 2066100 74.81369
"2014-11-26" 79.639999 80.243332 79.639999 80.199997 1206900 75.056984
"2014-11-28" 80.686668 83.220001 80.416664 81.620003 1587900 76.385933
"2014-12-01" 81.496666 81.823334 80.790001 81.023331 2150700 75.827545
"2014-12-02" 80.936668 81.59333 80.763336 81.51667 1922400 76.289238
"2014-12-03" 81.046669 82.25 81.046669 82.150002 1995900 76.881958
"2014-12-04" 82.113335 83 82.050003 82.57 1998300 77.275024
"2014-12-05" 82.5 83.166664 82.133331 82.290001 1900200 77.012962
"2014-12-08" 82.440002 83.333336 82.013336 83.166664 1746900 77.833412
"2014-12-09" 82.526665 83.26667 82.010002 83.193336 1152600 77.858391
"2014-12-10" 83.003334 83.216667 82.153336 82.26667 1476000 76.991158
"2014-12-11" 83.629997 85.386665 82.686668 84.736664 3232500 79.302757
"2014-12-12" 83.363335 84.276665 81.433334 82.41333 3282900 77.128403
"2014-12-15" 82.896667 83.116669 81.036667 82.206665 2090700 76.934998
"2014-12-16" 82.199997 83.653336 81.776665 81.886665 2104200 76.635498
"2014-12-17" 82.480003 84.51667 81.996666 84.110001 2166000 78.716263
"2014-12-18" 84.523331 85.703331 84.366669 85.703331 1899900 80.20742
"2014-12-19" 86.383331 86.839996 85.580002 86.690002 2655000 81.130806
"2014-12-22" 86.696671 87.32 86.533333 87.216667 1362600 81.623718
"2014-12-23" 87.703331 88.083336 87.396667 87.696671 1118100 82.072929
"2014-12-24" 88.019997 88.446671 87.639999 88.183334 602400 82.528389
"2014-12-26" 88.213333 88.743332 88.050003 88.283333 898500 82.621964
"2014-12-29" 88.166664 88.480003 87.783333 88.26667 1116900 82.606369
"2014-12-30" 88.253334 88.620003 88.056664 88.309998 976800 82.646912
"2014-12-31" 88.323334 88.75 87.68 87.68 1078200 82.057304
"2015-01-02" 87.393333 88.313332 86.779999 87.480003 1700400 81.870171
"2015-01-05" 86.716667 87.496666 86.59333 87.220001 2161800 81.626831
"2015-01-06" 87.019997 88.146667 86.370003 86.956665 2133000 81.380394
"2015-01-07" 87.606667 88.459999 87 88.440002 2487300 82.768608
"2015-01-08" 88.673332 91.196671 88.529999 90.860001 3236100 85.033401
