"Index" "Open" "High" "Low" "Close" "Volume" "Adjusted"
"2012-01-31" 16.27107 16.365713 16.18107 16.302856 391683600 13.9775
"2012-02-01" 16.371786 16.3925 16.269644 16.2925 270046000 13.968623
"2012-02-02" 16.282143 16.327499 16.213572 16.254286 186796400 13.935861
"2012-02-03" 16.332144 16.428572 16.27 16.417143 286599600 14.075487
"2012-02-06" 16.370714 16.606428 16.364286 16.570356 249412800 14.206844
"2012-02-07" 16.616072 16.776787 16.592142 16.743929 316223600 14.35566
"2012-02-08" 16.803572 17.028214 16.775 17.024286 407890000 14.596031
"2012-02-09" 17.17 17.741072 17.162857 17.613214 884214800 15.100956
"2012-02-10" 17.534286 17.772142 17.448214 17.622143 631302000 15.108606
"2012-02-13" 17.840357 17.993929 17.753214 17.950001 517216000 15.389703
"2012-02-14" 18.023571 18.19857 17.928572 18.195 460398400 15.599762
"2012-02-15" 18.366428 18.79607 17.746071 17.77393 1506120000 15.238752
"2012-02-16" 17.553572 18.031786 17.379642 17.936071 944552000 15.377764
"2012-02-17" 17.968214 18.134644 17.867857 17.932858 535805200 15.375004
"2012-02-21" 18.102858 18.387501 18.004286 18.387501 605595200 15.7648
"2012-02-22" 18.324286 18.410357 18.18107 18.322857 483302400 15.709385
"2012-02-23" 18.395714 18.493929 18.196428 18.442499 568027600 15.811958
"2012-02-24" 18.559643 18.674999 18.522858 18.657499 415072000 15.99629
"2012-02-27" 18.618214 18.875 18.438572 18.777143 547582000 16.098866
"2012-02-28" 18.855715 19.121786 18.780357 19.121786 600387200 16.39436
"2012-02-29" 19.341429 19.557501 19.132143 19.372856 952011200 16.609613
"2012-03-01" 19.577499 19.57893 19.241785 19.445356 683270000 16.671772
"2012-03-02" 19.437143 19.52857 19.375713 19.470715 431712400 16.693512
"2012-03-05" 19.479286 19.552856 18.785713 19.04143 809124400 16.325453
"2012-03-06" 18.702143 19.060356 18.436428 18.937857 810238800 16.236656
"2012-03-07" 19.171429 19.206429 18.689285 18.953215 798520800 16.249823
"2012-03-08" 19.096071 19.3925 19.004286 19.356787 516457200 16.595835
"2012-03-09" 19.436071 19.562143 19.396786 19.470358 418919200 16.693203
"2012-03-12" 19.606428 19.714287 19.535713 19.714287 407282400 16.902346
"2012-03-13" 19.912144 20.292143 19.848213 20.289286 690855200 17.395325
"2012-03-14" 20.644644 21.24 20.549999 21.056429 1418844000 18.053051
"2012-03-15" 21.414642 21.428928 20.6625 20.912857 1159718000 17.929951
"2012-03-16" 20.882856 21.042856 20.642857 20.913214 825487600 17.930256
"2012-03-19" 21.370358 21.491785 21.0375 21.467857 901236000 18.40579
"2012-03-20" 21.411072 21.674999 21.124287 21.64143 816662000 18.554609
"2012-03-21" 21.526428 21.773214 21.47893 21.517857 644042000 18.44866
"2012-03-22" 21.349285 21.589287 21.268929 21.405001 623870800 18.351904
"2012-03-23" 21.446072 21.492857 21.228571 21.2875 430488800 18.251163
"2012-03-26" 21.42107 21.683929 21.259287 21.677856 595742000 18.58584
"2012-03-27" 21.649286 22.01 21.645 21.945715 607129600 18.815491
"2012-03-28" 22.084999 22.194643 21.796785 22.057858 655460400 18.911636
"2012-03-29" 21.885 22.02 21.686787 21.780714 608238400 18.674023
"2012-03-30" 21.741785 21.805714 21.355 21.4125 731038000 18.35833
"2012-04-02" 21.493929 22.098928 21.442142 22.093929 598351600 18.942564
"2012-04-03" 22.40357 22.57893 22.2325 22.475714 834559600 19.26989
"2012-04-04" 22.298214 22.352142 22.035713 22.296785 572980800 19.116484
"2012-04-05" 22.392143 22.66643 22.264286 22.63143 641298000 19.403399
"2012-04-09" 22.361786 22.851429 22.332144 22.7225 597536800 19.48147
"2012-04-10" 22.854643 23 22.357143 22.444286 889725200 19.242943
"2012-04-11" 22.72143 22.745358 22.262142 22.364286 696614800 19.174362
"2012-04-12" 22.321428 22.547501 22.160713 22.241785 614336800 19.06933
"2012-04-13" 22.289642 22.310715 21.553928 21.615356 859644800 18.532253
"2012-04-16" 21.787857 21.795713 20.651787 20.718929 1050786800 17.763693
"2012-04-17" 20.67643 21.785713 20.425358 21.775 1025528000 18.669125
"2012-04-18" 21.918571 22.151787 21.525356 21.726429 954531200 18.627481
"2012-04-19" 21.436428 21.5975 20.875713 20.98 834719200 17.987524
"2012-04-20" 21.120714 21.236429 20.372143 20.463572 1030985200 17.544754
"2012-04-23" 20.378929 20.595358 19.879286 20.417856 966529200 17.505558
"2012-04-24" 20.093214 20.274643 19.821428 20.01 1076149200 17.15588
"2012-04-25" 21.987143 22.071428 21.642857 21.785713 905777600 18.678308
"2012-04-26" 21.938213 21.953215 21.504642 21.703571 536068400 18.607882
"2012-04-27" 21.609644 21.649286 21.446428 21.535713 406722400 18.463963
"2012-04-30" 21.35 21.371429 20.821428 20.856428 506144800 17.881577
"2012-05-01" 20.889286 21.312857 20.758215 20.790358 610999200 17.824923
"2012-05-02" 20.722857 20.978571 20.673571 20.927856 427389200 17.942814
"2012-05-03" 21.089287 21.121429 20.725 20.779285 390549600 17.815432
"2012-05-04" 20.610001 20.655714 20.184643 20.1875 529992400 17.30806
"2012-05-07" 20.053572 20.456072 20.043928 20.338572 460118400 17.437578
"2012-05-08" 20.342142 20.410713 19.954643 20.292143 497252000 17.397776
"2012-05-09" 20.132143 20.499287 20.030357 20.327856 480704000 17.428398
"2012-05-10" 20.520714 20.567142 20.30143 20.375713 333200000 17.469427
"2012-05-11" 20.178572 20.516787 20.155357 20.239643 399546000 17.35277
"2012-05-14" 20.091785 20.268213 19.914286 19.936428 352626400 17.092802
"2012-05-15" 20.051786 20.115 19.705357 19.756071 476336000 16.938168
"2012-05-16" 19.7875 19.888929 19.322857 19.502857 560896000 16.721067
"2012-05-17" 19.475357 19.553572 18.932858 18.932858 717220000 16.23237
"2012-05-18" 19.07 19.407499 18.649286 18.942142 732292400 16.240335
"2012-05-21" 19.089287 20.055 19.073214 20.045713 631106000 17.186495
"2012-05-22" 20.34107 20.495714 19.735001 19.891787 694870400 17.054525
"2012-05-23" 19.910713 20.457144 19.758215 20.377144 584897600 17.470648
"2012-05-24" 20.566786 20.589287 20.043928 20.190001 496230000 17.310204
"2012-05-25" 20.163929 20.208929 19.945356 20.081785 328507200 17.217428
"2012-05-29" 20.389286 20.5 20.189644 20.438213 380508800 17.52301
"2012-05-30" 20.328571 20.713928 20.234285 20.684643 529429600 17.734285
