"Index" "Open" "High" "Low" "Close" "Volume" "Adjusted"
"2012-01-31" 17.855715 17.927143 16.821428 17.171429 84273700 17.171429
"2012-02-01" 17.344286 17.678572 16.892857 17.567142 52306800 17.567142
"2012-02-02" 17.642857 17.964287 17.464287 17.714287 41126400 17.714287
"2012-02-03" 17.857143 18.212856 17.620001 18.061428 46788000 18.061428
"2012-02-06" 17.602858 18.657143 17.407143 18.464287 81617200 18.464287
"2012-02-07" 18.389999 19.061428 18.115713 18.268572 81435200 18.268572
"2012-02-08" 17.981428 18.19857 17.632856 17.714287 51012500 17.714287
"2012-02-09" 17.772858 18.139999 17.450001 17.834286 40514600 17.834286
"2012-02-10" 17.72143 18.035713 17.552856 17.704287 33901000 17.704287
"2012-02-13" 17.852858 17.854286 16.875713 16.9 52550400 16.9
"2012-02-14" 16.998571 17.75 16.935715 17.581429 52407600 17.581429
"2012-02-15" 17.661428 17.902857 17.298571 17.437143 37126600 17.437143
"2012-02-16" 17.45857 17.732857 17.142857 17.415714 40575500 17.415714
"2012-02-17" 17.447144 17.552856 17.15 17.407143 25934300 17.407143
"2012-02-21" 17.692858 18.021429 16.668571 16.771429 80490900 16.771429
"2012-02-22" 16.415714 16.428572 15.505714 16.057142 93191700 16.057142
"2012-02-23" 15.935714 16.307142 15.88 16.14143 39762100 16.14143
"2012-02-24" 16.125713 16.27857 15.9 15.952857 27089300 15.952857
"2012-02-27" 15.435714 15.77 15.234286 15.63 45077900 15.63
"2012-02-28" 15.487143 16.41 15.442857 16.188572 42196700 16.188572
"2012-02-29" 16.154285 16.27 15.68 15.818571 37569000 15.818571
"2012-03-01" 15.585714 16.238571 15.502857 16.107143 36876000 16.107143
"2012-03-02" 16.07 16.834286 15.942857 16.442858 40653200 16.442858
"2012-03-05" 16.385714 16.645714 15.815714 15.83 27605200 15.83
"2012-03-06" 15.641429 15.654286 15.142857 15.304286 32221700 15.304286
"2012-03-07" 15.92 15.92 14.647143 15.027143 76797000 15.027143
"2012-03-08" 15.135714 15.491429 14.857143 15.438571 45752700 15.438571
"2012-03-09" 15.285714 15.751429 15.092857 15.59 37167200 15.59
"2012-03-12" 15.392857 15.821429 15.078571 15.171429 34559700 15.171429
"2012-03-13" 15.411429 15.614286 15.021429 15.192857 30739800 15.192857
"2012-03-14" 15.117143 15.135714 14.7 15.035714 36208200 15.035714
"2012-03-15" 15.05 15.807143 15 15.738571 40880000 15.738571
"2012-03-16" 15.751429 15.958571 15.365714 15.708571 37198700 15.708571
"2012-03-19" 15.644286 16.428572 15.544286 16.332857 37095100 16.332857
"2012-03-20" 16.272858 16.678572 16.158571 16.431429 31507700 16.431429
"2012-03-21" 16.571428 17.27 16.517143 17.157143 47321400 17.157143
"2012-03-22" 17.147142 17.639999 16.838572 16.96143 42754600 16.96143
"2012-03-23" 17.062857 17.311428 16.758572 17.17 37734200 17.17
"2012-03-26" 17.370001 17.455713 17.021429 17.427143 32428200 17.427143
"2012-03-27" 17.44857 17.638571 17.219999 17.238571 24382400 17.238571
"2012-03-28" 17.178572 17.285713 16.905714 16.972857 22874600 16.972857
"2012-03-29" 16.847143 16.941429 16.142857 16.435715 32632600 16.435715
"2012-03-30" 16.501429 16.755714 16.311428 16.434286 29270500 16.434286
"2012-04-02" 16.4 16.4 16.014286 16.281429 26645500 16.281429
"2012-04-03" 15.831429 16.321428 15.678571 16.137142 46004700 16.137142
"2012-04-04" 15.947143 16.078571 15.7 15.751429 20766200 15.751429
"2012-04-05" 15.705714 15.944286 15.617143 15.785714 22763300 15.785714
"2012-04-09" 15.537143 15.668571 15.232857 15.24 22637300 15.24
"2012-04-10" 15.331429 15.4 14.542857 14.56 35105000 14.56
"2012-04-11" 14.748571 14.817143 14.074286 14.258571 52320800 14.258571
"2012-04-12" 14.465714 14.99 14.187143 14.894286 33845000 14.894286
"2012-04-13" 14.987143 15.214286 14.615714 14.881429 27695500 14.881429
"2012-04-16" 14.944286 15 14.342857 14.45 26727400 14.45
"2012-04-17" 14.528571 15.38 14.527143 15.288571 31110800 15.288571
"2012-04-18" 15.212857 15.531429 15.178571 15.28 23503900 15.28
"2012-04-19" 15.01 15.672857 14.897143 15.298571 25097100 15.298571
"2012-04-20" 15.36 15.452857 15.095714 15.158571 18275600 15.158571
"2012-04-23" 14.984286 15 14.541429 14.548571 84274400 14.548571
"2012-04-24" 12.36 12.857143 12.328571 12.525714 117393500 12.525714
"2012-04-25" 12.655714 12.655714 11.651429 12.335714 83428800 12.335714
"2012-04-26" 12.228571 12.548571 11.972857 12.152857 55948900 12.152857
"2012-04-27" 12.244286 12.27 11.857143 11.962857 36031100 11.962857
"2012-04-30" 11.802857 11.838571 11.394286 11.448571 52679200 11.448571
"2012-05-01" 11.47 11.812857 11.285714 11.622857 32983300 11.622857
"2012-05-02" 11.534286 11.854286 11.451429 11.747143 27384000 11.747143
"2012-05-03" 11.687143 11.74 10.788571 10.852857 53015900 10.852857
"2012-05-04" 10.827143 10.914286 10.301429 10.448571 63666400 10.448571
"2012-05-07" 10.357143 10.802857 10.332857 10.492857 28700000 10.492857
"2012-05-08" 10.438571 10.472857 10.082857 10.398571 27203400 10.398571
"2012-05-09" 10.304286 10.704286 10.191429 10.621429 26118400 10.621429
"2012-05-10" 10.692857 10.711429 10.3 10.345714 26424300 10.345714
"2012-05-11" 10.412857 11.198571 10.355714 11.054286 62239800 11.054286
"2012-05-14" 11.018571 11.235714 10.801429 10.994286 37849700 10.994286
"2012-05-15" 11.111429 11.328571 11.014286 11.068571 31319400 11.068571
"2012-05-16" 11.081429 11.205714 10.521429 10.6 36699600 10.6
"2012-05-17" 10.607143 10.63 10.271429 10.281429 23778300 10.281429
"2012-05-18" 10.328571 10.392857 9.337143 9.994286 29415400 9.994286
"2012-05-21" 9.978571 10.312857 9.65 10.248571 25143300 10.248571
"2012-05-22" 10.257143 10.342857 9.607143 9.672857 40014800 9.672857
"2012-05-23" 9.638571 10.307143 9.595714 10.272857 44100000 10.272857
"2012-05-24" 10.217143 10.241429 9.928571 10.038571 20742400 10.038571
"2012-05-25" 10.085714 10.501429 9.984286 10.031429 33371100 10.031429
"2012-05-29" 10.151429 10.164286 9.742857 9.92 31997000 9.92
"2012-05-30" 9.782857 9.857143 9.571429 9.62 32890900 9.62
"2012-05-31" 9.528571 9.681429 8.91 9.062857 53803400 9.062857
"2012-06-01" 8.707143 9.104286 8.671429 8.992857 35578200 8.992857
"2012-06-04" 9.035714 9.32 8.91 9.285714 35291200 9.285714
"2012-06-05" 9.287143 9.475714 9.178571 9.261429 24048500 9.261429
"2012-06-06" 9.38 9.767143 9.307143 9.411429 30676800 9.411429
